survival_action_v2_1,rows,days,avg_survival_probability_pct,avg_over20_probability_pct,avg_survival_score
SURVIVAL_CORE,6,,80.15018021422462,7.249821953736959,0.7290035826048765
SURVIVAL_SECONDARY,3,,65.10976539413613,19.628433648253946,0.45481331745882186
SURVIVAL_REJECT,6,,16.010457538495434,77.37773408699927,-0.6136727654850382
