superset_audited_ordered_ladder_available,superset_audited_ordered_ladder_valid,level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm,superset_audited_ordered_ladder_median_abs_error,superset_audited_ordered_ladder_mean_abs_error,superset_audited_ordered_ladder_pct_within_3,superset_audited_ordered_ladder_pct_within_5,L4_audited_candidate_price,L4_actual,L4_abs_error,L4_within_3,L4_within_5,L4_audited_source,L4_audit_status,L5_audited_candidate_price,L5_actual,L5_abs_error,L5_within_3,L5_within_5,L5_audited_source,L5_audit_status,L6_audited_candidate_price,L6_actual,L6_abs_error,L6_within_3,L6_within_5,L6_audited_source,L6_audit_status,L7_audited_candidate_price,L7_actual,L7_abs_error,L7_within_3,L7_within_5,L7_audited_source,L7_audit_status
True,True,2026-01-15,2026-01-14,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4626.39,PREV_CLOSE_PROXY,,NEUTRAL,28.450625,30.717815,0.0,0.0,4622.040009,4597.72,24.320009,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4600.64625,4574.22,26.42625,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4579.665,4549.19,30.475,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4558.59,4516.94,41.65,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR
True,True,2026-01-16,2026-01-15,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4615.76,PREV_CLOSE_PROXY,,NEUTRAL,5.365412,5.580987,25.0,50.0,4612.626675,4618.64,6.013325,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4592.693125,4591.17,1.523125,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4571.5275,4566.81,4.7175,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4551.19,4541.12,10.07,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR
True,True,2026-01-19,2026-01-16,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4595.66,PREV_CLOSE_PROXY,,NEUTRAL,7.0425,8.425313,25.0,50.0,4596.7525,4615.0,18.2475,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4589.2525,4592.49,3.2375,False,True,EXPANDED_ORACLE_BETTER,SUPERSET_OK_WITHIN_5,4568.62125,4569.99,1.36875,True,True,EXPANDED_ORACLE_BETTER,SUPERSET_OK_WITHIN_3,4535.9925,4546.84,10.8475,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10
True,True,2026-01-20,2026-01-19,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4670.86,PREV_CLOSE_PROXY,,NEUTRAL,3.52,3.27375,25.0,100.0,4693.16375,4696.99,3.82625,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4680.4975,4677.12,3.3775,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4657.49875,4655.27,2.22875,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4637.3325,4633.67,3.6625,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5
True,True,2026-01-21,2026-01-20,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4763.3,PREV_CLOSE_PROXY,,NEUTRAL,127.24625,126.994375,0.0,0.0,4727.915,4856.21,128.295,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4712.915,4833.04,120.125,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4686.2225,4812.42,126.1975,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4659.53,4792.89,133.36,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10
True,True,2026-01-22,2026-01-21,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4831.03,PREV_CLOSE_PROXY,,NEUTRAL,24.291688,21.953857,0.0,0.0,4822.115,4853.55,31.435,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4800.036623,4828.22,28.183377,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4795.99295,4803.79,7.79705,False,False,EXPANDED_ORACLE_BETTER,SUPERSET_OK_WITHIN_10,4755.88,4776.28,20.4,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10
True,True,2026-01-23,2026-01-22,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4936.06,PREV_CLOSE_PROXY,,NEUTRAL,10.7675,10.5775,50.0,50.0,4921.01,4918.05,2.96,True,True,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_3,4896.235,4895.71,0.525,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4891.01,4870.76,20.25,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4866.235,4847.66,18.575,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10
True,True,2026-01-26,2026-01-23,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4987.98,PREV_CLOSE_PROXY,,NEUTRAL,24.530938,25.619844,0.0,0.0,5079.925,5057.59,22.335,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,5049.8375,5031.93,17.9075,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,5034.546875,5007.82,26.726875,False,False,EXPANDED_ORACLE_BETTER,SUPERSET_OK_GT10,5019.75,4984.24,35.51,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10
True,True,2026-01-27,2026-01-26,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,5008.17,PREV_CLOSE_PROXY,,NEUTRAL,11.03625,10.304063,25.0,25.0,5046.59625,5064.63,18.03375,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,5020.2075,5033.46,13.2525,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4989.93,4998.75,8.82,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_10,4959.93,4958.82,1.11,True,True,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_3
True,True,2026-01-28,2026-01-27,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,5181.22,PREV_CLOSE_PROXY,,NEUTRAL,57.155937,57.304687,0.0,0.0,5168.534375,5243.94,75.405625,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,5140.725625,5212.86,72.134375,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,5138.6925,5180.87,42.1775,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,5112.75875,5152.26,39.50125,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR
True,True,2026-01-29,2026-01-28,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,5417.12,PREV_CLOSE_PROXY,,NEUTRAL,28.4025,28.636272,0.0,0.0,5303.23,5354.75,51.52,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,5273.23,5309.52,36.29,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,5244.619913,5250.84,6.220087,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_10,5222.815,5202.3,20.515,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10
True,True,2026-01-30,2026-01-29,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5370.92,PREV_CLOSE_PROXY,,NEUTRAL,85.96875,82.739833,0.0,0.0,5475.085,5502.93,27.845,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,5402.1875,5453.11,50.9225,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,5269.593169,5400.77,131.176831,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,5228.495,5349.51,121.015,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR
True,True,2026-02-02,2026-01-30,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4885.18,PREV_CLOSE_PROXY,,NEUTRAL,133.51904,134.746395,0.0,0.0,5083.835,4926.32,157.515,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,5053.835,4879.19,174.645,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4941.473079,4831.95,109.523079,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4877.7925,4780.49,97.3025,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10
True,True,2026-02-03,2026-02-02,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4660.96,PREV_CLOSE_PROXY,,NEUTRAL,105.6025,106.89375,0.0,0.0,4786.65,4884.57,97.92,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4756.65,4848.53,91.88,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4692.705,4805.99,113.285,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4643.76,4768.25,124.49,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10
True,True,2026-02-04,2026-02-03,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4946.72,PREV_CLOSE_PROXY,,NEUTRAL,106.741305,105.880652,0.0,0.0,4912.005,4996.14,84.135,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4859.7675,4948.43,88.6625,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4775.379891,4900.2,124.820109,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4725.555,4851.46,125.905,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10
True,True,2026-02-05,2026-02-04,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4964.74,PREV_CLOSE_PROXY,,NEUTRAL,152.3725,148.415,0.0,0.0,5091.92,4990.45,101.47,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,5087.9025,4944.86,143.0425,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,5057.9025,4896.2,161.7025,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,5031.385,4843.94,187.445,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10
True,True,2026-02-06,2026-02-05,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4779.46,PREV_CLOSE_PROXY,,NEUTRAL,16.03,19.596875,25.0,25.0,4906.79,4897.44,9.35,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_10,4876.79,4854.08,22.71,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4803.305,4803.0,0.305,True,True,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_3,4792.8125,4746.79,46.0225,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10
True,True,2026-02-09,2026-02-06,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4965.74,PREV_CLOSE_PROXY,,NEUTRAL,23.860625,23.405937,0.0,0.0,4971.43,4956.67,14.76,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4928.17625,4905.52,22.65625,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4884.9225,4853.78,31.1425,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4828.415,4803.35,25.065,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10
True,True,2026-02-10,2026-02-09,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,5057.94,PREV_CLOSE_PROXY,,NEUTRAL,29.485,33.044375,0.0,25.0,5135.6975,5139.66,3.9625,False,True,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_5,5116.72,5081.07,35.65,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,5057.94,5034.62,23.32,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,5056.265,4987.02,69.245,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10
True,True,2026-02-11,2026-02-10,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5025.3,PREV_CLOSE_PROXY,,NEUTRAL,29.06125,26.504375,25.0,25.0,5078.415,5075.63,2.785,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,5031.7725,5016.51,15.2625,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,5010.19,4967.33,42.86,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4957.4,4912.29,45.11,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR
True,True,2026-02-12,2026-02-11,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,5084.24,PREV_CLOSE_PROXY,,NEUTRAL,4.265,4.43125,50.0,50.0,5119.06,5117.76,1.3,True,True,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_3,5067.735,5075.63,7.895,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_10,5035.205,5037.65,2.445,True,True,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_3,5005.205,4999.12,6.085,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_10
True,True,2026-02-13,2026-02-12,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4921.64,PREV_CLOSE_PROXY,,NEUTRAL,8.901703,19.533352,0.0,0.0,4952.346593,4960.96,8.613407,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_10,4921.64,4914.19,7.45,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4879.98,4870.79,9.19,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_10,4878.56,4825.68,52.88,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR
True,True,2026-02-16,2026-02-13,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,5042.46,PREV_CLOSE_PROXY,,NEUTRAL,16.14625,14.944375,0.0,25.0,5027.2375,5039.88,12.6425,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,5004.625,5001.35,3.275,False,True,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_5,4980.8,4961.15,19.65,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4938.4,4914.19,24.21,False,False,EXPANDED_ORACLE_BETTER,SUPERSET_OK_GT10
True,True,2026-02-17,2026-02-16,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4993.64,PREV_CLOSE_PROXY,,NEUTRAL,13.574375,15.336875,0.0,50.0,5041.18125,5037.25,3.93125,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4993.7875,4997.56,3.7725,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4986.2875,4963.07,23.2175,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4890.14375,4920.57,30.42625,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10
True,True,2026-02-18,2026-02-17,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4877.1,PREV_CLOSE_PROXY,,NEUTRAL,1.685,2.53,50.0,75.0,4912.9,4912.68,0.22,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4881.84,4878.73,3.11,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4842.22,4842.48,0.26,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4812.22,4805.69,6.53,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_10
True,True,2026-02-19,2026-02-18,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4977.24,PREV_CLOSE_PROXY,,NEUTRAL,30.52125,33.198438,0.0,0.0,4970.93375,5030.72,59.78625,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4964.2825,5000.02,35.7375,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4947.585,4972.89,25.305,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4932.585,4944.55,11.965,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10
True,True,2026-02-20,2026-02-19,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4995.96,PREV_CLOSE_PROXY,,NEUTRAL,7.318125,7.88718,25.0,50.0,5022.25,5017.88,4.37,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,4995.16372,4995.03,0.13372,True,True,EXPANDED_ORACLE_BETTER,SUPERSET_OK_WITHIN_3,4976.25625,4965.99,10.26625,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,4919.21125,4935.99,16.77875,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR
True,True,2026-02-23,2026-02-20,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,5107.8,PREV_CLOSE_PROXY,,NEUTRAL,19.778333,19.879167,0.0,0.0,5137.96,5150.72,12.76,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,5098.92,5126.12,27.2,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,5076.42,5102.34,25.92,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,5065.853333,5079.49,13.636667,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR
True,True,2026-02-24,2026-02-23,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,5227.5,PREV_CLOSE_PROXY,,NEUTRAL,6.1775,5.735,25.0,50.0,5267.82,5263.54,4.28,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,5225.6825,5234.73,9.0475,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,5203.7625,5205.3,1.5375,True,True,EXPANDED_ORACLE_BETTER,SUPERSET_OK_WITHIN_3,5168.545,5176.62,8.075,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR
True,True,2026-02-25,2026-02-24,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,5143.76,PREV_CLOSE_PROXY,,NEUTRAL,17.022545,18.932523,0.0,0.0,5279.68,5252.87,26.81,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,5230.03875,5210.99,19.04875,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,5189.65634,5174.66,14.99634,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,5156.115,5141.24,14.875,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10
True,True,2026-02-26,2026-02-25,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,5164.84,PREV_CLOSE_PROXY,,NEUTRAL,23.480625,28.444531,25.0,25.0,5169.393125,5167.75,1.643125,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,5145.8075,5128.94,16.8675,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,5122.58375,5092.49,30.09375,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,5107.58375,5042.41,65.17375,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR
True,True,2026-02-27,2026-02-26,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,5185.0,PREV_CLOSE_PROXY,,NEUTRAL,23.57376,28.14563,0.0,0.0,5207.35,5200.74,6.61,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,5167.84,5159.15,8.69,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,5158.94752,5120.49,38.45752,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,5141.455,5082.63,58.825,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR
True,True,2026-03-02,2026-02-27,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,5280.0,PREV_CLOSE_PROXY,,NEUTRAL,2.97,7.718281,50.0,75.0,5364.85,5367.98,3.13,False,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,5328.87,5326.06,2.81,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,5292.643125,5290.73,1.913125,True,True,EXPANDED_ORACLE_BETTER,SUPERSET_OK_WITHIN_3,5280.0,5256.98,23.02,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10
True,True,2026-03-03,2026-03-02,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5321.84,PREV_CLOSE_PROXY,,NEUTRAL,31.03164,31.31332,0.0,0.0,5340.1,5324.04,16.06,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,5313.753281,5286.64,27.113281,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,5284.57,5249.62,34.95,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,5261.06,5213.93,47.13,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR
True,False,2026-03-04,2026-03-03,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,5088.24,PREV_CLOSE_PROXY,,NEUTRAL,20.705625,23.423437,0.0,0.0,5069.6675,5112.47,42.8025,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,5088.24,5078.76,9.48,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_10,5017.96875,5043.41,25.44125,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10,4996.27,5012.24,15.97,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10
True,True,2026-03-05,2026-03-04,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5141.1,PREV_CLOSE_PROXY,,NEUTRAL,5.75875,7.35875,50.0,50.0,5175.565,5173.51,2.055,True,True,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_WITHIN_3,5149.0525,5139.59,9.4625,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,5103.0025,5103.66,0.6575,True,True,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_LOST_WITHIN_5,5083.99,5066.73,17.26,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR
True,True,2026-03-06,2026-03-05,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,5081.02,PREV_CLOSE_PROXY,,NEUTRAL,11.1825,12.15625,0.0,0.0,5116.265,5105.9,10.365,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,5081.02,5070.97,10.05,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,5051.06,5039.06,12.0,False,False,ORIGINAL_ORACLE_PRESERVED,EXPANSION_SUPERSET_VIOLATION_WORSE_ERROR,5021.06,5004.85,16.21,False,False,ORIGINAL_ORACLE_PRESERVED,SUPERSET_OK_GT10
