level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm,oracle_available_levels,oracle_candidate_pct_within_3,oracle_candidate_pct_within_5,router_pct_within_3,router_pct_within_5,oracle_median_abs_error,router_median_abs_error,median_router_minus_oracle_gap,mean_router_minus_oracle_gap,router_missed_available_within_5_pct,mode_selection_failure_pct,candidate_ranking_failure_pct,candidate_generation_failure_pct,dominant_gap_class,oracle_ordered_ladder_valid,oracle_ordered_ladder_median_abs_error,oracle_ordered_ladder_pct_within_3,oracle_ordered_ladder_pct_within_5,oracle_bracketed_by_L5_L6
2026-01-13,2026-01-12,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4597.38,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,75.0,25.0,25.0,2.480625,13.618125,9.239375,11.114375,50.0,0.0,50.0,0.0,CANDIDATE_RANKING_FAILURE_LOWER_RANK_CANDIDATE,True,2.480625,50.0,75.0,False
2026-01-14,2026-01-13,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4586.3,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,24.366667,24.366667,0.0,0.0,0.0,0.0,0.0,75.0,CANDIDATE_GENERATION_FAILURE_GT10,True,24.366667,0.0,0.0,True
2026-01-15,2026-01-14,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4626.39,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,28.450625,41.26625,12.299995,9.923435,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,28.450625,0.0,0.0,False
2026-01-16,2026-01-15,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4615.76,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,50.0,0.0,0.0,5.365412,12.478125,5.818337,6.452137,50.0,50.0,0.0,25.0,MODE_SELECTION_FAILURE,True,5.365412,25.0,50.0,False
2026-01-19,2026-01-16,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4595.66,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,25.0,0.0,0.0,9.05625,10.1775,0.0,1.190625,25.0,0.0,25.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,False,9.05625,0.0,25.0,True
2026-01-20,2026-01-19,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4670.86,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,50.0,3.52,4.545,1.025,4.2625,50.0,0.0,50.0,0.0,CANDIDATE_RANKING_FAILURE_LOWER_RANK_CANDIDATE,True,3.52,25.0,100.0,True
2026-01-21,2026-01-20,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4763.3,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,127.24625,127.24625,0.0,0.0,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,127.24625,0.0,0.0,False
2026-01-22,2026-01-21,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4831.03,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,27.892314,39.223855,9.70573,12.839521,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,27.892314,0.0,0.0,False
2026-01-23,2026-01-22,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4936.06,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,50.0,50.0,50.0,10.7675,10.7675,0.0,0.0,0.0,0.0,0.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,True,10.7675,50.0,50.0,False
2026-01-26,2026-01-23,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4987.98,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,24.654375,53.5875,24.665,27.047187,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,24.654375,0.0,0.0,False
2026-01-27,2026-01-26,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,5008.17,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,25.0,25.0,11.03625,11.03625,0.0,0.0,0.0,0.0,0.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,True,11.03625,25.0,25.0,True
2026-01-28,2026-01-27,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,5181.22,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,57.155938,66.751563,0.0,5.466875,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,57.155938,0.0,0.0,False
2026-01-29,2026-01-28,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,5417.12,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,28.4025,36.0175,0.0,17.8275,0.0,0.0,0.0,75.0,CANDIDATE_GENERATION_FAILURE_GT10,True,28.4025,0.0,0.0,False
2026-01-30,2026-01-29,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5370.92,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,85.96875,133.658415,11.25,32.69875,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,85.96875,0.0,0.0,True
2026-02-02,2026-01-30,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4885.18,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,133.519039,133.519039,0.0,0.0,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,133.519039,0.0,0.0,False
2026-02-03,2026-02-02,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4660.96,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,105.6025,105.6025,0.0,0.0,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,105.6025,0.0,0.0,False
2026-02-04,2026-02-03,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4946.72,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,106.741304,106.741304,0.0,0.0,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,106.741304,0.0,0.0,False
2026-02-05,2026-02-04,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4964.74,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,152.3725,152.3725,0.0,0.0,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,152.3725,0.0,0.0,False
2026-02-06,2026-02-05,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4779.46,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,25.0,25.0,16.03,18.8125,0.0,1.39125,0.0,0.0,0.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,True,16.03,25.0,25.0,False
2026-02-09,2026-02-06,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4965.74,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,23.860625,23.860625,0.0,0.0,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,23.860625,0.0,0.0,False
2026-02-10,2026-02-09,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,5057.94,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,25.0,0.0,25.0,29.485,29.485,0.0,0.0,0.0,0.0,0.0,75.0,CANDIDATE_GENERATION_FAILURE_GT10,True,29.485,0.0,25.0,True
2026-02-11,2026-02-10,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5025.3,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,25.0,25.0,29.06125,36.17672,7.11547,14.880235,0.0,0.0,0.0,75.0,CANDIDATE_GENERATION_FAILURE_GT10,True,29.06125,25.0,25.0,True
2026-02-12,2026-02-11,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,5084.24,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,50.0,50.0,50.0,4.265,4.265,0.0,0.0,0.0,0.0,0.0,0.0,ORACLE_ONLY_REDUCES_ERROR_NOT_WITHIN_5,True,4.265,50.0,50.0,False
2026-02-13,2026-02-12,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4921.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,8.901703,47.898333,31.168297,26.850815,0.0,0.0,0.0,25.0,ORACLE_ONLY_REDUCES_ERROR_NOT_WITHIN_5,True,8.901703,0.0,0.0,True
2026-02-16,2026-02-13,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,5042.46,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,25.0,0.0,25.0,16.14625,24.97125,0.0,4.4125,0.0,0.0,0.0,75.0,CANDIDATE_GENERATION_FAILURE_GT10,True,16.14625,0.0,25.0,False
2026-02-17,2026-02-16,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4993.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,50.0,0.0,0.0,13.574375,24.315625,16.445625,15.170625,50.0,0.0,50.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,True,13.574375,0.0,50.0,True
2026-02-18,2026-02-17,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4877.1,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,75.0,0.0,0.0,1.685,22.17032,20.61,17.12016,75.0,0.0,75.0,0.0,CANDIDATE_RANKING_FAILURE_LOWER_RANK_CANDIDATE,True,1.685,50.0,75.0,True
2026-02-19,2026-02-18,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4977.24,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,30.52125,47.761875,0.0,13.761563,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,30.52125,0.0,0.0,False
2026-02-20,2026-02-19,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4995.96,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,50.0,0.0,0.0,7.318125,11.44875,8.227084,9.491823,50.0,0.0,50.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,True,7.318125,25.0,50.0,False
2026-02-23,2026-02-20,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,5107.8,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,19.778334,26.56,0.0,5.243333,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,19.778334,0.0,0.0,False
2026-02-24,2026-02-23,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,5227.5,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,50.0,25.0,25.0,6.1775,10.048125,1.486875,6.010625,25.0,0.0,25.0,0.0,ORACLE_ONLY_REDUCES_ERROR_NOT_WITHIN_5,True,6.1775,25.0,50.0,False
2026-02-25,2026-02-24,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,5143.76,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,17.022545,17.022545,0.0,0.0,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,17.022545,0.0,0.0,False
2026-02-26,2026-02-25,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,5164.84,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,0.0,0.0,23.480625,44.60875,17.679703,14.645789,25.0,0.0,25.0,75.0,CANDIDATE_GENERATION_FAILURE_GT10,True,23.480625,25.0,25.0,False
2026-02-27,2026-02-26,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,5185.0,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,23.57376,41.67,5.79374,9.49312,0.0,0.0,0.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,True,23.57376,0.0,0.0,False
2026-03-02,2026-02-27,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,5280.0,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,75.0,50.0,75.0,2.97,2.97,0.0,16.75,0.0,0.0,0.0,25.0,ROUTER_ACCEPTABLE_WITHIN_5,True,2.97,50.0,75.0,False
2026-03-03,2026-03-02,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5321.84,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,31.031641,66.305,35.866639,33.69082,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,31.031641,0.0,0.0,False
2026-03-04,2026-03-03,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,5088.24,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,20.705625,20.705625,0.0,0.0,0.0,0.0,0.0,75.0,CANDIDATE_GENERATION_FAILURE_GT10,False,20.705625,0.0,0.0,True
2026-03-05,2026-03-04,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5141.1,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,50.0,25.0,25.0,5.75875,13.36125,0.0,6.578675,25.0,0.0,25.0,25.0,CANDIDATE_GENERATION_FAILURE_GT10,True,5.75875,50.0,50.0,True
2026-03-06,2026-03-05,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,5081.02,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,11.1825,29.77392,18.59142,16.04071,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,11.1825,0.0,0.0,True
2026-03-09,2026-03-06,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,5174.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,25.0,0.0,0.0,15.4425,15.66,0.0,1.698343,25.0,25.0,0.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,True,15.4425,0.0,25.0,False
2026-03-10,2026-03-09,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5136.66,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,0.0,0.0,16.94398,49.664375,27.256875,30.019375,25.0,0.0,25.0,75.0,CANDIDATE_GENERATION_FAILURE_GT10,False,16.94398,25.0,25.0,False
2026-03-11,2026-03-10,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5192.64,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,0.0,0.0,11.521667,23.870625,6.290625,9.808125,25.0,0.0,25.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,True,11.521667,25.0,25.0,True
2026-03-12,2026-03-11,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5175.96,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,50.0,25.0,25.0,6.87,19.72234,11.98234,9.74117,25.0,0.0,25.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,True,6.87,50.0,50.0,False
2026-03-13,2026-03-12,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,5079.04,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,75.0,25.0,25.0,1.34,20.64625,16.804295,15.330897,50.0,0.0,50.0,25.0,CANDIDATE_RANKING_FAILURE_LOWER_RANK_CANDIDATE,True,1.34,75.0,75.0,True
2026-03-16,2026-03-13,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,5018.66,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,0.0,0.0,7.703333,25.97,23.381667,24.533333,25.0,0.0,25.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,True,7.703333,25.0,25.0,False
2026-03-17,2026-03-16,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,5006.25,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,75.0,0.0,25.0,3.89625,15.292489,4.40625,8.765625,50.0,25.0,25.0,25.0,CANDIDATE_GENERATION_FAILURE_GT10,True,3.89625,25.0,75.0,True
2026-03-18,2026-03-17,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,5005.5,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,25.0,25.0,7.05,7.05,0.0,0.0,0.0,0.0,0.0,25.0,ORACLE_ONLY_REDUCES_ERROR_NOT_WITHIN_5,True,7.05,25.0,25.0,True
2026-03-19,2026-03-18,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4818.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,112.84375,125.1954,0.0,6.175825,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,112.84375,0.0,0.0,False
2026-03-20,2026-03-19,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4650.38,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,89.59,89.59,0.0,0.0,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,89.59,0.0,0.0,False
2026-03-23,2026-03-20,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4498.06,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,50.0,25.0,25.0,11.2025,24.64,3.0275,8.2325,25.0,0.0,25.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,True,11.2025,25.0,50.0,True
2026-03-24,2026-03-23,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4406.68,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,25.0,25.0,36.82316,51.041285,14.218125,14.218125,0.0,0.0,0.0,75.0,CANDIDATE_GENERATION_FAILURE_GT10,True,36.82316,25.0,25.0,True
2026-03-25,2026-03-24,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4474.36,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,17.194584,35.22,7.54375,9.012708,0.0,0.0,0.0,75.0,CANDIDATE_GENERATION_FAILURE_GT10,False,17.194584,0.0,0.0,False
2026-03-26,2026-03-25,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4506.28,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,50.0,25.0,25.0,4.625,10.22,0.0,4.575,25.0,0.0,25.0,25.0,CANDIDATE_GENERATION_FAILURE_GT10,True,4.625,50.0,50.0,True
2026-03-27,2026-03-26,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4378.0,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,15.44228,33.125,8.315,10.59,0.0,0.0,0.0,75.0,CANDIDATE_GENERATION_FAILURE_GT10,True,15.44228,0.0,0.0,True
2026-03-30,2026-03-27,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4495.46,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,0.0,0.0,9.289583,34.88875,29.265,27.432396,25.0,0.0,25.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,True,9.289583,25.0,25.0,True
2026-03-31,2026-03-30,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4511.02,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,100.0,25.0,50.0,1.569375,13.45125,10.064375,10.48875,50.0,0.0,50.0,0.0,CANDIDATE_RANKING_FAILURE_LOWER_RANK_CANDIDATE,True,1.569375,75.0,100.0,False
2026-04-01,2026-03-31,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4667.12,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,50.0,0.0,25.0,5.3275,36.9,13.19875,22.98875,25.0,0.0,25.0,25.0,CANDIDATE_GENERATION_FAILURE_GT10,True,5.3275,0.0,50.0,True
2026-04-02,2026-04-01,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4758.18,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,25.0,25.0,10.155,12.0775,1.9225,5.77375,0.0,0.0,0.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,True,10.155,25.0,25.0,True
2026-04-03,2026-04-02,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4676.04,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,19.1025,36.2775,6.415,13.425,0.0,0.0,0.0,100.0,CANDIDATE_GENERATION_FAILURE_GT10,True,19.1025,0.0,0.0,False
2026-04-06,2026-04-02,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4676.04,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,50.0,50.0,50.0,3.183415,12.529208,6.8525,14.180396,0.0,0.0,0.0,25.0,ROUTER_ACCEPTABLE_WITHIN_5,True,3.183415,50.0,50.0,True
2026-04-07,2026-04-06,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4650.5,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,50.0,0.0,0.0,8.439583,26.88126,15.762916,21.340838,50.0,25.0,25.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,True,8.439583,25.0,50.0,True
2026-04-08,2026-04-07,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4705.73,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,25.0,25.0,8.96336,30.2375,15.4625,15.846241,0.0,0.0,0.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,True,8.96336,25.0,25.0,False
2026-04-09,2026-04-08,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4719.26,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,25.0,0.0,0.0,6.05375,12.23,0.0,6.741652,25.0,0.0,25.0,25.0,ORACLE_ONLY_REDUCES_ERROR_NOT_WITHIN_5,True,6.05375,0.0,25.0,True
2026-04-10,2026-04-09,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4765.5,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,50.0,0.0,25.0,10.745,23.75858,14.36108,13.49429,25.0,0.0,25.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,True,10.745,25.0,50.0,False
2026-04-13,2026-04-10,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4749.18,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,0.0,0.0,12.756875,33.125833,23.758333,20.704791,25.0,0.0,25.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,True,12.756875,25.0,25.0,False
2026-04-14,2026-04-13,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4740.3,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,50.0,0.0,25.0,6.66,20.844375,6.633125,8.968336,25.0,0.0,25.0,25.0,CANDIDATE_GENERATION_FAILURE_GT10,True,6.66,0.0,50.0,False
2026-04-15,2026-04-14,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4841.68,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,50.0,0.0,0.0,3.73125,10.82875,3.96375,5.886359,50.0,25.0,25.0,25.0,CANDIDATE_GENERATION_FAILURE_GT10,True,3.73125,50.0,50.0,False
2026-04-16,2026-04-15,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4790.68,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,25.0,25.0,11.90318,11.90318,0.0,0.0,0.0,0.0,0.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,True,11.90318,25.0,25.0,False
2026-04-17,2026-04-16,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4790.78,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,10.990625,24.179792,4.955417,6.966771,0.0,0.0,0.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,True,10.990625,0.0,0.0,True
2026-04-20,2026-04-17,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4832.42,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,25.0,0.0,25.0,6.4272,7.3075,0.0,1.78765,0.0,0.0,0.0,0.0,ORACLE_ONLY_REDUCES_ERROR_NOT_WITHIN_5,True,6.4272,0.0,25.0,True
2026-04-21,2026-04-20,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4820.66,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,0.0,0.0,12.24,15.186257,5.189382,6.361566,25.0,25.0,0.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,True,12.24,25.0,25.0,False
2026-04-22,2026-04-21,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4720.06,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,50.0,50.0,50.0,4.771667,4.771667,0.0,0.0,0.0,0.0,0.0,25.0,ROUTER_ACCEPTABLE_WITHIN_5,True,4.771667,50.0,50.0,True
