level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm,rolling_available_levels,superset_audited_pct_within_5,rolling_oracle_pct_within_5,rolling_selected_pct_within_5,rolling_audited_pct_within_5,rolling_audited_median_abs_error,rolling_selected_median_abs_error,rolling_recovered_within_5_pct,rolling_better_than_superset_pct,rolling_oracle_date_safe_pct,rolling_selected_date_safe_pct,rolling_ordered_ladder_valid,rolling_ordered_ladder_median_abs_error,rolling_ordered_ladder_pct_within_5
2026-02-10,2026-02-09,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,5057.94,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,50.0,25.0,50.0,10.701562,30.50877,25.0,100.0,100.0,100.0,True,10.701562,50.0
2026-02-11,2026-02-10,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5025.3,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,75.0,0.0,75.0,2.385312,29.875312,50.0,100.0,100.0,100.0,True,2.385312,75.0
2026-02-12,2026-02-11,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,5084.24,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,25.0,100.0,0.227747,5.806563,50.0,100.0,100.0,100.0,True,0.227747,100.0
2026-02-13,2026-02-12,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4921.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,100.0,25.0,100.0,0.306079,9.134062,100.0,100.0,100.0,100.0,True,0.306079,100.0
2026-02-16,2026-02-13,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,5042.46,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,100.0,0.334687,13.980313,75.0,100.0,100.0,100.0,True,0.334687,100.0
2026-02-17,2026-02-16,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4993.64,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,75.0,25.0,75.0,0.094714,15.39125,25.0,100.0,100.0,100.0,True,0.094714,75.0
2026-02-18,2026-02-17,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4877.1,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,100.0,75.0,100.0,0.1925,4.452187,25.0,75.0,100.0,100.0,True,0.1925,100.0
2026-02-19,2026-02-18,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4977.24,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,75.0,0.0,75.0,2.422318,29.960625,75.0,100.0,100.0,100.0,True,2.422318,75.0
2026-02-20,2026-02-19,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4995.96,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,25.0,100.0,0.04224,9.89875,50.0,100.0,100.0,100.0,True,0.04224,100.0
2026-02-23,2026-02-20,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,5107.8,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,100.0,0.0,100.0,0.971615,19.860833,100.0,100.0,100.0,100.0,True,0.971615,100.0
2026-02-24,2026-02-23,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,5227.5,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,25.0,100.0,0.496875,8.285312,50.0,100.0,100.0,100.0,True,0.496875,100.0
2026-02-25,2026-02-24,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,5143.76,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,75.0,0.0,75.0,0.450827,17.70569,75.0,100.0,100.0,100.0,True,0.450827,75.0
2026-02-26,2026-02-25,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,5164.84,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,75.0,25.0,75.0,3.496666,26.34647,50.0,100.0,100.0,100.0,True,3.496666,75.0
2026-02-27,2026-02-26,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,5185.0,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,75.0,0.0,75.0,2.53001,25.01354,75.0,100.0,100.0,100.0,True,2.53001,75.0
2026-03-02,2026-02-27,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,5280.0,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,100.0,75.0,100.0,0.131278,2.836648,25.0,100.0,100.0,100.0,True,0.131278,100.0
2026-03-03,2026-03-02,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5321.84,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,50.0,0.0,50.0,5.137106,31.251849,50.0,100.0,100.0,100.0,True,5.137106,50.0
2026-03-04,2026-03-03,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,5088.24,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,75.0,0.0,75.0,1.381686,21.033775,75.0,100.0,100.0,100.0,True,1.381686,75.0
2026-03-05,2026-03-04,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5141.1,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,25.0,100.0,0.175782,7.648333,50.0,100.0,100.0,100.0,True,0.175782,100.0
2026-03-06,2026-03-05,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,5081.02,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,100.0,0.0,100.0,0.612344,13.313125,100.0,100.0,100.0,100.0,True,0.612344,100.0
2026-03-09,2026-03-06,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,5174.64,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,100.0,0.358442,15.045209,75.0,100.0,100.0,100.0,True,0.358442,100.0
2026-03-10,2026-03-09,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5136.66,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,100.0,0.141201,15.073355,75.0,100.0,100.0,100.0,True,0.141201,100.0
2026-03-11,2026-03-10,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5192.64,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,100.0,0.78104,11.342825,75.0,100.0,100.0,100.0,True,0.78104,100.0
2026-03-12,2026-03-11,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5175.96,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,25.0,100.0,0.106912,8.39875,50.0,100.0,100.0,100.0,True,0.106912,100.0
2026-03-13,2026-03-12,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,5079.04,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,100.0,75.0,100.0,0.265625,1.102291,25.0,100.0,100.0,100.0,True,0.265625,100.0
2026-03-16,2026-03-13,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,5018.66,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,100.0,0.09173,5.357136,75.0,100.0,100.0,100.0,True,0.09173,100.0
2026-03-17,2026-03-16,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,5006.25,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,100.0,25.0,100.0,0.184843,6.253345,25.0,100.0,100.0,100.0,True,0.184843,100.0
2026-03-18,2026-03-17,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,5005.5,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,100.0,0.090312,7.47,75.0,100.0,100.0,100.0,True,0.090312,100.0
2026-03-19,2026-03-18,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4818.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,91.012812,112.725209,0.0,100.0,100.0,100.0,True,91.012812,0.0
2026-03-20,2026-03-19,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4650.38,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,63.825156,89.307084,0.0,100.0,100.0,100.0,True,63.825156,0.0
2026-03-23,2026-03-20,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4498.06,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,100.0,0.178223,9.82625,50.0,100.0,100.0,100.0,True,0.178223,100.0
2026-03-24,2026-03-23,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4406.68,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,50.0,25.0,50.0,17.146407,36.388472,25.0,75.0,100.0,100.0,True,17.146407,50.0
2026-03-25,2026-03-24,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4474.36,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,75.0,0.0,75.0,0.900116,17.828958,75.0,100.0,100.0,100.0,True,0.900116,75.0
2026-03-26,2026-03-25,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4506.28,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,25.0,100.0,0.171601,6.3025,50.0,100.0,100.0,100.0,True,0.171601,100.0
2026-03-27,2026-03-26,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4378.0,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,75.0,0.0,75.0,0.416495,17.514155,75.0,100.0,100.0,100.0,True,0.416495,75.0
2026-03-30,2026-03-27,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4495.46,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,100.0,0.227969,7.144271,75.0,100.0,100.0,100.0,True,0.227969,100.0
2026-03-31,2026-03-30,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4511.02,PREV_CLOSE_PROXY,,NEUTRAL,4,100.0,100.0,50.0,100.0,0.131875,3.626875,0.0,100.0,100.0,100.0,True,0.131875,100.0
2026-04-01,2026-03-31,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4667.12,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,75.0,25.0,75.0,1.626514,5.6725,25.0,100.0,100.0,100.0,True,1.626514,75.0
2026-04-02,2026-04-01,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4758.18,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,100.0,0.488287,10.02875,75.0,100.0,100.0,100.0,True,0.488287,100.0
2026-04-03,2026-04-02,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4676.04,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,75.0,0.0,75.0,2.081094,18.874688,75.0,100.0,100.0,100.0,True,2.081094,75.0
2026-04-06,2026-04-02,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4676.04,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,100.0,0.245698,4.948728,50.0,100.0,100.0,100.0,True,0.245698,100.0
2026-04-07,2026-04-06,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4650.5,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,25.0,100.0,0.102795,9.726875,50.0,100.0,100.0,100.0,True,0.102795,100.0
2026-04-08,2026-04-07,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4705.73,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,100.0,0.082187,8.184175,50.0,100.0,100.0,100.0,True,0.082187,100.0
2026-04-09,2026-04-08,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4719.26,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,100.0,0.345625,5.758333,75.0,100.0,100.0,100.0,True,0.345625,100.0
2026-04-10,2026-04-09,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4765.5,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,100.0,0.196953,11.225,50.0,100.0,100.0,100.0,True,0.196953,100.0
2026-04-13,2026-04-10,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4749.18,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,100.0,0.058515,11.73327,75.0,100.0,100.0,100.0,True,0.058515,100.0
2026-04-14,2026-04-13,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4740.3,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,100.0,0.268955,7.057291,50.0,100.0,100.0,100.0,True,0.268955,100.0
2026-04-15,2026-04-14,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4841.68,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,100.0,0.072914,3.736667,50.0,100.0,100.0,100.0,True,0.072914,100.0
2026-04-16,2026-04-15,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4790.68,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,100.0,0.129997,11.61068,75.0,100.0,100.0,100.0,True,0.129997,100.0
2026-04-17,2026-04-16,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4790.78,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,100.0,0.0,100.0,0.184219,11.312772,100.0,100.0,100.0,100.0,True,0.184219,100.0
2026-04-20,2026-04-17,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4832.42,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,25.0,100.0,0.133607,5.962585,50.0,100.0,100.0,100.0,True,0.133607,100.0
2026-04-21,2026-04-20,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4820.66,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,100.0,0.094063,12.633959,75.0,100.0,100.0,100.0,True,0.094063,100.0
2026-04-22,2026-04-21,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4720.06,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,100.0,0.161709,4.023328,50.0,100.0,100.0,100.0,True,0.161709,100.0
2026-04-23,2026-04-22,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4740.18,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,46.302807,70.57,0.0,100.0,100.0,100.0,True,46.302807,0.0
2026-04-24,2026-04-23,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4694.36,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,50.0,25.0,50.0,7.838073,36.94621,50.0,100.0,100.0,100.0,True,7.838073,50.0
2026-04-27,2026-04-24,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4707.26,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,25.0,0.0,25.0,22.685659,48.874688,25.0,100.0,100.0,100.0,True,22.685659,25.0
2026-04-28,2026-04-27,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4681.76,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,25.0,100.0,0.250677,5.645742,50.0,100.0,100.0,100.0,True,0.250677,100.0
2026-04-29,2026-04-28,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4597.2,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,100.0,75.0,100.0,0.094062,1.480997,25.0,75.0,100.0,100.0,True,0.094062,100.0
2026-04-30,2026-04-29,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4543.48,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,75.0,0.0,75.0,1.390833,16.736575,75.0,100.0,100.0,100.0,True,1.390833,75.0
2026-05-01,2026-04-30,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4621.76,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,50.0,0.0,50.0,7.148594,21.836453,25.0,100.0,100.0,100.0,True,7.148594,50.0
2026-05-04,2026-05-01,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4615.53,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,100.0,0.069219,5.094375,50.0,100.0,100.0,100.0,True,0.069219,100.0
2026-05-05,2026-05-04,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4523.73,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,0.0,100.0,0.231875,8.42435,75.0,100.0,100.0,100.0,True,0.231875,100.0
2026-05-06,2026-05-05,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4557.19,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,100.0,0.103733,8.387208,50.0,100.0,100.0,100.0,True,0.103733,100.0
2026-05-07,2026-05-06,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4690.84,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,50.0,0.0,50.0,3.629687,22.8,50.0,100.0,100.0,100.0,True,3.629687,50.0
2026-05-08,2026-05-07,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4687.08,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,75.0,25.0,75.0,0.50125,12.060828,25.0,100.0,100.0,100.0,True,0.50125,75.0
2026-05-11,2026-05-08,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4715.62,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,75.0,50.0,75.0,0.083125,5.293437,0.0,100.0,100.0,100.0,True,0.083125,75.0
2026-05-12,2026-05-11,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4734.64,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,100.0,0.181017,9.974063,75.0,100.0,100.0,100.0,True,0.181017,100.0
2026-05-13,2026-05-12,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4715.15,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,100.0,0.448041,5.8025,50.0,100.0,100.0,100.0,True,0.448041,100.0
2026-05-14,2026-05-13,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4688.78,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,50.0,0.0,50.0,5.367706,26.220416,50.0,100.0,100.0,100.0,True,5.367706,50.0
2026-05-15,2026-05-14,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4652.36,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,100.0,0.332135,8.702905,50.0,100.0,100.0,100.0,True,0.332135,100.0
2026-05-18,2026-05-15,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4538.64,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,100.0,75.0,100.0,0.076875,0.991875,25.0,100.0,100.0,100.0,True,0.076875,100.0
2026-05-19,2026-05-18,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4566.12,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,75.0,0.0,75.0,1.161501,18.342917,75.0,100.0,100.0,100.0,True,1.161501,75.0
2026-05-20,2026-05-19,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4481.92,PREV_CLOSE_PROXY,,NEUTRAL,4,100.0,100.0,50.0,100.0,0.033594,3.082521,0.0,100.0,100.0,100.0,True,0.033594,100.0
2026-05-21,2026-05-20,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4543.62,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,75.0,0.0,75.0,2.33773,18.065,75.0,100.0,100.0,100.0,True,2.33773,75.0
2026-05-22,2026-05-21,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4543.05,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,100.0,75.0,100.0,0.529485,4.128438,25.0,75.0,100.0,100.0,True,0.529485,100.0
2026-05-25,2026-05-22,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4507.9,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,75.0,0.0,75.0,1.045937,27.5197,75.0,100.0,100.0,100.0,True,1.045937,75.0
2026-05-26,2026-05-25,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4570.94,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,100.0,0.0,100.0,0.528137,15.585241,100.0,100.0,100.0,100.0,True,0.528137,100.0
2026-05-27,2026-05-26,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4507.47,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,100.0,0.256718,5.50405,50.0,100.0,100.0,100.0,True,0.256718,100.0
2026-05-28,2026-05-27,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4456.18,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,75.0,25.0,75.0,0.869052,10.677475,50.0,100.0,100.0,100.0,True,0.869052,75.0
2026-05-29,2026-05-28,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4495.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,100.0,0.0,100.0,0.824375,22.062825,100.0,100.0,100.0,100.0,True,0.824375,100.0
2026-06-01,2026-05-29,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4541.13,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,75.0,0.0,75.0,0.191026,16.0525,75.0,100.0,100.0,100.0,True,0.191026,75.0
2026-06-02,2026-06-01,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4484.66,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,75.0,25.0,75.0,0.323663,8.830104,50.0,100.0,100.0,100.0,True,0.323663,75.0
2026-06-03,2026-06-02,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4487.83,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,75.0,100.0,0.108602,3.370521,75.0,100.0,100.0,100.0,True,0.108602,100.0
2026-06-04,2026-06-03,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4434.35,PREV_CLOSE_PROXY,,NEUTRAL,4,100.0,100.0,50.0,100.0,0.037032,5.044375,0.0,100.0,100.0,100.0,True,0.037032,100.0
2026-06-05,2026-06-04,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4475.16,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,100.0,0.058098,5.26375,50.0,100.0,100.0,100.0,True,0.058098,100.0
2026-06-08,2026-06-05,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4328.02,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,100.0,50.0,100.0,0.066198,3.985405,25.0,100.0,100.0,100.0,True,0.066198,100.0
2026-06-09,2026-06-08,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4329.71,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,100.0,0.228125,7.14125,75.0,100.0,100.0,100.0,True,0.228125,100.0
2026-06-10,2026-06-09,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4259.46,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,25.0,0.0,25.0,18.033747,38.87625,25.0,100.0,100.0,100.0,True,18.033747,25.0
2026-06-11,2026-06-10,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4071.32,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,50.0,0.0,50.0,10.565625,28.855,50.0,100.0,100.0,100.0,True,10.565625,50.0
2026-06-12,2026-06-11,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4210.77,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,100.0,0.144682,6.197031,50.0,100.0,100.0,100.0,True,0.144682,100.0
2026-06-15,2026-06-12,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4218.5,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,16.311497,51.425888,0.0,100.0,100.0,100.0,True,16.311497,0.0
2026-06-16,2026-06-15,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4309.03,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,100.0,0.269687,4.58636,50.0,75.0,100.0,100.0,True,0.269687,100.0
2026-06-17,2026-06-16,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4331.14,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,100.0,0.076875,7.9375,75.0,100.0,100.0,100.0,True,0.076875,100.0
