calibration_mode,range_bucket,close_position_bucket,rows_bucket,date_count,median_top1_abs_error,avg_top3_within_5,median_best_abs_error,ordered_ladder_median_abs_error,ordered_ladder_avg_within_5,regime_calibration_score
MODE_D_NEAREST_VALID_LADDER,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4.0,62.93375,12.5,52.535625,62.93375,6.25,-11.117625
MODE_E_SPACING_PRESERVATION,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4.0,62.93375,12.5,52.535625,62.93375,6.25,-11.117625
MODE_D_NEAREST_VALID_LADDER,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,3.0,66.3375,8.333333,51.3375,56.525625,8.333333,-11.696135
MODE_A_LIVE_PROXIMITY_HEAVY,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,3.0,54.794375,8.333333,36.82316,54.794375,0.0,-12.621646
MODE_A_LIVE_PROXIMITY_HEAVY,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,5.0,66.15,10.0,17.022545,66.15,5.0,-13.095
MODE_D_NEAREST_VALID_LADDER,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,5.0,66.15,10.0,17.022545,66.15,5.0,-13.095
MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,3.0,57.66375,8.333333,51.3375,57.66375,0.0,-13.482458
MODE_A_LIVE_PROXIMITY_HEAVY,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,3.0,66.3375,8.333333,51.3375,71.525625,8.333333,-13.946135
MODE_E_SPACING_PRESERVATION,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,3.0,66.3375,8.333333,51.3375,52.475625,0.0,-14.005302
MODE_A_LIVE_PROXIMITY_HEAVY,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,1.0,47.898333,0.0,8.901703,47.898333,0.0,-14.0695
MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,1.0,47.898333,0.0,8.901703,47.898333,0.0,-14.0695
MODE_C_BALANCED,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,1.0,47.898333,0.0,8.901703,47.898333,0.0,-14.0695
MODE_D_NEAREST_VALID_LADDER,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,1.0,47.898333,0.0,8.901703,47.898333,0.0,-14.0695
MODE_E_SPACING_PRESERVATION,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,1.0,47.898333,0.0,8.901703,47.898333,0.0,-14.0695
MODE_C_BALANCED,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,3.0,66.3375,8.333333,51.3375,71.525625,0.0,-16.862802
MODE_A_LIVE_PROXIMITY_HEAVY,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,2.0,67.572812,0.0,67.572812,67.572812,0.0,-19.671844
MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,2.0,67.572812,0.0,67.572812,67.572812,0.0,-19.671844
MODE_C_BALANCED,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,2.0,67.572812,0.0,67.572812,67.572812,0.0,-19.671844
MODE_D_NEAREST_VALID_LADDER,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,2.0,67.572812,0.0,67.572812,67.572812,0.0,-19.671844
MODE_E_SPACING_PRESERVATION,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,2.0,67.572812,0.0,67.572812,67.572812,0.0,-19.671844
MODE_A_LIVE_PROXIMITY_HEAVY,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,1.0,70.58,0.0,70.58,70.58,0.0,-20.874
MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,1.0,70.58,0.0,70.58,70.58,0.0,-20.874
MODE_C_BALANCED,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,1.0,70.58,0.0,70.58,70.58,0.0,-20.874
MODE_D_NEAREST_VALID_LADDER,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,1.0,70.58,0.0,70.58,70.58,0.0,-20.874
MODE_E_SPACING_PRESERVATION,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,1.0,70.58,0.0,70.58,70.58,0.0,-20.874
MODE_A_LIVE_PROXIMITY_HEAVY,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,2.0,128.9875,0.0,128.9875,128.9875,0.0,-38.09625
MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,2.0,128.9875,0.0,128.9875,128.9875,0.0,-38.09625
MODE_C_BALANCED,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,2.0,128.9875,0.0,128.9875,128.9875,0.0,-38.09625
MODE_D_NEAREST_VALID_LADDER,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,2.0,128.9875,0.0,128.9875,128.9875,0.0,-38.09625
MODE_E_SPACING_PRESERVATION,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,2.0,128.9875,0.0,128.9875,128.9875,0.0,-38.09625
