level_date,prev_date,published_level,source_column,best_anchor_price,signed_distance_points,abs_distance_points,within_tolerance,within_1,within_2,within_3,within_5,within_10,best_anchor_family,best_anchor_name,best_anchor_side,best_box_index,best_fraction,prev_high,prev_low,prev_close,prev_range,box_size,box_padding
2025-10-14,2025-10-13,4.0,level_name,3814.88,-3810.88,3810.88,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4117.02,3995.95,4110.41,121.07000000000062,75.53500000000031,30.0
2025-10-14,2025-10-13,5.0,level_name,3814.88,-3809.88,3809.88,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4117.02,3995.95,4110.41,121.07000000000062,75.53500000000031,30.0
2025-10-14,2025-10-13,6.0,level_name,3814.88,-3808.88,3808.88,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4117.02,3995.95,4110.41,121.07000000000062,75.53500000000031,30.0
2025-10-14,2025-10-13,7.0,level_name,3814.88,-3807.88,3807.88,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4117.02,3995.95,4110.41,121.07000000000062,75.53500000000031,30.0
2025-10-14,2025-10-13,8.0,level_name,3814.88,-3806.88,3806.88,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4117.02,3995.95,4110.41,121.07000000000062,75.53500000000031,30.0
2025-10-15,2025-10-14,1.0,level_name,3941.14,-3940.14,3940.14,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4179.74,4090.44,4142.14,89.29999999999973,59.649999999999864,30.0
2025-10-15,2025-10-14,2.0,level_name,3941.14,-3939.14,3939.14,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4179.74,4090.44,4142.14,89.29999999999973,59.649999999999864,30.0
2025-10-15,2025-10-14,3.0,level_name,3941.14,-3938.14,3938.14,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4179.74,4090.44,4142.14,89.29999999999973,59.649999999999864,30.0
2025-10-15,2025-10-14,4.0,level_name,3941.14,-3937.14,3937.14,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4179.74,4090.44,4142.14,89.29999999999973,59.649999999999864,30.0
2025-10-15,2025-10-14,5.0,level_name,3941.14,-3936.14,3936.14,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4179.74,4090.44,4142.14,89.29999999999973,59.649999999999864,30.0
2025-10-15,2025-10-14,6.0,level_name,3941.14,-3935.14,3935.14,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4179.74,4090.44,4142.14,89.29999999999973,59.649999999999864,30.0
2025-10-15,2025-10-14,7.0,level_name,3941.14,-3934.14,3934.14,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4179.74,4090.44,4142.14,89.29999999999973,59.649999999999864,30.0
2025-10-15,2025-10-14,8.0,level_name,3941.14,-3933.14,3933.14,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4179.74,4090.44,4142.14,89.29999999999973,59.649999999999864,30.0
2025-10-15,2025-10-14,9.0,level_name,3941.14,-3932.14,3932.14,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4179.74,4090.44,4142.14,89.29999999999973,59.649999999999864,30.0
2025-10-15,2025-10-14,10.0,level_name,3941.14,-3931.14,3931.14,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4179.74,4090.44,4142.14,89.29999999999973,59.649999999999864,30.0
2025-10-16,2025-10-15,1.0,level_name,4003.24,-4002.24,4002.24,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4218.32,4140.78,4208.11,77.53999999999996,53.76999999999998,30.0
2025-10-16,2025-10-15,2.0,level_name,4003.24,-4001.24,4001.24,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,4218.32,4140.78,4208.11,77.53999999999996,53.76999999999998,30.0
