cluster_mid,cluster_min,cluster_max,cluster_width,cluster_role,level_state,side_of_latest_price,price_context_label,member_count,h4_count,d1_count,source_combos,member_detail,forecast_date,final_priority_score,provider_live_tag,provider_live_grade,provider_live_quality_score,provider_live_confirmation_label,provider_zone_confirmation_class,provider_zone_display_label,provider_zone_warning,provider_live_event_type,provider_live_signal_type,provider_live_state_bucket,provider_live_level,provider_live_nearest_published_level,provider_live_nearest_frozen_level,provider_level_distance_to_zone,provider_frozen_match_distance_to_zone,provider_published_match_distance_to_zone,provider_best_match_distance_to_zone,provider_live_datetime,provider_live_message_excerpt,provider_live_h1_favourable_reaction,provider_live_bonus,provider_adjusted_priority_score,provider_adjusted_priority_label
3936.679911,3936.679911,3936.679911,0.0,H4_local,medium_interest,below_price,lower_reference,1,1,0,H4_LB3,H4:H4_LB3@3936.680,,3.0,False,,,No provider confirmation,no_provider_confirmation,No provider confirmation,No recent qualifying provider-state event matched this zone.,,,,,,,,,,,,,,0.0,3.0,★★★
3966.90073,3966.551738,3967.249722,0.697984,H4_D1_confluence,primary_confluence_or_active_container,below_price,lower_reference,2,1,1,"D1_LB3,H4_LB3",H4:H4_LB3@3966.552 | D1:D1_LB3@3967.250,,4.0,False,,,No provider confirmation,no_provider_confirmation,No provider confirmation,No recent qualifying provider-state event matched this zone.,,,,,,,,,,,,,,0.0,4.0,★★★★
3996.493166,3996.423564,3996.562767,0.139203,H4_D1_confluence,primary_confluence_or_active_container,below_price,lower_reference,2,1,1,"D1_LB3,H4_LB3",H4:H4_LB3@3996.424 | D1:D1_LB3@3996.563,,4.0,False,,,No provider confirmation,no_provider_confirmation,No provider confirmation,No recent qualifying provider-state event matched this zone.,,,,,,,,,,,,,,0.0,4.0,★★★★
4026.0856,4025.875811,4026.29539,0.419579,H4_D1_confluence,primary_confluence_or_active_container,below_price,nearest_support_reference,2,1,1,"D1_LB3,H4_LB3",D1:D1_LB3@4025.876 | H4:H4_LB3@4026.295,,4.0,False,,,No provider confirmation,no_provider_confirmation,No provider confirmation,No recent qualifying provider-state event matched this zone.,,,,,,,,,,,,,,0.0,4.0,★★★★
4055.678036,4055.188856,4056.167217,0.978361,H4_D1_confluence,primary_confluence_or_active_container,above_price,nearest_resistance_reference,2,1,1,"D1_LB3,H4_LB3",D1:D1_LB3@4055.189 | H4:H4_LB3@4056.167,,4.0,False,,,No provider confirmation,no_provider_confirmation,No provider confirmation,No recent qualifying provider-state event matched this zone.,,,,,,,,,,,,,,0.0,4.0,★★★★
4085.270472,4084.5019,4086.039043,1.537143,H4_D1_confluence,primary_confluence_or_active_container,above_price,upper_reference,2,1,1,"D1_LB3,H4_LB3",D1:D1_LB3@4084.502 | H4:H4_LB3@4086.039,,4.0,False,,,No provider confirmation,no_provider_confirmation,No provider confirmation,No recent qualifying provider-state event matched this zone.,,,,,,,,,,,,,,0.0,4.0,★★★★
4114.862907,4113.814945,4115.910869,2.095924,H4_D1_confluence,primary_confluence_or_active_container,above_price,upper_reference,2,1,1,"D1_LB3,H4_LB3",D1:D1_LB3@4113.815 | H4:H4_LB3@4115.911,,4.0,False,,,No provider confirmation,no_provider_confirmation,No provider confirmation,No recent qualifying provider-state event matched this zone.,,,,,,,,,,,,,,0.0,4.0,★★★★
4143.127989,4143.127989,4143.127989,0.0,D1_container,medium_interest,above_price,upper_reference,1,0,1,D1_LB3,D1:D1_LB3@4143.128,,2.0,False,,,No provider confirmation,no_provider_confirmation,No provider confirmation,No recent qualifying provider-state event matched this zone.,,,,,,,,,,,,,,0.0,2.0,★★
