level_date,rolling_ordered_ladder_available,rolling_ordered_ladder_valid,rolling_ordered_ladder_median_abs_error,rolling_ordered_ladder_mean_abs_error,rolling_ordered_ladder_pct_within_3,rolling_ordered_ladder_pct_within_5,L4_rolling_price,L4_actual,L4_abs_error,L4_within_3,L4_within_5,L4_source_family,L4_source_type,L5_rolling_price,L5_actual,L5_abs_error,L5_within_3,L5_within_5,L5_source_family,L5_source_type,L6_rolling_price,L6_actual,L6_abs_error,L6_within_3,L6_within_5,L6_source_family,L6_source_type,L7_rolling_price,L7_actual,L7_abs_error,L7_within_3,L7_within_5,L7_source_family,L7_source_type,prev_date,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm
2026-06-30,True,True,0.257248,0.468936,100.0,100.0,4071.884375,4071.63,0.254375,True,True,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q25,4039.555,4039.56,0.005,True,True,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_expanded_median,4005.179879,4005.44,0.260121,True,True,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_expanded_mean,3965.89375,3967.25,1.35625,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,2026-06-29,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4178.97,AUTO_JSON,ema_proxy_up,UP
