level_date,prev_date,level_name,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm,actual_published_level,expanded_candidate_pool_count,expanded_oracle_cluster_rank,expanded_oracle_cluster_mid,expanded_oracle_abs_error,expanded_oracle_within_3,expanded_oracle_within_5,expanded_oracle_source_families,expanded_oracle_source_types,expanded_top1_cluster_mid,expanded_top1_abs_error,expanded_top1_within_3,expanded_top1_within_5,original_oracle_abs_error,original_oracle_within_5,expanded_minus_original_error,candidate_generation_recovered_within_5,candidate_generation_recovered_within_3,candidate_expansion_status
2026-06-30,2026-06-29,L4,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4178.97,AUTO_JSON,ema_proxy_up,UP,4071.63,2,2,4053.433958,18.196042,False,False,MICRO_OFFSET | MID_GAP | ORIGINAL_CLUSTER | QUARTER_ROUNDING | RESIDUAL_LEVEL | RESIDUAL_REGIME_LEVEL,adjacent_cluster_midpoint | base_cluster | base_plus_+11 | base_plus_+13 | base_plus_+3 | base_plus_+5 | base_plus_+8 | base_plus_-11 | base_plus_-13 | base_plus_-3 | base_plus_-5 | base_plus_-8 | nearest_quarter_variant | prior_level_median_residual | prior_regime_level_median_residual,4116.54,44.91,False,False,1.03125,True,17.164792,False,False,EXPANSION_GT10
2026-06-30,2026-06-29,L5,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4178.97,AUTO_JSON,ema_proxy_up,UP,4039.56,1,1,4031.785,7.775,False,False,MICRO_OFFSET | MID_GAP | ORIGINAL_CLUSTER | QUARTER_ROUNDING | RESIDUAL_LEVEL | RESIDUAL_REGIME_LEVEL,adjacent_cluster_midpoint | base_cluster | base_plus_+11 | base_plus_+13 | base_plus_+3 | base_plus_+5 | base_plus_+8 | base_plus_-11 | base_plus_-13 | base_plus_-3 | base_plus_-5 | base_plus_-8 | nearest_quarter_variant | prior_level_median_residual | prior_regime_level_median_residual,4031.785,7.775,False,False,11.525,False,-3.75,False,False,EXPANSION_WITHIN_10
2026-06-30,2026-06-29,L6,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4178.97,AUTO_JSON,ema_proxy_up,UP,4005.44,1,1,4023.243959,17.803959,False,False,MICRO_OFFSET | MID_GAP | ORIGINAL_CLUSTER | QUARTER_ROUNDING | RESIDUAL_LEVEL | RESIDUAL_REGIME_LEVEL,adjacent_cluster_midpoint | base_cluster | base_plus_+11 | base_plus_+13 | base_plus_+3 | base_plus_+5 | base_plus_+8 | base_plus_-11 | base_plus_-13 | base_plus_-3 | base_plus_-5 | base_plus_-8 | nearest_quarter_variant | prior_level_median_residual | prior_regime_level_median_residual,4023.243959,17.803959,False,False,6.84125,False,10.962709,False,False,EXPANSION_GT10
2026-06-30,2026-06-29,L7,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4178.97,AUTO_JSON,ema_proxy_up,UP,3967.25,2,1,3982.655,15.405,False,False,MICRO_OFFSET | MID_GAP | ORIGINAL_CLUSTER | QUARTER_ROUNDING | RESIDUAL_LEVEL | RESIDUAL_REGIME_LEVEL,adjacent_cluster_midpoint | base_cluster | base_plus_+11 | base_plus_+13 | base_plus_+3 | base_plus_+5 | base_plus_+8 | base_plus_-11 | base_plus_-13 | base_plus_-3 | base_plus_-5 | base_plus_-8 | nearest_quarter_variant | prior_level_median_residual | prior_regime_level_median_residual,3982.655,15.405,False,False,12.34625,False,3.05875,False,False,EXPANSION_GT10
