model_version,latest_bar_time_v2_4,week_start_v2_4,fit_source_v2_4,fit_source_bars_v2_4,channel_valid_v2_4,channel_reason_v2_4,channel_fit_bars_v2_4,channel_start_time_v2_4,channel_end_time_v2_4,channel_direction_v2_4,ema5_channel_slope_points_per_bar_v2_4,ema5_channel_slope_points_per_day_v2_4,ema5_channel_r2_v2_4,ema5_channel_rmse_v2_4,ema5_channel_half_width_v2_4,ema5_channel_full_width_v2_4,channel_mid_now_v2_4,channel_top_now_v2_4,channel_floor_now_v2_4,latest_ema5_v2_4,latest_close_v2_4,ema5_position_0_floor_1_top_v2_4,channel_zone_v2_4,channel_mid_plus_0h_v2_4,channel_top_plus_0h_v2_4,channel_floor_plus_0h_v2_4,channel_mid_plus_6h_v2_4,channel_top_plus_6h_v2_4,channel_floor_plus_6h_v2_4,channel_mid_plus_12h_v2_4,channel_top_plus_12h_v2_4,channel_floor_plus_12h_v2_4,channel_mid_plus_23h_v2_4,channel_top_plus_23h_v2_4,channel_floor_plus_23h_v2_4,channel_mid_plus_46h_v2_4,channel_top_plus_46h_v2_4,channel_floor_plus_46h_v2_4,prior_all_time_high_price_v2_4,prior_all_time_high_close_v2_4,prior_all_time_high_ema5_v2_4,latest_high_v2_4,candle_ath_flag_v2_4,close_ath_flag_v2_4,ema5_ath_flag_v2_4,ath_state_v2_4,weekly_play_state_v2_4,weekly_bias_v2_4,weekly_play_clean_channel_flag_v2_4,weekly_play_price_discovery_flag_v2_4,weekly_play_reason_v2_4
v2.4,2026-07-03 19:00:00,2026-06-29,CURRENT_WEEK,111,True,OK,96,2026-06-29 16:00:00,2026-07-03 19:00:00,ASCENDING,1.9305251383177267,44.402078181307715,0.7316855229788162,32.39607007613554,55.49031472258366,110.98062944516732,4151.452718972739,4206.943033695323,4095.962404250155,4171.391385564873,4174.94,0.67965897915533,UPPER_HALF,4151.452718972739,4206.943033695323,4095.962404250155,4163.035869802645,4218.526184525228,4107.545555080062,4174.619020632552,4230.109335355135,4119.128705909969,4195.8547971540465,4251.34511187663,4140.364482431463,4240.256875335354,4295.7471900579385,4184.76656061277,5598.38,5562.57,5547.881588036978,4176.46,False,False,False,NOT_AT_ALL_TIME_HIGH,BULLISH_CHANNEL_TOP_EXTENSION_OR_EXHAUSTION,BULLISH,True,False,direction=ASCENDING; zone=UPPER_HALF; r2=0.7317; ath=NOT_AT_ALL_TIME_HIGH
