oracle_ordered_ladder_available,oracle_ordered_ladder_valid,oracle_bracketed_by_L5_L6,oracle_inside_L4_L7,oracle_ordered_ladder_median_abs_error,oracle_ordered_ladder_mean_abs_error,oracle_ordered_ladder_pct_within_3,oracle_ordered_ladder_pct_within_5,oracle_ordered_ladder_total_width,oracle_ordered_ladder_mean_rank,L4_oracle_mode,L4_cluster_mid,L4_cluster_min,L4_cluster_max,L4_cluster_width,L4_actual,L4_abs_error,L4_within_3,L4_within_5,L4_candidate_keys,L5_oracle_mode,L5_cluster_mid,L5_cluster_min,L5_cluster_max,L5_cluster_width,L5_actual,L5_abs_error,L5_within_3,L5_within_5,L5_candidate_keys,L6_oracle_mode,L6_cluster_mid,L6_cluster_min,L6_cluster_max,L6_cluster_width,L6_actual,L6_abs_error,L6_within_3,L6_within_5,L6_candidate_keys,L7_oracle_mode,L7_cluster_mid,L7_cluster_min,L7_cluster_max,L7_cluster_width,L7_actual,L7_abs_error,L7_within_3,L7_within_5,L7_candidate_keys,level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm
True,True,False,False,28.345,31.58,0.0,0.0,0.0,1.75,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4257.92,4257.92,4257.92,0.0,4194.64,63.28,0.0,0.0,prior_hlc::previous_high,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4202.7,4202.7,4202.7,0.0,4165.1,37.6,0.0,0.0,red_box_midline::red_mid_1,MODE_A_LIVE_PROXIMITY_HEAVY,4149.87,4149.87,4149.87,0.0,4130.78,19.09,0.0,0.0,green_box_quarter::green_box_1_75pct,MODE_C_BALANCED,4090.9,4090.9,4090.9,0.0,4097.25,6.35,0.0,0.0,prior_range_fraction::prev_range_0.125,2026-06-11,2026-06-10,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4071.32,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,6.515625,11.7075,0.0,50.0,0.0,2.0,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4250.14,4250.14,4250.14,0.0,4220.33,29.81,0.0,0.0,green_box_edge::green_edge_2,MODE_A_LIVE_PROXIMITY_HEAVY,4193.5725,4193.5725,4193.5725,0.0,4184.94,8.6325,0.0,0.0,green_box_midline::green_mid_2,MODE_C_BALANCED,4165.28875,4165.28875,4165.28875,0.0,4161.3,3.98875,0.0,1.0,green_box_quarter::green_box_2_25pct,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4135.28875,4135.28875,4135.28875,0.0,4130.89,4.39875,0.0,1.0,red_box_quarter::red_box_1_75pct,2026-06-12,2026-06-11,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4210.77,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,52.143125,52.430885,0.0,0.0,0.0,2.5,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4289.91875,4289.91875,4289.91875,0.0,4345.41,55.49125,0.0,0.0,green_box_quarter::green_box_3_25pct,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4263.34125,4263.34125,4263.34125,0.0,4313.94,50.59875,0.0,0.0,green_box_quarter::green_box_2_75pct,MODE_D_NEAREST_VALID_LADDER,4227.5525,4227.5525,4227.5525,0.0,4281.24,53.6875,0.0,0.0,prior_range_fraction::prev_range_0.75,MODE_C_BALANCED,4198.18396,4196.8975,4199.47042,2.57292,4248.13,49.94604,0.0,0.0,green_box_midline::green_mid_1 | prior_range_fraction::prev_range_0.382,2026-06-15,2026-06-12,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4218.5,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,3.646295,3.626272,50.0,50.0,0.0,1.0,MODE_C_BALANCED,4364.7475,4364.7475,4364.7475,0.0,4358.15,6.5975,0.0,0.0,green_box_midline::green_mid_2,MODE_C_BALANCED,4329.875,4329.875,4329.875,0.0,4329.57,0.305,1.0,1.0,green_box_edge::green_edge_1,MODE_C_BALANCED,4300.91509,4299.875,4301.95518,2.08018,4300.22,0.69509,1.0,1.0,red_box_edge::red_edge_1 | prior_range_fraction::prev_range_0.382,MODE_D_NEAREST_VALID_LADDER,4265.0025,4265.0025,4265.0025,0.0,4271.91,6.9075,0.0,0.0,red_box_midline::red_mid_2,2026-06-16,2026-06-15,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4309.03,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,8.85125,10.100625,0.0,0.0,0.0,1.75,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4394.8675,4394.8675,4394.8675,0.0,4385.49,9.3775,0.0,0.0,green_box_quarter::green_box_3_25pct,MODE_C_BALANCED,4342.615,4342.615,4342.615,0.0,4350.94,8.325,0.0,0.0,prior_range_fraction::prev_range_0.75,MODE_C_BALANCED,4330.28,4330.28,4330.28,0.0,4322.25,8.03,0.0,0.0,prior_hlc::previous_mid,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4275.61,4275.61,4275.61,0.0,4290.28,14.67,0.0,0.0,red_box_edge::red_edge_2,2026-06-17,2026-06-16,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4331.14,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,21.0225,23.293945,0.0,0.0,0.0,1.0,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4281.47172,4281.47172,4281.47172,0.0,4293.9,12.42828,0.0,0.0,prior_range_fraction::prev_range_0.382,MODE_C_BALANCED,4243.2125,4243.2125,4243.2125,0.0,4262.79,19.5775,0.0,0.0,green_box_quarter::green_box_1_25pct,MODE_C_BALANCED,4213.2125,4213.2125,4213.2125,0.0,4235.68,22.4675,0.0,0.0,red_box_quarter::red_box_2_75pct,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4164.8475,4164.8475,4164.8475,0.0,4203.55,38.7025,0.0,0.0,red_box_quarter::red_box_3_25pct,2026-06-18,2026-06-17,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4257.74,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,50.440685,48.714306,0.0,0.0,0.0,2.25,MODE_C_BALANCED,4280.91738,4280.91738,4280.91738,0.0,4332.32,51.40262,0.0,0.0,prior_range_fraction::prev_range_0.618,MODE_C_BALANCED,4247.564146,4244.363291,4250.765,6.401709,4301.82,54.255854,0.0,0.0,prior_range_fraction::prev_range_0.333333 | prior_hlc::previous_pivot_hlc3 | red_box_edge::red_edge_1,MODE_C_BALANCED,4221.36125,4221.36125,4221.36125,0.0,4270.84,49.47875,0.0,0.0,green_box_quarter::green_box_1_25pct,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4201.56,4201.56,4201.56,0.0,4241.28,39.72,0.0,0.0,prior_hlc::previous_low,2026-06-19,2026-06-18,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4209.04,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,9.135145,9.346322,0.0,50.0,0.0,1.25,MODE_C_BALANCED,4213.1275,4213.1275,4213.1275,0.0,4216.38,3.2525,0.0,1.0,green_box_midline::green_mid_2,MODE_C_BALANCED,4182.705,4182.705,4182.705,0.0,4178.43,4.275,0.0,1.0,green_box_edge::green_edge_1,MODE_C_BALANCED,4154.79529,4152.705,4156.88558,4.18058,4140.8,13.99529,0.0,0.0,red_box_edge::red_edge_1 | prior_hlc::previous_close | prior_range_fraction::prev_range_0.382,MODE_D_NEAREST_VALID_LADDER,4122.2825,4122.2825,4122.2825,0.0,4106.42,15.8625,0.0,0.0,red_box_midline::red_mid_2,2026-06-22,2026-06-19,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4155.81,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,17.244845,18.241172,0.0,0.0,0.0,1.75,MODE_C_BALANCED,4207.3425,4206.70625,4207.97875,1.2725,4212.81,5.4675,0.0,0.0,red_box_quarter::red_box_1_25pct | green_box_quarter::green_box_2_25pct,MODE_C_BALANCED,4168.59562,4168.59562,4168.59562,0.0,4174.21,5.61438,0.0,0.0,prior_range_fraction::prev_range_0.382,MODE_C_BALANCED,4166.10531,4163.615,4168.59562,4.98062,4137.23,28.87531,0.0,0.0,red_box_edge::red_edge_1 | prior_range_fraction::prev_range_0.382,MODE_C_BALANCED,4134.8875,4134.8875,4134.8875,0.0,4101.88,33.0075,0.0,0.0,red_box_midline::red_mid_2,2026-06-23,2026-06-22,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4191.26,PREV_CLOSE_PROXY,,NEUTRAL
True,False,False,False,17.12375,21.793355,0.0,0.0,0.0,3.25,MODE_C_BALANCED,4058.29158,4058.29158,4058.29158,0.0,4098.68,40.38842,0.0,0.0,prior_range_fraction::prev_range_0.618,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4078.16375,4078.16375,4078.16375,0.0,4062.96,15.20375,0.0,0.0,green_box_quarter::green_box_2_25pct,MODE_C_BALANCED,4048.16375,4048.16375,4048.16375,0.0,4029.12,19.04375,0.0,0.0,red_box_quarter::red_box_1_75pct,MODE_C_BALANCED,4006.7975,4006.7975,4006.7975,0.0,3994.26,12.5375,0.0,0.0,green_box_midline::green_mid_1,2026-06-25,2026-06-24,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3999.01,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,7.79125,7.790312,25.0,50.0,0.0,2.5,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4088.15625,4088.15625,4088.15625,0.0,4103.3,15.14375,0.0,0.0,green_box_quarter::green_box_3_25pct,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4074.26,4074.26,4074.26,0.0,4070.91,3.35,0.0,1.0,green_box_edge::green_edge_2,MODE_D_NEAREST_VALID_LADDER,4023.9675,4023.9675,4023.9675,0.0,4036.2,12.2325,0.0,0.0,prior_range_fraction::prev_range_0.75,MODE_C_BALANCED,4003.675,4003.675,4003.675,0.0,4003.24,0.435,1.0,1.0,prior_hlc::previous_mid,2026-06-26,2026-06-25,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4026.59,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,4.315,4.342656,50.0,50.0,0.0,2.0,MODE_C_BALANCED,4090.2975,4090.2975,4090.2975,0.0,4097.6,7.3025,0.0,0.0,green_box_midline::green_mid_2,MODE_D_NEAREST_VALID_LADDER,4072.43125,4072.43125,4072.43125,0.0,4066.54,5.89125,0.0,0.0,green_box_quarter::green_box_2_25pct,MODE_C_BALANCED,4040.998125,4039.565,4042.43125,2.86625,4039.56,1.438125,1.0,1.0,prior_hlc::previous_mid | red_box_quarter::red_box_1_75pct,MODE_C_BALANCED,4006.69875,4006.69875,4006.69875,0.0,4003.96,2.73875,1.0,1.0,red_box_quarter::red_box_2_25pct,2026-06-29,2026-06-26,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4088.41,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,9.183125,7.935937,25.0,25.0,0.0,1.75,MODE_C_BALANCED,4072.66125,4072.66125,4072.66125,0.0,4071.63,1.03125,1.0,1.0,green_box_quarter::green_box_2_25pct,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4028.035,4028.035,4028.035,0.0,4039.56,11.525,0.0,0.0,red_box_edge::red_edge_1,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,4012.28125,4010.40625,4014.15625,3.75,4005.44,6.84125,0.0,0.0,prior_range_fraction::prev_range_0.125 | green_box_quarter::green_box_1_25pct,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,3954.90375,3954.90375,3954.90375,0.0,3967.25,12.34625,0.0,0.0,red_box_quarter::red_box_3_25pct,2026-06-30,2026-06-29,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4178.97,AUTO_JSON,ema_proxy_up,UP
