level_date,prev_date,published_level,source_column,level_name,published_rank_low_to_high,published_rank_high_to_low,best_anchor_price,signed_distance_points,abs_distance_points,within_tolerance,within_1,within_2,within_3,within_5,within_10,best_anchor_family,best_anchor_name,best_anchor_side,best_box_index,best_fraction,prev_high,prev_low,prev_close,prev_range,box_size,box_padding
2025-10-01,2025-09-30,3740.83,level_price,L10,1,10,3736.045,4.785,4.785,False,False,False,False,True,True,red_box_midline,red_mid_3,red,3.0,0.5,3871.72,3793.18,3858.28,78.53999999999996,54.26999999999998,30.0
2025-10-01,2025-09-30,3762.36,level_price,L9,2,9,3763.18,-0.82,0.82,True,True,True,True,True,True,red_box_edge,red_edge_2,red,2.0,,3871.72,3793.18,3858.28,78.53999999999996,54.26999999999998,30.0
2025-10-01,2025-09-30,3784.19,level_price,L8,3,8,3790.315,-6.125,6.125,False,False,False,False,False,True,red_box_midline,red_mid_2,red,2.0,0.5,3871.72,3793.18,3858.28,78.53999999999996,54.26999999999998,30.0
2025-10-01,2025-09-30,3803.98,level_price,L7,4,7,3803.8825,0.0975,0.0975,True,True,True,True,True,True,red_box_quarter,red_box_2_25pct,red,2.0,0.25,3871.72,3793.18,3858.28,78.53999999999996,54.26999999999998,30.0
2025-10-01,2025-09-30,3820.29,level_price,L6,5,6,3820.315,-0.025,0.025,True,True,True,True,True,True,green_box_midline,green_mid_1,green,1.0,0.5,3871.72,3793.18,3858.28,78.53999999999996,54.26999999999998,30.0
2025-10-01,2025-09-30,3838.65,level_price,L5,6,5,3841.06,-2.41,2.41,True,False,False,True,True,True,prior_hlc,previous_pivot_hlc3,neutral,,,3871.72,3793.18,3858.28,78.53999999999996,54.26999999999998,30.0
2025-10-01,2025-09-30,3853.16,level_price,L4,7,4,3852.085,1.075,1.075,True,False,True,True,True,True,prior_range_fraction,prev_range_0.75,neutral,,0.75,3871.72,3793.18,3858.28,78.53999999999996,54.26999999999998,30.0
2025-10-01,2025-09-30,3869.29,level_price,L3,8,3,3871.72,-2.43,2.43,True,False,False,True,True,True,prior_hlc,previous_high,neutral,,,3871.72,3793.18,3858.28,78.53999999999996,54.26999999999998,30.0
2025-10-01,2025-09-30,3883.9,level_price,L2,9,2,3888.1525,-4.2525,4.2525,False,False,False,False,True,True,green_box_quarter,green_box_2_75pct,green,2.0,0.75,3871.72,3793.18,3858.28,78.53999999999996,54.26999999999998,30.0
2025-10-01,2025-09-30,3901.14,level_price,L1,10,1,3901.72,-0.58,0.58,True,True,True,True,True,True,green_box_edge,green_edge_2,green,2.0,,3871.72,3793.18,3858.28,78.53999999999996,54.26999999999998,30.0
2025-10-02,2025-10-01,3762.36,level_price,L10,1,10,3760.23875,2.12125,2.12125,True,False,False,True,True,True,red_box_quarter,red_box_4_75pct,red,4.0,0.75,3895.37,3853.3,3865.54,42.06999999999971,36.034999999999854,30.0
2025-10-02,2025-10-01,3780.91,level_price,L9,2,9,3778.25625,2.65375,2.65375,True,False,False,True,True,True,red_box_quarter,red_box_4_25pct,red,4.0,0.25,3895.37,3853.3,3865.54,42.06999999999971,36.034999999999854,30.0
2025-10-02,2025-10-01,3799.0,level_price,L8,3,8,3796.27375,2.72625,2.72625,True,False,False,True,True,True,red_box_quarter,red_box_3_75pct,red,3.0,0.75,3895.37,3853.3,3865.54,42.06999999999971,36.034999999999854,30.0
2025-10-02,2025-10-01,3817.0,level_price,L7,4,7,3814.29125,2.70875,2.70875,True,False,False,True,True,True,red_box_quarter,red_box_3_25pct,red,3.0,0.25,3895.37,3853.3,3865.54,42.06999999999971,36.034999999999854,30.0
2025-10-02,2025-10-01,3832.79,level_price,L6,5,6,3832.30875,0.48125,0.48125,True,True,True,True,True,True,red_box_quarter,red_box_2_75pct,red,2.0,0.75,3895.37,3853.3,3865.54,42.06999999999971,36.034999999999854,30.0
2025-10-02,2025-10-01,3849.38,level_price,L5,6,5,3850.32625,-0.94625,0.94625,True,True,True,True,True,True,red_box_quarter,red_box_2_25pct,red,2.0,0.25,3895.37,3853.3,3865.54,42.06999999999971,36.034999999999854,30.0
2025-10-02,2025-10-01,3867.44,level_price,L4,7,4,3867.323319,0.116681,0.116681,True,True,True,True,True,True,prior_range_fraction,prev_range_0.333333,neutral,,0.333333,3895.37,3853.3,3865.54,42.06999999999971,36.034999999999854,30.0
2025-10-02,2025-10-01,3883.17,level_price,L3,8,3,3884.8525,-1.6825,1.6825,True,False,True,True,True,True,prior_range_fraction,prev_range_0.75,neutral,,0.75,3895.37,3853.3,3865.54,42.06999999999971,36.034999999999854,30.0
2025-10-02,2025-10-01,3899.89,level_price,L2,9,2,3898.34375,1.54625,1.54625,True,False,True,True,True,True,green_box_quarter,green_box_2_25pct,green,2.0,0.25,3895.37,3853.3,3865.54,42.06999999999971,36.034999999999854,30.0
2025-10-02,2025-10-01,3914.45,level_price,L1,10,1,3916.36125,-1.91125,1.91125,True,False,True,True,True,True,green_box_quarter,green_box_2_75pct,green,2.0,0.75,3895.37,3853.3,3865.54,42.06999999999971,36.034999999999854,30.0
2025-10-03,2025-10-02,3736.63,level_price,L10,1,10,3735.785,0.845,0.845,True,True,True,True,True,True,red_box_edge,red_edge_3,red,3.0,,3896.63,3819.4,3856.24,77.23000000000002,53.61500000000001,30.0
2025-10-03,2025-10-02,3756.16,level_price,L9,2,9,3762.5925,-6.4325,6.4325,False,False,False,False,False,True,red_box_midline,red_mid_3,red,3.0,0.5,3896.63,3819.4,3856.24,77.23000000000002,53.61500000000001,30.0
2025-10-03,2025-10-02,3778.1,level_price,L8,3,8,3775.99625,2.10375,2.10375,True,False,False,True,True,True,red_box_quarter,red_box_3_25pct,red,3.0,0.25,3896.63,3819.4,3856.24,77.23000000000002,53.61500000000001,30.0
2025-10-03,2025-10-02,3794.9,level_price,L7,4,7,3789.4,5.5,5.5,False,False,False,False,False,True,red_box_edge,red_edge_2,red,2.0,,3896.63,3819.4,3856.24,77.23000000000002,53.61500000000001,30.0
2025-10-03,2025-10-02,3813.75,level_price,L6,5,6,3816.2075,-2.4575,2.4575,True,False,False,True,True,True,red_box_midline,red_mid_2,red,2.0,0.5,3896.63,3819.4,3856.24,77.23000000000002,53.61500000000001,30.0
2025-10-03,2025-10-02,3833.88,level_price,L5,6,5,3832.80375,1.07625,1.07625,True,False,True,True,True,True,green_box_quarter,green_box_1_25pct,green,1.0,0.25,3896.63,3819.4,3856.24,77.23000000000002,53.61500000000001,30.0
2025-10-03,2025-10-02,3854.23,level_price,L4,7,4,3856.24,-2.01,2.01,True,False,False,True,True,True,prior_hlc,previous_close,neutral,,,3896.63,3819.4,3856.24,77.23000000000002,53.61500000000001,30.0
2025-10-03,2025-10-02,3871.96,level_price,L3,8,3,3873.015,-1.055,1.055,True,False,True,True,True,True,green_box_edge,green_edge_1,green,1.0,,3896.63,3819.4,3856.24,77.23000000000002,53.61500000000001,30.0
2025-10-03,2025-10-02,3889.78,level_price,L2,9,2,3886.97625,2.80375,2.80375,True,False,False,True,True,True,prior_range_fraction,prev_range_0.875,neutral,,0.875,3896.63,3819.4,3856.24,77.23000000000002,53.61500000000001,30.0
2025-10-03,2025-10-02,3907.81,level_price,L1,10,1,3913.22625,-5.41625,5.41625,False,False,False,False,False,True,green_box_quarter,green_box_2_75pct,green,2.0,0.75,3896.63,3819.4,3856.24,77.23000000000002,53.61500000000001,30.0
2025-10-06,2025-10-03,3810.83,level_price,L7,1,7,3808.06,2.77,2.77,True,False,False,True,True,True,red_box_edge,red_edge_2,red,2.0,,3891.67,3838.06,3886.43,53.61000000000013,41.805000000000064,30.0
2025-10-06,2025-10-03,3830.61,level_price,L6,2,6,3828.9625,1.6475,1.6475,True,False,True,True,True,True,red_box_midline,red_mid_2,red,2.0,0.5,3891.67,3838.06,3886.43,53.61000000000013,41.805000000000064,30.0
2025-10-06,2025-10-03,3851.28,level_price,L5,3,5,3851.4625,-0.1825,0.1825,True,True,True,True,True,True,prior_range_fraction,prev_range_0.25,neutral,,0.25,3891.67,3838.06,3886.43,53.61000000000013,41.805000000000064,30.0
2025-10-06,2025-10-03,3872.61,level_price,L4,4,4,3872.053333,0.556667,0.556667,True,True,True,True,True,True,prior_hlc,previous_pivot_hlc3,neutral,,,3891.67,3838.06,3886.43,53.61000000000013,41.805000000000064,30.0
2025-10-06,2025-10-03,3892.39,level_price,L3,5,3,3891.67,0.72,0.72,True,True,True,True,True,True,prior_hlc,previous_high,neutral,,,3891.67,3838.06,3886.43,53.61000000000013,41.805000000000064,30.0
2025-10-06,2025-10-03,3911.19,level_price,L2,6,2,3911.21875,-0.02875,0.02875,True,True,True,True,True,True,green_box_quarter,green_box_2_75pct,green,2.0,0.75,3891.67,3838.06,3886.43,53.61000000000013,41.805000000000064,30.0
2025-10-06,2025-10-03,3932.0,level_price,L1,7,1,3932.12125,-0.12125,0.12125,True,True,True,True,True,True,green_box_quarter,green_box_3_25pct,green,3.0,0.25,3891.67,3838.06,3886.43,53.61000000000013,41.805000000000064,30.0
2025-10-07,2025-10-06,3710.52,level_price,L7,1,8,3738.7,-28.18,28.18,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,3970.04,3884.37,3961.0,85.67000000000007,57.835000000000036,30.0
2025-10-07,2025-10-06,3895.71,level_price,L8,2,7,3895.07875,0.63125,0.63125,True,True,True,True,True,True,prior_range_fraction,prev_range_0.125,neutral,,0.125,3970.04,3884.37,3961.0,85.67000000000007,57.835000000000036,30.0
2025-10-07,2025-10-06,3927.93,level_price,L6,3,6,3927.74625,0.18375,0.18375,True,True,True,True,True,True,green_box_quarter,green_box_1_75pct,green,1.0,0.75,3970.04,3884.37,3961.0,85.67000000000007,57.835000000000036,30.0
2025-10-07,2025-10-06,3946.24,level_price,L5,4,5,3948.6225,-2.3825,2.3825,True,False,False,True,True,True,prior_range_fraction,prev_range_0.75,neutral,,0.75,3970.04,3884.37,3961.0,85.67000000000007,57.835000000000036,30.0
2025-10-07,2025-10-06,3964.13,level_price,L4,5,4,3961.0,3.13,3.13,False,False,False,False,True,True,prior_hlc,previous_close,neutral,,,3970.04,3884.37,3961.0,85.67000000000007,57.835000000000036,30.0
2025-10-07,2025-10-06,3978.02,level_price,L3,6,3,3971.1225,6.8975,6.8975,False,False,False,False,False,True,green_box_midline,green_mid_2,green,2.0,0.5,3970.04,3884.37,3961.0,85.67000000000007,57.835000000000036,30.0
2025-10-07,2025-10-06,3992.54,level_price,L2,7,2,3985.58125,6.95875,6.95875,False,False,False,False,False,True,green_box_quarter,green_box_2_75pct,green,2.0,0.75,3970.04,3884.37,3961.0,85.67000000000007,57.835000000000036,30.0
2025-10-07,2025-10-06,4005.93,level_price,L1,8,1,4000.04,5.89,5.89,False,False,False,False,False,True,green_box_edge,green_edge_2,green,2.0,,3970.04,3884.37,3961.0,85.67000000000007,57.835000000000036,30.0
2025-10-08,2025-10-07,400.59,level_price,L2,1,7,3830.54,-3429.95,3429.95,False,False,False,False,False,False,red_box_edge,red_edge_4,red,4.0,,3991.06,3940.8,3984.32,50.25999999999976,40.12999999999988,30.0
2025-10-08,2025-10-07,3910.27,level_price,L7,2,6,3910.8,-0.53,0.53,True,True,True,True,True,True,red_box_edge,red_edge_2,red,2.0,,3991.06,3940.8,3984.32,50.25999999999976,40.12999999999988,30.0
2025-10-08,2025-10-07,3929.69,level_price,L6,3,5,3930.865,-1.175,1.175,True,False,True,True,True,True,red_box_midline,red_mid_2,red,2.0,0.5,3991.06,3940.8,3984.32,50.25999999999976,40.12999999999988,30.0
2025-10-08,2025-10-07,3949.74,level_price,L5,4,4,3950.8325,-1.0925,1.0925,True,False,True,True,True,True,green_box_quarter,green_box_1_25pct,green,1.0,0.25,3991.06,3940.8,3984.32,50.25999999999976,40.12999999999988,30.0
2025-10-08,2025-10-07,3970.41,level_price,L4,5,3,3970.8975,-0.4875,0.4875,True,True,True,True,True,True,green_box_quarter,green_box_1_75pct,green,1.0,0.75,3991.06,3940.8,3984.32,50.25999999999976,40.12999999999988,30.0
2025-10-08,2025-10-07,3986.53,level_price,L3,6,2,3984.7775,1.7525,1.7525,True,False,True,True,True,True,prior_range_fraction,prev_range_0.875,neutral,,0.875,3991.06,3940.8,3984.32,50.25999999999976,40.12999999999988,30.0
2025-10-08,2025-10-07,4016.4,level_price,L1,7,1,4021.06,-4.66,4.66,False,False,False,False,True,True,green_box_edge,green_edge_2,green,2.0,,3991.06,3940.8,3984.32,50.25999999999976,40.12999999999988,30.0
2025-10-09,2025-10-08,3966.3,level_price,L8,1,8,3966.585,-0.285,0.285,True,True,True,True,True,True,red_box_quarter,red_box_2_75pct,red,2.0,0.75,4059.16,3983.36,4041.38,75.79999999999973,52.899999999999864,30.0
2025-10-09,2025-10-08,3985.35,level_price,L7,2,7,3983.36,1.99,1.99,True,False,True,True,True,True,prior_hlc,previous_low,neutral,,,4059.16,3983.36,4041.38,75.79999999999973,52.899999999999864,30.0
2025-10-09,2025-10-08,4001.52,level_price,L6,3,6,4002.31,-0.79,0.79,True,True,True,True,True,True,prior_range_fraction,prev_range_0.25,neutral,,0.25,4059.16,3983.36,4041.38,75.79999999999973,52.899999999999864,30.0
2025-10-09,2025-10-08,4019.13,level_price,L5,4,5,4019.485,-0.355,0.355,True,True,True,True,True,True,red_box_quarter,red_box_1_75pct,red,1.0,0.75,4059.16,3983.36,4041.38,75.79999999999973,52.899999999999864,30.0
2025-10-09,2025-10-08,4038.76,level_price,L4,5,4,4040.21,-1.45,1.45,True,False,True,True,True,True,prior_range_fraction,prev_range_0.75,neutral,,0.75,4059.16,3983.36,4041.38,75.79999999999973,52.899999999999864,30.0
2025-10-09,2025-10-08,4057.81,level_price,L3,6,3,4059.16,-1.35,1.35,True,False,True,True,True,True,prior_hlc,previous_high,neutral,,,4059.16,3983.36,4041.38,75.79999999999973,52.899999999999864,30.0
2025-10-09,2025-10-08,4074.84,level_price,L2,7,2,4075.935,-1.095,1.095,True,False,True,True,True,True,green_box_quarter,green_box_2_75pct,green,2.0,0.75,4059.16,3983.36,4041.38,75.79999999999973,52.899999999999864,30.0
2025-10-09,2025-10-08,4090.89,level_price,L1,8,1,4089.16,1.73,1.73,True,False,True,True,True,True,green_box_edge,green_edge_2,green,2.0,,4059.16,3983.36,4041.38,75.79999999999973,52.899999999999864,30.0
2025-10-10,2025-10-09,3869.71,level_price,L10,1,10,3861.15875,8.55125,8.55125,False,False,False,False,False,True,red_box_quarter,red_box_3_75pct,red,3.0,0.75,4057.99,3944.84,3975.96,113.14999999999964,71.57499999999982,30.0
2025-10-10,2025-10-09,3892.28,level_price,L9,2,9,3896.94625,-4.66625,4.66625,False,False,False,False,True,True,red_box_quarter,red_box_3_25pct,red,3.0,0.25,4057.99,3944.84,3975.96,113.14999999999964,71.57499999999982,30.0
2025-10-10,2025-10-09,3918.25,level_price,L8,3,8,3914.84,3.41,3.41,False,False,False,False,True,True,red_box_edge,red_edge_2,red,2.0,,4057.99,3944.84,3975.96,113.14999999999964,71.57499999999982,30.0
2025-10-10,2025-10-09,3943.24,level_price,L7,4,7,3944.84,-1.6,1.6,True,False,True,True,True,True,prior_hlc,previous_low,neutral,,,4057.99,3944.84,3975.96,113.14999999999964,71.57499999999982,30.0
2025-10-10,2025-10-09,3961.97,level_price,L6,5,6,3962.73375,-0.76375,0.76375,True,True,True,True,True,True,green_box_quarter,green_box_1_25pct,green,1.0,0.25,4057.99,3944.84,3975.96,113.14999999999964,71.57499999999982,30.0
2025-10-10,2025-10-09,3980.31,level_price,L5,6,5,3980.6275,-0.3175,0.3175,True,True,True,True,True,True,green_box_midline,green_mid_1,green,1.0,0.5,4057.99,3944.84,3975.96,113.14999999999964,71.57499999999982,30.0
2025-10-10,2025-10-09,3999.31,level_price,L4,7,4,3998.52125,0.78875,0.78875,True,True,True,True,True,True,green_box_quarter,green_box_1_75pct,green,1.0,0.75,4057.99,3944.84,3975.96,113.14999999999964,71.57499999999982,30.0
2025-10-10,2025-10-09,4016.17,level_price,L3,8,3,4016.415,-0.245,0.245,True,True,True,True,True,True,green_box_edge,green_edge_1,green,1.0,,4057.99,3944.84,3975.96,113.14999999999964,71.57499999999982,30.0
2025-10-10,2025-10-09,4033.96,level_price,L2,9,2,4034.30875,-0.34875,0.34875,True,True,True,True,True,True,green_box_quarter,green_box_2_25pct,green,2.0,0.25,4057.99,3944.84,3975.96,113.14999999999964,71.57499999999982,30.0
2025-10-10,2025-10-09,4054.84,level_price,L1,10,1,4052.2025,2.6375,2.6375,True,False,False,True,True,True,green_box_midline,green_mid_2,green,2.0,0.5,4057.99,3944.84,3975.96,113.14999999999964,71.57499999999982,30.0
2025-10-13,2025-10-10,3893.93,level_price,L10,1,10,3890.4575,3.4725,3.4725,False,False,False,False,True,True,red_box_midline,red_mid_3,red,3.0,0.5,4022.82,3946.93,4012.42,75.89000000000033,52.945000000000164,30.0
2025-10-13,2025-10-10,3918.25,level_price,L9,2,9,3916.93,1.32,1.32,True,False,True,True,True,True,red_box_edge,red_edge_2,red,2.0,,4022.82,3946.93,4012.42,75.89000000000033,52.945000000000164,30.0
2025-10-13,2025-10-10,3938.34,level_price,L8,3,8,3943.4025,-5.0625,5.0625,False,False,False,False,False,True,red_box_midline,red_mid_2,red,2.0,0.5,4022.82,3946.93,4012.42,75.89000000000033,52.945000000000164,30.0
2025-10-13,2025-10-10,3956.47,level_price,L7,4,7,3956.41625,0.05375,0.05375,True,True,True,True,True,True,prior_range_fraction,prev_range_0.125,neutral,,0.125,4022.82,3946.93,4012.42,75.89000000000033,52.945000000000164,30.0
2025-10-13,2025-10-10,3974.97,level_price,L6,5,6,3975.91998,-0.94998,0.94998,True,True,True,True,True,True,prior_range_fraction,prev_range_0.382,neutral,,0.382,4022.82,3946.93,4012.42,75.89000000000033,52.945000000000164,30.0
2025-10-13,2025-10-10,3994.06,level_price,L5,6,5,3994.056667,0.003333,0.003333,True,True,True,True,True,True,prior_hlc,previous_pivot_hlc3,neutral,,,4022.82,3946.93,4012.42,75.89000000000033,52.945000000000164,30.0
2025-10-13,2025-10-10,4010.88,level_price,L4,7,4,4009.58375,1.29625,1.29625,True,False,True,True,True,True,red_box_quarter,red_box_1_25pct,red,1.0,0.25,4022.82,3946.93,4012.42,75.89000000000033,52.945000000000164,30.0
2025-10-13,2025-10-10,4028.3,level_price,L3,8,3,4026.3475,1.9525,1.9525,True,False,True,True,True,True,green_box_midline,green_mid_2,green,2.0,0.5,4022.82,3946.93,4012.42,75.89000000000033,52.945000000000164,30.0
2025-10-13,2025-10-10,4047.29,level_price,L2,9,2,4052.82,-5.53,5.53,False,False,False,False,False,True,green_box_edge,green_edge_2,green,2.0,,4022.82,3946.93,4012.42,75.89000000000033,52.945000000000164,30.0
2025-10-13,2025-10-10,4064.42,level_price,L1,10,1,4066.05625,-1.63625,1.63625,True,False,True,True,True,True,green_box_quarter,green_box_3_25pct,green,3.0,0.25,4022.82,3946.93,4012.42,75.89000000000033,52.945000000000164,30.0
2025-10-14,2025-10-13,4043.2,level_price,L8,1,8,4042.19874,1.00126,1.00126,True,False,True,True,True,True,prior_range_fraction,prev_range_0.382,neutral,,0.382,4117.02,3995.95,4110.41,121.07000000000062,75.53500000000031,30.0
2025-10-14,2025-10-13,4061.81,level_price,L7,2,7,4060.36875,1.44125,1.44125,True,False,True,True,True,True,red_box_quarter,red_box_1_75pct,red,1.0,0.75,4117.02,3995.95,4110.41,121.07000000000062,75.53500000000031,30.0
2025-10-14,2025-10-13,4078.18,level_price,L6,3,6,4079.2525,-1.0725,1.0725,True,False,True,True,True,True,red_box_midline,red_mid_1,red,1.0,0.5,4117.02,3995.95,4110.41,121.07000000000062,75.53500000000031,30.0
2025-10-14,2025-10-13,4093.64,level_price,L5,4,5,4090.36875,3.27125,3.27125,False,False,False,False,True,True,green_box_quarter,green_box_2_25pct,green,2.0,0.25,4117.02,3995.95,4110.41,121.07000000000062,75.53500000000031,30.0
2025-10-14,2025-10-13,4108.96,level_price,L4,5,4,4109.2525,-0.2925,0.2925,True,True,True,True,True,True,green_box_midline,green_mid_2,green,2.0,0.5,4117.02,3995.95,4110.41,121.07000000000062,75.53500000000031,30.0
2025-10-14,2025-10-13,4124.18,level_price,L3,6,3,4128.13625,-3.95625,3.95625,False,False,False,False,True,True,green_box_quarter,green_box_2_75pct,green,2.0,0.75,4117.02,3995.95,4110.41,121.07000000000062,75.53500000000031,30.0
2025-10-14,2025-10-13,4137.5,level_price,L2,7,2,4128.13625,9.36375,9.36375,False,False,False,False,False,True,green_box_quarter,green_box_2_75pct,green,2.0,0.75,4117.02,3995.95,4110.41,121.07000000000062,75.53500000000031,30.0
2025-10-14,2025-10-13,4152.18,level_price,L1,8,1,4147.02,5.16,5.16,False,False,False,False,False,True,green_box_edge,green_edge_2,green,2.0,,4117.02,3995.95,4110.41,121.07000000000062,75.53500000000031,30.0
2025-10-15,2025-10-14,4061.81,level_price,L10,1,10,4060.44,1.37,1.37,True,False,True,True,True,True,red_box_edge,red_edge_2,red,2.0,,4179.74,4090.44,4142.14,89.29999999999973,59.649999999999864,30.0
2025-10-15,2025-10-14,4075.93,level_price,L9,2,9,4075.3525,0.5775,0.5775,True,True,True,True,True,True,red_box_quarter,red_box_2_75pct,red,2.0,0.75,4179.74,4090.44,4142.14,89.29999999999973,59.649999999999864,30.0
2025-10-15,2025-10-14,4090.06,level_price,L8,3,8,4090.265,-0.205,0.205,True,True,True,True,True,True,red_box_midline,red_mid_2,red,2.0,0.5,4179.74,4090.44,4142.14,89.29999999999973,59.649999999999864,30.0
2025-10-15,2025-10-14,4105.05,level_price,L7,4,7,4105.1775,-0.1275,0.1275,True,True,True,True,True,True,red_box_quarter,red_box_2_25pct,red,2.0,0.25,4179.74,4090.44,4142.14,89.29999999999973,59.649999999999864,30.0
2025-10-15,2025-10-14,4119.47,level_price,L6,5,6,4120.09,-0.62,0.62,True,True,True,True,True,True,red_box_edge,red_edge_1,red,1.0,,4179.74,4090.44,4142.14,89.29999999999973,59.649999999999864,30.0
2025-10-15,2025-10-14,4135.03,level_price,L5,6,5,4135.0025,0.0275,0.0275,True,True,True,True,True,True,red_box_quarter,red_box_1_75pct,red,1.0,0.75,4179.74,4090.44,4142.14,89.29999999999973,59.649999999999864,30.0
2025-10-15,2025-10-14,4150.06,level_price,L4,7,4,4150.09,-0.03,0.03,True,True,True,True,True,True,green_box_edge,green_edge_1,green,1.0,,4179.74,4090.44,4142.14,89.29999999999973,59.649999999999864,30.0
2025-10-15,2025-10-14,4165.0,level_price,L3,8,3,4165.0025,-0.0025,0.0025,True,True,True,True,True,True,green_box_quarter,green_box_2_25pct,green,2.0,0.25,4179.74,4090.44,4142.14,89.29999999999973,59.649999999999864,30.0
2025-10-15,2025-10-14,4178.01,level_price,L2,9,2,4179.74,-1.73,1.73,True,False,True,True,True,True,prior_hlc,previous_high,neutral,,,4179.74,4090.44,4142.14,89.29999999999973,59.649999999999864,30.0
2025-10-15,2025-10-14,4192.43,level_price,L1,10,1,4194.8275,-2.3975,2.3975,True,False,False,True,True,True,green_box_quarter,green_box_2_75pct,green,2.0,0.75,4179.74,4090.44,4142.14,89.29999999999973,59.649999999999864,30.0
2025-10-16,2025-10-15,4119.47,level_price,L10,1,10,4124.2225,-4.7525,4.7525,False,False,False,False,True,True,red_box_quarter,red_box_2_75pct,red,2.0,0.75,4218.32,4140.78,4208.11,77.53999999999996,53.76999999999998,30.0
2025-10-16,2025-10-15,4134.22,level_price,L9,2,9,4137.665,-3.445,3.445,False,False,False,False,True,True,red_box_midline,red_mid_2,red,2.0,0.5,4218.32,4140.78,4208.11,77.53999999999996,53.76999999999998,30.0
2025-10-16,2025-10-15,4148.3,level_price,L8,3,8,4150.4725,-2.1725,2.1725,True,False,False,True,True,True,prior_range_fraction,prev_range_0.125,neutral,,0.125,4218.32,4140.78,4208.11,77.53999999999996,53.76999999999998,30.0
2025-10-16,2025-10-15,4162.99,level_price,L7,4,7,4164.55,-1.56,1.56,True,False,True,True,True,True,red_box_edge,red_edge_1,red,1.0,,4218.32,4140.78,4208.11,77.53999999999996,53.76999999999998,30.0
2025-10-16,2025-10-15,4177.27,level_price,L6,5,6,4177.9925,-0.7225,0.7225,True,True,True,True,True,True,red_box_quarter,red_box_1_75pct,red,1.0,0.75,4218.32,4140.78,4208.11,77.53999999999996,53.76999999999998,30.0
2025-10-16,2025-10-15,4189.9,level_price,L5,6,5,4189.07,0.83,0.83,True,True,True,True,True,True,prior_hlc,previous_pivot_hlc3,neutral,,,4218.32,4140.78,4208.11,77.53999999999996,53.76999999999998,30.0
2025-10-16,2025-10-15,4201.69,level_price,L4,7,4,4198.935,2.755,2.755,True,False,False,True,True,True,prior_range_fraction,prev_range_0.75,neutral,,0.75,4218.32,4140.78,4208.11,77.53999999999996,53.76999999999998,30.0
2025-10-16,2025-10-15,4213.7,level_price,L3,8,3,4218.32,-4.62,4.62,False,False,False,False,True,True,prior_hlc,previous_high,neutral,,,4218.32,4140.78,4208.11,77.53999999999996,53.76999999999998,30.0
2025-10-16,2025-10-15,4226.2,level_price,L2,9,2,4221.435,4.765,4.765,False,False,False,False,True,True,green_box_midline,green_mid_2,green,2.0,0.5,4218.32,4140.78,4208.11,77.53999999999996,53.76999999999998,30.0
2025-10-16,2025-10-15,4240.67,level_price,L1,10,1,4234.8775,5.7925,5.7925,False,False,False,False,False,True,green_box_quarter,green_box_2_75pct,green,2.0,0.75,4218.32,4140.78,4208.11,77.53999999999996,53.76999999999998,30.0
2025-10-17,2025-10-16,4204.95,level_price,L11,1,11,4199.91,5.04,5.04,False,False,False,False,False,True,prior_hlc,previous_low,neutral,,,4330.58,4199.91,4325.92,130.67000000000007,80.33500000000004,30.0
2025-10-17,2025-10-16,4220.3,level_price,L10,2,10,4219.99375,0.30625,0.30625,True,True,True,True,True,True,green_box_quarter,green_box_1_25pct,green,1.0,0.25,4330.58,4199.91,4325.92,130.67000000000007,80.33500000000004,30.0
2025-10-17,2025-10-16,4236.63,level_price,L9,3,9,4240.0775,-3.4475,3.4475,False,False,False,False,True,True,green_box_midline,green_mid_1,green,1.0,0.5,4330.58,4199.91,4325.92,130.67000000000007,80.33500000000004,30.0
2025-10-17,2025-10-16,4252.4,level_price,L8,4,8,4250.245,2.155,2.155,True,False,False,True,True,True,red_box_edge,red_edge_1,red,1.0,,4330.58,4199.91,4325.92,130.67000000000007,80.33500000000004,30.0
2025-10-17,2025-10-16,4263.05,level_price,L7,5,7,4265.245,-2.195,2.195,True,False,False,True,True,True,prior_hlc,previous_mid,neutral,,,4330.58,4199.91,4325.92,130.67000000000007,80.33500000000004,30.0
2025-10-17,2025-10-16,4275.71,level_price,L6,6,6,4280.245,-4.535,4.535,False,False,False,False,True,True,green_box_edge,green_edge_1,green,1.0,,4330.58,4199.91,4325.92,130.67000000000007,80.33500000000004,30.0
2025-10-17,2025-10-16,4289.52,level_price,L5,7,5,4290.4125,-0.8925,0.8925,True,True,True,True,True,True,red_box_midline,red_mid_1,red,1.0,0.5,4330.58,4199.91,4325.92,130.67000000000007,80.33500000000004,30.0
2025-10-17,2025-10-16,4305.21,level_price,L4,8,4,4300.32875,4.88125,4.88125,False,False,False,False,True,True,green_box_quarter,green_box_2_25pct,green,2.0,0.25,4330.58,4199.91,4325.92,130.67000000000007,80.33500000000004,30.0
2025-10-17,2025-10-16,4319.48,level_price,L3,9,3,4320.4125,-0.9325,0.9325,True,True,True,True,True,True,green_box_midline,green_mid_2,green,2.0,0.5,4330.58,4199.91,4325.92,130.67000000000007,80.33500000000004,30.0
2025-10-17,2025-10-16,4334.89,level_price,L2,10,2,4330.58,4.31,4.31,False,False,False,False,True,True,prior_hlc,previous_high,neutral,,,4330.58,4199.91,4325.92,130.67000000000007,80.33500000000004,30.0
