version,scanner,setup,selected_level_date,scan_date,status,status_detail,research_only,tolerance,lock_bars,lookback_bars,latest_datetime,latest_close,latest_ema5,latest_channel_state,latest_state_alignment,candidate_available,reason,lv3_price,lv2_price,next_distance,next_distance_bucket,levels_count,ohlc_file,levels_file,output_dir
v1,xau_weighted_level_live_candidate_scanner_v1.py,"{'setup_name': 'UP_LV3_TO_LV2_15_30_WITH_STATE', 'direction': 'up', 'trigger_rank': 'LV3', 'target_rank': 'LV2', 'distance_bucket': '15_30', 'state_alignment': 'with_state', 'source_tester': 'xau_weighted_level_state_machine_tester_v1_3.py', 'research_basis': 'v1.3 promoted candidate: UP + LV3 + next-distance 15–30.'}",2026-06-26,2026-06-26,NO_CANDIDATE_MAP,"LV3->LV2 distance bucket is 75_100, not promoted bucket 15_30.",True,5.0,1,72,2026-06-26 11:00:00,4027.06,4023.3650702820496,ema_proxy_up,with_state,False,"LV3->LV2 distance bucket is 75_100, not promoted bucket 15_30.",4074.843508,4151.724196,76.88068800000019,75_100,14,C:\Trading\Data\XAUUSD_H1.csv,C:\Trading\Data\xau_live_map_confidence_enriched_v1.csv,C:\Trading\Data\WeightedLevelLiveScanner
