level_date,prev_date,level_name,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm,actual_published_level,superset_audited_candidate_price,superset_audited_abs_error,superset_audited_within_5,original_oracle_candidate_price,original_oracle_abs_error,original_oracle_mode,original_oracle_keys,superset_audited_source,selector_candidate_pool_count,rolling_oracle_candidate_price,rolling_oracle_abs_error,rolling_oracle_within_3,rolling_oracle_within_5,rolling_oracle_source_family,rolling_oracle_source_type,selector_candidate_price,selector_abs_error,selector_within_3,selector_within_5,selector_source_family,selector_source_type,selector_residual_col,selector_adjustment,selector_prior_sample_count,selector_candidate_generation_lookback_days,selector_calibrated_score,selector_learned_score,selector_static_score,selector_primary_feature,selector_primary_prior_sample_count,selector_primary_prior_within_5_pct,selector_primary_prior_mean_error,selector_max_performance_date,selector_performance_lookback_days,selector_date_safe,selector_recovered_within_5,selector_recovered_within_3,selector_better_than_superset,selector_status
2025-11-20,2025-11-19,L6,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4077.81,PREV_CLOSE_PROXY,,NEUTRAL,4040.63,4039.0525,1.5775,True,4039.0525,1.5775,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,red_box_quarter::red_box_2_75pct,ORIGINAL_ORACLE_PRESERVED,289,4040.62,0.01,True,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_superset_median,4043.141406,2.511406,True,True,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,original_base_range_close_expanded_mean,expanded_residual,4.088906,4.0,6.0,48.315381,39.370319,7.945061,level_family_type,8,42.573153,6.375782,2025-11-19,1.0,True,False,False,False,SELECTOR_WITHIN_3
2025-11-20,2025-11-19,L7,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4077.81,PREV_CLOSE_PROXY,,NEUTRAL,4011.09,4012.2675,1.1775,True,4012.2675,1.1775,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,red_box_quarter::red_box_3_25pct,ORIGINAL_ORACLE_PRESERVED,289,4011.047187,0.042813,True,True,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_superset_q25,3995.812171,15.277829,False,False,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,original_base_range_close_superset_recent8_median,superset_residual,-16.455329,4.0,6.0,62.414439,53.727859,7.68658,level_family_type,6,48.655033,6.285502,2025-11-19,1.0,True,False,False,False,SELECTOR_GT10
2025-11-21,2025-11-20,L4,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4077.2,PREV_CLOSE_PROXY,,NEUTRAL,4109.29,4114.945,5.655,False,4114.945,5.655,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,green_box_midline::green_mid_2,ORIGINAL_ORACLE_PRESERVED,337,4109.47,0.18,True,True,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_q25,4119.10375,9.81375,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,original_base_regime_superset_recent8_median,superset_residual,4.15875,4.0,3.0,38.617703,29.55335,8.064353,level_family_type,7,32.07803,7.572232,2025-11-20,1.0,True,False,False,False,SELECTOR_WITHIN_10
2025-11-21,2025-11-20,L5,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4077.2,PREV_CLOSE_PROXY,,NEUTRAL,4075.93,4072.2825,3.6475,True,4072.2825,3.6475,MODE_C_BALANCED,red_box_quarter::red_box_1_75pct,ORIGINAL_ORACLE_PRESERVED,337,4076.12625,0.19625,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_original_recent20_median,4064.592917,11.337083,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,original_base_regime_superset_q25,superset_residual,-7.689583,4.0,3.0,34.683525,26.121477,7.562048,level_family_type,7,38.744697,6.749851,2025-11-20,1.0,True,False,False,False,SELECTOR_GT10
2025-11-21,2025-11-20,L6,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4077.2,PREV_CLOSE_PROXY,,NEUTRAL,4043.38,4047.42,4.04,True,4034.295,9.085,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,red_box_midline::red_mid_2,EXPANDED_ORACLE_BETTER,338,4043.34625,0.03375,True,True,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,original_base_range_close_expanded_recent12_median,4036.30425,7.07575,False,False,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,original_base_range_close_expanded_mean,expanded_residual,2.00925,5.0,3.0,47.935992,38.627808,8.308184,level_family_type,9,45.951203,5.946407,2025-11-20,1.0,True,False,False,False,SELECTOR_WITHIN_10
2025-11-21,2025-11-20,L7,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4077.2,PREV_CLOSE_PROXY,,NEUTRAL,4008.63,4008.97,0.34,True,4008.97,0.34,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,red_box_edge::red_edge_2,ORIGINAL_ORACLE_PRESERVED,337,4008.6575,0.0275,True,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_median,4022.810625,14.180625,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_recent8_median,original_residual,13.840625,4.0,3.0,64.545563,55.953685,7.591877,level_family_type,7,52.07803,5.739359,2025-11-20,1.0,True,False,False,False,SELECTOR_GT10
2025-11-24,2025-11-21,L4,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4065.26,PREV_CLOSE_PROXY,,NEUTRAL,4112.0,4102.42875,9.57125,False,4102.42875,9.57125,MODE_C_BALANCED,prior_hlc::previous_high | green_box_midline::green_mid_2,ORIGINAL_ORACLE_PRESERVED,337,4112.176884,0.176884,True,True,ROLLING_CHANNEL_LEVEL_RESIDUAL,superset_base_channel_original_recent20_median,4096.77375,15.22625,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q25,superset_residual,-5.655,5.0,3.0,40.704906,31.76857,7.936336,level_family_type,8,36.323153,6.528906,2025-11-21,3.0,True,False,False,False,SELECTOR_GT10
2025-11-24,2025-11-21,L5,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4065.26,PREV_CLOSE_PROXY,,NEUTRAL,4079.5,4076.565,2.935,True,4076.565,2.935,MODE_C_BALANCED,green_box_edge::green_edge_1,ORIGINAL_ORACLE_PRESERVED,337,4079.68375,0.18375,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent20_median,4077.361725,2.138275,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_mean,superset_residual,0.796725,37.0,3.0,40.053548,23.250129,15.80342,level_range_close_family_type,5,37.013112,10.634948,2025-11-21,3.0,True,False,False,True,SELECTOR_WITHIN_3
2025-11-24,2025-11-21,L6,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4065.26,PREV_CLOSE_PROXY,,NEUTRAL,4047.0,4045.5725,1.4275,True,4045.5725,1.4275,MODE_C_BALANCED,prior_range_fraction::prev_range_0.25 | red_box_edge::red_edge_1 | green_box_midline::green_mid_1,ORIGINAL_ORACLE_PRESERVED,337,4046.9465,0.0535,True,True,ROLLING_REGIME_LEVEL_RESIDUAL,original_base_regime_original_mean,4043.477292,3.522708,False,True,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_mean,superset_residual,-2.095208,6.0,3.0,51.1886,41.473547,8.715054,level_range_close_family,96,48.857408,6.676289,2025-11-21,3.0,True,False,False,False,SELECTOR_WITHIN_5
2025-11-24,2025-11-21,L7,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4065.26,PREV_CLOSE_PROXY,,NEUTRAL,4010.46,4012.511875,2.051875,True,4005.70125,4.75875,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,red_box_quarter::red_box_2_75pct,EXPANDED_ORACLE_BETTER,290,4010.651313,0.191313,True,True,ROLLING_REGIME_LEVEL_RESIDUAL,original_base_regime_expanded_mean,4024.823125,14.363125,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_recent8_median,original_residual,12.31125,5.0,3.0,55.735093,46.820824,7.914269,level_family_type,8,48.823153,6.794517,2025-11-21,3.0,True,False,False,False,SELECTOR_GT10
2025-11-25,2025-11-24,L4,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4134.62,PREV_CLOSE_PROXY,,NEUTRAL,4143.47,4150.506875,7.036875,False,4153.65375,10.18375,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,green_box_quarter::green_box_2_75pct,EXPANDED_ORACLE_BETTER,290,4144.169375,0.699375,True,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_recent8_median,4157.54393,14.07393,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_superset_mean,superset_residual,7.037055,36.0,1.0,47.773212,31.769933,15.003279,level_source_family,96,62.318947,4.740772,2025-11-24,1.0,True,False,False,False,SELECTOR_GT10
2025-11-25,2025-11-24,L5,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4134.62,PREV_CLOSE_PROXY,,NEUTRAL,4108.27,4104.896667,3.373333,True,4104.896667,3.373333,MODE_C_BALANCED,prior_hlc::previous_pivot_hlc3,ORIGINAL_ORACLE_PRESERVED,337,4108.187917,0.082083,True,True,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_superset_recent20_median,4105.726667,2.543333,True,True,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_q25,original_residual,0.83,9.0,6.0,46.994082,36.799986,9.194096,level_regime_family_type,6,34.369318,7.779445,2025-11-24,1.0,True,False,True,True,SELECTOR_WITHIN_3
