level_date,prev_date,level_name,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm,actual_published_level,candidate_pool_count,candidate_mode_count,oracle_candidate_mode,oracle_candidate_rank,oracle_candidate_cluster_mid,oracle_candidate_cluster_min,oracle_candidate_cluster_max,oracle_candidate_cluster_width,oracle_candidate_abs_error,oracle_candidate_within_3,oracle_candidate_within_5,oracle_candidate_keys,oracle_top1_mode,oracle_top1_cluster_mid,oracle_top1_abs_error,oracle_top1_within_3,oracle_top1_within_5,oracle_top1_keys,router_selected_mode,router_route_source,router_confidence_score,router_cluster_rank,router_cluster_mid,router_cluster_min,router_cluster_max,router_cluster_width,router_abs_error,router_within_3,router_within_5,router_candidate_keys,router_minus_oracle_abs_error,router_minus_oracle_top1_abs_error,oracle_top1_minus_oracle_abs_error,candidate_generation_status,oracle_gap_class,correct_candidate_existed_within_3,correct_candidate_existed_within_5,router_missed_available_within_5,mode_selection_failure,candidate_ranking_failure,candidate_generation_failure
2025-10-07,2025-10-06,L5,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3961.0,PREV_CLOSE_PROXY,,NEUTRAL,3946.24,5.0,5.0,MODE_C_BALANCED,1.0,3938.47,3938.47,3938.47,0.0,7.77,0.0,0.0,prior_hlc::previous_pivot_hlc3,MODE_C_BALANCED,3938.47,7.77,0.0,0.0,prior_hlc::previous_pivot_hlc3,MODE_A_LIVE_PROXIMITY_HEAVY,LEVEL_ONLY,12.1716,1.0,3938.47,3938.47,3938.47,0.0,7.77,0.0,0.0,prior_hlc::previous_pivot_hlc3,0.0,0.0,0.0,ORACLE_WITHIN_10,ORACLE_ONLY_REDUCES_ERROR_NOT_WITHIN_5,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-07,2025-10-06,L6,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3961.0,PREV_CLOSE_PROXY,,NEUTRAL,3927.93,5.0,5.0,MODE_C_BALANCED,1.0,3913.2875,3913.2875,3913.2875,0.0,14.6425,0.0,0.0,green_box_midline::green_mid_1,MODE_C_BALANCED,3913.2875,14.6425,0.0,0.0,green_box_midline::green_mid_1,MODE_A_LIVE_PROXIMITY_HEAVY,LEVEL_ONLY,8.4153,1.0,3913.2875,3913.2875,3913.2875,0.0,14.6425,0.0,0.0,green_box_midline::green_mid_1,0.0,0.0,0.0,ORACLE_GT10_CANDIDATE_GENERATION_FAIL,CANDIDATE_GENERATION_FAILURE_GT10,0.0,0.0,0.0,0.0,0.0,1.0
2025-10-07,2025-10-06,L7,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3961.0,PREV_CLOSE_PROXY,,NEUTRAL,3710.52,5.0,5.0,MODE_C_BALANCED,1.0,3897.74625,3897.74625,3897.74625,0.0,187.22625,0.0,0.0,red_box_quarter::red_box_2_25pct,MODE_C_BALANCED,3897.74625,187.22625,0.0,0.0,red_box_quarter::red_box_2_25pct,MODE_A_LIVE_PROXIMITY_HEAVY,LEVEL_ONLY,8.10255,1.0,3897.74625,3897.74625,3897.74625,0.0,187.22625,0.0,0.0,red_box_quarter::red_box_2_25pct,0.0,0.0,0.0,ORACLE_GT10_CANDIDATE_GENERATION_FAIL,CANDIDATE_GENERATION_FAILURE_GT10,0.0,0.0,0.0,0.0,0.0,1.0
2025-10-08,2025-10-07,L4,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3984.32,PREV_CLOSE_PROXY,,NEUTRAL,3970.41,5.0,5.0,MODE_C_BALANCED,1.0,3972.06,3972.06,3972.06,0.0,1.65,1.0,1.0,prior_hlc::previous_pivot_hlc3,MODE_C_BALANCED,3972.06,1.65,1.0,1.0,prior_hlc::previous_pivot_hlc3,MODE_A_LIVE_PROXIMITY_HEAVY,REGIME_LEVEL_EXACT,12.695194,1.0,3972.06,3972.06,3972.06,0.0,1.65,1.0,1.0,prior_hlc::previous_pivot_hlc3,0.0,0.0,0.0,ORACLE_WITHIN_3,ROUTER_ACCEPTABLE_WITHIN_5,1.0,1.0,0.0,0.0,0.0,0.0
2025-10-08,2025-10-07,L5,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3984.32,PREV_CLOSE_PROXY,,NEUTRAL,3949.74,5.0,5.0,MODE_C_BALANCED,1.0,3953.365,3953.365,3953.365,0.0,3.625,0.0,1.0,prior_range_fraction::prev_range_0.25,MODE_C_BALANCED,3953.365,3.625,0.0,1.0,prior_range_fraction::prev_range_0.25,MODE_A_LIVE_PROXIMITY_HEAVY,REGIME_LEVEL_EXACT,14.42815,1.0,3953.365,3953.365,3953.365,0.0,3.625,0.0,1.0,prior_range_fraction::prev_range_0.25,0.0,0.0,0.0,ORACLE_WITHIN_5,ROUTER_ACCEPTABLE_WITHIN_5,0.0,1.0,0.0,0.0,0.0,0.0
2025-10-08,2025-10-07,L6,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3984.32,PREV_CLOSE_PROXY,,NEUTRAL,3929.69,5.0,5.0,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,1.0,3930.865,3930.865,3930.865,0.0,1.175,1.0,1.0,red_box_midline::red_mid_2,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,3930.865,1.175,1.0,1.0,red_box_midline::red_mid_2,MODE_A_LIVE_PROXIMITY_HEAVY,REGIME_LEVEL_EXACT,14.34445,1.0,3930.865,3930.865,3930.865,0.0,1.175,1.0,1.0,red_box_midline::red_mid_2,0.0,0.0,0.0,ORACLE_WITHIN_3,ROUTER_ACCEPTABLE_WITHIN_5,1.0,1.0,0.0,0.0,0.0,0.0
2025-10-08,2025-10-07,L7,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3984.32,PREV_CLOSE_PROXY,,NEUTRAL,3910.27,5.0,5.0,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,1.0,3910.8,3910.8,3910.8,0.0,0.53,1.0,1.0,red_box_edge::red_edge_2,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,3910.8,0.53,1.0,1.0,red_box_edge::red_edge_2,MODE_A_LIVE_PROXIMITY_HEAVY,REGIME_LEVEL_EXACT,13.94035,1.0,3910.8,3910.8,3910.8,0.0,0.53,1.0,1.0,red_box_edge::red_edge_2,0.0,0.0,0.0,ORACLE_WITHIN_3,ROUTER_ACCEPTABLE_WITHIN_5,1.0,1.0,0.0,0.0,0.0,0.0
2025-10-09,2025-10-08,L4,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4041.38,PREV_CLOSE_PROXY,,NEUTRAL,4038.76,5.0,5.0,MODE_C_BALANCED,1.0,4041.38,4041.38,4041.38,0.0,2.62,1.0,1.0,prior_hlc::previous_close,MODE_C_BALANCED,4041.38,2.62,1.0,1.0,prior_hlc::previous_close,MODE_A_LIVE_PROXIMITY_HEAVY,REGIME_LEVEL_EXACT,13.1173,1.0,4041.38,4041.38,4041.38,0.0,2.62,1.0,1.0,prior_hlc::previous_close,0.0,0.0,0.0,ORACLE_WITHIN_3,ROUTER_ACCEPTABLE_WITHIN_5,1.0,1.0,0.0,0.0,0.0,0.0
2025-10-09,2025-10-08,L5,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4041.38,PREV_CLOSE_PROXY,,NEUTRAL,4019.13,5.0,5.0,MODE_C_BALANCED,1.0,4040.21,4040.21,4040.21,0.0,21.08,0.0,0.0,prior_range_fraction::prev_range_0.75,MODE_C_BALANCED,4040.21,21.08,0.0,0.0,prior_range_fraction::prev_range_0.75,MODE_A_LIVE_PROXIMITY_HEAVY,REGIME_LEVEL_EXACT,15.9028,1.0,4040.21,4040.21,4040.21,0.0,21.08,0.0,0.0,prior_range_fraction::prev_range_0.75,0.0,0.0,0.0,ORACLE_GT10_CANDIDATE_GENERATION_FAIL,CANDIDATE_GENERATION_FAILURE_GT10,0.0,0.0,0.0,0.0,0.0,1.0
2025-10-09,2025-10-08,L6,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4041.38,PREV_CLOSE_PROXY,,NEUTRAL,4001.52,5.0,5.0,MODE_C_BALANCED,1.0,4023.035,4023.035,4023.035,0.0,21.515,0.0,0.0,green_box_quarter::green_box_1_75pct,MODE_C_BALANCED,4023.035,21.515,0.0,0.0,green_box_quarter::green_box_1_75pct,MODE_A_LIVE_PROXIMITY_HEAVY,REGIME_LEVEL_EXACT,13.4287,1.0,4023.035,4023.035,4023.035,0.0,21.515,0.0,0.0,green_box_quarter::green_box_1_75pct,0.0,0.0,0.0,ORACLE_GT10_CANDIDATE_GENERATION_FAIL,CANDIDATE_GENERATION_FAILURE_GT10,0.0,0.0,0.0,0.0,0.0,1.0
2025-10-09,2025-10-08,L7,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4041.38,PREV_CLOSE_PROXY,,NEUTRAL,3985.35,5.0,5.0,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,1.0,3847.56,3847.56,3847.56,0.0,137.79,0.0,0.0,red_box_edge::red_edge_4,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,3847.56,137.79,0.0,0.0,red_box_edge::red_edge_4,MODE_A_LIVE_PROXIMITY_HEAVY,REGIME_LEVEL_EXACT,5.0,1.0,3847.56,3847.56,3847.56,0.0,137.79,0.0,0.0,red_box_edge::red_edge_4,0.0,0.0,0.0,ORACLE_GT10_CANDIDATE_GENERATION_FAIL,CANDIDATE_GENERATION_FAILURE_GT10,0.0,0.0,0.0,0.0,0.0,1.0
2025-10-10,2025-10-09,L4,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3975.96,PREV_CLOSE_PROXY,,NEUTRAL,3999.31,10.0,5.0,MODE_A_LIVE_PROXIMITY_HEAVY,2.0,3975.96,3975.96,3975.96,0.0,23.35,0.0,0.0,prior_hlc::previous_close,MODE_C_BALANCED,4029.7025,30.3925,0.0,0.0,prior_range_fraction::prev_range_0.75,MODE_A_LIVE_PROXIMITY_HEAVY,LEVEL_ONLY,23.406247,1.0,4029.7025,4029.7025,4029.7025,0.0,30.3925,0.0,0.0,prior_range_fraction::prev_range_0.75,7.0425,0.0,7.0425,ORACLE_GT10_CANDIDATE_GENERATION_FAIL,CANDIDATE_GENERATION_FAILURE_GT10,0.0,0.0,0.0,0.0,0.0,1.0
2025-10-10,2025-10-09,L5,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3975.96,PREV_CLOSE_PROXY,,NEUTRAL,3980.31,20.0,5.0,MODE_C_BALANCED,2.0,3992.93,3992.93,3992.93,0.0,12.62,0.0,0.0,prior_hlc::previous_pivot_hlc3,MODE_C_BALANCED,4004.30875,23.99875,0.0,0.0,red_box_quarter::red_box_1_75pct,MODE_A_LIVE_PROXIMITY_HEAVY,LEVEL_ONLY,19.769675,1.0,4004.30875,4004.30875,4004.30875,0.0,23.99875,0.0,0.0,red_box_quarter::red_box_1_75pct,11.37875,0.0,11.37875,ORACLE_GT10_CANDIDATE_GENERATION_FAIL,CANDIDATE_GENERATION_FAILURE_GT10,0.0,0.0,0.0,0.0,0.0,1.0
2025-10-10,2025-10-09,L6,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3975.96,PREV_CLOSE_PROXY,,NEUTRAL,3961.97,20.0,5.0,MODE_C_BALANCED,1.0,3973.1275,3973.1275,3973.1275,0.0,11.1575,0.0,0.0,prior_range_fraction::prev_range_0.25,MODE_C_BALANCED,3973.1275,11.1575,0.0,0.0,prior_range_fraction::prev_range_0.25,MODE_A_LIVE_PROXIMITY_HEAVY,LEVEL_ONLY,19.19165,1.0,3950.6275,3950.6275,3950.6275,0.0,11.3425,0.0,0.0,red_box_midline::red_mid_2,0.185,0.185,0.0,ORACLE_GT10_CANDIDATE_GENERATION_FAIL,CANDIDATE_GENERATION_FAILURE_GT10,0.0,0.0,0.0,0.0,0.0,1.0
2025-10-10,2025-10-09,L7,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3975.96,PREV_CLOSE_PROXY,,NEUTRAL,3943.24,20.0,5.0,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,1.0,3944.84,3944.84,3944.84,0.0,1.6,1.0,1.0,prior_hlc::previous_low,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,3944.84,1.6,1.0,1.0,prior_hlc::previous_low,MODE_A_LIVE_PROXIMITY_HEAVY,LEVEL_ONLY,13.45325,1.0,3944.84,3944.84,3944.84,0.0,1.6,1.0,1.0,prior_hlc::previous_low,0.0,0.0,0.0,ORACLE_WITHIN_3,ROUTER_ACCEPTABLE_WITHIN_5,1.0,1.0,0.0,0.0,0.0,0.0
2025-10-13,2025-10-10,L4,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4012.42,PREV_CLOSE_PROXY,,NEUTRAL,4010.88,5.0,5.0,MODE_C_BALANCED,1.0,4003.8475,4003.8475,4003.8475,0.0,7.0325,0.0,0.0,prior_range_fraction::prev_range_0.75,MODE_C_BALANCED,4003.8475,7.0325,0.0,0.0,prior_range_fraction::prev_range_0.75,MODE_A_LIVE_PROXIMITY_HEAVY,REGIME_LEVEL_BROAD,26.63705,1.0,4003.8475,4003.8475,4003.8475,0.0,7.0325,0.0,0.0,prior_range_fraction::prev_range_0.75,0.0,0.0,0.0,ORACLE_WITHIN_10,ORACLE_ONLY_REDUCES_ERROR_NOT_WITHIN_5,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-13,2025-10-10,L5,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4012.42,PREV_CLOSE_PROXY,,NEUTRAL,3994.06,5.0,5.0,MODE_C_BALANCED,1.0,3994.056667,3994.056667,3994.056667,0.0,0.003333,1.0,1.0,prior_hlc::previous_pivot_hlc3,MODE_C_BALANCED,3994.056667,0.003333,1.0,1.0,prior_hlc::previous_pivot_hlc3,MODE_A_LIVE_PROXIMITY_HEAVY,REGIME_LEVEL_BROAD,14.207,1.0,3994.056667,3994.056667,3994.056667,0.0,0.003333,1.0,1.0,prior_hlc::previous_pivot_hlc3,0.0,0.0,0.0,ORACLE_WITHIN_3,ROUTER_ACCEPTABLE_WITHIN_5,1.0,1.0,0.0,0.0,0.0,0.0
2025-10-13,2025-10-10,L6,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4012.42,PREV_CLOSE_PROXY,,NEUTRAL,3974.97,5.0,5.0,MODE_C_BALANCED,1.0,3973.4025,3973.4025,3973.4025,0.0,1.5675,1.0,1.0,green_box_midline::green_mid_1,MODE_C_BALANCED,3973.4025,1.5675,1.0,1.0,green_box_midline::green_mid_1,MODE_A_LIVE_PROXIMITY_HEAVY,REGIME_LEVEL_BROAD,12.89165,1.0,3973.4025,3973.4025,3973.4025,0.0,1.5675,1.0,1.0,green_box_midline::green_mid_1,0.0,0.0,0.0,ORACLE_WITHIN_3,ROUTER_ACCEPTABLE_WITHIN_5,1.0,1.0,0.0,0.0,0.0,0.0
