level_date,prev_date,level_name,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm,actual_published_level,candidate_pool_count,candidate_mode_count,oracle_candidate_mode,oracle_candidate_rank,oracle_candidate_cluster_mid,oracle_candidate_cluster_min,oracle_candidate_cluster_max,oracle_candidate_cluster_width,oracle_candidate_abs_error,oracle_candidate_within_3,oracle_candidate_within_5,oracle_candidate_keys,oracle_top1_mode,oracle_top1_cluster_mid,oracle_top1_abs_error,oracle_top1_within_3,oracle_top1_within_5,oracle_top1_keys,router_selected_mode,router_route_source,router_confidence_score,router_cluster_rank,router_cluster_mid,router_cluster_min,router_cluster_max,router_cluster_width,router_abs_error,router_within_3,router_within_5,router_candidate_keys,router_minus_oracle_abs_error,router_minus_oracle_top1_abs_error,oracle_top1_minus_oracle_abs_error,candidate_generation_status,oracle_gap_class,correct_candidate_existed_within_3,correct_candidate_existed_within_5,router_missed_available_within_5,mode_selection_failure,candidate_ranking_failure,candidate_generation_failure
2025-10-02,2025-10-01,L4,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3865.54,PREV_CLOSE_PROXY,,NEUTRAL,3867.44,5.0,5.0,MODE_C_BALANCED,1.0,3884.8525,3884.8525,3884.8525,0.0,17.4125,0.0,0.0,prior_range_fraction::prev_range_0.75,MODE_C_BALANCED,3884.8525,17.4125,0.0,0.0,prior_range_fraction::prev_range_0.75,MODE_D_NEAREST_VALID_LADDER,DEFAULT_NO_HISTORY,0.0,1.0,3884.8525,3884.8525,3884.8525,0.0,17.4125,0.0,0.0,prior_range_fraction::prev_range_0.75,0.0,0.0,0.0,ORACLE_GT10_CANDIDATE_GENERATION_FAIL,CANDIDATE_GENERATION_FAILURE_GT10,0.0,0.0,0.0,0.0,0.0,1.0
2025-10-02,2025-10-01,L5,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3865.54,PREV_CLOSE_PROXY,,NEUTRAL,3849.38,5.0,5.0,MODE_C_BALANCED,1.0,3871.403333,3871.403333,3871.403333,0.0,22.023333,0.0,0.0,prior_hlc::previous_pivot_hlc3,MODE_C_BALANCED,3871.403333,22.023333,0.0,0.0,prior_hlc::previous_pivot_hlc3,MODE_D_NEAREST_VALID_LADDER,DEFAULT_NO_HISTORY,0.0,1.0,3871.403333,3871.403333,3871.403333,0.0,22.023333,0.0,0.0,prior_hlc::previous_pivot_hlc3,0.0,0.0,0.0,ORACLE_GT10_CANDIDATE_GENERATION_FAIL,CANDIDATE_GENERATION_FAILURE_GT10,0.0,0.0,0.0,0.0,0.0,1.0
2025-10-02,2025-10-01,L6,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3865.54,PREV_CLOSE_PROXY,,NEUTRAL,3832.79,5.0,5.0,MODE_C_BALANCED,1.0,3871.3175,3871.3175,3871.3175,0.0,38.5275,0.0,0.0,green_box_midline::green_mid_1,MODE_C_BALANCED,3871.3175,38.5275,0.0,0.0,green_box_midline::green_mid_1,MODE_D_NEAREST_VALID_LADDER,DEFAULT_NO_HISTORY,0.0,1.0,3871.3175,3871.3175,3871.3175,0.0,38.5275,0.0,0.0,green_box_midline::green_mid_1,0.0,0.0,0.0,ORACLE_GT10_CANDIDATE_GENERATION_FAIL,CANDIDATE_GENERATION_FAILURE_GT10,0.0,0.0,0.0,0.0,0.0,1.0
2025-10-02,2025-10-01,L7,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3865.54,PREV_CLOSE_PROXY,,NEUTRAL,3817.0,5.0,5.0,MODE_C_BALANCED,1.0,3850.32625,3850.32625,3850.32625,0.0,33.32625,0.0,0.0,red_box_quarter::red_box_2_25pct,MODE_C_BALANCED,3850.32625,33.32625,0.0,0.0,red_box_quarter::red_box_2_25pct,MODE_D_NEAREST_VALID_LADDER,DEFAULT_NO_HISTORY,0.0,1.0,3850.32625,3850.32625,3850.32625,0.0,33.32625,0.0,0.0,red_box_quarter::red_box_2_25pct,0.0,0.0,0.0,ORACLE_GT10_CANDIDATE_GENERATION_FAIL,CANDIDATE_GENERATION_FAILURE_GT10,0.0,0.0,0.0,0.0,0.0,1.0
2025-10-03,2025-10-02,L4,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,3856.24,PREV_CLOSE_PROXY,,NEUTRAL,3854.23,5.0,5.0,MODE_C_BALANCED,1.0,3877.3225,3877.3225,3877.3225,0.0,23.0925,0.0,0.0,prior_range_fraction::prev_range_0.75,MODE_C_BALANCED,3877.3225,23.0925,0.0,0.0,prior_range_fraction::prev_range_0.75,MODE_A_LIVE_PROXIMITY_HEAVY,LEVEL_ONLY,12.4315,1.0,3877.3225,3877.3225,3877.3225,0.0,23.0925,0.0,0.0,prior_range_fraction::prev_range_0.75,0.0,0.0,0.0,ORACLE_GT10_CANDIDATE_GENERATION_FAIL,CANDIDATE_GENERATION_FAILURE_GT10,0.0,0.0,0.0,0.0,0.0,1.0
2025-10-03,2025-10-02,L5,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,3856.24,PREV_CLOSE_PROXY,,NEUTRAL,3833.88,5.0,5.0,MODE_C_BALANCED,1.0,3857.423333,3857.423333,3857.423333,0.0,23.543333,0.0,0.0,prior_hlc::previous_pivot_hlc3,MODE_C_BALANCED,3857.423333,23.543333,0.0,0.0,prior_hlc::previous_pivot_hlc3,MODE_A_LIVE_PROXIMITY_HEAVY,LEVEL_ONLY,10.7716,1.0,3857.423333,3857.423333,3857.423333,0.0,23.543333,0.0,0.0,prior_hlc::previous_pivot_hlc3,0.0,0.0,0.0,ORACLE_GT10_CANDIDATE_GENERATION_FAIL,CANDIDATE_GENERATION_FAILURE_GT10,0.0,0.0,0.0,0.0,0.0,1.0
2025-10-03,2025-10-02,L6,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,3856.24,PREV_CLOSE_PROXY,,NEUTRAL,3813.75,5.0,5.0,MODE_C_BALANCED,1.0,3846.2075,3846.2075,3846.2075,0.0,32.4575,0.0,0.0,green_box_midline::green_mid_1,MODE_C_BALANCED,3846.2075,32.4575,0.0,0.0,green_box_midline::green_mid_1,MODE_A_LIVE_PROXIMITY_HEAVY,LEVEL_ONLY,5.0,1.0,3846.2075,3846.2075,3846.2075,0.0,32.4575,0.0,0.0,green_box_midline::green_mid_1,0.0,0.0,0.0,ORACLE_GT10_CANDIDATE_GENERATION_FAIL,CANDIDATE_GENERATION_FAILURE_GT10,0.0,0.0,0.0,0.0,0.0,1.0
2025-10-03,2025-10-02,L7,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,3856.24,PREV_CLOSE_PROXY,,NEUTRAL,3794.9,5.0,5.0,MODE_C_BALANCED,1.0,3829.61125,3829.61125,3829.61125,0.0,34.71125,0.0,0.0,red_box_quarter::red_box_2_25pct,MODE_C_BALANCED,3829.61125,34.71125,0.0,0.0,red_box_quarter::red_box_2_25pct,MODE_A_LIVE_PROXIMITY_HEAVY,LEVEL_ONLY,6.70255,1.0,3829.61125,3829.61125,3829.61125,0.0,34.71125,0.0,0.0,red_box_quarter::red_box_2_25pct,0.0,0.0,0.0,ORACLE_GT10_CANDIDATE_GENERATION_FAIL,CANDIDATE_GENERATION_FAILURE_GT10,0.0,0.0,0.0,0.0,0.0,1.0
2025-10-06,2025-10-03,L4,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3886.43,PREV_CLOSE_PROXY,,NEUTRAL,3872.61,5.0,5.0,MODE_E_SPACING_PRESERVATION,1.0,3855.929982,3855.929982,3855.929982,0.0,16.680018,0.0,0.0,prior_range_fraction::prev_range_0.333333,MODE_E_SPACING_PRESERVATION,3855.929982,16.680018,0.0,0.0,prior_range_fraction::prev_range_0.333333,MODE_A_LIVE_PROXIMITY_HEAVY,LEVEL_ONLY,12.1091,1.0,3855.929982,3855.929982,3855.929982,0.0,16.680018,0.0,0.0,prior_range_fraction::prev_range_0.333333,0.0,0.0,0.0,ORACLE_GT10_CANDIDATE_GENERATION_FAIL,CANDIDATE_GENERATION_FAILURE_GT10,0.0,0.0,0.0,0.0,0.0,1.0
2025-10-06,2025-10-03,L5,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3886.43,PREV_CLOSE_PROXY,,NEUTRAL,3851.28,5.0,5.0,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,1.0,3839.41375,3839.41375,3839.41375,0.0,11.86625,0.0,0.0,red_box_quarter::red_box_2_25pct,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,3839.41375,11.86625,0.0,0.0,red_box_quarter::red_box_2_25pct,MODE_A_LIVE_PROXIMITY_HEAVY,LEVEL_ONLY,11.198,1.0,3839.41375,3839.41375,3839.41375,0.0,11.86625,0.0,0.0,red_box_quarter::red_box_2_25pct,0.0,0.0,0.0,ORACLE_GT10_CANDIDATE_GENERATION_FAIL,CANDIDATE_GENERATION_FAILURE_GT10,0.0,0.0,0.0,0.0,0.0,1.0
2025-10-06,2025-10-03,L6,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3886.43,PREV_CLOSE_PROXY,,NEUTRAL,3830.61,5.0,5.0,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,1.0,3818.51125,3818.51125,3818.51125,0.0,12.09875,0.0,0.0,red_box_quarter::red_box_2_75pct,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,3818.51125,12.09875,0.0,0.0,red_box_quarter::red_box_2_75pct,MODE_A_LIVE_PROXIMITY_HEAVY,LEVEL_ONLY,6.6227,1.0,3818.51125,3818.51125,3818.51125,0.0,12.09875,0.0,0.0,red_box_quarter::red_box_2_75pct,0.0,0.0,0.0,ORACLE_GT10_CANDIDATE_GENERATION_FAIL,CANDIDATE_GENERATION_FAILURE_GT10,0.0,0.0,0.0,0.0,0.0,1.0
2025-10-06,2025-10-03,L7,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3886.43,PREV_CLOSE_PROXY,,NEUTRAL,3810.83,5.0,5.0,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,1.0,3797.60875,3797.60875,3797.60875,0.0,13.22125,0.0,0.0,red_box_quarter::red_box_3_25pct,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,3797.60875,13.22125,0.0,0.0,red_box_quarter::red_box_3_25pct,MODE_A_LIVE_PROXIMITY_HEAVY,LEVEL_ONLY,7.15325,1.0,3797.60875,3797.60875,3797.60875,0.0,13.22125,0.0,0.0,red_box_quarter::red_box_3_25pct,0.0,0.0,0.0,ORACLE_GT10_CANDIDATE_GENERATION_FAIL,CANDIDATE_GENERATION_FAILURE_GT10,0.0,0.0,0.0,0.0,0.0,1.0
2025-10-07,2025-10-06,L4,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3961.0,PREV_CLOSE_PROXY,,NEUTRAL,3964.13,5.0,5.0,MODE_C_BALANCED,1.0,3948.6225,3948.6225,3948.6225,0.0,15.5075,0.0,0.0,prior_range_fraction::prev_range_0.75,MODE_C_BALANCED,3948.6225,15.5075,0.0,0.0,prior_range_fraction::prev_range_0.75,MODE_A_LIVE_PROXIMITY_HEAVY,LEVEL_ONLY,13.8315,1.0,3948.6225,3948.6225,3948.6225,0.0,15.5075,0.0,0.0,prior_range_fraction::prev_range_0.75,0.0,0.0,0.0,ORACLE_GT10_CANDIDATE_GENERATION_FAIL,CANDIDATE_GENERATION_FAILURE_GT10,0.0,0.0,0.0,0.0,0.0,1.0
