level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm,oracle_available_levels,oracle_candidate_pct_within_3,oracle_candidate_pct_within_5,router_pct_within_3,router_pct_within_5,oracle_median_abs_error,router_median_abs_error,median_router_minus_oracle_gap,mean_router_minus_oracle_gap,router_missed_available_within_5_pct,mode_selection_failure_pct,candidate_ranking_failure_pct,candidate_generation_failure_pct,dominant_gap_class,oracle_ordered_ladder_valid,oracle_ordered_ladder_median_abs_error,oracle_ordered_ladder_pct_within_3,oracle_ordered_ladder_pct_within_5,oracle_bracketed_by_L5_L6
2026-06-30,2026-06-29,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4055.18,AUTO_JSON,ema_proxy_up,UP,4,25.0,25.0,0.0,0.0,9.183125,34.191875,23.281875,26.03625,25.0,25.0,0.0,50.0,CANDIDATE_GENERATION_FAILURE_GT10,True,9.183125,25.0,25.0,False
