level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm,expanded_available_levels,expanded_oracle_pct_within_3,expanded_oracle_pct_within_5,expanded_oracle_median_abs_error,original_oracle_pct_within_5,recovered_within_5_pct,expanded_ordered_ladder_valid,expanded_ordered_ladder_median_abs_error,expanded_ordered_ladder_pct_within_3,expanded_ordered_ladder_pct_within_5
2026-06-30,2026-06-29,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4178.97,AUTO_JSON,ema_proxy_up,UP,4,0.0,0.0,16.60448,25.0,0.0,True,16.60448,0.0,0.0
