cluster_rank,level_date,prev_date,level_name,range_bucket,close_position_bucket,rows_bucket,candidate_method,cluster_raw_id,cluster_candidate_count,cluster_min,cluster_max,cluster_mid,cluster_mean,cluster_median,cluster_width,cluster_score,score_mean,score_sum,rank_weight_sum,best_candidate_rank_in_cluster,actual_published_level,cluster_mid_signed_error,cluster_mid_abs_error,cluster_mean_abs_error,cluster_median_abs_error,cluster_contains_actual,cluster_mid_within_3,cluster_mid_within_5,cluster_band_plus_3_contains_actual,cluster_band_plus_5_contains_actual,candidate_anchor_keys,candidate_prices,candidate_ranks,prev_high,prev_low,prev_close,prev_open,prev_mid,prev_range,box_size,prev_close_position_pct,prev_candle_body_pct,prev_candle_direction,range_bucket_state,close_position_bucket_state,cluster_prev_range_position_pct,cluster_offset_from_prev_close,cluster_abs_offset_from_prev_close,expected_position_pct,state_position_delta,state_position_score,state_side_score,state_anchor_family_score,state_width_penalty,state_cluster_count_bonus,state_gate_score,state_cluster_rank,live_reference_price,live_reference_source,live_ema5,live_channel_state,live_channel_norm,cluster_offset_from_live_price,cluster_abs_offset_from_live_price,expected_live_offset,live_offset_delta,live_offset_score,live_side_score,live_width_penalty,live_selector_score,live_cluster_rank,calibration_mode,calibrated_selector_score,calibrated_cluster_rank,selected_mode,route_source,fallback_mode_used,router_prior_count,router_top1_within_3,router_top1_within_5,router_median_abs_error,router_rule_score,router_confidence_score,selected_mode_reason,routed_cluster_rank,routed_selector_score
1,2025-10-06,2025-10-03,L6,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_ONLY,1,1,3818.51125,3818.51125,3818.51125,3818.51125,3818.51125,0.0,84.452187,91.296875,91.296875,1.0,1,3830.61,12.09875,12.09875,12.09875,12.09875,False,False,False,False,False,red_box_quarter::red_box_2_75pct,3818.511250,1,3891.67,3838.06,3886.43,3855.58,3864.865,53.61000000000013,41.805000000000064,0.9022570415967128,0.5754523409811572,UP,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,-0.3646474538332378,-67.91874999999982,67.91874999999982,0.47000000000000003,0.8346474538332378,-18.0,10.0,4.0,0.0,1.2,49.56035594,1,3886.43,PREV_CLOSE_PROXY,,,NEUTRAL,-67.91874999999982,67.91874999999982,-14.631750000000022,53.28699999999979,-7.965249999999841,15.0,0.0,35.77975644520016,1,MODE_A_LIVE_PROXIMITY_HEAVY,29.188173334200243,1,MODE_A_LIVE_PROXIMITY_HEAVY,LEVEL_ONLY,True,2,0.0,0.0,35.4925,-25.919375,6.6227,LEVEL_ONLY: fallback below minimum sample threshold for L6,1,29.188173334200243
1,2025-10-06,2025-10-03,L7,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_ONLY,1,1,3797.60875,3797.60875,3797.60875,3797.60875,3797.60875,0.0,75.422313,75.728125,75.728125,1.0,1,3810.83,13.22125,13.22125,13.22125,13.22125,False,False,False,False,False,red_box_quarter::red_box_3_25pct,3797.608750,1,3891.67,3838.06,3886.43,3855.58,3864.865,53.61000000000013,41.805000000000064,0.9022570415967128,0.5754523409811572,UP,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,-0.7545467263570225,-88.82124999999996,88.82124999999996,0.31,1.0645467263570225,-18.0,14.0,4.0,0.0,1.2,47.96183406,1,3886.43,PREV_CLOSE_PROXY,,,NEUTRAL,-88.82124999999996,88.82124999999996,-36.78840000000006,52.032849999999904,-7.024637499999926,18.0,0.0,38.793226254800075,1,MODE_A_LIVE_PROXIMITY_HEAVY,20.660582740800088,1,MODE_A_LIVE_PROXIMITY_HEAVY,LEVEL_ONLY,True,2,0.0,0.0,34.01875,-24.814062,7.15325,LEVEL_ONLY: fallback below minimum sample threshold for L7,1,20.660582740800088
1,2025-10-07,2025-10-06,L4,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE,1,1,3948.6225,3948.6225,3948.6225,3948.6225,3948.6225,0.0,82.14125,87.3125,87.3125,1.0,1,3964.13,15.5075,15.5075,15.5075,15.5075,False,False,False,False,False,prior_range_fraction::prev_range_0.75,3948.622500,1,3970.04,3884.37,3961.0,3888.51,3927.205,85.67000000000007,57.835000000000036,0.8944788140539284,0.8461538461538429,UP,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,0.75,-12.377500000000055,12.377500000000055,0.79,0.040000000000000036,22.199999999999996,-8.0,2.0,0.0,1.2,68.327575,1,3961.0,PREV_CLOSE_PROXY,,,NEUTRAL,-12.377500000000055,12.377500000000055,50.89480000000003,63.27230000000009,-15.454225000000065,-15.0,0.0,9.175768499999933,1,MODE_A_LIVE_PROXIMITY_HEAVY,33.35557599999991,1,MODE_A_LIVE_PROXIMITY_HEAVY,LEVEL_ONLY,True,3,0.0,0.0,17.4125,-12.009375,13.8315,LEVEL_ONLY: fallback below minimum sample threshold for L4,1,33.35557599999991
1,2025-10-07,2025-10-06,L5,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE,1,1,3938.47,3938.47,3938.47,3938.47,3938.47,0.0,74.4055,73.975,73.975,1.0,1,3946.24,7.77,7.77,7.77,7.77,False,False,False,False,False,prior_hlc::previous_pivot_hlc3,3938.470000,1,3970.04,3884.37,3961.0,3888.51,3927.205,85.67000000000007,57.835000000000036,0.8944788140539284,0.8461538461538429,UP,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,0.6314929380179743,-22.5300000000002,22.5300000000002,0.6300000000000001,0.0014929380179742324,24.895494338741806,-3.0,2.0,0.0,1.2,71.22690433874182,1,3961.0,PREV_CLOSE_PROXY,,,NEUTRAL,-22.5300000000002,22.5300000000002,20.242250000000013,42.77225000000021,-0.07918750000015962,-7.0,0.0,34.232417016470094,1,MODE_A_LIVE_PROXIMITY_HEAVY,48.243974655973275,1,MODE_A_LIVE_PROXIMITY_HEAVY,LEVEL_ONLY,True,3,0.0,0.0,22.023333,-15.4675,12.1716,LEVEL_ONLY: fallback below minimum sample threshold for L5,1,48.243974655973275
1,2025-10-07,2025-10-06,L6,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE,1,1,3913.2875,3913.2875,3913.2875,3913.2875,3913.2875,0.0,83.66375,89.9375,89.9375,1.0,1,3927.93,14.6425,14.6425,14.6425,14.6425,False,False,False,False,False,green_box_midline::green_mid_1,3913.287500,1,3970.04,3884.37,3961.0,3888.51,3927.205,85.67000000000007,57.835000000000036,0.8944788140539284,0.8461538461538429,UP,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,0.3375452317030465,-47.71250000000009,47.71250000000009,0.47000000000000003,0.13245476829695352,15.728166219213254,10.0,0.0,0.0,1.2,78.79969121921326,1,3961.0,PREV_CLOSE_PROXY,,,NEUTRAL,-47.71250000000009,47.71250000000009,-20.242250000000013,27.470250000000078,11.397312499999941,15.0,0.0,72.10113340714364,1,MODE_A_LIVE_PROXIMITY_HEAVY,63.58898504445828,1,MODE_A_LIVE_PROXIMITY_HEAVY,LEVEL_ONLY,True,3,0.0,0.0,32.4575,-23.293125,8.4153,LEVEL_ONLY: fallback below minimum sample threshold for L6,1,63.58898504445828
1,2025-10-07,2025-10-06,L7,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE,1,1,3897.74625,3897.74625,3897.74625,3897.74625,3897.74625,0.0,83.558625,89.75625,89.75625,1.0,1,3710.52,-187.22625,187.22625,187.22625,187.22625,False,False,False,False,False,red_box_quarter::red_box_2_25pct,3897.746250,1,3970.04,3884.37,3961.0,3888.51,3927.205,85.67000000000007,57.835000000000036,0.8944788140539284,0.8461538461538429,UP,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,0.15613692074238641,-63.253749999999854,63.253749999999854,0.31,0.15386307925761358,14.22958445196705,14.0,4.0,0.0,1.2,85.23593195196706,1,3961.0,PREV_CLOSE_PROXY,,,NEUTRAL,-63.253749999999854,63.253749999999854,-50.89480000000003,12.358949999999822,22.730787500000133,18.0,0.0,90.16762803214102,1,MODE_A_LIVE_PROXIMITY_HEAVY,71.94154650135428,1,MODE_A_LIVE_PROXIMITY_HEAVY,LEVEL_ONLY,True,3,0.0,0.0,33.32625,-23.944688,8.10255,LEVEL_ONLY: fallback below minimum sample threshold for L7,1,71.94154650135428
1,2025-10-08,2025-10-07,L4,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE_ROWS,1,1,3972.06,3972.06,3972.06,3972.06,3972.06,0.0,84.806833,91.908333,91.908333,1.0,1,3970.41,-1.65,1.65,1.65,1.65,False,True,True,True,True,prior_hlc::previous_pivot_hlc3,3972.060000,1,3991.06,3940.8,3984.32,3960.21,3965.9300000000003,50.25999999999976,40.12999999999988,0.8658973338639114,0.4797055312375694,UP,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,0.6219657779546341,-12.260000000000218,12.260000000000218,0.79,0.1680342220453659,13.237604456824387,-8.0,2.0,0.0,1.2,61.01784091682438,1,3984.32,PREV_CLOSE_PROXY,,,NEUTRAL,-12.260000000000218,12.260000000000218,35.3143999999999,47.57440000000012,-3.68080000000009,-15.0,0.0,16.70954773175805,1,MODE_A_LIVE_PROXIMITY_HEAVY,45.4292646250282,1,MODE_A_LIVE_PROXIMITY_HEAVY,REGIME_LEVEL_EXACT,True,1,0.0,0.0,16.680018,-12.160014,12.695194,REGIME_LEVEL_EXACT: fallback below minimum sample threshold for L4,1,45.4292646250282
1,2025-10-08,2025-10-07,L5,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE_ROWS,1,1,3953.365,3953.365,3953.365,3953.365,3953.365,0.0,85.349375,92.84375,92.84375,1.0,1,3949.74,-3.625,3.625,3.625,3.625,False,False,True,False,True,prior_range_fraction::prev_range_0.25,3953.365000,1,3991.06,3940.8,3984.32,3960.21,3965.9300000000003,50.25999999999976,40.12999999999988,0.8658973338639114,0.4797055312375694,UP,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,0.24999999999999323,-30.955000000000382,30.955000000000382,0.6300000000000001,0.3800000000000069,-1.600000000000481,-3.0,2.0,0.0,1.2,51.516612499999525,1,3984.32,PREV_CLOSE_PROXY,,,NEUTRAL,-30.955000000000382,30.955000000000382,14.045499999999958,45.00050000000034,-1.7503750000002611,-7.0,0.0,21.12926024999946,1,MODE_A_LIVE_PROXIMITY_HEAVY,41.81800899999947,1,MODE_A_LIVE_PROXIMITY_HEAVY,REGIME_LEVEL_EXACT,True,1,0.0,0.0,11.86625,-8.549688,14.42815,REGIME_LEVEL_EXACT: fallback below minimum sample threshold for L5,1,41.81800899999947
1,2025-10-08,2025-10-07,L6,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE_ROWS,1,1,3930.865,3930.865,3930.865,3930.865,3930.865,0.0,83.225125,89.18125,89.18125,1.0,1,3929.69,-1.175,1.175,1.175,1.175,False,True,True,True,True,red_box_midline::red_mid_2,3930.865000,1,3991.06,3940.8,3984.32,3960.21,3965.9300000000003,50.25999999999976,40.12999999999988,0.8658973338639114,0.4797055312375694,UP,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,-0.19767210505372954,-53.45500000000038,53.45500000000038,0.47000000000000003,0.6676721050537295,-18.0,10.0,4.0,0.0,1.2,48.799577500000005,1,3984.32,PREV_CLOSE_PROXY,,,NEUTRAL,-53.45500000000038,53.45500000000038,-14.045499999999958,39.40950000000042,2.4428749999996846,15.0,0.0,45.74662994999969,1,MODE_A_LIVE_PROXIMITY_HEAVY,46.0230451999995,1,MODE_A_LIVE_PROXIMITY_HEAVY,REGIME_LEVEL_EXACT,True,1,0.0,0.0,12.09875,-8.724062,14.34445,REGIME_LEVEL_EXACT: fallback below minimum sample threshold for L6,1,46.0230451999995
1,2025-10-08,2025-10-07,L7,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE_ROWS,1,1,3910.8,3910.8,3910.8,3910.8,3910.8,0.0,75.7975,76.375,76.375,1.0,1,3910.27,-0.53,0.53,0.53,0.53,False,True,True,True,True,red_box_edge::red_edge_2,3910.800000,1,3991.06,3940.8,3984.32,3960.21,3965.9300000000003,50.25999999999976,40.12999999999988,0.8658973338639114,0.4797055312375694,UP,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,-0.5968961400716304,-73.51999999999998,73.51999999999998,0.31,0.9068961400716304,-18.0,14.0,4.0,0.0,1.2,48.19445,1,3984.32,PREV_CLOSE_PROXY,,,NEUTRAL,-73.51999999999998,73.51999999999998,-35.3143999999999,38.20560000000008,3.34579999999994,18.0,0.0,49.29858099999994,1,MODE_A_LIVE_PROXIMITY_HEAVY,38.331400999999936,1,MODE_A_LIVE_PROXIMITY_HEAVY,REGIME_LEVEL_EXACT,True,1,0.0,0.0,13.22125,-9.565938,13.94035,REGIME_LEVEL_EXACT: fallback below minimum sample threshold for L7,1,38.331400999999936
