state_ordered_ladder_available,state_ordered_ladder_valid,state_ordered_combo_score,L4_cluster_rank,L4_cluster_mid,L4_cluster_min,L4_cluster_max,L4_cluster_width,L4_actual,L4_abs_error,L4_within_3,L4_within_5,L5_cluster_rank,L5_cluster_mid,L5_cluster_min,L5_cluster_max,L5_cluster_width,L5_actual,L5_abs_error,L5_within_3,L5_within_5,L6_cluster_rank,L6_cluster_mid,L6_cluster_min,L6_cluster_max,L6_cluster_width,L6_actual,L6_abs_error,L6_within_3,L6_within_5,L7_cluster_rank,L7_cluster_mid,L7_cluster_min,L7_cluster_max,L7_cluster_width,L7_actual,L7_abs_error,L7_within_3,L7_within_5,state_ordered_ladder_median_abs_error,state_ordered_ladder_mean_abs_error,state_ordered_ladder_pct_within_3,state_ordered_ladder_pct_within_5,state_ordered_ladder_total_width,state_ordered_ladder_mean_rank,level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,prev_candle_direction
True,True,343.213327,1.0,4057.785848,4057.536696,4058.035,0.498304,4071.63,13.844152,False,False,1.0,4028.035,4028.035,4028.035,0.0,4039.56,11.525,False,False,1.0,4021.2825,4021.2825,4021.2825,0.0,4005.44,15.8425,False,False,1.0,4010.40625,4010.40625,4010.40625,0.0,3967.25,43.15625,False,False,14.843326,21.091976,0.0,0.0,0.498304,1.0,2026-06-30,2026-06-29,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,DOWN
