level_date,ladder_selector_available,ladder_selector_valid,ladder_selector_score,L4_ladder_price,L4_actual,L4_abs_error,L4_within_3,L4_within_5,L4_source_family,L4_source_type,L4_selector_score,L5_ladder_price,L5_actual,L5_abs_error,L5_within_3,L5_within_5,L5_source_family,L5_source_type,L5_selector_score,L6_ladder_price,L6_actual,L6_abs_error,L6_within_3,L6_within_5,L6_source_family,L6_source_type,L6_selector_score,L7_ladder_price,L7_actual,L7_abs_error,L7_within_3,L7_within_5,L7_source_family,L7_source_type,L7_selector_score,ladder_selector_median_abs_error,ladder_selector_mean_abs_error,ladder_selector_pct_within_3,ladder_selector_pct_within_5,prev_date,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm
2026-04-06,True,True,156.233683,4702.535082,4712.91,10.374918,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_mean,26.82918,4690.13,4676.39,13.74,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_recent8_median,32.505936,4625.295357,4637.21,11.914643,False,False,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_original_mean,7.264911,4562.8925,4603.66,40.7675,False,False,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_superset_median,9.633656,12.827322,19.199265,0.0,0.0,2026-04-02,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4676.04,PREV_CLOSE_PROXY,,NEUTRAL
2026-04-07,True,True,256.373699,4690.72992,4686.47,4.25992,False,True,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_original_mean,41.469877,4651.971667,4647.73,4.241667,False,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_median,52.959295,4627.025,4607.29,19.735,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_median,43.129443,4553.381875,4566.31,12.928125,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_original_median,38.815084,8.594022,10.291178,0.0,50.0,2026-04-06,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4650.5,PREV_CLOSE_PROXY,,NEUTRAL
2026-04-08,True,True,254.308729,4718.837469,4713.5,5.337469,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_mean,43.002182,4676.08086,4677.93,1.84914,True,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_superset_median,46.378746,4651.667118,4637.57,14.097118,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_recent20_median,41.51794,4622.32125,4597.43,24.89125,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_median,43.409861,9.717294,11.543744,25.0,25.0,2026-04-07,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4705.73,PREV_CLOSE_PROXY,,NEUTRAL
2026-04-09,True,True,201.2806,4768.486985,4767.19,1.296985,True,True,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_mean,33.353679,4739.106667,4733.49,5.616667,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_median,33.617627,4700.08685,4693.82,6.26685,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_median,29.358325,4668.47,4651.82,16.65,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_recent8_median,24.950969,5.941758,7.457625,25.0,25.0,2026-04-08,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4719.26,PREV_CLOSE_PROXY,,NEUTRAL
2026-04-10,True,True,258.169579,4783.203417,4787.01,3.806583,False,True,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_mean,48.548892,4747.341661,4746.82,0.521661,True,True,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_original_mean,49.396662,4719.000316,4706.64,12.360316,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_median,42.217075,4652.802214,4671.56,18.757786,False,False,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,original_base_range_close_superset_mean,38.00695,8.08345,8.861586,25.0,50.0,2026-04-09,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4765.5,PREV_CLOSE_PROXY,,NEUTRAL
2026-04-13,True,True,228.809842,4771.789724,4777.03,5.240276,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_original_mean,35.765786,4735.723125,4737.6,1.876875,True,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_median,43.090427,4709.253343,4695.33,13.923343,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_mean,39.153669,4668.88,4653.69,15.19,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_recent8_median,30.79996,9.581809,9.057624,25.0,25.0,2026-04-10,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4749.18,PREV_CLOSE_PROXY,,NEUTRAL
2026-04-14,True,True,264.66383,4752.792976,4768.21,15.417024,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_mean,47.071837,4732.75375,4728.16,4.59375,False,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_superset_median,49.956951,4680.37007,4688.7,8.32993,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_original_mean,44.429278,4657.63875,4648.94,8.69875,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_median,43.205764,8.51434,9.259863,0.0,25.0,2026-04-13,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4740.3,PREV_CLOSE_PROXY,,NEUTRAL
2026-04-15,True,True,268.372231,4865.2075,4871.18,5.9725,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_mean,44.511841,4823.800312,4833.44,9.639688,False,False,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_original_q25,51.263213,4796.314148,4795.98,0.334148,True,True,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_median,46.105202,4757.354375,4759.66,2.305625,True,True,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_median,46.491975,4.139062,4.56299,50.0,50.0,2026-04-14,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4841.68,PREV_CLOSE_PROXY,,NEUTRAL
2026-04-16,True,True,228.945119,4847.75661,4866.37,18.61339,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_mean,38.785823,4816.02364,4833.82,17.79636,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_median,42.21792,4796.134186,4796.88,0.745814,True,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_mean,36.190666,4759.745,4763.58,3.835,False,True,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_recent20_median,31.75071,10.81568,10.247641,25.0,50.0,2026-04-15,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4790.68,PREV_CLOSE_PROXY,,NEUTRAL
2026-04-17,True,True,237.286456,4829.897482,4859.83,29.932518,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_mean,36.113836,4807.940417,4822.32,14.379583,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_median,38.903983,4777.677252,4789.02,11.342748,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_mean,43.027033,4747.803981,4747.74,0.063981,True,True,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_original_mean,39.241604,12.861166,13.929707,25.0,25.0,2026-04-16,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4790.78,PREV_CLOSE_PROXY,,NEUTRAL
2026-04-20,True,True,214.410357,4876.095,4884.09,7.995,False,False,ROLLING_BASE_ORIGINAL,MODE_C_BALANCED,28.450244,4852.8075,4846.45,6.3575,False,False,ROLLING_BASE_SUPERSET,EXPANDED_ORACLE_BETTER,36.132704,4815.670407,4808.63,7.040407,False,False,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_mean,28.685631,4768.29,4772.29,4.0,False,True,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_recent20_median,41.141778,6.698954,6.348227,0.0,25.0,2026-04-17,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4832.42,PREV_CLOSE_PROXY,,NEUTRAL
2026-04-21,True,True,262.84876,4848.02,4875.42,27.4,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_median,43.368022,4814.343333,4831.95,17.606667,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_median,45.428579,4783.86375,4784.68,0.81625,True,True,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_median,46.501801,4750.6725,4743.45,7.2225,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_median,47.550358,12.414584,13.261354,25.0,25.0,2026-04-20,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4820.66,PREV_CLOSE_PROXY,,NEUTRAL
2026-04-22,True,True,229.035731,4768.290098,4780.53,12.239902,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_mean,36.036213,4733.757917,4740.11,6.352083,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_recent8_median,41.33044,4686.765,4694.87,8.105,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_recent8_median,37.777749,4631.629743,4636.73,5.100257,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_mean,33.891329,7.228542,7.949311,0.0,0.0,2026-04-21,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4720.06,PREV_CLOSE_PROXY,,NEUTRAL
2026-04-23,True,True,229.536614,4776.234375,4873.73,97.495625,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_median,36.065218,4758.336667,4832.75,74.413333,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_median,41.910302,4716.91685,4783.45,66.53315,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_median,34.662633,4684.37125,4740.92,56.54875,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_superset_median,36.898461,70.473242,73.747715,0.0,0.0,2026-04-22,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4740.18,PREV_CLOSE_PROXY,,NEUTRAL
2026-04-24,True,True,242.352333,4754.481328,4799.5,45.018672,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_mean,43.19239,4727.210845,4769.97,42.759155,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_recent20_median,45.388561,4707.3125,4737.93,30.6175,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_recent20_median,37.23604,4693.11375,4699.63,6.51625,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_q25,36.535342,36.688327,31.227894,0.0,0.0,2026-04-23,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4694.36,PREV_CLOSE_PROXY,,NEUTRAL
2026-04-27,True,True,213.777703,4745.578155,4789.79,44.211845,False,False,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_original_mean,29.679651,4701.469166,4758.08,56.610834,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_median,36.864625,4668.323883,4722.56,54.236117,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_mean,33.514109,4644.41125,4688.57,44.15875,False,False,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_median,33.719318,49.223981,49.804386,0.0,0.0,2026-04-24,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4707.26,PREV_CLOSE_PROXY,,NEUTRAL
2026-04-28,True,True,204.458652,4719.173236,4724.59,5.416764,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_superset_mean,25.338696,4692.520834,4687.0,5.520834,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_median,32.32248,4634.978536,4642.74,7.761464,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_mean,31.818351,4607.205,4609.63,2.425,True,True,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_recent8_median,34.979125,5.468799,5.281015,25.0,25.0,2026-04-27,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4681.76,PREV_CLOSE_PROXY,,NEUTRAL
2026-04-29,True,True,227.056521,4645.392482,4646.78,1.387518,True,True,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_mean,34.075984,4600.3375,4603.92,3.5825,False,True,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_recent5_median,40.607003,4552.663194,4561.81,9.146806,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_mean,34.314201,4527.00125,4527.79,0.78875,True,True,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_recent8_median,38.059333,2.485009,3.726393,50.0,75.0,2026-04-28,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4597.2,PREV_CLOSE_PROXY,,NEUTRAL
2026-04-30,True,True,243.620317,4605.097486,4639.2,34.102514,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_mean,37.518293,4586.985,4599.33,12.345,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_original_median,37.369338,4536.233415,4555.58,19.346585,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_original_median,43.326245,4503.6625,4521.25,17.5875,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_recent8_median,45.406441,18.467042,20.8454,0.0,0.0,2026-04-29,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4543.48,PREV_CLOSE_PROXY,,NEUTRAL
2026-05-01,True,True,252.117067,4648.06375,4640.24,7.82375,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_median,37.623809,4608.206225,4599.79,8.416225,False,False,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_original_mean,46.283892,4594.740398,4556.84,37.900398,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_median,43.569218,4556.966875,4517.48,39.486875,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_median,44.640148,23.158312,23.406812,0.0,0.0,2026-04-30,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4621.76,PREV_CLOSE_PROXY,,NEUTRAL
2026-05-04,True,True,220.534368,4645.941985,4645.95,0.008015,True,True,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_mean,36.69861,4609.87625,4606.0,3.87625,False,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_median,43.927938,4597.797425,4565.35,32.447425,False,False,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,original_base_range_close_expanded_mean,30.616039,4512.92625,4522.79,9.86375,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_original_median,29.291781,6.87,11.54886,25.0,50.0,2026-05-01,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4615.53,PREV_CLOSE_PROXY,,NEUTRAL
2026-05-05,True,True,190.413455,4636.440677,4636.32,0.120677,True,True,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,original_base_range_close_superset_mean,22.236114,4599.50125,4598.4,1.10125,True,True,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_recent8_median,29.985947,4567.143906,4558.99,8.153906,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_mean,23.632828,4527.61,4518.42,9.19,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_recent8_median,34.558566,4.627578,4.641458,50.0,50.0,2026-05-04,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4523.73,PREV_CLOSE_PROXY,,NEUTRAL
2026-05-06,True,True,249.368941,4632.687431,4644.75,12.062569,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_mean,47.979806,4605.83879,4601.04,4.79879,False,True,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_median,47.307542,4556.083162,4556.82,0.736838,True,True,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,original_base_range_close_expanded_mean,37.139843,4529.434375,4510.42,19.014375,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_median,36.94175,8.43068,9.153143,25.0,50.0,2026-05-05,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4557.19,PREV_CLOSE_PROXY,,NEUTRAL
2026-05-07,True,True,200.76356,4757.36875,4728.08,29.28875,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_original_median,30.444223,4701.710243,4678.95,22.760243,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_original_mean,37.443734,4650.633638,4638.72,11.913638,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_original_mean,30.343721,4617.921888,4599.88,18.041888,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_original_mean,22.531882,20.401066,20.50113,0.0,0.0,2026-05-06,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4690.84,PREV_CLOSE_PROXY,,NEUTRAL
2026-05-08,True,True,220.534566,4750.388529,4730.4,19.988529,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_mean,29.685608,4696.319583,4682.05,14.269583,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_median,35.401414,4694.573282,4635.49,59.083282,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_mean,36.439661,4593.7975,4595.54,1.7425,True,True,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_recent8_median,39.007883,17.129056,23.770974,25.0,25.0,2026-05-07,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4687.08,PREV_CLOSE_PROXY,,NEUTRAL
2026-05-11,True,True,242.664306,4795.898553,4790.81,5.088553,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_mean,40.548067,4728.204167,4756.62,28.415833,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_median,46.913037,4713.554303,4721.87,8.315697,False,False,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,original_base_range_close_expanded_mean,35.550352,4685.39125,4684.33,1.06125,True,True,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_original_median,39.65285,6.702125,10.720333,25.0,25.0,2026-05-08,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4715.62,PREV_CLOSE_PROXY,,NEUTRAL
2026-05-12,True,True,245.894858,4800.31375,4786.09,14.22375,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_median,41.293006,4732.989167,4752.28,19.290833,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_median,40.252916,4716.638744,4717.37,0.731256,True,True,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_median,40.226009,4673.08375,4680.73,7.64625,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_median,44.122927,10.935,10.473022,25.0,25.0,2026-05-11,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4734.64,PREV_CLOSE_PROXY,,NEUTRAL
2026-05-13,True,True,207.231688,4793.041818,4786.09,6.951818,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,original_base_regime_original_mean,27.178198,4753.38,4746.53,6.85,False,False,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_superset_median,29.695235,4700.65,4707.42,6.77,False,False,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_expanded_median,30.97338,4660.0725,4670.27,10.1975,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_median,39.384875,6.900909,7.692329,0.0,0.0,2026-05-12,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4715.15,PREV_CLOSE_PROXY,,NEUTRAL
2026-05-14,True,True,206.882596,4749.4275,4768.67,19.2425,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,original_base_source_superset_median,30.93593,4718.525625,4734.88,16.354375,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_recent8_median,33.557394,4669.61,4699.33,29.72,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_median,33.019068,4638.15,4670.27,32.12,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_recent8_median,29.370204,24.48125,24.359219,0.0,0.0,2026-05-13,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4688.78,PREV_CLOSE_PROXY,,NEUTRAL
2026-05-15,True,True,213.987917,4706.779114,4693.67,13.109114,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_mean,31.734788,4669.389976,4665.63,3.759976,False,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_median,33.810967,4656.1725,4635.27,20.9025,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_original_median,30.37379,4581.870625,4600.62,18.749375,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_median,38.068372,15.929244,14.130241,0.0,25.0,2026-05-14,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4652.36,PREV_CLOSE_PROXY,,NEUTRAL
2026-05-18,True,True,220.524806,4570.406639,4564.33,6.076639,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_mean,35.40561,4539.1125,4539.06,0.0525,True,True,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_recent5_median,38.942493,4519.33875,4511.93,7.40875,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,original_base_regime_superset_q75,30.795315,4479.705,4481.32,1.615,True,True,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_recent8_median,35.381388,3.84582,3.788222,50.0,50.0,2026-05-15,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4538.64,PREV_CLOSE_PROXY,,NEUTRAL
2026-05-19,True,True,259.378109,4635.72375,4606.82,28.90375,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_median,40.943782,4568.025,4586.21,18.185,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_median,44.920597,4551.847082,4558.95,7.102918,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_median,46.726328,4514.011875,4532.84,18.828125,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_median,46.787402,18.506563,18.254948,0.0,0.0,2026-05-18,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4566.12,PREV_CLOSE_PROXY,,NEUTRAL
2026-05-20,True,True,231.386603,4523.23375,4529.64,6.40625,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_recent5_median,33.426181,4505.679958,4506.6,0.920042,True,True,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_recent5_median,42.516623,4480.117528,4487.59,7.472472,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_mean,36.179876,4461.56,4462.0,0.44,True,True,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_median,39.263923,3.663146,3.809691,50.0,50.0,2026-05-19,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4481.92,PREV_CLOSE_PROXY,,NEUTRAL
2026-05-21,True,False,-73.222517,4603.721603,4608.29,4.568397,False,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_mean,38.805445,4537.705,4582.07,44.365,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_median,45.430758,4529.583296,4554.33,24.746704,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_median,46.866638,4534.6175,4524.06,10.5575,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_median,46.529742,17.652102,21.0594,0.0,25.0,2026-05-20,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4543.62,PREV_CLOSE_PROXY,,NEUTRAL
2026-05-22,True,False,-190.851463,4618.289125,4614.22,4.069125,False,True,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_mean,45.296269,4544.755,4582.41,37.655,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_median,41.21893,4553.830047,4551.77,2.060047,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_original_mean,35.618263,4519.320845,4520.55,1.229155,True,True,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_original_median,38.89125,3.064586,11.253332,50.0,75.0,2026-05-21,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4543.05,PREV_CLOSE_PROXY,,NEUTRAL
2026-05-25,True,True,218.842583,4525.50875,4556.09,30.58125,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_superset_median,35.815346,4492.8325,4524.91,32.0775,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_median,31.03977,4470.735,4494.67,23.935,False,False,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_superset_median,33.86171,4447.546875,4462.89,15.343125,False,False,ROLLING_LEVEL_RESIDUAL,superset_base_level_superset_median,38.125757,27.258125,25.484219,0.0,0.0,2026-05-22,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4507.9,PREV_CLOSE_PROXY,,NEUTRAL
