level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm,audit_level_count,original_oracle_pct_within_5,raw_expanded_oracle_pct_within_5,superset_audited_pct_within_5,superset_violation_count,superset_lost_original_within_5_count,superset_audited_median_abs_error,superset_ordered_ladder_valid,superset_ordered_ladder_median_abs_error,superset_ordered_ladder_pct_within_5
2026-03-04,2026-03-03,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,5088.24,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0,0,20.705625,False,20.705625,0.0
2026-03-05,2026-03-04,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5141.1,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,25.0,50.0,3,1,5.75875,True,5.75875,50.0
2026-03-06,2026-03-05,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,5081.02,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,3,0,11.1825,True,11.1825,0.0
2026-03-09,2026-03-06,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,5174.64,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,0.0,25.0,4,1,15.4425,True,15.4425,25.0
2026-03-10,2026-03-09,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5136.66,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,0.0,25.0,3,1,16.94398,False,16.94398,25.0
2026-03-11,2026-03-10,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5192.64,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,0.0,25.0,2,1,11.521667,True,11.521666,25.0
2026-03-12,2026-03-11,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5175.96,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,0.0,50.0,4,2,6.87,True,6.87,50.0
2026-03-13,2026-03-12,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,5079.04,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,25.0,75.0,3,2,1.34,True,1.34,75.0
2026-03-16,2026-03-13,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,5018.66,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,0.0,25.0,2,1,7.07,True,7.07,25.0
2026-03-17,2026-03-16,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,5006.25,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,0.0,75.0,4,3,3.89625,True,3.89625,75.0
2026-03-18,2026-03-17,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,5005.5,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,25.0,0,0,7.05,True,7.05,25.0
2026-03-19,2026-03-18,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4818.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,4,0,112.84375,True,112.84375,0.0
2026-03-20,2026-03-19,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4650.38,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0,0,89.59,True,89.59,0.0
2026-03-23,2026-03-20,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4498.06,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,25.0,50.0,3,1,11.2025,True,11.2025,50.0
2026-03-24,2026-03-23,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4406.68,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,0.0,25.0,3,1,36.82316,True,36.82316,25.0
2026-03-25,2026-03-24,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4474.36,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0,0,17.194584,False,17.194584,0.0
2026-03-26,2026-03-25,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4506.28,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,0.0,50.0,3,2,4.625,True,4.625,50.0
2026-03-27,2026-03-26,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4378.0,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,1,0,15.44228,True,15.44228,0.0
2026-03-30,2026-03-27,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4495.46,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,0.0,25.0,2,1,8.369271,True,8.369271,25.0
2026-03-31,2026-03-30,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4511.02,PREV_CLOSE_PROXY,,NEUTRAL,4,100.0,0.0,100.0,4,4,1.569375,True,1.569375,100.0
2026-04-01,2026-03-31,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4667.12,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,50.0,50.0,2,0,5.3275,True,5.3275,50.0
2026-04-02,2026-04-01,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4758.18,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,0.0,25.0,4,1,10.155,True,10.155,25.0
2026-04-03,2026-04-02,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4676.04,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0,0,19.1025,True,19.1025,0.0
2026-04-06,2026-04-02,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4676.04,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,0.0,50.0,2,2,3.183415,True,3.183415,50.0
2026-04-07,2026-04-06,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4650.5,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,25.0,50.0,2,1,8.22,True,8.22,50.0
2026-04-08,2026-04-07,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4705.73,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,50.0,3,1,6.97293,True,6.97293,50.0
2026-04-09,2026-04-08,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4719.26,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,0.0,25.0,4,1,6.05375,True,6.05375,25.0
2026-04-10,2026-04-09,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4765.5,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,25.0,50.0,2,1,10.745,True,10.745,50.0
2026-04-13,2026-04-10,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4749.18,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,0.0,25.0,3,1,12.756875,True,12.756875,25.0
2026-04-14,2026-04-13,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4740.3,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,0.0,50.0,4,2,6.66,True,6.66,50.0
2026-04-15,2026-04-14,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4841.68,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,0.0,50.0,4,2,3.73125,True,3.73125,50.0
2026-04-16,2026-04-15,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4790.68,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,0.0,25.0,4,1,11.90318,True,11.90318,25.0
2026-04-17,2026-04-16,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4790.78,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,4,0,10.990625,True,10.990625,0.0
2026-04-20,2026-04-17,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4832.42,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,50.0,2,1,5.5522,True,5.5522,50.0
2026-04-21,2026-04-20,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4820.66,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,0.0,25.0,4,1,12.24,True,12.24,25.0
2026-04-22,2026-04-21,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4720.06,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,25.0,50.0,4,1,4.771667,True,4.771666,50.0
2026-04-23,2026-04-22,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4740.18,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,4,0,70.58,True,70.58,0.0
2026-04-24,2026-04-23,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4694.36,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,4,0,37.165,True,37.165,0.0
2026-04-27,2026-04-24,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4707.26,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,4,0,50.0725,True,50.0725,0.0
2026-04-28,2026-04-27,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4681.76,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,0.0,50.0,3,2,5.140417,True,5.140417,50.0
2026-04-29,2026-04-28,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4597.2,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,50.0,75.0,2,1,1.170045,True,1.170045,75.0
2026-04-30,2026-04-29,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4543.48,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,3,0,17.165,True,17.165,0.0
2026-05-01,2026-04-30,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4621.76,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,0.0,25.0,3,1,20.69559,True,20.69559,25.0
2026-05-04,2026-05-01,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4615.53,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,50.0,50.0,2,0,5.945625,True,5.945625,50.0
2026-05-05,2026-05-04,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4523.73,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,0.0,25.0,4,1,8.0475,True,8.0475,25.0
2026-05-06,2026-05-05,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4557.19,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,50.0,50.0,2,0,7.3175,True,7.3175,50.0
2026-05-07,2026-05-06,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4690.84,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,3,0,23.21375,True,23.21375,0.0
2026-05-08,2026-05-07,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4687.08,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,25.0,50.0,3,1,9.575625,False,9.575625,50.0
2026-05-11,2026-05-08,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4715.62,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,75.0,75.0,2,0,2.852813,True,2.852812,75.0
2026-05-12,2026-05-11,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4734.64,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,0.0,25.0,3,1,8.106875,True,8.106875,25.0
2026-05-13,2026-05-12,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4715.15,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,0.0,50.0,4,2,6.655,True,6.655,50.0
2026-05-14,2026-05-13,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4688.78,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,3,0,26.331875,True,26.331875,0.0
2026-05-15,2026-05-14,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4652.36,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,25.0,50.0,3,1,7.939154,True,7.939154,50.0
2026-05-18,2026-05-15,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4538.64,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,25.0,75.0,4,2,0.49,True,0.49,75.0
2026-05-19,2026-05-18,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4566.12,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,3,0,18.7275,True,18.7275,0.0
2026-05-20,2026-05-19,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4481.92,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,25.0,100.0,3,3,2.330021,True,2.330021,100.0
2026-05-21,2026-05-20,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4543.62,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,2,0,18.3125,False,18.3125,0.0
2026-05-22,2026-05-21,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4543.05,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,25.0,75.0,3,2,2.903015,False,2.903015,75.0
2026-05-25,2026-05-22,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4507.9,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,4,0,28.485,True,28.485,0.0
2026-05-26,2026-05-25,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4570.94,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0,0,15.964592,True,15.964591,0.0
2026-05-27,2026-05-26,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4507.47,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,25.0,50.0,3,1,4.79,True,4.79,50.0
2026-05-28,2026-05-27,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4456.18,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,0.0,25.0,4,1,9.0625,True,9.0625,25.0
2026-05-29,2026-05-28,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4495.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,4,0,21.8,True,21.8,0.0
2026-06-01,2026-05-29,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4541.13,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,1,0,17.78625,False,17.78625,0.0
2026-06-02,2026-06-01,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4484.66,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,0.0,25.0,3,1,7.046666,True,7.046666,25.0
2026-06-03,2026-06-02,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4487.83,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,25.0,25.0,2,0,7.723125,True,7.723125,25.0
2026-06-04,2026-06-03,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4434.35,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,50.0,100.0,2,2,2.526875,True,2.526875,100.0
2026-06-05,2026-06-04,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4475.16,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,0.0,50.0,4,2,5.525,True,5.525,50.0
2026-06-08,2026-06-05,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4328.02,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,50.0,75.0,4,1,2.40728,True,2.40728,75.0
2026-06-09,2026-06-08,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4329.71,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,0.0,25.0,4,1,7.94875,True,7.94875,25.0
2026-06-10,2026-06-09,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4259.46,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,4,0,38.33375,True,38.33375,0.0
2026-06-11,2026-06-10,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4071.32,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,4,0,28.345,True,28.345,0.0
2026-06-12,2026-06-11,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4210.77,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,25.0,50.0,2,1,5.872032,True,5.872032,50.0
2026-06-15,2026-06-12,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4218.5,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,3,0,52.143125,True,52.143125,0.0
2026-06-16,2026-06-15,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4309.03,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,0.0,50.0,4,2,3.646295,True,3.646295,50.0
2026-06-17,2026-06-16,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4331.14,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,25.0,25.0,3,0,8.1775,True,8.1775,25.0
2026-06-18,2026-06-17,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4257.74,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,1,0,21.0225,True,21.0225,0.0
2026-06-19,2026-06-18,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4209.04,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,2,0,50.440685,True,50.440685,0.0
2026-06-22,2026-06-19,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4155.81,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,0.0,50.0,4,2,9.135145,True,9.135145,50.0
2026-06-23,2026-06-22,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4191.26,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,25.0,25.0,3,0,17.244845,True,17.244845,25.0
2026-06-25,2026-06-24,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3999.01,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0,0,17.12375,False,17.12375,0.0
2026-06-26,2026-06-25,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4026.59,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,50.0,50.0,2,0,7.79125,True,7.79125,50.0
2026-06-29,2026-06-26,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4088.41,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,0.0,50.0,4,2,4.315,True,4.315,50.0
2026-06-30,2026-06-29,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4178.97,AUTO_JSON,ema_proxy_up,UP,4,25.0,0.0,25.0,3,1,7.308125,True,7.308125,25.0
