level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm,prediction_available_levels,missing_prediction_levels,live_top1_pct_within_3,live_top1_pct_within_5,live_top3_pct_within_3,live_top3_pct_within_5,live_best_median_abs_error,live_best_mean_abs_error,live_best_pct_within_3,live_best_pct_within_5,live_top1_median_abs_error,live_cluster_band_median_width,live_ordered_ladder_valid,live_ordered_ladder_median_abs_error,live_ordered_ladder_pct_within_3,live_ordered_ladder_pct_within_5,live_bracketed_by_L5_L6
2026-06-30,2026-06-29,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4178.97,AUTO_JSON,ema_proxy_up,UP,4,0,0.0,0.0,25.0,25.0,9.183125,7.935937,25.0,25.0,14.843326,0.0,True,14.843326,0.0,0.0,False
