level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm,prediction_available_levels,missing_prediction_levels,routed_top1_pct_within_3,routed_top1_pct_within_5,routed_top3_pct_within_3,routed_top3_pct_within_5,routed_best_median_abs_error,routed_best_mean_abs_error,routed_best_pct_within_3,routed_best_pct_within_5,routed_top1_median_abs_error,routed_mean_confidence_score,routed_ordered_ladder_valid,routed_ordered_ladder_median_abs_error,routed_ordered_ladder_pct_within_3,routed_ordered_ladder_pct_within_5,routed_bracketed_by_L5_L6
2026-06-30,2026-06-29,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4055.18,AUTO_JSON,ema_proxy_up,UP,4,0,0.0,0.0,25.0,25.0,9.183125,7.935937,25.0,25.0,34.191875,39.330721,True,34.191875,0.0,0.0,True
