level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm,rolling_available_levels,superset_audited_pct_within_5,rolling_oracle_pct_within_5,rolling_selected_pct_within_5,rolling_audited_pct_within_5,rolling_audited_median_abs_error,rolling_selected_median_abs_error,rolling_recovered_within_5_pct,rolling_better_than_superset_pct,rolling_oracle_date_safe_pct,rolling_selected_date_safe_pct,rolling_ordered_ladder_valid,rolling_ordered_ladder_median_abs_error,rolling_ordered_ladder_pct_within_5
2026-06-30,2026-06-29,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4178.97,AUTO_JSON,ema_proxy_up,UP,4,25.0,100.0,0.0,100.0,0.257248,6.760625,75.0,100.0,100.0,100.0,True,0.257248,100.0
