level_date,prev_date,level_name,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm,actual_published_level,superset_audited_candidate_price,superset_audited_abs_error,superset_audited_within_5,original_oracle_candidate_price,original_oracle_abs_error,original_oracle_mode,original_oracle_keys,superset_audited_source,rolling_candidate_pool_count,rolling_oracle_candidate_price,rolling_oracle_abs_error,rolling_oracle_within_3,rolling_oracle_within_5,rolling_oracle_source_family,rolling_oracle_source_type,rolling_oracle_residual_col,rolling_oracle_adjustment,rolling_oracle_prior_sample_count,rolling_oracle_max_source_date,rolling_oracle_lookback_days,rolling_selected_candidate_price,rolling_selected_abs_error,rolling_selected_within_3,rolling_selected_within_5,rolling_selected_source_family,rolling_selected_source_type,rolling_selected_score,rolling_selected_prior_sample_count,rolling_audited_candidate_price,rolling_audited_abs_error,rolling_audited_within_3,rolling_audited_within_5,rolling_audited_source,rolling_recovered_within_5,rolling_recovered_within_3,rolling_better_than_superset,rolling_oracle_date_safe,rolling_selected_date_safe,rolling_status
2025-10-06,2025-10-03,L6,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3886.43,PREV_CLOSE_PROXY,,NEUTRAL,3830.61,3818.51125,12.09875,False,3818.51125,12.09875,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,red_box_quarter::red_box_2_75pct,ORIGINAL_ORACLE_PRESERVED,1,3818.51125,12.09875,False,False,ROLLING_BASE_SUPERSET,ORIGINAL_ORACLE_PRESERVED,,0.0,,,,3818.51125,12.09875,False,False,ROLLING_BASE_SUPERSET,ORIGINAL_ORACLE_PRESERVED,30.0,,3818.51125,12.09875,False,False,SUPERSET_AUDITED_BASE_PRESERVED,False,False,False,True,True,ROLLING_GT10
2025-10-06,2025-10-03,L7,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3886.43,PREV_CLOSE_PROXY,,NEUTRAL,3810.83,3797.60875,13.22125,False,3797.60875,13.22125,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,red_box_quarter::red_box_3_25pct,ORIGINAL_ORACLE_PRESERVED,1,3797.60875,13.22125,False,False,ROLLING_BASE_SUPERSET,ORIGINAL_ORACLE_PRESERVED,,0.0,,,,3797.60875,13.22125,False,False,ROLLING_BASE_SUPERSET,ORIGINAL_ORACLE_PRESERVED,30.0,,3797.60875,13.22125,False,False,SUPERSET_AUDITED_BASE_PRESERVED,False,False,False,True,True,ROLLING_GT10
2025-10-07,2025-10-06,L4,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3961.0,PREV_CLOSE_PROXY,,NEUTRAL,3964.13,3948.6225,15.5075,False,3948.6225,15.5075,MODE_C_BALANCED,prior_range_fraction::prev_range_0.75,ORIGINAL_ORACLE_PRESERVED,1,3948.6225,15.5075,False,False,ROLLING_BASE_SUPERSET,ORIGINAL_ORACLE_PRESERVED,,0.0,,,,3948.6225,15.5075,False,False,ROLLING_BASE_SUPERSET,ORIGINAL_ORACLE_PRESERVED,30.0,,3948.6225,15.5075,False,False,SUPERSET_AUDITED_BASE_PRESERVED,False,False,False,True,True,ROLLING_GT10
2025-10-07,2025-10-06,L5,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3961.0,PREV_CLOSE_PROXY,,NEUTRAL,3946.24,3938.47,7.77,False,3938.47,7.77,MODE_C_BALANCED,prior_hlc::previous_pivot_hlc3,ORIGINAL_ORACLE_PRESERVED,1,3938.47,7.77,False,False,ROLLING_BASE_SUPERSET,ORIGINAL_ORACLE_PRESERVED,,0.0,,,,3938.47,7.77,False,False,ROLLING_BASE_SUPERSET,ORIGINAL_ORACLE_PRESERVED,30.0,,3938.47,7.77,False,False,SUPERSET_AUDITED_BASE_PRESERVED,False,False,False,True,True,ROLLING_WITHIN_10
2025-10-07,2025-10-06,L6,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3961.0,PREV_CLOSE_PROXY,,NEUTRAL,3927.93,3913.2875,14.6425,False,3913.2875,14.6425,MODE_C_BALANCED,green_box_midline::green_mid_1,ORIGINAL_ORACLE_PRESERVED,1,3913.2875,14.6425,False,False,ROLLING_BASE_SUPERSET,ORIGINAL_ORACLE_PRESERVED,,0.0,,,,3913.2875,14.6425,False,False,ROLLING_BASE_SUPERSET,ORIGINAL_ORACLE_PRESERVED,30.0,,3913.2875,14.6425,False,False,SUPERSET_AUDITED_BASE_PRESERVED,False,False,False,True,True,ROLLING_GT10
2025-10-07,2025-10-06,L7,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3961.0,PREV_CLOSE_PROXY,,NEUTRAL,3710.52,3897.74625,187.22625,False,3897.74625,187.22625,MODE_C_BALANCED,red_box_quarter::red_box_2_25pct,ORIGINAL_ORACLE_PRESERVED,1,3897.74625,187.22625,False,False,ROLLING_BASE_SUPERSET,ORIGINAL_ORACLE_PRESERVED,,0.0,,,,3897.74625,187.22625,False,False,ROLLING_BASE_SUPERSET,ORIGINAL_ORACLE_PRESERVED,30.0,,3897.74625,187.22625,False,False,SUPERSET_AUDITED_BASE_PRESERVED,False,False,False,True,True,ROLLING_GT10
2025-10-08,2025-10-07,L4,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3984.32,PREV_CLOSE_PROXY,,NEUTRAL,3970.41,3972.06,1.65,True,3972.06,1.65,MODE_C_BALANCED,prior_hlc::previous_pivot_hlc3,ORIGINAL_ORACLE_PRESERVED,49,3969.980629,0.429371,True,True,ROLLING_CHANNEL_LEVEL_RESIDUAL,superset_base_channel_original_mean,original_residual,-2.07937,4.0,2025-10-07,1.0,3971.1075,0.6975,True,True,ROLLING_CHANNEL_LEVEL_RESIDUAL,superset_base_channel_original_recent8_median,106.6588,4.0,3969.980629,0.429371,True,True,ROLLING_RESIDUAL_ORACLE_BETTER,False,False,True,True,True,ROLLING_WITHIN_3
2025-10-08,2025-10-07,L5,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3984.32,PREV_CLOSE_PROXY,,NEUTRAL,3949.74,3953.365,3.625,True,3953.365,3.625,MODE_C_BALANCED,prior_range_fraction::prev_range_0.25,ORIGINAL_ORACLE_PRESERVED,97,3946.882396,2.857604,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_mean,superset_residual,-6.482604,4.0,2025-10-07,1.0,3946.238333,3.501667,False,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent8_median,120.164867,4.0,3946.882396,2.857604,True,True,ROLLING_RESIDUAL_ORACLE_BETTER,False,True,True,True,True,ROLLING_WITHIN_3
2025-10-08,2025-10-07,L6,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3984.32,PREV_CLOSE_PROXY,,NEUTRAL,3929.69,3930.865,1.175,True,3930.865,1.175,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,red_box_midline::red_mid_2,ORIGINAL_ORACLE_PRESERVED,97,3930.865,1.175,True,True,ROLLING_BASE_SUPERSET,ORIGINAL_ORACLE_PRESERVED,,0.0,,,,3920.685625,9.004375,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent8_median,119.92065,4.0,3930.865,1.175,True,True,SUPERSET_AUDITED_BASE_PRESERVED,False,False,False,True,True,ROLLING_WITHIN_3
2025-10-08,2025-10-07,L7,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3984.32,PREV_CLOSE_PROXY,,NEUTRAL,3910.27,3910.8,0.53,True,3910.8,0.53,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,red_box_edge::red_edge_2,ORIGINAL_ORACLE_PRESERVED,1,3910.8,0.53,True,True,ROLLING_BASE_SUPERSET,ORIGINAL_ORACLE_PRESERVED,,0.0,,,,3910.8,0.53,True,True,ROLLING_BASE_SUPERSET,ORIGINAL_ORACLE_PRESERVED,30.0,,3910.8,0.53,True,True,SUPERSET_AUDITED_BASE_PRESERVED,False,False,False,True,True,ROLLING_WITHIN_3
2025-10-09,2025-10-08,L4,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4041.38,PREV_CLOSE_PROXY,,NEUTRAL,4038.76,4041.38,2.62,True,4041.38,2.62,MODE_C_BALANCED,prior_hlc::previous_close,ORIGINAL_ORACLE_PRESERVED,145,4039.386504,0.626504,True,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_mean,original_residual,-1.993496,5.0,2025-10-08,1.0,4047.388746,8.628746,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_recent8_median,120.2543,4.0,4039.386504,0.626504,True,True,ROLLING_RESIDUAL_ORACLE_BETTER,False,False,True,True,True,ROLLING_WITHIN_3
2025-10-09,2025-10-08,L5,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4041.38,PREV_CLOSE_PROXY,,NEUTRAL,4019.13,4040.21,21.08,False,4040.21,21.08,MODE_C_BALANCED,prior_range_fraction::prev_range_0.75,ORIGINAL_ORACLE_PRESERVED,145,4018.186667,0.943333,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q25,superset_residual,-22.023333,5.0,2025-10-08,1.0,4036.585,17.455,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent8_median,121.695,5.0,4018.186667,0.943333,True,True,ROLLING_RESIDUAL_ORACLE_BETTER,True,True,True,True,True,ROLLING_WITHIN_3
2025-10-09,2025-10-08,L6,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4041.38,PREV_CLOSE_PROXY,,NEUTRAL,4001.52,4023.035,21.515,False,4023.035,21.515,MODE_C_BALANCED,green_box_quarter::green_box_1_75pct,ORIGINAL_ORACLE_PRESERVED,145,3990.5775,10.9425,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q25,superset_residual,-32.4575,5.0,2025-10-08,1.0,4021.86,20.34,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent8_median,121.891,5.0,3990.5775,10.9425,False,False,ROLLING_RESIDUAL_ORACLE_BETTER,False,False,True,True,True,ROLLING_GT10
2025-10-09,2025-10-08,L7,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4041.38,PREV_CLOSE_PROXY,,NEUTRAL,3985.35,3847.56,137.79,False,3847.56,137.79,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,red_box_edge::red_edge_4,ORIGINAL_ORACLE_PRESERVED,97,3850.467813,134.882187,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,superset_residual,2.907812,4.0,2025-10-08,1.0,3830.631875,154.718125,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent8_median,119.38075,4.0,3850.467813,134.882187,False,False,ROLLING_RESIDUAL_ORACLE_BETTER,False,False,True,True,True,ROLLING_GT10
2025-10-10,2025-10-09,L4,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3975.96,PREV_CLOSE_PROXY,,NEUTRAL,3999.31,3975.96,23.35,False,3975.96,23.35,MODE_A_LIVE_PROXIMITY_HEAVY,prior_hlc::previous_close,ORIGINAL_ORACLE_PRESERVED,145,3991.4675,7.8425,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,superset_residual,15.5075,5.0,2025-10-09,1.0,3974.31,25.0,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent8_median,121.853,5.0,3991.4675,7.8425,False,False,ROLLING_RESIDUAL_ORACLE_BETTER,False,False,True,True,True,ROLLING_WITHIN_10
2025-10-10,2025-10-09,L5,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3975.96,PREV_CLOSE_PROXY,,NEUTRAL,3980.31,3992.93,12.62,False,3992.93,12.62,MODE_C_BALANCED,prior_hlc::previous_pivot_hlc3,ORIGINAL_ORACLE_PRESERVED,145,3980.5775,0.2675,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent8_median,superset_residual,-12.3525,6.0,2025-10-09,1.0,3980.5775,0.2675,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent8_median,122.2468,6.0,3980.5775,0.2675,True,True,ROLLING_RESIDUAL_ORACLE_BETTER,True,True,True,True,True,ROLLING_WITHIN_3
2025-10-10,2025-10-09,L6,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3975.96,PREV_CLOSE_PROXY,,NEUTRAL,3961.97,3973.1275,11.1575,False,3973.1275,11.1575,MODE_C_BALANCED,prior_range_fraction::prev_range_0.25,ORIGINAL_ORACLE_PRESERVED,145,3961.971875,0.001875,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_mean,superset_residual,-11.155625,6.0,2025-10-09,1.0,3961.7825,0.1875,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent8_median,122.3274,6.0,3961.971875,0.001875,True,True,ROLLING_RESIDUAL_ORACLE_BETTER,True,True,True,True,True,ROLLING_WITHIN_3
2025-10-10,2025-10-09,L7,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3975.96,PREV_CLOSE_PROXY,,NEUTRAL,3943.24,3941.680625,1.559375,True,3944.84,1.6,MODE_B_EMA_CHANNEL_DIRECTION_HEAVY,prior_hlc::previous_low,EXPANDED_ORACLE_BETTER,50,3944.505469,1.265469,True,True,ROLLING_CHANNEL_LEVEL_RESIDUAL,superset_base_channel_expanded_q75,expanded_residual,2.824844,4.0,2025-10-08,2.0,3924.7525,18.4875,False,False,ROLLING_CHANNEL_LEVEL_RESIDUAL,superset_base_channel_superset_recent8_median,105.36575,4.0,3944.505469,1.265469,True,True,ROLLING_RESIDUAL_ORACLE_BETTER,False,False,True,True,True,ROLLING_WITHIN_3
2025-10-13,2025-10-10,L4,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4012.42,PREV_CLOSE_PROXY,,NEUTRAL,4010.88,4003.8475,7.0325,False,4003.8475,7.0325,MODE_C_BALANCED,prior_range_fraction::prev_range_0.75,ORIGINAL_ORACLE_PRESERVED,145,4010.77625,0.10375,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent8_median,superset_residual,6.92875,6.0,2025-10-10,3.0,4009.856246,1.023754,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_recent8_median,122.7243,6.0,4010.77625,0.10375,True,True,ROLLING_RESIDUAL_ORACLE_BETTER,True,True,True,True,True,ROLLING_WITHIN_3
2025-10-13,2025-10-10,L5,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4012.42,PREV_CLOSE_PROXY,,NEUTRAL,3994.06,3994.056667,0.003333,True,3994.056667,0.003333,MODE_C_BALANCED,prior_hlc::previous_pivot_hlc3,ORIGINAL_ORACLE_PRESERVED,145,3994.056667,0.003333,True,True,ROLLING_BASE_SUPERSET,ORIGINAL_ORACLE_PRESERVED,,0.0,,,,3990.431667,3.628333,False,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_recent8_median,124.165,7.0,3994.056667,0.003333,True,True,SUPERSET_AUDITED_BASE_PRESERVED,False,False,False,True,True,ROLLING_WITHIN_3
2025-10-13,2025-10-10,L6,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4012.42,PREV_CLOSE_PROXY,,NEUTRAL,3974.97,3973.4025,1.5675,True,3973.4025,1.5675,MODE_C_BALANCED,green_box_midline::green_mid_1,ORIGINAL_ORACLE_PRESERVED,145,3973.4025,1.5675,True,True,ROLLING_BASE_SUPERSET,ORIGINAL_ORACLE_PRESERVED,,0.0,,,,3962.245,12.725,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent8_median,123.5624,7.0,3973.4025,1.5675,True,True,SUPERSET_AUDITED_BASE_PRESERVED,False,False,False,True,True,ROLLING_WITHIN_3
2025-10-13,2025-10-10,L7,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4012.42,PREV_CLOSE_PROXY,,NEUTRAL,3956.47,3956.63875,0.16875,True,3956.63875,0.16875,MODE_C_BALANCED,red_box_quarter::red_box_2_25pct,ORIGINAL_ORACLE_PRESERVED,145,3956.63875,0.16875,True,True,ROLLING_BASE_SUPERSET,ORIGINAL_ORACLE_PRESERVED,,0.0,,,,3939.710625,16.759375,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent8_median,119.32075,4.0,3956.63875,0.16875,True,True,SUPERSET_AUDITED_BASE_PRESERVED,False,False,False,True,True,ROLLING_WITHIN_3
2025-10-14,2025-10-13,L4,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4110.41,PREV_CLOSE_PROXY,,NEUTRAL,4108.96,4110.41,1.45,True,4110.41,1.45,MODE_C_BALANCED,prior_hlc::previous_close,ORIGINAL_ORACLE_PRESERVED,145,4108.275,0.685,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q25,superset_residual,-2.135,7.0,2025-10-13,1.0,4117.4425,8.4825,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent8_median,123.9224,7.0,4108.275,0.685,True,True,ROLLING_RESIDUAL_ORACLE_BETTER,False,False,True,True,True,ROLLING_WITHIN_3
2025-10-14,2025-10-13,L5,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4110.41,PREV_CLOSE_PROXY,,NEUTRAL,4093.64,4086.7525,6.8875,False,4086.7525,6.8875,MODE_D_NEAREST_VALID_LADDER,prior_range_fraction::prev_range_0.75,ORIGINAL_ORACLE_PRESERVED,145,4095.546563,1.906563,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_q75,expanded_residual,8.794062,8.0,2025-10-13,1.0,4084.941666,8.698333,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_recent8_median,125.590133,8.0,4095.546563,1.906563,True,True,ROLLING_RESIDUAL_ORACLE_BETTER,True,True,True,True,True,ROLLING_WITHIN_3
