dynamic_ordered_ladder_available,dynamic_ordered_ladder_valid,dynamic_bracketed_by_L5_L6,dynamic_inside_L4_L7,dynamic_ordered_ladder_median_abs_error,dynamic_ordered_ladder_mean_abs_error,dynamic_ordered_ladder_pct_within_3,dynamic_ordered_ladder_pct_within_5,L4_dynamic_price,L4_actual,L4_abs_error,L4_within_3,L4_within_5,L4_source,L4_source_family,L4_source_type,L5_dynamic_price,L5_actual,L5_abs_error,L5_within_3,L5_within_5,L5_source,L5_source_family,L5_source_type,L6_dynamic_price,L6_actual,L6_abs_error,L6_within_3,L6_within_5,L6_source,L6_source_family,L6_source_type,L7_dynamic_price,L7_actual,L7_abs_error,L7_within_3,L7_within_5,L7_source,L7_source_family,L7_source_type,level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm
True,True,True,True,0.221094,1.608418,75.0,75.0,4645.065,4644.75,0.315,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4600.912812,4601.04,0.127188,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q25,4556.885,4556.82,0.065,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_median,4516.346483,4510.42,5.926483,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_mean,2026-05-06,2026-05-05,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4557.19,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,4.797734,5.177617,50.0,50.0,4735.452188,4728.08,7.372188,False,False,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q25,4689.8475,4678.95,10.8975,False,False,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q25,4640.94328,4638.72,2.22328,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q25,4599.6625,4599.88,0.2175,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q25,2026-05-07,2026-05-06,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4690.84,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,1.51198,12.588178,75.0,75.0,4730.3475,4730.4,0.0525,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,original_base_range_close_superset_q25,4684.6425,4682.05,2.5925,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q25,4682.76625,4635.49,47.27625,False,False,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q25,4595.108539,4595.54,0.431461,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_mean,2026-05-08,2026-05-07,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4687.08,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,0.505335,4.79798,75.0,75.0,4791.73317,4790.81,0.92317,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_recent8_median,4738.5175,4756.62,18.1025,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4721.7825,4721.87,0.0875,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,original_base_range_close_original_q75,4684.40875,4684.33,0.07875,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_original_q25,2026-05-11,2026-05-08,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4715.62,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,2.03801,3.419635,50.0,75.0,4789.229146,4786.09,3.139146,False,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_q25,4742.86875,4752.28,9.41125,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4717.17873,4717.37,0.19127,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_original_median,4681.666875,4680.73,0.936875,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,2026-05-12,2026-05-11,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4734.64,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,1.198437,0.917031,100.0,100.0,4786.11875,4786.09,0.02875,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_median,4745.345625,4746.53,1.184375,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q25,4708.6325,4707.42,1.2125,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_median,4671.5125,4670.27,1.2425,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q75,2026-05-13,2026-05-12,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4715.15,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,9.672707,9.188476,25.0,50.0,4768.696614,4768.67,0.026614,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q75,4730.783962,4734.88,4.096038,False,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q75,4681.948125,4699.33,17.381875,False,False,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q75,4655.020625,4670.27,15.249375,False,False,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q75,2026-05-14,2026-05-13,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4688.78,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,0.713189,0.763287,100.0,100.0,4693.84927,4693.67,0.17927,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_median,4665.034559,4665.63,0.595441,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_recent8_median,4636.100938,4635.27,0.830937,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q25,4599.1725,4600.62,1.4475,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,2026-05-15,2026-05-14,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4652.36,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,0.214685,0.220468,100.0,100.0,4564.619996,4564.33,0.289996,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_q25,4539.199375,4539.06,0.139375,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q75,4511.51,4511.93,0.42,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_median,4481.2875,4481.32,0.0325,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_original_q75,2026-05-18,2026-05-15,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4538.64,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,8.028437,8.746532,25.0,25.0,4625.14875,4606.82,18.32875,False,False,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_original_q25,4578.169375,4586.21,8.040625,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4558.349496,4558.95,0.600503,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_q75,4524.82375,4532.84,8.01625,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,2026-05-19,2026-05-18,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4566.12,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,0.320781,0.299494,100.0,100.0,4529.601875,4529.64,0.038125,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_median,4507.118291,4506.6,0.518291,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_original_q75,4488.09,4487.59,0.5,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q75,4462.141562,4462.0,0.141562,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q75,2026-05-20,2026-05-19,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4481.92,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,10.76125,14.358125,25.0,50.0,4610.34625,4608.29,2.05625,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q75,4548.21625,4582.07,33.85375,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4536.045938,4554.33,18.284062,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_q75,4527.298438,4524.06,3.238438,False,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q25,2026-05-21,2026-05-20,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4543.62,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,0.766765,6.283653,75.0,75.0,4614.77875,4614.22,0.55875,True,True,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,4559.170855,4582.41,23.239145,False,False,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q75,4551.408063,4551.77,0.361937,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_mean,4519.57522,4520.55,0.97478,True,True,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,2026-05-22,2026-05-21,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4543.05,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,17.380018,14.760165,0.0,25.0,4537.43625,4556.09,18.65375,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4504.033125,4524.91,20.876875,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4478.563715,4494.67,16.106285,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_q75,4459.48625,4462.89,3.40375,False,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,2026-05-25,2026-05-22,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4507.9,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,5.783099,6.987967,50.0,50.0,4594.418171,4593.58,0.838171,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,original_base_range_close_superset_q75,4560.428942,4562.44,2.011058,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4520.34486,4529.9,9.55514,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_q75,4484.2125,4499.76,15.5475,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,2026-05-26,2026-05-25,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4570.94,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,0.902188,1.071797,100.0,100.0,4531.444375,4530.95,0.494375,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent8_median,4497.99,4496.68,1.31,True,True,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,4457.621875,4459.72,2.098125,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q25,4421.654688,4421.27,0.384687,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q25,2026-05-27,2026-05-26,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4507.47,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,1.66699,7.420776,75.0,75.0,4497.5875,4495.53,2.0575,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q25,4466.621623,4466.16,0.461623,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_mean,4422.72352,4424.0,1.27648,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,4405.2975,4379.41,25.8875,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q25,2026-05-28,2026-05-27,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4456.18,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,4.437291,5.513333,25.0,50.0,4584.289375,4586.39,2.100625,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4546.711875,4557.79,11.078125,False,False,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q75,4524.512917,4527.81,3.297083,False,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q75,4490.0425,4495.62,5.5775,False,False,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q75,2026-05-29,2026-05-28,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4495.64,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,5.174895,8.032122,50.0,50.0,4607.783802,4607.94,0.156198,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,4601.7025,4580.08,21.6225,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_q25,4556.795,4547.84,8.955,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q25,4523.36479,4521.97,1.39479,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q25,2026-06-01,2026-05-29,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4541.13,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,0.342708,3.733082,75.0,75.0,4489.138333,4489.47,0.331667,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_q25,4457.17625,4457.53,0.35375,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_median,4425.85434,4426.17,0.31566,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_q75,4382.20875,4396.14,13.93125,False,False,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q75,2026-06-02,2026-06-01,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4484.66,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,0.410309,0.407238,100.0,100.0,4538.422402,4539.09,0.667598,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_mean,4513.202083,4513.17,0.032083,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q25,4485.763021,4485.61,0.153021,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_median,4456.57625,4455.8,0.77625,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_median,2026-06-03,2026-06-02,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4487.83,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,0.081719,0.211172,100.0,100.0,4457.889375,4457.9,0.010625,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,original_base_source_original_q25,4428.081875,4427.93,0.151875,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q25,4398.349375,4399.02,0.670625,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent8_median,4371.448437,4371.46,0.011563,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q75,2026-06-04,2026-06-03,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4434.35,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,0.6775,0.890043,100.0,100.0,4515.06,4514.07,0.99,True,True,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,4489.582553,4489.65,0.067447,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_original_mean,4460.375,4460.74,0.365,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent8_median,4434.567725,4432.43,2.137725,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_mean,2026-06-05,2026-06-04,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4475.16,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,0.066198,0.254982,100.0,100.0,4372.938092,4373.8,0.861908,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,4347.895625,4347.87,0.025625,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q25,4310.547396,4310.51,0.037396,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_recent8_median,4281.185,4281.09,0.095,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_original_q75,2026-06-08,2026-06-05,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4328.02,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,0.324375,3.128852,75.0,75.0,4358.28,4370.04,11.76,False,False,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q75,4341.644375,4342.11,0.465625,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q75,4313.636658,4313.53,0.106658,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_recent8_median,4284.756875,4284.94,0.183125,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q75,2026-06-09,2026-06-08,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4329.71,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,26.135495,24.078495,0.0,0.0,4269.877766,4253.47,16.407766,False,False,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q25,4248.653489,4222.84,25.813489,False,False,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_mean,4214.015228,4186.38,27.635227,False,False,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_mean,4170.4775,4144.02,26.4575,False,False,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q25,2026-06-10,2026-06-09,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4259.46,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,15.165126,20.903188,0.0,25.0,4243.425,4194.64,48.785,False,False,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q25,4190.378125,4165.1,25.278125,False,False,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q25,4135.832126,4130.78,5.052126,False,False,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_mean,4101.7475,4097.25,4.4975,False,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,2026-06-11,2026-06-10,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4071.32,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,0.419061,4.90789,75.0,75.0,4238.966875,4220.33,18.636875,False,False,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q25,4185.096563,4184.94,0.156563,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_q25,4160.734616,4161.3,0.565384,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_original_q25,4131.162738,4130.89,0.272738,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_mean,2026-06-12,2026-06-11,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4210.77,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,37.963594,39.175529,0.0,0.0,4308.28375,4345.41,37.12625,False,False,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q75,4275.139063,4313.94,38.800937,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4235.78986,4281.24,45.45014,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4212.80521,4248.13,35.32479,False,False,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q75,2026-06-15,2026-06-12,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4218.5,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,0.5077,0.853984,100.0,100.0,4358.8604,4358.15,0.7104,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q25,4329.875,4329.57,0.305,True,True,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,4300.368037,4300.22,0.148037,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_mean,4269.6575,4271.91,2.2525,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_original_median,2026-06-16,2026-06-15,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4309.03,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,0.59625,1.05815,100.0,100.0,4388.4476,4385.49,2.9576,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q25,4351.8925,4350.94,0.9525,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_original_median,4322.1675,4322.25,0.0825,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_original_q25,4290.04,4290.28,0.24,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_mean,2026-06-17,2026-06-16,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4331.14,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,10.957344,12.916289,25.0,25.0,4295.92297,4293.9,2.02297,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,4255.033125,4262.79,7.756875,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4221.522187,4235.68,14.157813,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4175.8225,4203.55,27.7275,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,2026-06-18,2026-06-17,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4257.74,PREV_CLOSE_PROXY,,NEUTRAL
