dynamic_ordered_ladder_available,dynamic_ordered_ladder_valid,dynamic_bracketed_by_L5_L6,dynamic_inside_L4_L7,dynamic_ordered_ladder_median_abs_error,dynamic_ordered_ladder_mean_abs_error,dynamic_ordered_ladder_pct_within_3,dynamic_ordered_ladder_pct_within_5,L4_dynamic_price,L4_actual,L4_abs_error,L4_within_3,L4_within_5,L4_source,L4_source_family,L4_source_type,L5_dynamic_price,L5_actual,L5_abs_error,L5_within_3,L5_within_5,L5_source,L5_source_family,L5_source_type,L6_dynamic_price,L6_actual,L6_abs_error,L6_within_3,L6_within_5,L6_source,L6_source_family,L6_source_type,L7_dynamic_price,L7_actual,L7_abs_error,L7_within_3,L7_within_5,L7_source,L7_source_family,L7_source_type,level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm
True,True,False,True,27.674792,27.822396,0.0,0.0,3884.8525,3867.44,17.4125,False,False,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,3871.403333,3849.38,22.023333,False,False,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,3871.3175,3832.79,38.5275,False,False,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,3850.32625,3817.0,33.32625,False,False,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,2025-10-02,2025-10-01,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3865.54,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,28.000417,24.098021,0.0,0.0,3859.91,3854.23,5.68,False,False,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,EXPANDED_ORACLE_BETTER,3857.423333,3833.88,23.543333,False,False,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,3846.2075,3813.75,32.4575,False,False,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,3829.61125,3794.9,34.71125,False,False,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,2025-10-03,2025-10-02,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,3856.24,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,12.66,13.466567,0.0,0.0,3855.929982,3872.61,16.680018,False,False,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,3839.41375,3851.28,11.86625,False,False,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,3818.51125,3830.61,12.09875,False,False,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,3797.60875,3810.83,13.22125,False,False,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,2025-10-06,2025-10-03,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3886.43,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,15.075,56.286563,0.0,0.0,3948.6225,3964.13,15.5075,False,False,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,3938.47,3946.24,7.77,False,False,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,3913.2875,3927.93,14.6425,False,False,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,3897.74625,3710.52,187.22625,False,False,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,2025-10-07,2025-10-06,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3961.0,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,0.8525,1.247994,100.0,100.0,3969.980629,3970.41,0.429371,True,True,DYNAMIC_RESIDUAL_BETTER,CHANNEL_LEVEL_RESIDUAL,superset_base_channel_original_mean,3946.882396,3949.74,2.857604,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_mean,3930.865,3929.69,1.175,True,True,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,3910.8,3910.27,0.53,True,True,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,2025-10-08,2025-10-07,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3984.32,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,5.942917,36.848631,50.0,50.0,4039.386504,4038.76,0.626504,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_mean,4018.186667,4019.13,0.943333,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,3990.5775,4001.52,10.9425,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,3850.467813,3985.35,134.882187,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,2025-10-09,2025-10-08,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4041.38,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,0.807969,2.365078,75.0,75.0,3991.4675,3999.31,7.8425,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,3980.5775,3980.31,0.2675,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_median,3961.971875,3961.97,0.001875,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_mean,3944.588437,3943.24,1.348437,True,True,DYNAMIC_RESIDUAL_BETTER,CHANNEL_LEVEL_RESIDUAL,superset_base_channel_superset_q75,2025-10-10,2025-10-09,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3975.96,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,0.13625,0.460833,100.0,100.0,4010.77625,4010.88,0.10375,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_median,3994.056667,3994.06,0.003333,True,True,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,3973.4025,3974.97,1.5675,True,True,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,3956.63875,3956.47,0.16875,True,True,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,2025-10-13,2025-10-10,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4012.42,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,13.160469,16.271836,25.0,50.0,4108.275,4108.96,0.685,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q25,4088.6975,4093.64,4.9425,False,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,4056.801562,4078.18,21.378438,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,4023.728594,4061.81,38.081406,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,2025-10-14,2025-10-13,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4110.41,PREV_CLOSE_PROXY,,NEUTRAL
True,False,False,True,14.698125,16.780703,25.0,25.0,4147.06969,4150.06,2.99031,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_mean,4112.24,4135.03,22.79,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,4112.86375,4119.47,6.60625,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,4070.31375,4105.05,34.73625,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,2025-10-15,2025-10-14,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4142.14,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,1.117117,1.770043,75.0,100.0,4201.72625,4201.69,0.03625,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,original_base_level_superset_median,4189.07,4189.9,0.83,True,True,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,4175.865765,4177.27,1.404235,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_recent8_median,4158.180312,4162.99,4.809688,False,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_recent8_median,2025-10-16,2025-10-15,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4208.11,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,3.8375,5.548203,50.0,50.0,4318.2775,4305.21,13.0675,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,4283.47875,4289.52,6.04125,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,4274.07625,4275.71,1.63375,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,4261.599687,4263.05,1.450313,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q25,2025-10-17,2025-10-16,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4325.92,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,60.683437,60.444063,0.0,0.0,4320.093125,4286.39,33.703125,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_q25,4310.080625,4249.57,60.510625,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,4279.83625,4218.98,60.85625,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q25,4275.66625,4188.96,86.70625,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q25,2025-10-20,2025-10-17,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4252.68,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,13.446875,14.761911,25.0,25.0,4336.051732,4336.24,0.188268,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_mean,4312.23,4302.55,9.68,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,4292.88375,4275.67,17.21375,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,4273.435625,4241.47,31.965625,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q25,2025-10-21,2025-10-20,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4356.3,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,43.084236,41.048837,0.0,0.0,4215.2425,4243.57,28.3275,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4178.901875,4216.07,37.168125,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,4133.909653,4182.91,49.000347,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,4095.110625,4144.81,49.699375,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,2025-10-22,2025-10-21,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4124.9,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,71.342498,67.569543,0.0,0.0,4098.775629,4177.89,79.114371,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4064.198698,4147.32,83.121302,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,4041.359375,4104.93,63.570625,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,4024.378125,4068.85,44.471875,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,2025-10-23,2025-10-22,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4098.38,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,10.303906,9.201593,25.0,25.0,4156.591268,4171.67,15.078732,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4124.404062,4135.65,11.245937,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,4098.60017,4099.72,1.11983,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_mean,4052.078125,4061.44,9.361875,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,2025-10-24,2025-10-23,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4125.98,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,0.318125,0.858736,100.0,100.0,4166.245148,4166.24,0.005148,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_mean,4129.9225,4129.36,0.5625,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q75,4094.703546,4091.91,2.793546,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_mean,4056.42625,4056.5,0.07375,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_median,2025-10-27,2025-10-24,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4112.26,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,1.052184,1.863592,75.0,75.0,4134.641889,4133.51,1.131889,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,4097.3,4092.09,5.21,False,False,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,4060.472479,4059.5,0.972479,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_mean,4025.39,4025.25,0.14,True,True,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,2025-10-28,2025-10-27,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,3981.07,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,4.250931,3.960266,50.0,50.0,4047.680013,4053.69,6.009987,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4019.814375,4020.72,0.905625,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,3982.246425,3988.68,6.433575,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,3957.888125,3960.38,2.491875,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,2025-10-29,2025-10-28,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,3952.66,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,84.910257,80.682941,0.0,0.0,3992.26875,4090.3,98.03125,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,3962.470312,4056.8,94.329688,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,3948.359175,4023.85,75.490825,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_q75,3936.39,3991.27,54.88,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,2025-10-30,2025-10-29,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,3930.12,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,0.783281,1.131992,100.0,100.0,4053.435625,4053.95,0.514375,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q75,4021.365,4020.43,0.935,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,3985.70297,3988.15,2.44703,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_recent8_median,3959.258437,3959.89,0.631563,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q75,2025-10-31,2025-10-30,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4024.28,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,1.065937,1.057927,100.0,100.0,4040.895018,4042.58,1.684982,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,4013.752663,4013.99,0.237337,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_mean,3985.846891,3985.4,0.446891,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_mean,3955.1025,3953.24,1.8625,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_recent8_median,2025-11-03,2025-10-31,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4002.19,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,5.312812,5.177656,0.0,50.0,4032.2925,4037.15,4.8575,False,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,4005.551875,4011.32,5.768125,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,3981.435,3978.19,3.245,False,True,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,3954.46,3947.62,6.84,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,2025-11-04,2025-11-03,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4001.26,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,8.34375,12.570703,25.0,50.0,3976.9475,3973.68,3.2675,False,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_median,3944.315938,3944.85,0.534062,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,3930.16,3916.74,13.42,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,3921.55125,3888.49,33.06125,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q25,2025-11-05,2025-11-04,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,3931.9,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,0.815625,0.863594,100.0,100.0,4025.40375,4026.17,0.76625,True,True,DYNAMIC_RESIDUAL_BETTER,RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_original_q25,3998.515,3999.38,0.865,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q25,3972.823752,3971.33,1.493752,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent8_median,3946.419375,3946.09,0.329375,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_median,2025-11-06,2025-11-05,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,3979.04,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,1.558593,2.148676,75.0,75.0,3994.133732,3994.41,0.276268,True,True,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_median,3966.45375,3965.9,0.55375,True,True,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,3945.19125,3939.99,5.20125,False,False,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,3914.106563,3916.67,2.563437,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,2025-11-07,2025-11-06,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,3976.93,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,0.126193,0.368149,100.0,100.0,4017.759792,4017.8,0.040208,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_recent8_median,3992.22224,3992.42,0.19776,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_mean,3968.194627,3968.14,0.054627,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_mean,3944.4,3943.22,1.18,True,True,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_median,2025-11-10,2025-11-07,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4000.84,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,8.551312,6.947713,25.0,25.0,4158.078958,4158.14,0.061042,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_original_mean,4121.112812,4131.74,10.627188,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,4091.045957,4099.17,8.124043,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q75,4058.03142,4067.01,8.97858,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,2025-11-11,2025-11-10,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4115.78,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,True,10.239375,12.868537,0.0,0.0,4137.28375,4129.0,8.28375,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,4103.699149,4097.81,5.889149,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,4076.445,4064.25,12.195,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,4059.85625,4034.75,25.10625,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q25,2025-11-12,2025-11-11,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4126.6,PREV_CLOSE_PROXY,,NEUTRAL
True,True,True,True,1.612631,2.543044,75.0,75.0,4240.1,4233.19,6.91,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,4206.04,4204.6,1.44,True,True,SUPERSET_AUDITED_BASE_PRESERVED,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,4175.846914,4175.81,0.036914,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q25,4144.494737,4146.28,1.785263,True,True,DYNAMIC_RESIDUAL_BETTER,REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_mean,2025-11-13,2025-11-12,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4195.32,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,24.80986,27.160555,0.0,0.0,4305.0725,4270.12,34.9525,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_q25,4264.281875,4239.31,24.971875,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,4229.72,4205.65,24.07,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,4202.027845,4177.38,24.647845,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q25,2025-11-14,2025-11-13,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4171.26,PREV_CLOSE_PROXY,,NEUTRAL
True,True,False,False,93.214977,98.486863,0.0,0.0,4238.44,4111.02,127.42,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_original_q25,4177.635938,4076.11,101.525938,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,4126.494015,4041.59,84.904015,False,False,DYNAMIC_RESIDUAL_BETTER,LEVEL_RESIDUAL,superset_base_level_superset_q25,4089.3275,4009.23,80.0975,False,False,DYNAMIC_RESIDUAL_BETTER,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q25,2025-11-17,2025-11-14,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4085.1,PREV_CLOSE_PROXY,,NEUTRAL
