level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm,selector_available_levels,superset_audited_pct_within_5,rolling_oracle_pct_within_5,selector_pct_within_5,selector_pct_within_3,selector_median_abs_error,selector_recovered_within_5_pct,selector_better_than_superset_pct,selector_date_safe_pct,ladder_selector_available,ladder_selector_valid,ladder_selector_pct_within_5,ladder_selector_pct_within_3,ladder_selector_median_abs_error
2026-06-30,2026-06-29,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4178.97,AUTO_JSON,ema_proxy_up,UP,4,25.0,100.0,0.0,0.0,6.793582,0.0,50.0,100.0,True,True,0.0,0.0,6.793582
