level_date,prev_date,level_name,candidate_rank,candidate_method,prior_pool_count,prediction_available,actual_published_level,actual_anchor_key,range_bucket,close_position_bucket,rows_bucket,prev_range,box_size,candidate_anchor_family,candidate_anchor_name,candidate_anchor_key,candidate_score,candidate_prior_rows,candidate_prior_date_count,candidate_median_abs_distance,candidate_pct_within_3,candidate_pct_within_5,candidate_first_seen_date,candidate_last_seen_date,candidate_reconstructed_level,actual_anchor_family,actual_anchor_name,actual_anchor_abs_distance,candidate_anchor_hit,candidate_signed_error,candidate_abs_error,candidate_within_3,candidate_within_5,top1_anchor_hit_for_level,top3_anchor_hit_for_level,top5_anchor_hit_for_level
2025-10-06,2025-10-03,L4,1.0,REGIME_RANGE_ONLY,1,True,3872.61,prior_hlc::previous_pivot_hlc3,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,53.61000000000013,41.805000000000064,prior_range_fraction,prev_range_0.333333,prior_range_fraction::prev_range_0.333333,92.208298,1.0,1.0,0.116681,100.0,100.0,2025-10-02,2025-10-02,3855.929982,prior_hlc,previous_pivot_hlc3,0.556667,False,16.680018,16.680018,False,False,False,False,False
2025-10-06,2025-10-03,L5,1.0,REGIME_RANGE_ONLY,1,True,3851.28,prior_range_fraction::prev_range_0.25,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,53.61000000000013,41.805000000000064,red_box_quarter,red_box_2_25pct,red_box_quarter::red_box_2_25pct,90.134375,1.0,1.0,0.94625,100.0,100.0,2025-10-02,2025-10-02,3839.41375,prior_range_fraction,prev_range_0.25,0.1825,False,11.86625,11.86625,False,False,False,False,False
2025-10-06,2025-10-03,L6,1.0,REGIME_RANGE_ONLY,1,True,3830.61,red_box_midline::red_mid_2,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,53.61000000000013,41.805000000000064,red_box_quarter,red_box_2_75pct,red_box_quarter::red_box_2_75pct,91.296875,1.0,1.0,0.48125,100.0,100.0,2025-10-02,2025-10-02,3818.51125,red_box_midline,red_mid_2,1.6475,False,12.09875,12.09875,False,False,False,False,False
2025-10-06,2025-10-03,L7,1.0,REGIME_RANGE_ONLY,1,True,3810.83,red_box_edge::red_edge_2,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,53.61000000000013,41.805000000000064,red_box_quarter,red_box_3_25pct,red_box_quarter::red_box_3_25pct,75.728125,1.0,1.0,2.70875,100.0,100.0,2025-10-02,2025-10-02,3797.60875,red_box_edge,red_edge_2,2.77,False,13.22125,13.22125,False,False,False,False,False
2025-10-07,2025-10-06,L4,1.0,REGIME_RANGE_CLOSE,1,True,3964.13,prior_hlc::previous_close,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,85.67000000000007,57.835000000000036,prior_range_fraction,prev_range_0.75,prior_range_fraction::prev_range_0.75,87.3125,1.0,1.0,1.075,100.0,100.0,2025-10-01,2025-10-01,3948.6225,prior_hlc,previous_close,3.13,False,15.5075,15.5075,False,False,False,False,False
2025-10-07,2025-10-06,L5,1.0,REGIME_RANGE_CLOSE,1,True,3946.24,prior_range_fraction::prev_range_0.75,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,85.67000000000007,57.835000000000036,prior_hlc,previous_pivot_hlc3,prior_hlc::previous_pivot_hlc3,73.975,1.0,1.0,2.41,100.0,100.0,2025-10-01,2025-10-01,3938.47,prior_range_fraction,prev_range_0.75,2.3825,False,7.77,7.77,False,False,False,False,False
2025-10-07,2025-10-06,L6,1.0,REGIME_RANGE_CLOSE,1,True,3927.93,green_box_quarter::green_box_1_75pct,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,85.67000000000007,57.835000000000036,green_box_midline,green_mid_1,green_box_midline::green_mid_1,89.9375,1.0,1.0,0.025,100.0,100.0,2025-10-01,2025-10-01,3913.2875,green_box_quarter,green_box_1_75pct,0.18375,False,14.6425,14.6425,False,False,False,False,False
2025-10-07,2025-10-06,L7,1.0,REGIME_RANGE_CLOSE,1,True,3710.52,red_box_edge::red_edge_4,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,85.67000000000007,57.835000000000036,red_box_quarter,red_box_2_25pct,red_box_quarter::red_box_2_25pct,89.75625,1.0,1.0,0.0975,100.0,100.0,2025-10-01,2025-10-01,3897.74625,red_box_edge,red_edge_4,28.18,False,-187.22625,187.22625,False,False,False,False,False
2025-10-08,2025-10-07,L4,1.0,REGIME_RANGE_CLOSE_ROWS,1,True,3970.41,green_box_quarter::green_box_1_75pct,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,50.25999999999976,40.12999999999988,prior_hlc,previous_pivot_hlc3,prior_hlc::previous_pivot_hlc3,91.908333,1.0,1.0,0.556667,100.0,100.0,2025-10-06,2025-10-06,3972.06,green_box_quarter,green_box_1_75pct,0.4875,False,-1.65,1.65,True,True,False,False,False
2025-10-08,2025-10-07,L5,1.0,REGIME_RANGE_CLOSE_ROWS,1,True,3949.74,green_box_quarter::green_box_1_25pct,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,50.25999999999976,40.12999999999988,prior_range_fraction,prev_range_0.25,prior_range_fraction::prev_range_0.25,92.84375,1.0,1.0,0.1825,100.0,100.0,2025-10-06,2025-10-06,3953.365,green_box_quarter,green_box_1_25pct,1.0925,False,-3.625,3.625,False,True,False,False,False
2025-10-08,2025-10-07,L6,1.0,REGIME_RANGE_CLOSE_ROWS,1,True,3929.69,red_box_midline::red_mid_2,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,50.25999999999976,40.12999999999988,red_box_midline,red_mid_2,red_box_midline::red_mid_2,89.18125,1.0,1.0,1.6475,100.0,100.0,2025-10-06,2025-10-06,3930.865,red_box_midline,red_mid_2,1.175,True,-1.175,1.175,True,True,True,True,True
2025-10-08,2025-10-07,L7,1.0,REGIME_RANGE_CLOSE_ROWS,1,True,3910.27,red_box_edge::red_edge_2,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,50.25999999999976,40.12999999999988,red_box_edge,red_edge_2,red_box_edge::red_edge_2,76.375,1.0,1.0,2.77,100.0,100.0,2025-10-06,2025-10-06,3910.8,red_box_edge,red_edge_2,0.53,True,-0.53,0.53,True,True,True,True,True
2025-10-09,2025-10-08,L4,1.0,REGIME_RANGE_CLOSE_ROWS,1,True,4038.76,prior_range_fraction::prev_range_0.75,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,75.79999999999973,52.899999999999864,prior_hlc,previous_close,prior_hlc::previous_close,41.675,1.0,1.0,3.13,0.0,100.0,2025-10-07,2025-10-07,4041.38,prior_range_fraction,prev_range_0.75,1.45,False,-2.62,2.62,True,True,False,False,False
2025-10-09,2025-10-08,L5,1.0,REGIME_RANGE_CLOSE_ROWS,1,True,4019.13,red_box_quarter::red_box_1_75pct,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,75.79999999999973,52.899999999999864,prior_range_fraction,prev_range_0.75,prior_range_fraction::prev_range_0.75,77.54375,1.0,1.0,2.3825,100.0,100.0,2025-10-07,2025-10-07,4040.21,red_box_quarter,red_box_1_75pct,0.355,False,-21.08,21.08,False,False,False,False,False
2025-10-09,2025-10-08,L6,1.0,REGIME_RANGE_CLOSE_ROWS,1,True,4001.52,prior_range_fraction::prev_range_0.25,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,75.79999999999973,52.899999999999864,green_box_quarter,green_box_1_75pct,green_box_quarter::green_box_1_75pct,93.040625,1.0,1.0,0.18375,100.0,100.0,2025-10-07,2025-10-07,4023.035,prior_range_fraction,prev_range_0.25,0.79,False,-21.515,21.515,False,False,False,False,False
2025-10-09,2025-10-08,L7,1.0,REGIME_RANGE_CLOSE_ROWS,1,True,3985.35,prior_hlc::previous_low,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,75.79999999999973,52.899999999999864,red_box_edge,red_edge_4,red_box_edge::red_edge_4,6.5,1.0,1.0,28.18,0.0,0.0,2025-10-07,2025-10-07,3847.56,prior_hlc,previous_low,1.99,False,137.79,137.79,False,False,False,False,False
2025-10-10,2025-10-09,L4,1.0,REGIME_RANGE_ONLY,4,True,3999.31,green_box_quarter::green_box_1_75pct,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,113.14999999999964,71.57499999999982,prior_range_fraction,prev_range_0.75,prior_range_fraction::prev_range_0.75,92.84375,2.0,2.0,1.2625,100.0,100.0,2025-10-01,2025-10-09,4029.7025,green_box_quarter,green_box_1_75pct,0.78875,False,-30.3925,30.3925,False,False,False,False,False
2025-10-10,2025-10-09,L4,2.0,REGIME_RANGE_ONLY,4,True,3999.31,green_box_quarter::green_box_1_75pct,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,113.14999999999964,71.57499999999982,prior_hlc,previous_close,prior_hlc::previous_close,60.860714,2.0,2.0,2.57,50.0,100.0,2025-10-03,2025-10-07,3975.96,green_box_quarter,green_box_1_75pct,0.78875,False,23.35,23.35,False,False,,,
2025-10-10,2025-10-09,L5,1.0,REGIME_RANGE_ONLY,4,True,3980.31,green_box_midline::green_mid_1,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,113.14999999999964,71.57499999999982,red_box_quarter,red_box_1_75pct,red_box_quarter::red_box_1_75pct,93.6125,1.0,1.0,0.355,100.0,100.0,2025-10-09,2025-10-09,4004.30875,green_box_midline,green_mid_1,0.3175,False,-23.99875,23.99875,False,False,False,False,False
2025-10-10,2025-10-09,L5,2.0,REGIME_RANGE_ONLY,4,True,3980.31,green_box_midline::green_mid_1,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,113.14999999999964,71.57499999999982,green_box_quarter,green_box_1_25pct,green_box_quarter::green_box_1_25pct,88.380804,1.0,1.0,1.07625,100.0,100.0,2025-10-03,2025-10-03,3962.73375,green_box_midline,green_mid_1,0.3175,False,17.57625,17.57625,False,False,,,
2025-10-10,2025-10-09,L5,3.0,REGIME_RANGE_ONLY,4,True,3980.31,green_box_midline::green_mid_1,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,113.14999999999964,71.57499999999982,prior_range_fraction,prev_range_0.75,prior_range_fraction::prev_range_0.75,76.829464,1.0,1.0,2.3825,100.0,100.0,2025-10-07,2025-10-07,4029.7025,green_box_midline,green_mid_1,0.3175,False,-49.3925,49.3925,False,False,,,
2025-10-10,2025-10-09,L5,4.0,REGIME_RANGE_ONLY,4,True,3980.31,green_box_midline::green_mid_1,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,113.14999999999964,71.57499999999982,prior_hlc,previous_pivot_hlc3,prior_hlc::previous_pivot_hlc3,73.332143,1.0,1.0,2.41,100.0,100.0,2025-10-01,2025-10-01,3992.93,green_box_midline,green_mid_1,0.3175,False,-12.62,12.62,False,False,,,
2025-10-10,2025-10-09,L6,1.0,REGIME_RANGE_ONLY,4,True,3961.97,green_box_quarter::green_box_1_25pct,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,113.14999999999964,71.57499999999982,prior_range_fraction,prev_range_0.25,prior_range_fraction::prev_range_0.25,92.525,1.0,1.0,0.79,100.0,100.0,2025-10-09,2025-10-09,3973.1275,green_box_quarter,green_box_1_25pct,0.76375,False,-11.1575,11.1575,False,False,False,False,False
2025-10-10,2025-10-09,L6,2.0,REGIME_RANGE_ONLY,4,True,3961.97,green_box_quarter::green_box_1_25pct,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,113.14999999999964,71.57499999999982,green_box_quarter,green_box_1_75pct,green_box_quarter::green_box_1_75pct,92.326339,1.0,1.0,0.18375,100.0,100.0,2025-10-07,2025-10-07,3998.52125,green_box_quarter,green_box_1_25pct,0.76375,False,-36.55125,36.55125,False,False,,,
2025-10-10,2025-10-09,L6,3.0,REGIME_RANGE_ONLY,4,True,3961.97,green_box_quarter::green_box_1_25pct,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,113.14999999999964,71.57499999999982,green_box_midline,green_mid_1,green_box_midline::green_mid_1,89.294643,1.0,1.0,0.025,100.0,100.0,2025-10-01,2025-10-01,3980.6275,green_box_quarter,green_box_1_25pct,0.76375,False,-18.6575,18.6575,False,False,,,
2025-10-10,2025-10-09,L6,4.0,REGIME_RANGE_ONLY,4,True,3961.97,green_box_quarter::green_box_1_25pct,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,113.14999999999964,71.57499999999982,red_box_midline,red_mid_2,red_box_midline::red_mid_2,74.927679,1.0,1.0,2.4575,100.0,100.0,2025-10-03,2025-10-03,3950.6275,green_box_quarter,green_box_1_25pct,0.76375,False,11.3425,11.3425,False,False,,,
2025-10-10,2025-10-09,L7,1.0,REGIME_RANGE_ONLY,4,True,3943.24,prior_hlc::previous_low,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,113.14999999999964,71.57499999999982,prior_hlc,previous_low,prior_hlc::previous_low,89.525,1.0,1.0,1.99,100.0,100.0,2025-10-09,2025-10-09,3944.84,prior_hlc,previous_low,1.6,True,-1.6,1.6,True,True,True,True,True
2025-10-10,2025-10-09,L7,2.0,REGIME_RANGE_ONLY,4,True,3943.24,prior_hlc::previous_low,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,113.14999999999964,71.57499999999982,red_box_quarter,red_box_2_25pct,red_box_quarter::red_box_2_25pct,89.113393,1.0,1.0,0.0975,100.0,100.0,2025-10-01,2025-10-01,3968.52125,prior_hlc,previous_low,1.6,False,-25.28125,25.28125,False,False,,,
2025-10-10,2025-10-09,L7,3.0,REGIME_RANGE_ONLY,4,True,3943.24,prior_hlc::previous_low,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,113.14999999999964,71.57499999999982,red_box_edge,red_edge_2,red_box_edge::red_edge_2,15.321429,1.0,1.0,5.5,0.0,0.0,2025-10-03,2025-10-03,3914.84,prior_hlc,previous_low,1.6,False,28.4,28.4,False,False,,,
2025-10-10,2025-10-09,L7,4.0,REGIME_RANGE_ONLY,4,True,3943.24,prior_hlc::previous_low,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,113.14999999999964,71.57499999999982,red_box_edge,red_edge_4,red_box_edge::red_edge_4,5.785714,1.0,1.0,28.18,0.0,0.0,2025-10-07,2025-10-07,3771.69,prior_hlc,previous_low,1.6,False,171.55,171.55,False,False,,,
2025-10-13,2025-10-10,L4,1.0,REGIME_RANGE_CLOSE_ROWS,1,True,4010.88,red_box_quarter::red_box_1_25pct,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,75.89000000000033,52.945000000000164,prior_range_fraction,prev_range_0.75,prior_range_fraction::prev_range_0.75,86.5625,1.0,1.0,1.075,100.0,100.0,2025-10-01,2025-10-01,4003.8475,red_box_quarter,red_box_1_25pct,1.29625,False,7.0325,7.0325,False,False,False,False,False
2025-10-13,2025-10-10,L5,1.0,REGIME_RANGE_CLOSE_ROWS,1,True,3994.06,prior_hlc::previous_pivot_hlc3,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,75.89000000000033,52.945000000000164,prior_hlc,previous_pivot_hlc3,prior_hlc::previous_pivot_hlc3,73.225,1.0,1.0,2.41,100.0,100.0,2025-10-01,2025-10-01,3994.056667,prior_hlc,previous_pivot_hlc3,0.003333,True,0.003333,0.003333,True,True,True,True,True
2025-10-13,2025-10-10,L6,1.0,REGIME_RANGE_CLOSE_ROWS,1,True,3974.97,prior_range_fraction::prev_range_0.382,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,75.89000000000033,52.945000000000164,green_box_midline,green_mid_1,green_box_midline::green_mid_1,89.1875,1.0,1.0,0.025,100.0,100.0,2025-10-01,2025-10-01,3973.4025,prior_range_fraction,prev_range_0.382,0.94998,False,1.5675,1.5675,True,True,False,False,False
2025-10-13,2025-10-10,L7,1.0,REGIME_RANGE_CLOSE_ROWS,1,True,3956.47,prior_range_fraction::prev_range_0.125,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,75.89000000000033,52.945000000000164,red_box_quarter,red_box_2_25pct,red_box_quarter::red_box_2_25pct,89.00625,1.0,1.0,0.0975,100.0,100.0,2025-10-01,2025-10-01,3956.63875,prior_range_fraction,prev_range_0.125,0.05375,False,-0.16875,0.16875,True,True,False,False,False
2025-10-14,2025-10-13,L4,1.0,REGIME_CLOSE_ONLY,6,True,4108.96,green_box_midline::green_mid_2,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,121.07000000000062,75.53500000000031,prior_range_fraction,prev_range_0.75,prior_range_fraction::prev_range_0.75,91.510417,2.0,2.0,1.2625,100.0,100.0,2025-10-01,2025-10-09,4086.7525,green_box_midline,green_mid_2,0.2925,False,22.2075,22.2075,False,False,False,False,False
2025-10-14,2025-10-13,L4,2.0,REGIME_CLOSE_ONLY,6,True,4108.96,green_box_midline::green_mid_2,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,121.07000000000062,75.53500000000031,green_box_quarter,green_box_1_75pct,green_box_quarter::green_box_1_75pct,91.28125,1.0,1.0,0.4875,100.0,100.0,2025-10-08,2025-10-08,4052.60125,green_box_midline,green_mid_2,0.2925,False,56.35875,56.35875,False,False,,,
2025-10-14,2025-10-13,L4,3.0,REGIME_CLOSE_ONLY,6,True,4108.96,green_box_midline::green_mid_2,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,121.07000000000062,75.53500000000031,red_box_quarter,red_box_1_25pct,red_box_quarter::red_box_1_25pct,91.259375,1.0,1.0,1.29625,100.0,100.0,2025-10-13,2025-10-13,4098.13625,green_box_midline,green_mid_2,0.2925,False,10.82375,10.82375,False,False,,,
2025-10-14,2025-10-13,L4,4.0,REGIME_CLOSE_ONLY,6,True,4108.96,green_box_midline::green_mid_2,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,121.07000000000062,75.53500000000031,prior_hlc,previous_pivot_hlc3,prior_hlc::previous_pivot_hlc3,89.774999,1.0,1.0,0.556667,100.0,100.0,2025-10-06,2025-10-06,4074.46,green_box_midline,green_mid_2,0.2925,False,34.5,34.5,False,False,,,
2025-10-14,2025-10-13,L4,5.0,REGIME_CLOSE_ONLY,6,True,4108.96,green_box_midline::green_mid_2,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,121.07000000000062,75.53500000000031,prior_hlc,previous_close,prior_hlc::previous_close,40.008333,1.0,1.0,3.13,0.0,100.0,2025-10-07,2025-10-07,4110.41,green_box_midline,green_mid_2,0.2925,False,-1.45,1.45,True,True,,,
2025-10-14,2025-10-13,L5,1.0,REGIME_CLOSE_ONLY,6,True,4093.64,green_box_quarter::green_box_2_25pct,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,121.07000000000062,75.53500000000031,red_box_quarter,red_box_1_75pct,red_box_quarter::red_box_1_75pct,92.279167,1.0,1.0,0.355,100.0,100.0,2025-10-09,2025-10-09,4060.36875,green_box_quarter,green_box_2_25pct,3.27125,False,33.27125,33.27125,False,False,False,False,False
2025-10-14,2025-10-13,L5,2.0,REGIME_CLOSE_ONLY,6,True,4093.64,green_box_quarter::green_box_2_25pct,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,121.07000000000062,75.53500000000031,prior_range_fraction,prev_range_0.25,prior_range_fraction::prev_range_0.25,90.710417,1.0,1.0,0.1825,100.0,100.0,2025-10-06,2025-10-06,4026.2175,green_box_quarter,green_box_2_25pct,3.27125,False,67.4225,67.4225,False,False,,,
2025-10-14,2025-10-13,L5,3.0,REGIME_CLOSE_ONLY,6,True,4093.64,green_box_quarter::green_box_2_25pct,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,121.07000000000062,75.53500000000031,green_box_quarter,green_box_1_25pct,green_box_quarter::green_box_1_25pct,89.76875,1.0,1.0,1.0925,100.0,100.0,2025-10-08,2025-10-08,4014.83375,green_box_quarter,green_box_2_25pct,3.27125,False,78.80625,78.80625,False,False,,,
2025-10-14,2025-10-13,L5,4.0,REGIME_CLOSE_ONLY,6,True,4093.64,green_box_quarter::green_box_2_25pct,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,121.07000000000062,75.53500000000031,prior_hlc,previous_pivot_hlc3,prior_hlc::previous_pivot_hlc3,87.983334,2.0,2.0,1.206667,100.0,100.0,2025-10-01,2025-10-13,4074.46,green_box_quarter,green_box_2_25pct,3.27125,False,19.18,19.18,False,False,,,
2025-10-14,2025-10-13,L5,5.0,REGIME_CLOSE_ONLY,6,True,4093.64,green_box_quarter::green_box_2_25pct,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,121.07000000000062,75.53500000000031,prior_range_fraction,prev_range_0.75,prior_range_fraction::prev_range_0.75,75.877083,1.0,1.0,2.3825,100.0,100.0,2025-10-07,2025-10-07,4086.7525,green_box_quarter,green_box_2_25pct,3.27125,False,6.8875,6.8875,False,False,,,
