level_date,prev_date,level_name,candidate_rank,candidate_method,prior_pool_count,prediction_available,actual_published_level,actual_anchor_key,range_bucket,close_position_bucket,rows_bucket,prev_range,box_size,candidate_anchor_family,candidate_anchor_name,candidate_anchor_key,candidate_score,candidate_prior_rows,candidate_prior_date_count,candidate_median_abs_distance,candidate_pct_within_3,candidate_pct_within_5,candidate_first_seen_date,candidate_last_seen_date,candidate_reconstructed_level,actual_anchor_family,actual_anchor_name,actual_anchor_abs_distance,candidate_anchor_hit,candidate_signed_error,candidate_abs_error,candidate_within_3,candidate_within_5,top1_anchor_hit_for_level,top3_anchor_hit_for_level,top5_anchor_hit_for_level
2025-10-01,2025-09-30,L4,,NO_HISTORY,0,False,3853.16,prior_range_fraction::prev_range_0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-01,2025-09-30,L5,,NO_HISTORY,0,False,3838.65,prior_hlc::previous_pivot_hlc3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-01,2025-09-30,L6,,NO_HISTORY,0,False,3820.29,green_box_midline::green_mid_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-01,2025-09-30,L7,,NO_HISTORY,0,False,3803.98,red_box_quarter::red_box_2_25pct,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-02,2025-10-01,L4,1.0,HISTORICAL_GLOBAL,1,True,3867.44,prior_range_fraction::prev_range_0.333333,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,42.06999999999971,36.034999999999854,prior_range_fraction,prev_range_0.75,prior_range_fraction::prev_range_0.75,91.8125,1.0,1.0,1.075,100.0,100.0,2025-10-01,2025-10-01,3884.8525,prior_range_fraction,prev_range_0.333333,0.116681,False,-17.4125,17.4125,False,False,False,False,False
2025-10-02,2025-10-01,L5,1.0,HISTORICAL_GLOBAL,1,True,3849.38,red_box_quarter::red_box_2_25pct,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,42.06999999999971,36.034999999999854,prior_hlc,previous_pivot_hlc3,prior_hlc::previous_pivot_hlc3,78.475,1.0,1.0,2.41,100.0,100.0,2025-10-01,2025-10-01,3871.403333,red_box_quarter,red_box_2_25pct,0.94625,False,-22.023333,22.023333,False,False,False,False,False
2025-10-02,2025-10-01,L6,1.0,HISTORICAL_GLOBAL,1,True,3832.79,red_box_quarter::red_box_2_75pct,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,42.06999999999971,36.034999999999854,green_box_midline,green_mid_1,green_box_midline::green_mid_1,94.4375,1.0,1.0,0.025,100.0,100.0,2025-10-01,2025-10-01,3871.3175,red_box_quarter,red_box_2_75pct,0.48125,False,-38.5275,38.5275,False,False,False,False,False
2025-10-02,2025-10-01,L7,1.0,HISTORICAL_GLOBAL,1,True,3817.0,red_box_quarter::red_box_3_25pct,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,42.06999999999971,36.034999999999854,red_box_quarter,red_box_2_25pct,red_box_quarter::red_box_2_25pct,94.25625,1.0,1.0,0.0975,100.0,100.0,2025-10-01,2025-10-01,3850.32625,red_box_quarter,red_box_3_25pct,2.70875,False,-33.32625,33.32625,False,False,False,False,False
2025-10-03,2025-10-02,L4,1.0,REGIME_RANGE_ONLY,1,True,3854.23,prior_hlc::previous_close,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,77.23000000000002,53.61500000000001,prior_range_fraction,prev_range_0.75,prior_range_fraction::prev_range_0.75,88.8125,1.0,1.0,1.075,100.0,100.0,2025-10-01,2025-10-01,3877.3225,prior_hlc,previous_close,2.01,False,-23.0925,23.0925,False,False,False,False,False
2025-10-03,2025-10-02,L5,1.0,REGIME_RANGE_ONLY,1,True,3833.88,green_box_quarter::green_box_1_25pct,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,77.23000000000002,53.61500000000001,prior_hlc,previous_pivot_hlc3,prior_hlc::previous_pivot_hlc3,75.475,1.0,1.0,2.41,100.0,100.0,2025-10-01,2025-10-01,3857.423333,green_box_quarter,green_box_1_25pct,1.07625,False,-23.543333,23.543333,False,False,False,False,False
2025-10-03,2025-10-02,L6,1.0,REGIME_RANGE_ONLY,1,True,3813.75,red_box_midline::red_mid_2,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,77.23000000000002,53.61500000000001,green_box_midline,green_mid_1,green_box_midline::green_mid_1,91.4375,1.0,1.0,0.025,100.0,100.0,2025-10-01,2025-10-01,3846.2075,red_box_midline,red_mid_2,2.4575,False,-32.4575,32.4575,False,False,False,False,False
2025-10-03,2025-10-02,L7,1.0,REGIME_RANGE_ONLY,1,True,3794.9,red_box_edge::red_edge_2,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,77.23000000000002,53.61500000000001,red_box_quarter,red_box_2_25pct,red_box_quarter::red_box_2_25pct,91.25625,1.0,1.0,0.0975,100.0,100.0,2025-10-01,2025-10-01,3829.61125,red_box_edge,red_edge_2,5.5,False,-34.71125,34.71125,False,False,False,False,False
