level_date,rolling_ordered_ladder_available,rolling_ordered_ladder_valid,rolling_ordered_ladder_median_abs_error,rolling_ordered_ladder_mean_abs_error,rolling_ordered_ladder_pct_within_3,rolling_ordered_ladder_pct_within_5,L4_rolling_price,L4_actual,L4_abs_error,L4_within_3,L4_within_5,L4_source_family,L4_source_type,L5_rolling_price,L5_actual,L5_abs_error,L5_within_3,L5_within_5,L5_source_family,L5_source_type,L6_rolling_price,L6_actual,L6_abs_error,L6_within_3,L6_within_5,L6_source_family,L6_source_type,L7_rolling_price,L7_actual,L7_abs_error,L7_within_3,L7_within_5,L7_source_family,L7_source_type,prev_date,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm
2026-01-13,True,True,0.281979,0.292189,100.0,100.0,4600.144265,4600.74,0.595735,True,True,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_recent8_median,4573.35375,4572.9,0.45375,True,True,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q25,4546.179792,4546.29,0.110208,True,True,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_mean,4518.099062,4518.09,0.009062,True,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_expanded_recent20_median,2026-01-12,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4597.38,PREV_CLOSE_PROXY,,NEUTRAL
2026-01-14,True,True,9.46526,12.334547,25.0,25.0,4598.403385,4597.86,0.543386,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_q25,4581.19349,4575.27,5.92349,False,False,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q25,4559.507031,4546.5,13.007031,False,False,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_expanded_q25,4549.004279,4519.14,29.864279,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_expanded_q25,2026-01-13,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4586.3,PREV_CLOSE_PROXY,,NEUTRAL
2026-01-15,True,True,16.891074,18.474908,0.0,0.0,4611.732482,4597.72,14.012482,False,False,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_expanded_q25,4589.857813,4574.22,15.637813,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_q25,4567.334336,4549.19,18.144336,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_q25,4543.045,4516.94,26.105,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_q25,2026-01-14,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4626.39,PREV_CLOSE_PROXY,,NEUTRAL
2026-01-16,True,True,0.22511,0.72333,100.0,100.0,4618.584155,4618.64,0.055845,True,True,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_superset_q75,4591.167971,4591.17,0.002029,True,True,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_original_mean,4566.415625,4566.81,0.394375,True,True,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_expanded_recent5_median,4543.561071,4541.12,2.441071,True,True,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_expanded_mean,2026-01-15,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4615.76,PREV_CLOSE_PROXY,,NEUTRAL
2026-01-19,True,True,0.224575,0.33135,100.0,100.0,4615.87375,4615.0,0.87375,True,True,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_expanded_q75,4592.40875,4592.49,0.08125,True,True,ROLLING_REGIME_LEVEL_RESIDUAL,original_base_regime_expanded_mean,4569.9925,4569.99,0.0025,True,True,ROLLING_ROW_LEVEL_RESIDUAL,original_base_rows_original_recent12_median,4546.4721,4546.84,0.3679,True,True,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_expanded_q75,2026-01-16,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4595.66,PREV_CLOSE_PROXY,,NEUTRAL
2026-01-20,True,True,0.358437,0.386406,100.0,100.0,4696.831875,4696.99,0.158125,True,True,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_original_recent20_median,4677.67875,4677.12,0.55875,True,True,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_superset_q25,4655.16375,4655.27,0.10625,True,True,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q25,4632.9475,4633.67,0.7225,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent8_median,2026-01-19,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4670.86,PREV_CLOSE_PROXY,,NEUTRAL
2026-01-21,True,True,95.998582,95.911513,0.0,0.0,4768.489087,4856.21,87.720913,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_expanded_q75,4750.883611,4833.04,82.156389,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_expanded_q75,4708.14375,4812.42,104.27625,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_expanded_q75,4683.3975,4792.89,109.4925,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_superset_q75,2026-01-20,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4763.3,PREV_CLOSE_PROXY,,NEUTRAL
2026-01-22,True,True,2.837657,2.544603,50.0,100.0,4849.684687,4853.55,3.865313,False,True,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_expanded_q75,4823.77491,4828.22,4.44509,False,True,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_expanded_q75,4803.84801,4803.79,0.05801,True,True,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_expanded_median,4778.09,4776.28,1.81,True,True,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_recent8_median,2026-01-21,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4831.03,PREV_CLOSE_PROXY,,NEUTRAL
2026-01-23,True,True,0.29859,2.083195,75.0,75.0,4918.542962,4918.05,0.492962,True,True,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_expanded_recent20_median,4895.729278,4895.71,0.019278,True,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_superset_mean,4878.476323,4870.76,7.716323,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_q25,4847.764219,4847.66,0.104219,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_q25,2026-01-22,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4936.06,PREV_CLOSE_PROXY,,NEUTRAL
2026-01-26,True,True,7.906379,8.640982,25.0,25.0,5066.952757,5057.59,9.362757,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_expanded_q25,5034.040937,5031.93,2.110937,True,True,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_superset_q25,5014.27,5007.82,6.45,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_superset_q25,5000.880235,4984.24,16.640235,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_q25,2026-01-23,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4987.98,PREV_CLOSE_PROXY,,NEUTRAL
2026-01-27,True,True,0.515,0.637802,100.0,100.0,5064.243194,5064.63,0.386806,True,True,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_expanded_mean,5031.9825,5033.46,1.4775,True,True,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_expanded_recent5_median,4998.106805,4998.75,0.643195,True,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_superset_q75,4958.776292,4958.82,0.043708,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_mean,2026-01-26,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,5008.17,PREV_CLOSE_PROXY,,NEUTRAL
2026-01-28,True,True,32.225903,32.662764,0.0,0.0,5198.974219,5243.94,44.965781,False,False,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_expanded_q75,5164.857001,5212.86,48.002999,False,False,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_expanded_q75,5161.383975,5180.87,19.486025,False,False,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_original_q75,5134.06375,5152.26,18.19625,False,False,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_superset_q75,2026-01-27,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,5181.22,PREV_CLOSE_PROXY,,NEUTRAL
2026-01-29,True,True,10.107075,12.433655,50.0,50.0,5326.58,5354.75,28.17,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_q75,5290.867187,5309.52,18.652813,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_q75,5249.278663,5250.84,1.561337,True,True,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_original_recent12_median,5203.650469,5202.3,1.350469,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_q25,2026-01-28,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,5417.12,PREV_CLOSE_PROXY,,NEUTRAL
2026-01-30,True,True,65.924264,61.6911,25.0,25.0,5504.259678,5502.93,1.329678,True,True,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_expanded_q75,5422.749752,5453.11,30.360248,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_expanded_q75,5287.183808,5400.77,113.586192,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_expanded_q75,5248.021719,5349.51,101.488281,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_expanded_q75,2026-01-29,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5370.92,PREV_CLOSE_PROXY,,NEUTRAL
2026-02-02,True,True,111.539352,109.991152,0.0,0.0,5066.849375,4926.32,140.529375,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_superset_q25,5033.243437,4879.19,154.053437,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_expanded_q25,4914.499329,4831.95,82.549329,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_original_q25,4843.322467,4780.49,62.832467,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_superset_q25,2026-01-30,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4885.18,PREV_CLOSE_PROXY,,NEUTRAL
2026-02-03,True,True,80.804603,80.810739,0.0,0.0,4821.625793,4884.57,62.944207,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_expanded_q75,4792.94,4848.53,55.59,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent5_median,4707.325,4805.99,98.665,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_q75,4662.20625,4768.25,106.04375,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_q75,2026-02-02,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4660.96,PREV_CLOSE_PROXY,,NEUTRAL
2026-02-04,True,True,43.71318,56.542242,0.0,0.0,4963.775674,4996.14,32.364326,False,False,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_expanded_q75,4910.69,4948.43,37.74,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent5_median,4850.513641,4900.2,49.686359,False,False,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_expanded_q75,4745.081719,4851.46,106.378281,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_expanded_q75,2026-02-03,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4946.72,PREV_CLOSE_PROXY,,NEUTRAL
2026-02-05,True,False,106.325601,112.778424,0.0,0.0,5076.7175,4990.45,86.2675,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_superset_q25,5067.981953,4944.86,123.121953,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_expanded_q25,4985.729249,4896.2,89.529249,False,False,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_superset_q25,4996.134992,4843.94,152.194992,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_superset_q25,2026-02-04,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4964.74,PREV_CLOSE_PROXY,,NEUTRAL
2026-02-06,True,True,2.339453,3.871839,75.0,75.0,4899.329453,4897.44,1.889453,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_q25,4856.869453,4854.08,2.789453,True,True,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_expanded_q25,4802.964041,4803.0,0.035959,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_mean,4757.562492,4746.79,10.772492,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_superset_q25,2026-02-05,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4779.46,PREV_CLOSE_PROXY,,NEUTRAL
2026-02-09,True,True,9.291638,10.137574,0.0,25.0,4963.365151,4956.67,6.695151,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_q25,4917.408125,4905.52,11.888125,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_q25,4872.371149,4853.78,18.591149,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_q25,4806.725871,4803.35,3.375871,False,True,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_expanded_q25,2026-02-06,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4965.74,PREV_CLOSE_PROXY,,NEUTRAL
2026-02-10,True,True,10.701562,15.548828,50.0,50.0,5139.833437,5139.66,0.173437,True,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_median,5100.923438,5081.07,19.853438,False,False,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_superset_q25,5033.070312,5034.62,1.549687,True,True,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_superset_q25,5027.63875,4987.02,40.61875,False,False,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_superset_q25,2026-02-09,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,5057.94,PREV_CLOSE_PROXY,,NEUTRAL
2026-02-11,True,True,2.385312,6.118947,50.0,75.0,5075.464837,5075.63,0.165163,True,True,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q25,5020.368125,5016.51,3.858125,False,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_q25,4986.87,4967.33,19.54,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent5_median,4911.3775,4912.29,0.9125,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent5_median,2026-02-10,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5025.3,PREV_CLOSE_PROXY,,NEUTRAL
2026-02-12,True,True,0.227747,0.350179,100.0,100.0,5117.428275,5117.76,0.331725,True,True,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_superset_mean,5075.75377,5075.63,0.12377,True,True,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_expanded_median,5037.536655,5037.65,0.113345,True,True,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_original_recent20_median,4998.288125,4999.12,0.831875,True,True,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_expanded_recent12_median,2026-02-11,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,5084.24,PREV_CLOSE_PROXY,,NEUTRAL
2026-02-13,True,True,0.306079,1.180481,75.0,100.0,4960.722843,4960.96,0.237157,True,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_expanded_median,4914.398515,4914.19,0.208515,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_recent8_median,4871.165,4870.79,0.375,True,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_q25,4821.77875,4825.68,3.90125,False,True,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_recent8_median,2026-02-12,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4921.64,PREV_CLOSE_PROXY,,NEUTRAL
2026-02-16,True,True,0.334687,0.35936,100.0,100.0,5040.628223,5039.88,0.748223,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_recent20_median,5001.280625,5001.35,0.069375,True,True,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_expanded_recent20_median,4960.55,4961.15,0.6,True,True,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_recent5_median,4914.170156,4914.19,0.019844,True,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_expanded_q25,2026-02-13,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,5042.46,PREV_CLOSE_PROXY,,NEUTRAL
2026-02-17,True,True,0.094714,1.326966,75.0,75.0,5037.1975,5037.25,0.0525,True,True,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_superset_q25,4997.473074,4997.56,0.086927,True,True,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_recent8_median,4962.9675,4963.07,0.1025,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_recent5_median,4915.504063,4920.57,5.065937,False,False,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_expanded_q75,2026-02-16,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4993.64,PREV_CLOSE_PROXY,,NEUTRAL
2026-02-18,True,True,0.1925,0.391642,100.0,100.0,4912.9,4912.68,0.22,True,True,ROLLING_BASE_SUPERSET,ORIGINAL_ORACLE_PRESERVED,4878.565,4878.73,0.165,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent5_median,4842.5425,4842.48,0.0625,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_median,4806.809068,4805.69,1.119068,True,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_mean,2026-02-17,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4877.1,PREV_CLOSE_PROXY,,NEUTRAL
2026-02-19,True,True,2.422318,7.472523,75.0,75.0,5005.909543,5030.72,24.810457,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_expanded_q75,5002.251111,5000.02,2.231111,True,True,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_expanded_q75,4970.276475,4972.89,2.613525,True,True,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_original_q75,4944.785,4944.55,0.235,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,2026-02-18,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4977.24,PREV_CLOSE_PROXY,,NEUTRAL
2026-02-20,True,True,0.04224,0.102761,100.0,100.0,5017.887813,5017.88,0.007812,True,True,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_superset_q25,4995.076354,4995.03,0.046355,True,True,ROLLING_RANGE_LEVEL_RESIDUAL,original_base_range_superset_median,4966.30875,4965.99,0.31875,True,True,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_superset_q25,4935.951875,4935.99,0.038125,True,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_expanded_q75,2026-02-19,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4995.96,PREV_CLOSE_PROXY,,NEUTRAL
2026-02-23,True,True,0.971615,1.169255,100.0,100.0,5150.6025,5150.72,0.1175,True,True,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_recent5_median,5128.736289,5126.12,2.616289,True,True,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_expanded_q75,5101.793438,5102.34,0.546562,True,True,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_superset_q75,5078.093333,5079.49,1.396667,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,2026-02-20,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,5107.8,PREV_CLOSE_PROXY,,NEUTRAL
2026-02-24,True,True,0.496875,1.194531,75.0,100.0,5263.409375,5263.54,0.130625,True,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_superset_q25,5235.555,5234.73,0.825,True,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_superset_q75,5205.13125,5205.3,0.16875,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent5_median,5180.27375,5176.62,3.65375,False,True,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_superset_q75,2026-02-23,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,5227.5,PREV_CLOSE_PROXY,,NEUTRAL
2026-02-25,True,True,0.450827,3.225999,75.0,75.0,5264.671562,5252.87,11.801562,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_expanded_q25,5210.789219,5210.99,0.200781,True,True,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_expanded_q25,5174.95384,5174.66,0.29384,True,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_expanded_q25,5141.847813,5141.24,0.607813,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_recent20_median,2026-02-24,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,5143.76,PREV_CLOSE_PROXY,,NEUTRAL
2026-02-26,True,True,3.496666,12.635136,25.0,75.0,5167.836087,5167.75,0.086087,True,True,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_expanded_q25,5132.566458,5128.94,3.626458,False,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_q25,5095.856875,5092.49,3.366875,False,True,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_expanded_recent5_median,5085.871124,5042.41,43.461124,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_q25,2026-02-25,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,5164.84,PREV_CLOSE_PROXY,,NEUTRAL
2026-02-27,True,True,2.53001,10.01895,50.0,75.0,5201.53875,5200.74,0.79875,True,True,ROLLING_REGIME_LEVEL_RESIDUAL,superset_base_regime_original_q25,5159.570625,5159.15,0.420625,True,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_superset_q25,5124.75127,5120.49,4.26127,False,True,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_expanded_recent5_median,5117.225156,5082.63,34.595156,False,False,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_expanded_q25,2026-02-26,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,5185.0,PREV_CLOSE_PROXY,,NEUTRAL
2026-03-02,True,True,0.131278,0.39734,100.0,100.0,5367.891818,5367.98,0.088182,True,True,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_original_mean,5326.234375,5326.06,0.174375,True,True,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_original_recent8_median,5290.69882,5290.73,0.03118,True,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_original_mean,5258.275625,5256.98,1.295625,True,True,ROLLING_RANGE_CLOSE_LEVEL_RESIDUAL,superset_base_range_close_expanded_recent5_median,2026-02-27,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,5280.0,PREV_CLOSE_PROXY,,NEUTRAL
2026-03-03,True,True,5.137106,6.86949,50.0,50.0,5326.24968,5324.04,2.20968,True,True,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_expanded_recent5_median,5294.704531,5286.64,8.064531,False,False,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_expanded_recent5_median,5250.37375,5249.62,0.75375,True,True,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_expanded_recent5_median,5230.38,5213.93,16.45,False,False,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_original_q25,2026-03-02,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5321.84,PREV_CLOSE_PROXY,,NEUTRAL
2026-03-04,True,True,1.381686,2.209984,75.0,75.0,5118.317812,5112.47,5.847812,False,False,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_superset_q75,5078.53125,5078.76,0.22875,True,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_superset_q25,5041.417253,5043.41,1.992747,True,True,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_expanded_q75,5013.010625,5012.24,0.770625,True,True,ROLLING_LEVEL_RESIDUAL,superset_base_level_expanded_q75,2026-03-03,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,5088.24,PREV_CLOSE_PROXY,,NEUTRAL
2026-03-05,True,True,0.175782,0.152578,100.0,100.0,5173.350937,5173.51,0.159063,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent20_median,5139.5725,5139.59,0.0175,True,True,ROLLING_SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_recent5_median,5103.90125,5103.66,0.24125,True,True,ROLLING_RANGE_LEVEL_RESIDUAL,superset_base_range_superset_recent12_median,5066.5375,5066.73,0.1925,True,True,ROLLING_ROW_LEVEL_RESIDUAL,superset_base_rows_superset_q25,2026-03-04,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5141.1,PREV_CLOSE_PROXY,,NEUTRAL
