level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm,selector_available_levels,superset_audited_pct_within_5,rolling_oracle_pct_within_5,selector_pct_within_5,selector_pct_within_3,selector_median_abs_error,selector_recovered_within_5_pct,selector_better_than_superset_pct,selector_date_safe_pct,ladder_selector_available,ladder_selector_valid,ladder_selector_pct_within_5,ladder_selector_pct_within_3,ladder_selector_median_abs_error
2026-02-13,2026-02-12,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4921.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,100.0,50.0,25.0,15.475188,50.0,50.0,100.0,True,True,50.0,25.0,15.475188
2026-02-16,2026-02-13,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,5042.46,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,0.0,0.0,13.184806,0.0,50.0,100.0,True,True,0.0,0.0,13.184806
2026-02-17,2026-02-16,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4993.64,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,75.0,50.0,25.0,15.757955,0.0,50.0,100.0,True,True,50.0,25.0,15.757955
2026-02-18,2026-02-17,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4877.1,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,100.0,25.0,25.0,5.435987,0.0,25.0,100.0,True,True,25.0,25.0,5.435987
2026-02-19,2026-02-18,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4977.24,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,75.0,0.0,0.0,41.98375,0.0,25.0,100.0,True,True,0.0,0.0,41.98375
2026-02-20,2026-02-19,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4995.96,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,0.0,8.895573,0.0,50.0,100.0,True,True,50.0,0.0,8.895573
2026-02-23,2026-02-20,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,5107.8,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,100.0,25.0,25.0,29.462083,25.0,25.0,100.0,True,True,25.0,25.0,29.462083
2026-02-24,2026-02-23,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,5227.5,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,25.0,25.0,10.985937,25.0,50.0,100.0,True,True,25.0,25.0,10.985937
2026-02-25,2026-02-24,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,5143.76,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,75.0,0.0,0.0,12.551825,0.0,75.0,100.0,True,True,0.0,0.0,12.551825
2026-02-26,2026-02-25,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,5164.84,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,75.0,25.0,0.0,24.735645,0.0,0.0,100.0,True,True,25.0,0.0,24.735645
2026-02-27,2026-02-26,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,5185.0,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,75.0,0.0,0.0,26.168843,0.0,0.0,100.0,True,True,0.0,0.0,26.168843
2026-03-02,2026-02-27,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,5280.0,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,100.0,75.0,50.0,2.739271,0.0,25.0,100.0,True,True,75.0,50.0,2.739271
2026-03-03,2026-03-02,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5321.84,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,50.0,0.0,0.0,42.650312,0.0,0.0,100.0,True,True,0.0,0.0,42.650312
2026-03-04,2026-03-03,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,5088.24,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,75.0,0.0,0.0,35.744599,0.0,25.0,100.0,True,False,0.0,0.0,35.744599
2026-03-05,2026-03-04,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5141.1,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,0.0,0.0,21.164125,0.0,0.0,100.0,True,True,0.0,0.0,21.164125
2026-03-06,2026-03-05,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,5081.02,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,100.0,0.0,0.0,9.727248,0.0,75.0,100.0,True,True,0.0,0.0,9.727248
2026-03-09,2026-03-06,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,5174.64,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,0.0,0.0,14.455182,0.0,25.0,100.0,True,True,0.0,0.0,14.455182
2026-03-10,2026-03-09,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5136.66,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,0.0,8.457418,0.0,75.0,100.0,True,False,25.0,0.0,8.457418
2026-03-11,2026-03-10,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5192.64,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,0.0,16.256754,0.0,0.0,100.0,True,True,25.0,0.0,16.256754
2026-03-12,2026-03-11,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,5175.96,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,50.0,5.680314,0.0,75.0,100.0,True,True,50.0,50.0,5.680314
2026-03-13,2026-03-12,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,5079.04,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,100.0,75.0,25.0,4.234407,0.0,25.0,100.0,True,True,75.0,25.0,4.234407
2026-03-16,2026-03-13,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,5018.66,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,75.0,50.0,3.765335,50.0,50.0,100.0,True,True,75.0,50.0,3.765335
2026-03-17,2026-03-16,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,5006.25,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,100.0,75.0,25.0,4.120197,0.0,25.0,100.0,True,True,75.0,25.0,4.120197
2026-03-18,2026-03-17,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,5005.5,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,50.0,25.0,5.263637,25.0,25.0,100.0,True,True,50.0,25.0,5.263637
2026-03-19,2026-03-18,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4818.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,111.756182,0.0,75.0,100.0,True,True,0.0,0.0,111.756182
2026-03-20,2026-03-19,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4650.38,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,89.59,0.0,25.0,100.0,True,True,0.0,0.0,89.59
2026-03-23,2026-03-20,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4498.06,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,25.0,0.0,13.056625,0.0,75.0,100.0,True,True,25.0,0.0,13.056625
2026-03-24,2026-03-23,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4406.68,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,50.0,0.0,0.0,48.768958,0.0,25.0,100.0,True,True,0.0,0.0,48.768958
2026-03-25,2026-03-24,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4474.36,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,75.0,0.0,0.0,21.948304,0.0,50.0,100.0,True,False,0.0,0.0,21.948304
2026-03-26,2026-03-25,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4506.28,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,25.0,25.0,11.278516,0.0,0.0,100.0,True,True,25.0,25.0,11.278516
2026-03-27,2026-03-26,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4378.0,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,75.0,0.0,0.0,16.841864,0.0,25.0,100.0,True,True,0.0,0.0,16.841864
2026-03-30,2026-03-27,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4495.46,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,25.0,9.273799,0.0,50.0,100.0,True,True,25.0,25.0,9.273799
2026-03-31,2026-03-30,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4511.02,PREV_CLOSE_PROXY,,NEUTRAL,4,100.0,100.0,75.0,50.0,2.67125,0.0,25.0,100.0,True,True,75.0,50.0,2.67125
2026-04-01,2026-03-31,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4667.12,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,75.0,0.0,0.0,39.1675,0.0,0.0,100.0,True,True,0.0,0.0,39.1675
2026-04-02,2026-04-01,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4758.18,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,25.0,6.044688,0.0,50.0,100.0,True,True,25.0,25.0,6.044688
2026-04-03,2026-04-02,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4676.04,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,75.0,25.0,25.0,12.942916,25.0,50.0,100.0,True,False,25.0,25.0,13.03875
2026-04-06,2026-04-02,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4676.04,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,0.0,0.0,12.827322,0.0,0.0,100.0,True,True,0.0,0.0,12.827322
2026-04-07,2026-04-06,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4650.5,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,0.0,8.594022,0.0,25.0,100.0,True,True,50.0,0.0,8.594022
2026-04-08,2026-04-07,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4705.73,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,25.0,25.0,9.717294,0.0,0.0,100.0,True,True,25.0,25.0,9.717294
2026-04-09,2026-04-08,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4719.26,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,25.0,5.941758,0.0,75.0,100.0,True,True,25.0,25.0,5.941758
2026-04-10,2026-04-09,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4765.5,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,25.0,8.08345,0.0,100.0,100.0,True,True,50.0,25.0,8.08345
2026-04-13,2026-04-10,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4749.18,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,25.0,9.581809,0.0,75.0,100.0,True,True,25.0,25.0,9.581809
2026-04-14,2026-04-13,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4740.3,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,25.0,0.0,8.51434,0.0,50.0,100.0,True,True,25.0,0.0,8.51434
2026-04-15,2026-04-14,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4841.68,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,50.0,4.139062,0.0,75.0,100.0,True,True,50.0,50.0,4.139062
2026-04-16,2026-04-15,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4790.68,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,50.0,25.0,10.81568,25.0,75.0,100.0,True,True,50.0,25.0,10.81568
2026-04-17,2026-04-16,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4790.78,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,100.0,25.0,25.0,12.861166,25.0,50.0,100.0,True,True,25.0,25.0,12.861166
2026-04-20,2026-04-17,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4832.42,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,25.0,0.0,6.698954,0.0,25.0,100.0,True,True,25.0,0.0,6.698954
2026-04-21,2026-04-20,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4820.66,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,25.0,12.414584,0.0,75.0,100.0,True,True,25.0,25.0,12.414584
2026-04-22,2026-04-21,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4720.06,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,0.0,0.0,7.228542,0.0,0.0,100.0,True,True,0.0,0.0,7.228542
2026-04-23,2026-04-22,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4740.18,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,70.473242,0.0,75.0,100.0,True,True,0.0,0.0,70.473242
2026-04-24,2026-04-23,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4694.36,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,50.0,0.0,0.0,36.688327,0.0,50.0,100.0,True,True,0.0,0.0,36.688327
2026-04-27,2026-04-24,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4707.26,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,25.0,0.0,0.0,49.223981,0.0,75.0,100.0,True,True,0.0,0.0,49.223981
2026-04-28,2026-04-27,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4681.76,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,25.0,25.0,5.468799,0.0,50.0,100.0,True,True,25.0,25.0,5.468799
2026-04-29,2026-04-28,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4597.2,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,100.0,75.0,50.0,2.485009,0.0,25.0,100.0,True,True,75.0,50.0,2.485009
2026-04-30,2026-04-29,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4543.48,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,75.0,0.0,0.0,18.467042,0.0,75.0,100.0,True,True,0.0,0.0,18.467042
2026-05-01,2026-04-30,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4621.76,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,50.0,0.0,0.0,23.158312,0.0,0.0,100.0,True,True,0.0,0.0,23.158312
2026-05-04,2026-05-01,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4615.53,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,25.0,6.87,0.0,25.0,100.0,True,True,50.0,25.0,6.87
2026-05-05,2026-05-04,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4523.73,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,50.0,50.0,4.627578,25.0,100.0,100.0,True,True,50.0,50.0,4.627578
2026-05-06,2026-05-05,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4557.19,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,25.0,8.43068,0.0,25.0,100.0,True,True,50.0,25.0,8.43068
2026-05-07,2026-05-06,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4690.84,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,50.0,0.0,0.0,20.401066,0.0,50.0,100.0,True,True,0.0,0.0,20.401066
2026-05-08,2026-05-07,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4687.08,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,75.0,25.0,25.0,17.129056,0.0,50.0,100.0,True,True,25.0,25.0,17.129056
2026-05-11,2026-05-08,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4715.62,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,75.0,25.0,25.0,6.702125,0.0,25.0,100.0,True,True,25.0,25.0,6.702125
2026-05-12,2026-05-11,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4734.64,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,25.0,10.935,0.0,50.0,100.0,True,True,25.0,25.0,10.935
2026-05-13,2026-05-12,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4715.15,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,0.0,0.0,6.900909,0.0,50.0,100.0,True,True,0.0,0.0,6.900909
2026-05-14,2026-05-13,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4688.78,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,50.0,0.0,0.0,24.48125,0.0,75.0,100.0,True,True,0.0,0.0,24.48125
2026-05-15,2026-05-14,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4652.36,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,25.0,0.0,15.929244,0.0,0.0,100.0,True,True,25.0,0.0,15.929244
2026-05-18,2026-05-15,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4538.64,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,100.0,50.0,50.0,3.84582,0.0,25.0,100.0,True,True,50.0,50.0,3.84582
2026-05-19,2026-05-18,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4566.12,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,75.0,0.0,0.0,18.506563,0.0,75.0,100.0,True,True,0.0,0.0,18.506563
2026-05-20,2026-05-19,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4481.92,PREV_CLOSE_PROXY,,NEUTRAL,4,100.0,100.0,50.0,50.0,3.663146,0.0,50.0,100.0,True,True,50.0,50.0,3.663146
2026-05-21,2026-05-20,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4543.62,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,75.0,25.0,0.0,17.652102,25.0,75.0,100.0,True,False,25.0,0.0,17.652102
2026-05-22,2026-05-21,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4543.05,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,100.0,50.0,25.0,5.093312,0.0,25.0,100.0,True,False,75.0,50.0,3.064586
2026-05-25,2026-05-22,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4507.9,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,75.0,0.0,0.0,27.258125,0.0,75.0,100.0,True,True,0.0,0.0,27.258125
2026-05-26,2026-05-25,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4570.94,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,100.0,0.0,0.0,16.646274,0.0,50.0,100.0,True,True,0.0,0.0,16.646274
2026-05-27,2026-05-26,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4507.47,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,50.0,4.332487,0.0,50.0,100.0,True,True,50.0,50.0,4.332487
2026-05-28,2026-05-27,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4456.18,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,75.0,0.0,0.0,11.354063,0.0,0.0,100.0,True,True,0.0,0.0,11.354063
2026-05-29,2026-05-28,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4495.64,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,100.0,0.0,0.0,27.17423,0.0,25.0,100.0,True,True,0.0,0.0,27.17423
2026-06-01,2026-05-29,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4541.13,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,75.0,25.0,25.0,14.339382,25.0,75.0,100.0,True,False,25.0,25.0,14.339382
2026-06-02,2026-06-01,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4484.66,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,75.0,25.0,25.0,9.413017,0.0,0.0,100.0,True,True,25.0,25.0,9.413017
2026-06-03,2026-06-02,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4487.83,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,75.0,50.0,2.194039,50.0,50.0,100.0,True,True,75.0,50.0,2.194039
2026-06-04,2026-06-03,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4434.35,PREV_CLOSE_PROXY,,NEUTRAL,4,100.0,100.0,0.0,0.0,5.588125,0.0,0.0,100.0,True,True,0.0,0.0,5.588125
2026-06-05,2026-06-04,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4475.16,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,0.0,5.331575,0.0,75.0,100.0,True,True,50.0,0.0,5.331575
2026-06-08,2026-06-05,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4328.02,PREV_CLOSE_PROXY,,NEUTRAL,4,75.0,100.0,75.0,50.0,2.375873,0.0,50.0,100.0,True,True,75.0,50.0,2.375873
2026-06-09,2026-06-08,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4329.71,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,25.0,25.0,9.660781,0.0,75.0,100.0,True,True,25.0,25.0,9.660781
2026-06-10,2026-06-09,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4259.46,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,25.0,0.0,0.0,39.07875,0.0,50.0,100.0,True,True,0.0,0.0,39.07875
2026-06-11,2026-06-10,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4071.32,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,50.0,0.0,0.0,28.9125,0.0,75.0,100.0,True,True,0.0,0.0,28.9125
2026-06-12,2026-06-11,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4210.77,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,25.0,0.0,11.241094,0.0,25.0,100.0,True,True,25.0,0.0,11.241094
2026-06-15,2026-06-12,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4218.5,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,55.41569,0.0,25.0,100.0,True,True,0.0,0.0,55.41569
2026-06-16,2026-06-15,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4309.03,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,50.0,5.105045,0.0,0.0,100.0,True,True,50.0,50.0,5.105045
2026-06-17,2026-06-16,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4331.14,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,100.0,0.0,0.0,10.935249,0.0,25.0,100.0,True,True,0.0,0.0,10.935249
2026-06-18,2026-06-17,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4257.74,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,50.0,0.0,0.0,22.102502,0.0,50.0,100.0,True,True,0.0,0.0,22.102502
2026-06-19,2026-06-18,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4209.04,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,0.0,0.0,0.0,51.219239,0.0,25.0,100.0,True,True,0.0,0.0,51.219239
2026-06-22,2026-06-19,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4155.81,PREV_CLOSE_PROXY,,NEUTRAL,4,50.0,100.0,50.0,25.0,8.264636,0.0,50.0,100.0,True,True,50.0,25.0,8.264636
2026-06-23,2026-06-22,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4191.26,PREV_CLOSE_PROXY,,NEUTRAL,4,25.0,50.0,25.0,25.0,16.884845,0.0,100.0,100.0,True,True,25.0,25.0,16.884845
2026-06-25,2026-06-24,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3999.01,PREV_CLOSE_PROXY,,NEUTRAL,4,0.0,75.0,0.0,0.0,18.07125,0.0,50.0,100.0,True,False,0.0,0.0,17.85125
