level_date,prev_date,level_name,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm,expanded_cluster_raw_id,expanded_cluster_candidate_count,expanded_cluster_min,expanded_cluster_max,expanded_cluster_mid,expanded_cluster_width,expanded_cluster_score,actual_published_level,expanded_cluster_abs_error,expanded_cluster_within_3,expanded_cluster_within_5,expanded_cluster_within_10,expanded_source_families,expanded_source_types,expanded_candidate_prices,expanded_candidate_count,expanded_cluster_rank
2025-10-08,2025-10-07,L6,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3984.32,PREV_CLOSE_PROXY,,NEUTRAL,1,17,3917.865,3944.235625,3931.050312,26.370625,59.329679,3929.69,1.360312,True,True,True,MICRO_OFFSET | MID_GAP | ORIGINAL_CLUSTER | QUARTER_ROUNDING | RESIDUAL_LEVEL | RESIDUAL_REGIME_LEVEL,adjacent_cluster_midpoint | base_cluster | base_plus_+11 | base_plus_+13 | base_plus_+3 | base_plus_+5 | base_plus_+8 | base_plus_-11 | base_plus_-13 | base_plus_-3 | base_plus_-5 | base_plus_-8 | nearest_quarter_variant | prior_level_median_residual | prior_regime_level_median_residual,3917.865000 | 3919.865000 | 3922.865000 | 3925.865000 | 3927.865000 | 3930.500000 | 3930.750000 | 3930.865000 | 3930.865000 | 3931.000000 | 3933.865000 | 3935.865000 | 3938.865000 | 3941.865000 | 3942.963750 | 3943.865000 | 3944.235625,17,1
2025-10-08,2025-10-07,L7,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3984.32,PREV_CLOSE_PROXY,,NEUTRAL,1,17,3897.8,3924.02125,3910.910625,26.22125,56.099188,3910.27,0.640625,True,True,True,MICRO_OFFSET | MID_GAP | ORIGINAL_CLUSTER | QUARTER_ROUNDING | RESIDUAL_LEVEL | RESIDUAL_REGIME_LEVEL,adjacent_cluster_midpoint | base_cluster | base_plus_+11 | base_plus_+13 | base_plus_+3 | base_plus_+5 | base_plus_+8 | base_plus_-11 | base_plus_-13 | base_plus_-3 | base_plus_-5 | base_plus_-8 | nearest_quarter_variant | prior_level_median_residual | prior_regime_level_median_residual,3897.800000 | 3899.800000 | 3902.800000 | 3905.800000 | 3907.800000 | 3910.500000 | 3910.750000 | 3910.800000 | 3910.800000 | 3911.000000 | 3913.800000 | 3915.800000 | 3918.800000 | 3921.800000 | 3923.800000 | 3924.021250 | 3924.021250,17,1
2025-10-09,2025-10-08,L4,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4041.38,PREV_CLOSE_PROXY,,NEUTRAL,1,17,4028.38,4056.8875,4042.63375,28.5075,62.601735,4038.76,3.87375,False,True,True,MICRO_OFFSET | MID_GAP | ORIGINAL_CLUSTER | QUARTER_ROUNDING | RESIDUAL_LEVEL | RESIDUAL_REGIME_LEVEL,adjacent_cluster_midpoint | base_cluster | base_plus_+11 | base_plus_+13 | base_plus_+3 | base_plus_+5 | base_plus_+8 | base_plus_-11 | base_plus_-13 | base_plus_-3 | base_plus_-5 | base_plus_-8 | nearest_quarter_variant | prior_level_median_residual | prior_regime_level_median_residual,4028.380000 | 4030.380000 | 4033.380000 | 4036.380000 | 4038.380000 | 4041.250000 | 4041.380000 | 4041.380000 | 4041.500000 | 4041.750000 | 4044.380000 | 4046.380000 | 4048.308750 | 4049.380000 | 4052.380000 | 4054.380000 | 4056.887500,17,1
2025-10-09,2025-10-08,L5,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4041.38,PREV_CLOSE_PROXY,,NEUTRAL,1,17,4027.21,4053.21,4040.21,26.0,75.32055,4019.13,21.08,False,False,False,MICRO_OFFSET | MID_GAP | ORIGINAL_CLUSTER | QUARTER_ROUNDING | RESIDUAL_LEVEL | RESIDUAL_REGIME_LEVEL,adjacent_cluster_midpoint | base_cluster | base_plus_+11 | base_plus_+13 | base_plus_+3 | base_plus_+5 | base_plus_+8 | base_plus_-11 | base_plus_-13 | base_plus_-3 | base_plus_-5 | base_plus_-8 | nearest_quarter_variant | prior_level_median_residual | prior_regime_level_median_residual,4027.210000 | 4029.210000 | 4032.210000 | 4035.210000 | 4037.210000 | 4040.000000 | 4040.210000 | 4040.210000 | 4040.250000 | 4040.500000 | 4043.210000 | 4045.210000 | 4047.980000 | 4047.980000 | 4048.210000 | 4051.210000 | 4053.210000,17,1
2025-10-09,2025-10-08,L6,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4041.38,PREV_CLOSE_PROXY,,NEUTRAL,1,17,4010.035,4037.6775,4023.85625,27.6425,81.780435,4001.52,22.33625,False,False,False,MICRO_OFFSET | MID_GAP | ORIGINAL_CLUSTER | QUARTER_ROUNDING | RESIDUAL_LEVEL | RESIDUAL_REGIME_LEVEL,adjacent_cluster_midpoint | base_cluster | base_plus_+11 | base_plus_+13 | base_plus_+3 | base_plus_+5 | base_plus_+8 | base_plus_-11 | base_plus_-13 | base_plus_-3 | base_plus_-5 | base_plus_-8 | nearest_quarter_variant | prior_level_median_residual | prior_regime_level_median_residual,4010.035000 | 4012.035000 | 4015.035000 | 4018.035000 | 4020.035000 | 4022.750000 | 4023.000000 | 4023.035000 | 4023.035000 | 4023.250000 | 4026.035000 | 4028.035000 | 4031.035000 | 4034.035000 | 4035.133750 | 4036.035000 | 4037.677500,17,1
2025-10-09,2025-10-08,L7,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4041.38,PREV_CLOSE_PROXY,,NEUTRAL,1,16,3834.56,3860.56,3847.56,26.0,27.404843,3985.35,137.79,False,False,False,MICRO_OFFSET | MID_GAP | ORIGINAL_CLUSTER | QUARTER_ROUNDING | RESIDUAL_LEVEL,adjacent_cluster_midpoint | base_cluster | base_plus_+11 | base_plus_+13 | base_plus_+3 | base_plus_+5 | base_plus_+8 | base_plus_-11 | base_plus_-13 | base_plus_-3 | base_plus_-5 | base_plus_-8 | nearest_quarter_variant | prior_level_median_residual,3834.560000 | 3836.560000 | 3839.560000 | 3842.560000 | 3844.560000 | 3847.250000 | 3847.500000 | 3847.560000 | 3847.560000 | 3847.750000 | 3850.560000 | 3852.560000 | 3853.905625 | 3855.560000 | 3858.560000 | 3860.560000,16,1
2025-10-10,2025-10-09,L4,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3975.96,PREV_CLOSE_PROXY,,NEUTRAL,2,16,4016.7025,4042.7025,4029.7025,26.0,73.898096,3999.31,30.3925,False,False,False,MICRO_OFFSET | MID_GAP | ORIGINAL_CLUSTER | QUARTER_ROUNDING | RESIDUAL_LEVEL,adjacent_cluster_midpoint | base_cluster | base_plus_+11 | base_plus_+13 | base_plus_+3 | base_plus_+5 | base_plus_+8 | base_plus_-11 | base_plus_-13 | base_plus_-3 | base_plus_-5 | base_plus_-8 | nearest_quarter_variant | prior_level_median_residual,4016.702500 | 4018.702500 | 4021.702500 | 4024.702500 | 4026.702500 | 4028.052500 | 4029.500000 | 4029.702500 | 4029.702500 | 4029.750000 | 4030.000000 | 4032.702500 | 4034.702500 | 4037.702500 | 4040.702500 | 4042.702500,16,1
2025-10-10,2025-10-09,L4,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3975.96,PREV_CLOSE_PROXY,,NEUTRAL,1,16,3962.96,3988.96,3975.96,26.0,55.644795,3999.31,23.35,False,False,False,MICRO_OFFSET | MID_GAP | ORIGINAL_CLUSTER | QUARTER_ROUNDING | RESIDUAL_LEVEL,adjacent_cluster_midpoint | base_cluster | base_plus_+11 | base_plus_+13 | base_plus_+3 | base_plus_+5 | base_plus_+8 | base_plus_-11 | base_plus_-13 | base_plus_-3 | base_plus_-5 | base_plus_-8 | nearest_quarter_variant | prior_level_median_residual,3962.960000 | 3964.960000 | 3967.960000 | 3970.960000 | 3972.960000 | 3974.310000 | 3975.750000 | 3975.960000 | 3975.960000 | 3976.000000 | 3976.250000 | 3978.960000 | 3980.960000 | 3983.960000 | 3986.960000 | 3988.960000,16,2
2025-10-10,2025-10-09,L5,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3975.96,PREV_CLOSE_PROXY,,NEUTRAL,2,50,3979.93,4042.7025,4011.31625,62.7725,73.15474,3980.31,31.00625,False,False,False,MICRO_OFFSET | MID_GAP | ORIGINAL_CLUSTER | QUARTER_ROUNDING | RESIDUAL_LEVEL,adjacent_cluster_midpoint | base_cluster | base_plus_+11 | base_plus_+13 | base_plus_+3 | base_plus_+5 | base_plus_+8 | base_plus_-11 | base_plus_-13 | base_plus_-3 | base_plus_-5 | base_plus_-8 | nearest_quarter_variant | prior_level_median_residual,3979.930000 | 3981.930000 | 3984.930000 | 3987.930000 | 3989.930000 | 3991.308750 | 3992.750000 | 3992.930000 | 3992.930000 | 3993.000000 | 3993.250000 | 3993.308750 | 3995.930000 | 3996.308750 | 3997.930000 | 3998.619375 | 3999.308750 | 4000.700000 | 4000.930000 | 4001.308750 | 4003.930000 | 4004.000000 | 4004.250000 | 4004.308750 | 4004.308750 | 4004.500000 | 4005.930000 | 4007.308750 | 4009.308750 | 4012.078750 | 4012.308750 | 4015.308750 | 4016.702500 | 4017.005625 | 4017.308750 | 4018.702500 | 4021.702500 | 4024.702500 | 4026.702500 | 4029.500000 | 4029.702500 | 4029.702500 | 4029.750000 | 4030.000000 | 4032.702500 | 4034.702500 | 4037.472500 | 4037.702500 | 4040.702500 | 4042.702500,50,1
2025-10-10,2025-10-09,L5,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3975.96,PREV_CLOSE_PROXY,,NEUTRAL,1,16,3949.73375,3975.73375,3962.73375,26.0,62.081665,3980.31,17.57625,False,False,False,MICRO_OFFSET | MID_GAP | ORIGINAL_CLUSTER | QUARTER_ROUNDING | RESIDUAL_LEVEL,adjacent_cluster_midpoint | base_cluster | base_plus_+11 | base_plus_+13 | base_plus_+3 | base_plus_+5 | base_plus_+8 | base_plus_-11 | base_plus_-13 | base_plus_-3 | base_plus_-5 | base_plus_-8 | nearest_quarter_variant | prior_level_median_residual,3949.733750 | 3951.733750 | 3954.733750 | 3957.733750 | 3959.733750 | 3962.500000 | 3962.733750 | 3962.733750 | 3962.750000 | 3963.000000 | 3965.733750 | 3967.733750 | 3970.503750 | 3970.733750 | 3973.733750 | 3975.733750,16,2
