level_date,level_name,published_rank_low_to_high,published_rank_high_to_low,published_level,formula_source,formula_anchor_family,formula_anchor_name,formula_candidate_score,reconstructed_level,signed_reconstruction_error,abs_reconstruction_error,reconstruction_within_3,reconstruction_within_5,nearest_anchor_family,nearest_anchor_name,nearest_anchor_abs_distance
2025-10-01,L10,1,10,3740.83,level_name,red_box_midline,red_mid_4,81.46875,3681.775,59.055,59.055,False,False,red_box_midline,red_mid_3,4.785
2025-10-01,L9,2,9,3762.36,level_name,red_box_quarter,red_box_4_25pct,70.301562,3695.3425,67.0175,67.0175,False,False,red_box_edge,red_edge_2,0.82
2025-10-01,L8,3,8,3784.19,level_name,prior_range_fraction,prev_range_0.25,80.7125,3812.815,-28.625,28.625,False,False,red_box_midline,red_mid_2,6.125
2025-10-01,L7,4,7,3803.98,level_name,red_box_quarter,red_box_2_25pct,94.43125,3803.8825,0.0975,0.0975,True,True,red_box_quarter,red_box_2_25pct,0.0975
2025-10-01,L6,5,6,3820.29,level_name,prior_hlc,previous_pivot_hlc3,92.570834,3841.06,-20.77,20.77,False,False,green_box_midline,green_mid_1,0.025
2025-10-01,L5,6,5,3838.65,level_name,green_box_edge,green_edge_1,94.7375,3847.45,-8.8,8.8,False,False,prior_hlc,previous_pivot_hlc3,2.41
2025-10-01,L4,7,4,3853.16,level_name,green_box_edge,green_edge_1,95.25,3847.45,5.71,5.71,False,False,prior_range_fraction,prev_range_0.75,1.075
2025-10-01,L3,8,3,3869.29,level_name,prior_range_fraction,prev_range_0.875,85.240625,3861.9025,7.3875,7.3875,False,False,prior_hlc,previous_high,2.43
2025-10-01,L2,9,2,3883.9,level_name,prior_range_fraction,prev_range_0.875,91.7625,3861.9025,21.9975,21.9975,False,False,green_box_quarter,green_box_2_75pct,4.2525
2025-10-01,L1,10,1,3901.14,level_name,green_box_quarter,green_box_2_75pct,74.274816,3888.1525,12.9875,12.9875,False,False,green_box_edge,green_edge_2,0.58
2025-10-02,L10,1,10,3762.36,level_name,red_box_midline,red_mid_4,81.46875,3769.2475,-6.8875,6.8875,False,False,red_box_quarter,red_box_4_75pct,2.12125
2025-10-02,L9,2,9,3780.91,level_name,red_box_quarter,red_box_4_25pct,70.301562,3778.25625,2.65375,2.65375,True,True,red_box_quarter,red_box_4_25pct,2.65375
2025-10-02,L8,3,8,3799.0,level_name,prior_range_fraction,prev_range_0.25,80.7125,3863.8175,-64.8175,64.8175,False,False,red_box_quarter,red_box_3_75pct,2.72625
2025-10-02,L7,4,7,3817.0,level_name,red_box_quarter,red_box_2_25pct,94.43125,3850.32625,-33.32625,33.32625,False,False,red_box_quarter,red_box_3_25pct,2.70875
2025-10-02,L6,5,6,3832.79,level_name,prior_hlc,previous_pivot_hlc3,92.570834,3871.403333,-38.613333,38.613333,False,False,red_box_quarter,red_box_2_75pct,0.48125
2025-10-02,L5,6,5,3849.38,level_name,green_box_edge,green_edge_1,94.7375,3889.335,-39.955,39.955,False,False,red_box_quarter,red_box_2_25pct,0.94625
2025-10-02,L4,7,4,3867.44,level_name,green_box_edge,green_edge_1,95.25,3889.335,-21.895,21.895,False,False,prior_range_fraction,prev_range_0.333333,0.116681
2025-10-02,L3,8,3,3883.17,level_name,prior_range_fraction,prev_range_0.875,85.240625,3890.11125,-6.94125,6.94125,False,False,prior_range_fraction,prev_range_0.75,1.6825
2025-10-02,L2,9,2,3899.89,level_name,prior_range_fraction,prev_range_0.875,91.7625,3890.11125,9.77875,9.77875,False,False,green_box_quarter,green_box_2_25pct,1.54625
2025-10-02,L1,10,1,3914.45,level_name,green_box_quarter,green_box_2_75pct,74.274816,3916.36125,-1.91125,1.91125,True,True,green_box_quarter,green_box_2_75pct,1.91125
2025-10-03,L10,1,10,3736.63,level_name,red_box_midline,red_mid_4,81.46875,3708.9775,27.6525,27.6525,False,False,red_box_edge,red_edge_3,0.845
2025-10-03,L9,2,9,3756.16,level_name,red_box_quarter,red_box_4_25pct,70.301562,3722.38125,33.77875,33.77875,False,False,red_box_midline,red_mid_3,6.4325
2025-10-03,L8,3,8,3778.1,level_name,prior_range_fraction,prev_range_0.25,80.7125,3838.7075,-60.6075,60.6075,False,False,red_box_quarter,red_box_3_25pct,2.10375
2025-10-03,L7,4,7,3794.9,level_name,red_box_quarter,red_box_2_25pct,94.43125,3829.61125,-34.71125,34.71125,False,False,red_box_edge,red_edge_2,5.5
2025-10-03,L6,5,6,3813.75,level_name,prior_hlc,previous_pivot_hlc3,92.570834,3857.423333,-43.673333,43.673333,False,False,red_box_midline,red_mid_2,2.4575
2025-10-03,L5,6,5,3833.88,level_name,green_box_edge,green_edge_1,94.7375,3873.015,-39.135,39.135,False,False,green_box_quarter,green_box_1_25pct,1.07625
2025-10-03,L4,7,4,3854.23,level_name,green_box_edge,green_edge_1,95.25,3873.015,-18.785,18.785,False,False,prior_hlc,previous_close,2.01
2025-10-03,L3,8,3,3871.96,level_name,prior_range_fraction,prev_range_0.875,85.240625,3886.97625,-15.01625,15.01625,False,False,green_box_edge,green_edge_1,1.055
2025-10-03,L2,9,2,3889.78,level_name,prior_range_fraction,prev_range_0.875,91.7625,3886.97625,2.80375,2.80375,True,True,prior_range_fraction,prev_range_0.875,2.80375
2025-10-03,L1,10,1,3907.81,level_name,green_box_quarter,green_box_2_75pct,74.274816,3913.22625,-5.41625,5.41625,False,False,green_box_quarter,green_box_2_75pct,5.41625
2025-10-06,L7,1,7,3810.83,level_name,red_box_quarter,red_box_2_25pct,94.43125,3839.41375,-28.58375,28.58375,False,False,red_box_edge,red_edge_2,2.77
2025-10-06,L6,2,6,3830.61,level_name,prior_hlc,previous_pivot_hlc3,92.570834,3872.053333,-41.443333,41.443333,False,False,red_box_midline,red_mid_2,1.6475
2025-10-06,L5,3,5,3851.28,level_name,green_box_edge,green_edge_1,94.7375,3879.865,-28.585,28.585,False,False,prior_range_fraction,prev_range_0.25,0.1825
2025-10-06,L4,4,4,3872.61,level_name,green_box_edge,green_edge_1,95.25,3879.865,-7.255,7.255,False,False,prior_hlc,previous_pivot_hlc3,0.556667
2025-10-06,L3,5,3,3892.39,level_name,prior_range_fraction,prev_range_0.875,85.240625,3884.96875,7.42125,7.42125,False,False,prior_hlc,previous_high,0.72
2025-10-06,L2,6,2,3911.19,level_name,prior_range_fraction,prev_range_0.875,91.7625,3884.96875,26.22125,26.22125,False,False,green_box_quarter,green_box_2_75pct,0.02875
2025-10-06,L1,7,1,3932.0,level_name,green_box_quarter,green_box_2_75pct,74.274816,3911.21875,20.78125,20.78125,False,False,green_box_quarter,green_box_3_25pct,0.12125
2025-10-07,L7,1,8,3710.52,level_name,red_box_quarter,red_box_2_25pct,94.43125,3897.74625,-187.22625,187.22625,False,False,red_box_edge,red_edge_4,28.18
2025-10-07,L8,2,7,3895.71,level_name,prior_range_fraction,prev_range_0.25,80.7125,3905.7875,-10.0775,10.0775,False,False,prior_range_fraction,prev_range_0.125,0.63125
2025-10-07,L6,3,6,3927.93,level_name,prior_hlc,previous_pivot_hlc3,92.570834,3938.47,-10.54,10.54,False,False,green_box_quarter,green_box_1_75pct,0.18375
2025-10-07,L5,4,5,3946.24,level_name,green_box_edge,green_edge_1,94.7375,3942.205,4.035,4.035,False,True,prior_range_fraction,prev_range_0.75,2.3825
2025-10-07,L4,5,4,3964.13,level_name,green_box_edge,green_edge_1,95.25,3942.205,21.925,21.925,False,False,prior_hlc,previous_close,3.13
2025-10-07,L3,6,3,3978.02,level_name,prior_range_fraction,prev_range_0.875,85.240625,3959.33125,18.68875,18.68875,False,False,green_box_midline,green_mid_2,6.8975
2025-10-07,L2,7,2,3992.54,level_name,prior_range_fraction,prev_range_0.875,91.7625,3959.33125,33.20875,33.20875,False,False,green_box_quarter,green_box_2_75pct,6.95875
2025-10-07,L1,8,1,4005.93,level_name,green_box_quarter,green_box_2_75pct,74.274816,3985.58125,20.34875,20.34875,False,False,green_box_edge,green_edge_2,5.89
2025-10-08,L2,1,7,400.59,level_name,prior_range_fraction,prev_range_0.875,91.7625,3984.7775,-3584.1875,3584.1875,False,False,red_box_edge,red_edge_4,3429.95
2025-10-08,L7,2,6,3910.27,level_name,red_box_quarter,red_box_2_25pct,94.43125,3940.8975,-30.6275,30.6275,False,False,red_box_edge,red_edge_2,0.53
2025-10-08,L6,3,5,3929.69,level_name,prior_hlc,previous_pivot_hlc3,92.570834,3972.06,-42.37,42.37,False,False,red_box_midline,red_mid_2,1.175
2025-10-08,L5,4,4,3949.74,level_name,green_box_edge,green_edge_1,94.7375,3980.93,-31.19,31.19,False,False,green_box_quarter,green_box_1_25pct,1.0925
2025-10-08,L4,5,3,3970.41,level_name,green_box_edge,green_edge_1,95.25,3980.93,-10.52,10.52,False,False,green_box_quarter,green_box_1_75pct,0.4875
2025-10-08,L3,6,2,3986.53,level_name,prior_range_fraction,prev_range_0.875,85.240625,3984.7775,1.7525,1.7525,True,True,prior_range_fraction,prev_range_0.875,1.7525
2025-10-08,L1,7,1,4016.4,level_name,green_box_quarter,green_box_2_75pct,74.274816,4011.0275,5.3725,5.3725,False,False,green_box_edge,green_edge_2,4.66
2025-10-09,L8,1,8,3966.3,level_name,prior_range_fraction,prev_range_0.25,80.7125,4002.31,-36.01,36.01,False,False,red_box_quarter,red_box_2_75pct,0.285
2025-10-09,L7,2,7,3985.35,level_name,red_box_quarter,red_box_2_25pct,94.43125,3993.035,-7.685,7.685,False,False,prior_hlc,previous_low,1.99
2025-10-09,L6,3,6,4001.52,level_name,prior_hlc,previous_pivot_hlc3,92.570834,4027.966667,-26.446667,26.446667,False,False,prior_range_fraction,prev_range_0.25,0.79
2025-10-09,L5,4,5,4019.13,level_name,green_box_edge,green_edge_1,94.7375,4036.26,-17.13,17.13,False,False,red_box_quarter,red_box_1_75pct,0.355
2025-10-09,L4,5,4,4038.76,level_name,green_box_edge,green_edge_1,95.25,4036.26,2.5,2.5,True,True,prior_range_fraction,prev_range_0.75,1.45
2025-10-09,L3,6,3,4057.81,level_name,prior_range_fraction,prev_range_0.875,85.240625,4049.685,8.125,8.125,False,False,prior_hlc,previous_high,1.35
2025-10-09,L2,7,2,4074.84,level_name,prior_range_fraction,prev_range_0.875,91.7625,4049.685,25.155,25.155,False,False,green_box_quarter,green_box_2_75pct,1.095
2025-10-09,L1,8,1,4090.89,level_name,green_box_quarter,green_box_2_75pct,74.274816,4075.935,14.955,14.955,False,False,green_box_edge,green_edge_2,1.73
2025-10-10,L10,1,10,3869.71,level_name,red_box_midline,red_mid_4,81.46875,3807.4775,62.2325,62.2325,False,False,red_box_quarter,red_box_3_75pct,8.55125
2025-10-10,L9,2,9,3892.28,level_name,red_box_quarter,red_box_4_25pct,70.301562,3825.37125,66.90875,66.90875,False,False,red_box_quarter,red_box_3_25pct,4.66625
2025-10-10,L8,3,8,3918.25,level_name,prior_range_fraction,prev_range_0.25,80.7125,3973.1275,-54.8775,54.8775,False,False,red_box_edge,red_edge_2,3.41
2025-10-10,L7,4,7,3943.24,level_name,red_box_quarter,red_box_2_25pct,94.43125,3968.52125,-25.28125,25.28125,False,False,prior_hlc,previous_low,1.6
2025-10-10,L6,5,6,3961.97,level_name,prior_hlc,previous_pivot_hlc3,92.570834,3992.93,-30.96,30.96,False,False,green_box_quarter,green_box_1_25pct,0.76375
2025-10-10,L5,6,5,3980.31,level_name,green_box_edge,green_edge_1,94.7375,4016.415,-36.105,36.105,False,False,green_box_midline,green_mid_1,0.3175
2025-10-10,L4,7,4,3999.31,level_name,green_box_edge,green_edge_1,95.25,4016.415,-17.105,17.105,False,False,green_box_quarter,green_box_1_75pct,0.78875
2025-10-10,L3,8,3,4016.17,level_name,prior_range_fraction,prev_range_0.875,85.240625,4043.84625,-27.67625,27.67625,False,False,green_box_edge,green_edge_1,0.245
2025-10-10,L2,9,2,4033.96,level_name,prior_range_fraction,prev_range_0.875,91.7625,4043.84625,-9.88625,9.88625,False,False,green_box_quarter,green_box_2_25pct,0.34875
2025-10-10,L1,10,1,4054.84,level_name,green_box_quarter,green_box_2_75pct,74.274816,4070.09625,-15.25625,15.25625,False,False,green_box_midline,green_mid_2,2.6375
2025-10-13,L10,1,10,3893.93,level_name,red_box_midline,red_mid_4,81.46875,3837.5125,56.4175,56.4175,False,False,red_box_midline,red_mid_3,3.4725
2025-10-13,L9,2,9,3918.25,level_name,red_box_quarter,red_box_4_25pct,70.301562,3850.74875,67.50125,67.50125,False,False,red_box_edge,red_edge_2,1.32
2025-10-13,L8,3,8,3938.34,level_name,prior_range_fraction,prev_range_0.25,80.7125,3965.9025,-27.5625,27.5625,False,False,red_box_midline,red_mid_2,5.0625
2025-10-13,L7,4,7,3956.47,level_name,red_box_quarter,red_box_2_25pct,94.43125,3956.63875,-0.16875,0.16875,True,True,prior_range_fraction,prev_range_0.125,0.05375
2025-10-13,L6,5,6,3974.97,level_name,prior_hlc,previous_pivot_hlc3,92.570834,3994.056667,-19.086667,19.086667,False,False,prior_range_fraction,prev_range_0.382,0.94998
2025-10-13,L5,6,5,3994.06,level_name,green_box_edge,green_edge_1,94.7375,3999.875,-5.815,5.815,False,False,prior_hlc,previous_pivot_hlc3,0.003333
2025-10-13,L4,7,4,4010.88,level_name,green_box_edge,green_edge_1,95.25,3999.875,11.005,11.005,False,False,red_box_quarter,red_box_1_25pct,1.29625
2025-10-13,L3,8,3,4028.3,level_name,prior_range_fraction,prev_range_0.875,85.240625,4013.33375,14.96625,14.96625,False,False,green_box_midline,green_mid_2,1.9525
2025-10-13,L2,9,2,4047.29,level_name,prior_range_fraction,prev_range_0.875,91.7625,4013.33375,33.95625,33.95625,False,False,green_box_edge,green_edge_2,5.53
2025-10-13,L1,10,1,4064.42,level_name,green_box_quarter,green_box_2_75pct,74.274816,4039.58375,24.83625,24.83625,False,False,green_box_quarter,green_box_3_25pct,1.63625
2025-10-14,L8,1,8,4043.2,level_name,prior_range_fraction,prev_range_0.25,80.7125,4026.2175,16.9825,16.9825,False,False,prior_range_fraction,prev_range_0.382,1.00126
2025-10-14,L7,2,7,4061.81,level_name,red_box_quarter,red_box_2_25pct,94.43125,4022.60125,39.20875,39.20875,False,False,red_box_quarter,red_box_1_75pct,1.44125
2025-10-14,L6,3,6,4078.18,level_name,prior_hlc,previous_pivot_hlc3,92.570834,4074.46,3.72,3.72,False,True,red_box_midline,red_mid_1,1.0725
2025-10-14,L5,4,5,4093.64,level_name,green_box_edge,green_edge_1,94.7375,4071.485,22.155,22.155,False,False,green_box_quarter,green_box_2_25pct,3.27125
2025-10-14,L4,5,4,4108.96,level_name,green_box_edge,green_edge_1,95.25,4071.485,37.475,37.475,False,False,green_box_midline,green_mid_2,0.2925
2025-10-14,L3,6,3,4124.18,level_name,prior_range_fraction,prev_range_0.875,85.240625,4101.88625,22.29375,22.29375,False,False,green_box_quarter,green_box_2_75pct,3.95625
2025-10-14,L2,7,2,4137.5,level_name,prior_range_fraction,prev_range_0.875,91.7625,4101.88625,35.61375,35.61375,False,False,green_box_quarter,green_box_2_75pct,9.36375
2025-10-14,L1,8,1,4152.18,level_name,green_box_quarter,green_box_2_75pct,74.274816,4128.13625,24.04375,24.04375,False,False,green_box_edge,green_edge_2,5.16
2025-10-15,L10,1,10,4061.81,level_name,red_box_midline,red_mid_4,81.46875,3970.965,90.845,90.845,False,False,red_box_edge,red_edge_2,1.37
2025-10-15,L9,2,9,4075.93,level_name,red_box_quarter,red_box_4_25pct,70.301562,3985.8775,90.0525,90.0525,False,False,red_box_quarter,red_box_2_75pct,0.5775
2025-10-15,L8,3,8,4090.06,level_name,prior_range_fraction,prev_range_0.25,80.7125,4112.765,-22.705,22.705,False,False,red_box_midline,red_mid_2,0.205
2025-10-15,L7,4,7,4105.05,level_name,red_box_quarter,red_box_2_25pct,94.43125,4105.1775,-0.1275,0.1275,True,True,red_box_quarter,red_box_2_25pct,0.1275
2025-10-15,L6,5,6,4119.47,level_name,prior_hlc,previous_pivot_hlc3,92.570834,4137.44,-17.97,17.97,False,False,red_box_edge,red_edge_1,0.62
2025-10-15,L5,6,5,4135.03,level_name,green_box_edge,green_edge_1,94.7375,4150.09,-15.06,15.06,False,False,red_box_quarter,red_box_1_75pct,0.0275
2025-10-15,L4,7,4,4150.06,level_name,green_box_edge,green_edge_1,95.25,4150.09,-0.03,0.03,True,True,green_box_edge,green_edge_1,0.03
2025-10-15,L3,8,3,4165.0,level_name,prior_range_fraction,prev_range_0.875,85.240625,4168.5775,-3.5775,3.5775,False,True,green_box_quarter,green_box_2_25pct,0.0025
2025-10-15,L2,9,2,4178.01,level_name,prior_range_fraction,prev_range_0.875,91.7625,4168.5775,9.4325,9.4325,False,False,prior_hlc,previous_high,1.73
2025-10-15,L1,10,1,4192.43,level_name,green_box_quarter,green_box_2_75pct,74.274816,4194.8275,-2.3975,2.3975,True,True,green_box_quarter,green_box_2_75pct,2.3975
2025-10-16,L10,1,10,4119.47,level_name,red_box_midline,red_mid_4,81.46875,4030.125,89.345,89.345,False,False,red_box_quarter,red_box_2_75pct,4.7525
2025-10-16,L9,2,9,4134.22,level_name,red_box_quarter,red_box_4_25pct,70.301562,4043.5675,90.6525,90.6525,False,False,red_box_midline,red_mid_2,3.445
2025-10-16,L8,3,8,4148.3,level_name,prior_range_fraction,prev_range_0.25,80.7125,4160.165,-11.865,11.865,False,False,prior_range_fraction,prev_range_0.125,2.1725
2025-10-16,L7,4,7,4162.99,level_name,red_box_quarter,red_box_2_25pct,94.43125,4151.1075,11.8825,11.8825,False,False,red_box_edge,red_edge_1,1.56
2025-10-16,L6,5,6,4177.27,level_name,prior_hlc,previous_pivot_hlc3,92.570834,4189.07,-11.8,11.8,False,False,red_box_quarter,red_box_1_75pct,0.7225
2025-10-16,L5,6,5,4189.9,level_name,green_box_edge,green_edge_1,94.7375,4194.55,-4.65,4.65,False,True,prior_hlc,previous_pivot_hlc3,0.83
2025-10-16,L4,7,4,4201.69,level_name,green_box_edge,green_edge_1,95.25,4194.55,7.14,7.14,False,False,prior_range_fraction,prev_range_0.75,2.755
2025-10-16,L3,8,3,4213.7,level_name,prior_range_fraction,prev_range_0.875,85.240625,4208.6275,5.0725,5.0725,False,False,prior_hlc,previous_high,4.62
2025-10-16,L2,9,2,4226.2,level_name,prior_range_fraction,prev_range_0.875,91.7625,4208.6275,17.5725,17.5725,False,False,green_box_midline,green_mid_2,4.765
2025-10-16,L1,10,1,4240.67,level_name,green_box_quarter,green_box_2_75pct,74.274816,4234.8775,5.7925,5.7925,False,False,green_box_quarter,green_box_2_75pct,5.7925
2025-10-17,L11,1,11,4204.95,level_name,red_box_quarter,red_box_3_75pct,61.475,4109.65875,95.29125,95.29125,False,False,prior_hlc,previous_low,5.04
2025-10-17,L10,2,10,4220.3,level_name,red_box_midline,red_mid_4,81.46875,4049.4075,170.8925,170.8925,False,False,green_box_quarter,green_box_1_25pct,0.30625
2025-10-17,L9,3,9,4236.63,level_name,red_box_quarter,red_box_4_25pct,70.301562,4069.49125,167.13875,167.13875,False,False,green_box_midline,green_mid_1,3.4475
2025-10-17,L8,4,8,4252.4,level_name,prior_range_fraction,prev_range_0.25,80.7125,4232.5775,19.8225,19.8225,False,False,red_box_edge,red_edge_1,2.155
2025-10-17,L7,5,7,4263.05,level_name,red_box_quarter,red_box_2_25pct,94.43125,4230.16125,32.88875,32.88875,False,False,prior_hlc,previous_mid,2.195
2025-10-17,L6,6,6,4275.71,level_name,prior_hlc,previous_pivot_hlc3,92.570834,4285.47,-9.76,9.76,False,False,green_box_edge,green_edge_1,4.535
2025-10-17,L5,7,5,4289.52,level_name,green_box_edge,green_edge_1,94.7375,4280.245,9.275,9.275,False,False,red_box_midline,red_mid_1,0.8925
2025-10-17,L4,8,4,4305.21,level_name,green_box_edge,green_edge_1,95.25,4280.245,24.965,24.965,False,False,green_box_quarter,green_box_2_25pct,4.88125
2025-10-17,L3,9,3,4319.48,level_name,prior_range_fraction,prev_range_0.875,85.240625,4314.24625,5.23375,5.23375,False,False,green_box_midline,green_mid_2,0.9325
2025-10-17,L2,10,2,4334.89,level_name,prior_range_fraction,prev_range_0.875,91.7625,4314.24625,20.64375,20.64375,False,False,prior_hlc,previous_high,4.31
2025-10-17,L1,11,1,4347.11,level_name,green_box_quarter,green_box_2_75pct,74.274816,4340.49625,6.61375,6.61375,False,False,green_box_quarter,green_box_2_75pct,6.61375
2025-10-20,L10,1,10,4095.21,level_name,red_box_midline,red_mid_4,81.46875,3988.8075,106.4025,106.4025,False,False,red_box_midline,red_mid_3,5.2525
2025-10-20,L9,2,9,4123.25,level_name,red_box_quarter,red_box_4_25pct,70.301562,4016.72125,106.52875,106.52875,False,False,red_box_quarter,red_box_3_25pct,5.12625
2025-10-20,L8,3,8,4155.54,level_name,prior_range_fraction,prev_range_0.25,80.7125,4234.6175,-79.0775,79.0775,False,False,red_box_edge,red_edge_2,0.75
2025-10-20,L7,4,7,4188.96,level_name,red_box_quarter,red_box_2_25pct,94.43125,4240.03125,-51.07125,51.07125,False,False,prior_hlc,previous_low,2.67
2025-10-20,L6,5,6,4218.98,level_name,prior_hlc,previous_pivot_hlc3,92.570834,4272.856667,-53.876667,53.876667,False,False,green_box_quarter,green_box_1_25pct,4.77625
2025-10-20,L5,6,5,4249.57,level_name,green_box_edge,green_edge_1,94.7375,4297.945,-48.375,48.375,False,False,prior_range_fraction,prev_range_0.333333,1.156602
2025-10-20,L4,7,4,4286.39,level_name,green_box_edge,green_edge_1,95.25,4297.945,-11.555,11.555,False,False,prior_hlc,previous_mid,3.445
2025-10-20,L3,8,3,4311.03,level_name,prior_range_fraction,prev_range_0.875,85.240625,4355.43625,-44.40625,44.40625,False,False,prior_range_fraction,prev_range_0.666667,4.133398
2025-10-20,L2,9,2,4340.55,level_name,prior_range_fraction,prev_range_0.875,91.7625,4355.43625,-14.88625,14.88625,False,False,prior_range_fraction,prev_range_0.75,9.2775
2025-10-20,L1,10,1,4365.41,level_name,green_box_quarter,green_box_2_75pct,74.274816,4381.68625,-16.27625,16.27625,False,False,prior_range_fraction,prev_range_0.875,9.97375
2025-10-21,L13,1,13,4056.23,rank_low_to_high,red_box_midline,red_mid_2,72.727679,4237.19,-180.96,180.96,False,False,red_box_midline,red_mid_4,11.28
2025-10-21,L12,2,12,4088.92,rank_low_to_high,red_box_quarter,red_box_4_25pct,75.695312,4068.98,19.94,19.94,False,False,red_box_edge,red_edge_3,4.09
2025-10-21,L11,3,11,4119.45,level_name,red_box_quarter,red_box_3_75pct,61.475,4117.04,2.41,2.41,True,True,red_box_quarter,red_box_3_75pct,2.41
2025-10-21,L10,4,10,4150.87,level_name,red_box_midline,red_mid_4,81.46875,4044.95,105.92,105.92,False,False,red_box_midline,red_mid_3,9.8
2025-10-21,L9,5,9,4183.07,level_name,red_box_quarter,red_box_4_25pct,70.301562,4068.98,114.09,114.09,False,False,red_box_edge,red_edge_2,6.06
2025-10-21,L8,6,8,4211.93,level_name,prior_range_fraction,prev_range_0.25,80.7125,4259.69,-47.76,47.76,False,False,red_box_quarter,red_box_2_75pct,1.23
2025-10-21,L7,7,7,4241.47,level_name,red_box_quarter,red_box_2_25pct,94.43125,4261.22,-19.75,19.75,False,False,green_box_quarter,green_box_1_25pct,1.69
2025-10-21,L6,8,6,4275.67,level_name,prior_hlc,previous_pivot_hlc3,92.570834,4318.933333,-43.263333,43.263333,False,False,prior_range_fraction,prev_range_0.333333,2.460054
2025-10-21,L5,9,5,4302.55,level_name,green_box_edge,green_edge_1,94.7375,4315.25,-12.7,12.7,False,False,prior_hlc,previous_mid,2.3
2025-10-21,L4,10,4,4336.24,level_name,green_box_edge,green_edge_1,95.25,4315.25,20.99,20.99,False,False,red_box_midline,red_mid_1,2.93
2025-10-21,L3,11,3,4370.45,level_name,prior_range_fraction,prev_range_0.875,85.240625,4361.09,9.36,9.36,False,False,green_box_midline,green_mid_2,7.14
2025-10-21,L2,12,2,4397.41,level_name,prior_range_fraction,prev_range_0.875,91.7625,4361.09,36.32,36.32,False,False,green_box_quarter,green_box_2_75pct,10.07
2025-10-21,L1,13,1,4429.11,level_name,green_box_quarter,green_box_2_75pct,74.274816,4387.34,41.77,41.77,False,False,green_box_quarter,green_box_3_25pct,6.29
2025-10-22,L12,1,12,3953.61,rank_low_to_high,red_box_midline,red_mid_2,72.727679,4133.1525,-179.5425,179.5425,False,False,red_box_midline,red_mid_3,18.0375
2025-10-22,L11,2,11,3995.56,level_name,red_box_quarter,red_box_3_75pct,61.475,3931.27125,64.28875,64.28875,False,False,red_box_quarter,red_box_3_25pct,16.46375
2025-10-22,L10,3,10,4037.7,level_name,red_box_midline,red_mid_4,81.46875,3810.1425,227.5575,227.5575,False,False,red_box_edge,red_edge_2,14.7
2025-10-22,L9,4,9,4077.24,level_name,red_box_quarter,red_box_4_25pct,70.301562,3850.51875,226.72125,226.72125,False,False,prior_hlc,previous_low,5.16
2025-10-22,L8,5,8,4107.28,level_name,prior_range_fraction,prev_range_0.25,80.7125,4155.6525,-48.3725,48.3725,False,False,prior_range_fraction,prev_range_0.125,11.74625
2025-10-22,L7,6,7,4144.81,level_name,red_box_quarter,red_box_2_25pct,94.43125,4173.52875,-28.71875,28.71875,False,False,prior_range_fraction,prev_range_0.25,10.8425
2025-10-22,L6,7,6,4182.91,level_name,prior_hlc,previous_pivot_hlc3,92.570834,4194.236667,-11.326667,11.326667,False,False,prior_range_fraction,prev_range_0.333333,2.840098
2025-10-22,L5,8,5,4216.07,level_name,green_box_edge,green_edge_1,94.7375,4243.905,-27.835,27.835,False,False,red_box_edge,red_edge_1,2.165
2025-10-22,L4,9,4,4243.57,level_name,green_box_edge,green_edge_1,95.25,4243.905,-0.335,0.335,True,True,green_box_edge,green_edge_1,0.335
2025-10-22,L3,10,3,4270.89,level_name,prior_range_fraction,prev_range_0.875,85.240625,4338.78375,-67.89375,67.89375,False,False,prior_range_fraction,prev_range_0.666667,6.850098
2025-10-22,L2,11,2,4299.19,level_name,prior_range_fraction,prev_range_0.875,91.7625,4338.78375,-39.59375,39.59375,False,False,prior_range_fraction,prev_range_0.75,2.9675
2025-10-22,L1,12,1,4332.27,level_name,green_box_quarter,green_box_2_75pct,74.274816,4365.03375,-32.76375,32.76375,False,False,red_box_quarter,red_box_1_25pct,2.76375
2025-10-23,L10,1,10,3950.64,level_name,red_box_midline,red_mid_4,81.46875,3834.6875,115.9525,115.9525,False,False,red_box_quarter,red_box_3_25pct,0.69125
2025-10-23,L9,2,9,3990.15,level_name,red_box_quarter,red_box_4_25pct,70.301562,3858.01625,132.13375,132.13375,False,False,red_box_quarter,red_box_2_75pct,7.83875
2025-10-23,L8,3,8,4026.86,level_name,prior_range_fraction,prev_range_0.25,80.7125,4043.8175,-16.9575,16.9575,False,False,green_box_quarter,green_box_1_25pct,1.12875
2025-10-23,L7,4,7,4068.85,level_name,red_box_quarter,red_box_2_25pct,94.43125,4044.64625,24.20375,24.20375,False,False,red_box_edge,red_edge_1,0.875
2025-10-23,L6,5,6,4104.93,level_name,prior_hlc,previous_pivot_hlc3,92.570834,4088.11,16.82,16.82,False,False,prior_range_fraction,prev_range_0.618,3.47266
2025-10-23,L5,6,5,4147.32,level_name,green_box_edge,green_edge_1,94.7375,4097.975,49.345,49.345,False,False,green_box_midline,green_mid_2,2.6875
2025-10-23,L4,7,4,4177.89,level_name,green_box_edge,green_edge_1,95.25,4097.975,79.915,79.915,False,False,green_box_quarter,green_box_2_75pct,9.92875
2025-10-23,L3,8,3,4207.88,level_name,prior_range_fraction,prev_range_0.875,85.240625,4141.71125,66.16875,66.16875,False,False,green_box_quarter,green_box_3_25pct,6.73875
2025-10-23,L2,9,2,4240.46,level_name,prior_range_fraction,prev_range_0.875,91.7625,4141.71125,98.74875,98.74875,False,False,green_box_midline,green_mid_3,2.5125
