level_date,prev_date,rows,prev_range,box_size,range_bucket,close_position_bucket,rows_bucket,prediction_available_levels,missing_prediction_levels,dominant_candidate_method,top1_anchor_hit_rate,top3_anchor_hit_rate,top5_anchor_hit_rate,best_candidate_median_abs_error,best_candidate_mean_abs_error,best_candidate_pct_within_3,best_candidate_pct_within_5,top1_candidate_median_abs_error,candidate_band_median_width
2026-06-30,2026-06-29,9,87.00999999999976,58.50499999999988,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,25.0,25.0,8.245625,7.467188,25.0,50.0,13.219777,74.169167
