level_date,rows,median_abs_distance,mean_abs_distance,pct_within_3,pct_within_5,dominant_anchor_family,prior_range_fraction_count,prior_hlc_count,box_internal_count,box_edge_count,formula_sequence
2026-03-23,10,4.3575,4.3135,40.0,70.0,prior_hlc,0,3,6,1,L1=prior_hlc::previous_mid | L2=green_box_quarter::green_box_1_75pct | L3=green_box_midline::green_mid_1 | L4=red_box_midline::red_mid_2 | L5=prior_hlc::previous_close | L6=prior_hlc::previous_low | L7=red_box_edge::red_edge_2 | L8=red_box_quarter::red_box_3_25pct | L9=red_box_midline::red_mid_3 | L10=red_box_quarter::red_box_3_75pct
2026-03-24,10,3.40875,5.62916,40.0,70.0,prior_range_fraction,3,2,3,2,L1=green_box_edge::green_edge_2 | L2=prior_hlc::previous_high | L3=green_box_quarter::green_box_2_75pct | L4=green_box_midline::green_mid_2 | L5=green_box_quarter::green_box_2_25pct | L6=prior_hlc::previous_pivot_hlc3 | L7=red_box_edge::red_edge_1 | L8=prior_range_fraction::prev_range_0.382 | L9=prior_range_fraction::prev_range_0.25 | L10=prior_range_fraction::prev_range_0.125
2026-03-25,10,3.785625,5.9125,30.0,60.0,green_box_quarter,1,2,6,1,L1=green_box_midline::green_mid_4 | L2=green_box_edge::green_edge_3 | L3=green_box_midline::green_mid_3 | L4=green_box_quarter::green_box_3_25pct | L5=prior_hlc::previous_high | L6=green_box_quarter::green_box_2_25pct | L7=green_box_quarter::green_box_1_75pct | L8=prior_range_fraction::prev_range_0.25 | L9=prior_hlc::previous_low | L10=red_box_quarter::red_box_3_25pct
2026-03-26,10,4.4,4.02,40.0,50.0,prior_hlc,1,2,4,3,L1=green_box_quarter::green_box_3_25pct | L2=green_box_edge::green_edge_2 | L3=green_box_midline::green_mid_2 | L4=prior_range_fraction::prev_range_0.75 | L5=prior_hlc::previous_mid | L6=red_box_quarter::red_box_2_25pct | L7=prior_hlc::previous_low | L8=red_box_edge::red_edge_2 | L9=red_box_midline::red_mid_3 | L10=red_box_edge::red_edge_3
2026-03-27,10,5.1525,5.381667,30.0,50.0,prior_hlc,2,2,5,1,L1=green_box_quarter::green_box_2_75pct | L2=prior_range_fraction::prev_range_0.875 | L3=red_box_midline::red_mid_1 | L4=red_box_quarter::red_box_1_75pct | L5=prior_hlc::previous_pivot_hlc3 | L6=prior_range_fraction::prev_range_0.25 | L7=prior_hlc::previous_low | L8=red_box_edge::red_edge_2 | L9=red_box_quarter::red_box_3_25pct | L10=red_box_midline::red_mid_3
2026-03-30,10,7.120625,5.754411,40.0,40.0,prior_range_fraction,3,0,5,2,L1=green_box_quarter::green_box_3_25pct | L2=green_box_edge::green_edge_2 | L3=green_box_quarter::green_box_2_75pct | L4=green_box_midline::green_mid_2 | L5=prior_range_fraction::prev_range_0.75 | L6=prior_range_fraction::prev_range_0.618 | L7=red_box_edge::red_edge_1 | L8=prior_range_fraction::prev_range_0.25 | L9=red_box_midline::red_mid_2 | L10=red_box_quarter::red_box_2_75pct
2026-03-31,8,1.66,2.424964,75.0,87.5,prior_hlc,2,3,2,1,L1=green_box_edge::green_edge_2 | L2=prior_hlc::previous_high | L3=prior_range_fraction::prev_range_0.875 | L4=green_box_quarter::green_box_2_25pct | L5=prior_hlc::previous_close | L6=prior_range_fraction::prev_range_0.382 | L7=green_box_quarter::green_box_1_25pct | L8=prior_hlc::previous_low
2026-04-01,10,4.2125,5.004173,20.0,60.0,prior_range_fraction,3,1,4,2,L1=green_box_midline::green_mid_3 | L2=green_box_quarter::green_box_3_25pct | L3=green_box_edge::green_edge_2 | L4=green_box_edge::green_edge_2 | L5=prior_hlc::previous_high | L6=prior_range_fraction::prev_range_0.875 | L7=prior_range_fraction::prev_range_0.75 | L8=prior_range_fraction::prev_range_0.666667 | L9=red_box_quarter::red_box_1_75pct | L10=green_box_quarter::green_box_1_75pct
2026-04-02,12,3.635,4.224163,41.666667,66.666667,red_box_edge,2,0,6,4,L1=green_box_edge::green_edge_3 | L2=green_box_midline::green_mid_3 | L3=green_box_quarter::green_box_3_25pct | L4=green_box_quarter::green_box_2_75pct | L5=green_box_midline::green_mid_2 | L6=prior_range_fraction::prev_range_0.666667 | L7=red_box_edge::red_edge_1 | L8=prior_range_fraction::prev_range_0.125 | L9=red_box_edge::red_edge_2 | L10=red_box_quarter::red_box_3_25pct | L11=red_box_quarter::red_box_3_75pct | L12=red_box_edge::red_edge_3
2026-04-03,9,8.665,7.70187,22.222222,22.222222,prior_range_fraction,4,1,2,2,L1=green_box_edge::green_edge_2 | L2=green_box_quarter::green_box_2_75pct | L3=prior_range_fraction::prev_range_0.75 | L4=prior_range_fraction::prev_range_0.666667 | L5=prior_hlc::previous_close | L6=prior_range_fraction::prev_range_0.333333 | L7=red_box_midline::red_mid_2 | L8=prior_range_fraction::prev_range_0.125 | L9=red_box_edge::red_edge_2
2026-04-06,9,8.665,7.70187,22.222222,22.222222,prior_range_fraction,4,1,2,2,L1=green_box_edge::green_edge_2 | L2=green_box_quarter::green_box_2_75pct | L3=prior_range_fraction::prev_range_0.75 | L4=prior_range_fraction::prev_range_0.666667 | L5=prior_hlc::previous_close | L6=prior_range_fraction::prev_range_0.333333 | L7=red_box_midline::red_mid_2 | L8=prior_range_fraction::prev_range_0.125 | L9=red_box_edge::red_edge_2
2026-04-07,9,2.46,2.733333,77.777778,88.888889,green_box_quarter,0,1,7,1,L1=green_box_quarter::green_box_3_75pct | L2=green_box_quarter::green_box_3_25pct | L3=green_box_quarter::green_box_2_75pct | L4=green_box_quarter::green_box_2_25pct | L5=prior_hlc::previous_close | L6=red_box_midline::red_mid_2 | L7=red_box_edge::red_edge_2 | L8=red_box_quarter::red_box_3_75pct | L9=red_box_quarter::red_box_4_25pct
2026-04-08,9,1.55,2.075556,77.777778,88.888889,green_box_edge,1,0,4,4,L1=green_box_edge::green_edge_3 | L2=green_box_midline::green_mid_3 | L3=green_box_edge::green_edge_2 | L4=green_box_midline::green_mid_2 | L5=green_box_edge::green_edge_1 | L6=prior_range_fraction::prev_range_0.25 | L7=red_box_quarter::red_box_2_75pct | L8=red_box_quarter::red_box_3_25pct | L9=red_box_edge::red_edge_3
2026-04-09,10,3.08875,3.649964,40.0,60.0,red_box_quarter,2,0,7,1,L1=green_box_quarter::green_box_2_75pct | L2=red_box_quarter::red_box_1_25pct | L3=prior_range_fraction::prev_range_0.618 | L4=green_box_quarter::green_box_1_75pct | L5=prior_range_fraction::prev_range_0.25 | L6=red_box_quarter::red_box_2_75pct | L7=red_box_quarter::red_box_3_25pct | L8=red_box_quarter::red_box_3_75pct | L9=red_box_edge::red_edge_3 | L10=red_box_midline::red_mid_4
2026-04-10,9,3.17,3.078889,44.444444,77.777778,green_box_edge,2,0,4,3,L1=green_box_edge::green_edge_3 | L2=green_box_midline::green_mid_3 | L3=green_box_edge::green_edge_2 | L4=prior_range_fraction::prev_range_0.875 | L5=green_box_quarter::green_box_1_75pct | L6=prior_range_fraction::prev_range_0.125 | L7=red_box_edge::red_edge_2 | L8=red_box_midline::red_mid_3 | L9=red_box_quarter::red_box_4_25pct
2026-04-13,9,1.3375,4.868611,66.666667,77.777778,red_box_edge,0,0,5,4,L1=green_box_midline::green_mid_4 | L2=green_box_midline::green_mid_3 | L3=green_box_quarter::green_box_2_75pct | L4=green_box_edge::green_edge_1 | L5=red_box_quarter::red_box_2_25pct | L6=red_box_edge::red_edge_2 | L7=red_box_edge::red_edge_3 | L8=red_box_quarter::red_box_4_75pct | L9=red_box_edge::red_edge_4
2026-04-14,9,4.13834,3.794954,33.333333,77.777778,green_box_quarter,1,0,7,1,L1=green_box_midline::green_mid_4 | L2=green_box_quarter::green_box_3_75pct | L3=green_box_quarter::green_box_3_25pct | L4=green_box_quarter::green_box_2_75pct | L5=green_box_quarter::green_box_2_25pct | L6=prior_range_fraction::prev_range_0.382 | L7=red_box_midline::red_mid_2 | L8=red_box_edge::red_edge_2 | L9=red_box_quarter::red_box_3_75pct
2026-04-15,10,4.4325,4.32575,30.0,60.0,green_box_edge,1,1,5,3,L1=green_box_midline::green_mid_4 | L2=green_box_edge::green_edge_3 | L3=green_box_midline::green_mid_3 | L4=green_box_edge::green_edge_2 | L5=prior_range_fraction::prev_range_0.875 | L6=prior_hlc::previous_mid | L7=green_box_quarter::green_box_1_25pct | L8=red_box_quarter::red_box_2_75pct | L9=red_box_midline::red_mid_3 | L10=red_box_edge::red_edge_3
2026-04-16,10,4.9875,4.1965,30.0,50.0,green_box_quarter,1,1,6,2,L1=green_box_quarter::green_box_4_25pct | L2=green_box_midline::green_mid_3 | L3=green_box_edge::green_edge_2 | L4=prior_hlc::previous_high | L5=green_box_quarter::green_box_1_75pct | L6=prior_range_fraction::prev_range_0.125 | L7=red_box_quarter::red_box_2_75pct | L8=red_box_midline::red_mid_3 | L9=red_box_edge::red_edge_3 | L10=red_box_quarter::red_box_4_75pct
2026-04-17,10,1.56375,5.689,60.0,70.0,green_box_quarter,2,0,5,3,L1=green_box_edge::green_edge_4 | L2=green_box_midline::green_mid_4 | L3=green_box_quarter::green_box_3_75pct | L4=green_box_quarter::green_box_2_75pct | L5=prior_range_fraction::prev_range_0.75 | L6=prior_range_fraction::prev_range_0.25 | L7=red_box_edge::red_edge_2 | L8=red_box_quarter::red_box_3_75pct | L9=red_box_quarter::red_box_4_75pct | L10=red_box_edge::red_edge_4
2026-04-20,10,1.895,2.260496,80.0,90.0,green_box_edge,1,0,5,4,L1=green_box_edge::green_edge_3 | L2=green_box_midline::green_mid_3 | L3=green_box_edge::green_edge_2 | L4=green_box_midline::green_mid_2 | L5=green_box_edge::green_edge_1 | L6=prior_range_fraction::prev_range_0.333333 | L7=red_box_midline::red_mid_2 | L8=red_box_edge::red_edge_2 | L9=red_box_midline::red_mid_3 | L10=red_box_quarter::red_box_4_25pct
2026-04-21,10,4.63875,5.7635,30.0,60.0,red_box_quarter,1,1,5,3,L1=green_box_edge::green_edge_4 | L2=green_box_quarter::green_box_4_75pct | L3=green_box_edge::green_edge_3 | L4=green_box_quarter::green_box_3_25pct | L5=prior_hlc::previous_high | L6=red_box_quarter::red_box_1_75pct | L7=prior_range_fraction::prev_range_0.125 | L8=red_box_quarter::red_box_3_25pct | L9=red_box_edge::red_edge_3 | L10=red_box_quarter::red_box_4_75pct
2026-04-22,9,2.555,4.352309,55.555556,55.555556,prior_hlc,1,2,3,3,L1=green_box_midline::green_mid_3 | L2=green_box_edge::green_edge_2 | L3=prior_hlc::previous_high | L4=prior_range_fraction::prev_range_0.666667 | L5=prior_hlc::previous_pivot_hlc3 | L6=green_box_quarter::green_box_1_25pct | L7=red_box_edge::red_edge_2 | L8=red_box_midline::red_mid_3 | L9=red_box_edge::red_edge_3
2026-04-23,11,2.79,19.57,54.545455,72.727273,green_box_edge,0,1,6,4,L1=green_box_edge::green_edge_4 | L2=green_box_edge::green_edge_4 | L3=green_box_edge::green_edge_4 | L4=green_box_quarter::green_box_4_75pct | L5=green_box_quarter::green_box_3_75pct | L6=green_box_midline::green_mid_2 | L7=prior_hlc::previous_close | L8=red_box_midline::red_mid_2 | L9=red_box_quarter::red_box_3_25pct | L10=red_box_edge::red_edge_3 | L11=red_box_quarter::red_box_4_75pct
2026-04-24,10,1.7,2.92828,60.0,80.0,green_box_quarter,1,0,7,2,L1=green_box_edge::green_edge_4 | L2=green_box_midline::green_mid_4 | L3=green_box_quarter::green_box_3_75pct | L4=green_box_quarter::green_box_3_25pct | L5=green_box_quarter::green_box_2_75pct | L6=red_box_quarter::red_box_1_25pct | L7=prior_range_fraction::prev_range_0.382 | L8=red_box_midline::red_mid_2 | L9=red_box_quarter::red_box_3_25pct | L10=red_box_edge::red_edge_3
2026-04-27,11,2.87,4.745796,54.545455,72.727273,green_box_edge,2,0,6,3,L1=green_box_edge::green_edge_4 | L2=green_box_midline::green_mid_4 | L3=green_box_edge::green_edge_3 | L4=green_box_quarter::green_box_3_25pct | L5=green_box_quarter::green_box_2_75pct | L6=prior_range_fraction::prev_range_0.75 | L7=prior_range_fraction::prev_range_0.382 | L8=red_box_midline::red_mid_2 | L9=red_box_quarter::red_box_3_25pct | L10=red_box_edge::red_edge_3 | L11=red_box_quarter::red_box_4_75pct
2026-04-28,9,2.275,3.897775,55.555556,77.777778,green_box_quarter,1,0,5,3,L1=green_box_quarter::green_box_4_25pct | L2=green_box_midline::green_mid_3 | L3=green_box_edge::green_edge_2 | L4=green_box_quarter::green_box_2_25pct | L5=prior_range_fraction::prev_range_0.333333 | L6=red_box_edge::red_edge_2 | L7=red_box_midline::red_mid_3 | L8=red_box_midline::red_mid_4 | L9=red_box_edge::red_edge_4
2026-04-29,9,5.195,4.723117,44.444444,44.444444,prior_range_fraction,2,1,4,2,L1=green_box_quarter::green_box_3_75pct | L2=green_box_edge::green_edge_2 | L3=green_box_midline::green_mid_2 | L4=prior_range_fraction::prev_range_0.618 | L5=prior_range_fraction::prev_range_0.333333 | L6=prior_hlc::previous_low | L7=red_box_edge::red_edge_2 | L8=red_box_quarter::red_box_3_25pct | L9=red_box_quarter::red_box_3_75pct
2026-04-30,10,1.54,3.466333,60.0,60.0,green_box_edge,2,1,3,4,L1=green_box_edge::green_edge_4 | L2=green_box_quarter::green_box_4_25pct | L3=green_box_midline::green_mid_3 | L4=green_box_edge::green_edge_2 | L5=prior_range_fraction::prev_range_0.875 | L6=prior_hlc::previous_pivot_hlc3 | L7=prior_range_fraction::prev_range_0.125 | L8=red_box_edge::red_edge_2 | L9=red_box_midline::red_mid_3 | L10=red_box_edge::red_edge_3
2026-05-01,9,2.876667,3.468519,55.555556,66.666667,green_box_quarter,0,1,5,3,L1=green_box_quarter::green_box_4_25pct | L2=green_box_quarter::green_box_3_75pct | L3=green_box_edge::green_edge_2 | L4=green_box_midline::green_mid_2 | L5=prior_hlc::previous_pivot_hlc3 | L6=green_box_quarter::green_box_1_25pct | L7=red_box_edge::red_edge_2 | L8=red_box_quarter::red_box_3_25pct | L9=red_box_edge::red_edge_3
2026-05-04,10,3.03625,3.16725,40.0,90.0,green_box_quarter,1,0,6,3,L1=green_box_quarter::green_box_4_25pct | L2=green_box_quarter::green_box_3_75pct | L3=green_box_edge::green_edge_2 | L4=prior_range_fraction::prev_range_0.875 | L5=green_box_quarter::green_box_1_75pct | L6=red_box_midline::red_mid_2 | L7=red_box_edge::red_edge_2 | L8=red_box_quarter::red_box_3_75pct | L9=red_box_quarter::red_box_4_25pct | L10=red_box_edge::red_edge_4
2026-05-05,11,2.18,3.756818,54.545455,63.636364,red_box_quarter,1,1,8,1,L1=green_box_quarter::green_box_4_25pct | L2=green_box_quarter::green_box_3_75pct | L3=green_box_edge::green_edge_2 | L4=prior_hlc::previous_high | L5=red_box_midline::red_mid_1 | L6=green_box_quarter::green_box_1_75pct | L7=prior_range_fraction::prev_range_0.125 | L8=red_box_quarter::red_box_2_75pct | L9=red_box_quarter::red_box_3_25pct | L10=red_box_quarter::red_box_3_75pct | L11=red_box_quarter::red_box_4_25pct
2026-05-06,9,3.235,9.831667,44.444444,66.666667,green_box_edge,0,1,6,2,L1=green_box_edge::green_edge_4 | L2=green_box_edge::green_edge_4 | L3=green_box_midline::green_mid_4 | L4=green_box_midline::green_mid_3 | L5=green_box_quarter::green_box_2_75pct | L6=prior_hlc::previous_close | L7=red_box_midline::red_mid_2 | L8=red_box_midline::red_mid_3 | L9=red_box_quarter::red_box_4_25pct
2026-05-07,10,1.54,3.45775,60.0,70.0,green_box_quarter,1,2,5,2,L1=green_box_edge::green_edge_3 | L2=green_box_quarter::green_box_3_75pct | L3=green_box_quarter::green_box_3_25pct | L4=green_box_quarter::green_box_2_75pct | L5=prior_range_fraction::prev_range_0.75 | L6=prior_hlc::previous_mid | L7=green_box_midline::green_mid_1 | L8=prior_hlc::previous_low | L9=red_box_edge::red_edge_2 | L10=red_box_midline::red_mid_3
2026-05-08,10,5.076875,13.802912,20.0,50.0,red_box_edge,1,0,6,3,L1=green_box_quarter::green_box_4_25pct | L2=green_box_midline::green_mid_3 | L3=green_box_quarter::green_box_2_75pct | L4=prior_range_fraction::prev_range_0.618 | L5=red_box_midline::red_mid_2 | L6=red_box_quarter::red_box_3_25pct | L7=red_box_edge::red_edge_3 | L8=red_box_quarter::red_box_4_75pct | L9=red_box_edge::red_edge_4 | L10=red_box_edge::red_edge_4
2026-05-11,10,3.123125,2.990441,50.0,90.0,red_box_quarter,1,0,7,2,L1=green_box_edge::green_edge_4 | L2=green_box_midline::green_mid_4 | L3=green_box_quarter::green_box_3_75pct | L4=green_box_quarter::green_box_3_25pct | L5=green_box_midline::green_mid_2 | L6=prior_range_fraction::prev_range_0.618 | L7=red_box_quarter::red_box_2_25pct | L8=red_box_edge::red_edge_2 | L9=red_box_quarter::red_box_3_75pct | L10=red_box_quarter::red_box_4_75pct
2026-05-12,10,3.56625,3.18575,40.0,80.0,green_box_midline,0,2,6,2,L1=green_box_midline::green_mid_4 | L2=green_box_edge::green_edge_3 | L3=green_box_midline::green_mid_3 | L4=green_box_edge::green_edge_2 | L5=prior_hlc::previous_high | L6=red_box_midline::red_mid_1 | L7=green_box_midline::green_mid_1 | L8=prior_hlc::previous_low | L9=red_box_quarter::red_box_3_25pct | L10=red_box_quarter::red_box_3_75pct
2026-05-13,10,3.46875,3.8525,40.0,60.0,green_box_quarter,0,2,6,2,L1=green_box_edge::green_edge_3 | L2=green_box_midline::green_mid_3 | L3=green_box_quarter::green_box_3_25pct | L4=green_box_quarter::green_box_2_75pct | L5=green_box_quarter::green_box_2_25pct | L6=prior_hlc::previous_pivot_hlc3 | L7=red_box_quarter::red_box_2_25pct | L8=prior_hlc::previous_low | L9=red_box_edge::red_edge_2 | L10=red_box_midline::red_mid_3
2026-05-14,10,1.090625,5.18625,80.0,90.0,green_box_edge,0,2,4,4,L1=green_box_edge::green_edge_4 | L2=green_box_edge::green_edge_4 | L3=green_box_edge::green_edge_3 | L4=green_box_quarter::green_box_3_25pct | L5=green_box_midline::green_mid_2 | L6=prior_hlc::previous_mid | L7=prior_hlc::previous_low | L8=red_box_edge::red_edge_2 | L9=red_box_quarter::red_box_3_75pct | L10=red_box_midline::red_mid_4
2026-05-15,10,2.1575,2.588419,60.0,80.0,red_box_edge,1,0,5,4,L1=green_box_edge::green_edge_3 | L2=green_box_quarter::green_box_3_25pct | L3=green_box_quarter::green_box_2_75pct | L4=prior_range_fraction::prev_range_0.666667 | L5=red_box_edge::red_edge_1 | L6=red_box_midline::red_mid_2 | L7=red_box_quarter::red_box_3_25pct | L8=red_box_edge::red_edge_3 | L9=red_box_midline::red_mid_4 | L10=red_box_edge::red_edge_4
2026-05-18,10,1.095625,1.148255,100.0,100.0,prior_hlc,1,3,5,1,L1=green_box_midline::green_mid_2 | L2=red_box_midline::red_mid_1 | L3=prior_hlc::previous_mid | L4=prior_range_fraction::prev_range_0.333333 | L5=prior_hlc::previous_close | L6=prior_hlc::previous_low | L7=red_box_edge::red_edge_2 | L8=red_box_quarter::red_box_3_25pct | L9=red_box_midline::red_mid_3 | L10=red_box_quarter::red_box_3_75pct
2026-05-19,10,1.49,2.895,60.0,70.0,green_box_edge,2,2,4,2,L1=green_box_edge::green_edge_3 | L2=green_box_midline::green_mid_3 | L3=green_box_quarter::green_box_3_25pct | L4=green_box_edge::green_edge_2 | L5=prior_hlc::previous_high | L6=prior_range_fraction::prev_range_0.75 | L7=prior_hlc::previous_mid | L8=prior_range_fraction::prev_range_0.25 | L9=red_box_midline::red_mid_2 | L10=red_box_quarter::red_box_2_75pct
2026-05-20,9,1.340042,3.17556,66.666667,77.777778,red_box_quarter,2,1,5,1,L1=green_box_quarter::green_box_2_75pct | L2=green_box_midline::green_mid_2 | L3=prior_range_fraction::prev_range_0.75 | L4=red_box_quarter::red_box_1_75pct | L5=prior_range_fraction::prev_range_0.333333 | L6=red_box_quarter::red_box_2_25pct | L7=prior_hlc::previous_low | L8=red_box_edge::red_edge_2 | L9=red_box_quarter::red_box_3_25pct
2026-05-21,10,3.48,3.591588,40.0,70.0,green_box_quarter,1,1,6,2,L1=green_box_quarter::green_box_4_75pct | L2=green_box_quarter::green_box_4_25pct | L3=green_box_quarter::green_box_3_75pct | L4=green_box_midline::green_mid_3 | L5=green_box_edge::green_edge_2 | L6=prior_hlc::previous_high | L7=red_box_midline::red_mid_1 | L8=prior_range_fraction::prev_range_0.382 | L9=red_box_midline::red_mid_2 | L10=red_box_edge::red_edge_2
2026-05-22,10,1.765625,2.390728,60.0,90.0,green_box_quarter,2,1,6,1,L1=green_box_quarter::green_box_4_75pct | L2=green_box_quarter::green_box_4_25pct | L3=green_box_quarter::green_box_3_75pct | L4=green_box_quarter::green_box_3_25pct | L5=green_box_quarter::green_box_2_75pct | L6=prior_range_fraction::prev_range_0.75 | L7=prior_range_fraction::prev_range_0.382 | L8=prior_hlc::previous_low | L9=red_box_edge::red_edge_2 | L10=red_box_quarter::red_box_3_75pct
2026-05-25,11,1.9775,8.266818,54.545455,72.727273,red_box_edge,1,0,6,4,L1=green_box_quarter::green_box_4_75pct | L2=green_box_edge::green_edge_3 | L3=green_box_quarter::green_box_3_25pct | L4=green_box_midline::green_mid_2 | L5=red_box_midline::red_mid_1 | L6=prior_range_fraction::prev_range_0.125 | L7=red_box_edge::red_edge_2 | L8=red_box_quarter::red_box_3_75pct | L9=red_box_midline::red_mid_4 | L10=red_box_edge::red_edge_4 | L11=red_box_edge::red_edge_4
2026-05-26,9,2.885,2.786853,55.555556,100.0,green_box_quarter,1,0,5,3,L1=green_box_quarter::green_box_4_75pct | L2=green_box_edge::green_edge_3 | L3=green_box_quarter::green_box_3_25pct | L4=green_box_midline::green_mid_2 | L5=prior_range_fraction::prev_range_0.618 | L6=red_box_quarter::red_box_2_25pct | L7=red_box_edge::red_edge_2 | L8=red_box_edge::red_edge_3 | L9=red_box_quarter::red_box_4_75pct
2026-05-27,8,3.335,3.63875,50.0,75.0,green_box_quarter,0,1,5,2,L1=green_box_edge::green_edge_2 | L2=green_box_quarter::green_box_2_75pct | L3=green_box_quarter::green_box_2_25pct | L4=prior_hlc::previous_mid | L5=green_box_quarter::green_box_1_25pct | L6=red_box_edge::red_edge_2 | L7=red_box_midline::red_mid_3 | L8=red_box_quarter::red_box_4_25pct
2026-05-28,9,3.835,4.462778,44.444444,55.555556,green_box_quarter,0,1,7,1,L1=green_box_quarter::green_box_3_25pct | L2=green_box_quarter::green_box_2_75pct | L3=green_box_midline::green_mid_2 | L4=red_box_midline::red_mid_1 | L5=prior_hlc::previous_pivot_hlc3 | L6=green_box_quarter::green_box_1_25pct | L7=red_box_edge::red_edge_2 | L8=red_box_quarter::red_box_3_25pct | L9=red_box_quarter::red_box_3_75pct
2026-05-29,12,2.595,3.505833,50.0,75.0,green_box_quarter,1,2,6,3,L1=green_box_quarter::green_box_4_25pct | L2=green_box_edge::green_edge_3 | L3=green_box_quarter::green_box_3_75pct | L4=green_box_midline::green_mid_3 | L5=green_box_edge::green_edge_2 | L6=green_box_quarter::green_box_2_75pct | L7=prior_hlc::previous_close | L8=prior_hlc::previous_pivot_hlc3 | L9=prior_range_fraction::prev_range_0.382 | L10=red_box_midline::red_mid_2 | L11=red_box_edge::red_edge_2 | L12=red_box_quarter::red_box_3_25pct
2026-06-01,11,1.7575,2.344773,63.636364,90.909091,green_box_quarter,0,1,7,3,L1=green_box_edge::green_edge_3 | L2=green_box_quarter::green_box_3_75pct | L3=green_box_quarter::green_box_3_25pct | L4=green_box_quarter::green_box_2_75pct | L5=red_box_quarter::red_box_1_25pct | L6=red_box_quarter::red_box_1_75pct | L7=green_box_midline::green_mid_1 | L8=prior_hlc::previous_low | L9=red_box_edge::red_edge_2 | L10=red_box_midline::red_mid_3 | L11=red_box_edge::red_edge_3
2026-06-02,8,2.835,3.154583,50.0,75.0,red_box_quarter,2,1,4,1,L1=green_box_edge::green_edge_2 | L2=green_box_midline::green_mid_2 | L3=prior_range_fraction::prev_range_0.75 | L4=prior_hlc::previous_pivot_hlc3 | L5=prior_range_fraction::prev_range_0.125 | L6=red_box_quarter::red_box_2_75pct | L7=red_box_quarter::red_box_3_25pct | L8=red_box_quarter::red_box_3_75pct
2026-06-03,10,2.100625,2.65175,60.0,100.0,green_box_quarter,0,1,8,1,L1=green_box_quarter::green_box_3_75pct | L2=green_box_quarter::green_box_3_25pct | L3=green_box_quarter::green_box_2_75pct | L4=prior_hlc::previous_high | L5=red_box_midline::red_mid_1 | L6=red_box_edge::red_edge_1 | L7=red_box_midline::red_mid_2 | L8=red_box_quarter::red_box_3_25pct | L9=red_box_quarter::red_box_3_75pct | L10=red_box_quarter::red_box_4_25pct
2026-06-04,7,1.55,1.778214,85.714286,100.0,green_box_quarter,0,1,5,1,L1=green_box_quarter::green_box_3_25pct | L2=green_box_quarter::green_box_2_75pct | L3=red_box_quarter::red_box_1_25pct | L4=red_box_quarter::red_box_1_75pct | L5=prior_hlc::previous_low | L6=red_box_edge::red_edge_2 | L7=red_box_midline::red_mid_3
2026-06-05,9,2.905,2.919898,66.666667,77.777778,prior_range_fraction,3,0,5,1,L1=green_box_quarter::green_box_3_75pct | L2=green_box_quarter::green_box_3_25pct | L3=green_box_edge::green_edge_2 | L4=green_box_midline::green_mid_2 | L5=prior_range_fraction::prev_range_0.75 | L6=prior_range_fraction::prev_range_0.382 | L7=prior_range_fraction::prev_range_0.125 | L8=red_box_quarter::red_box_2_75pct | L9=red_box_quarter::red_box_3_25pct
2026-06-08,9,3.55,4.909253,33.333333,55.555556,red_box_quarter,2,2,4,1,L1=red_box_quarter::red_box_1_25pct | L2=prior_range_fraction::prev_range_0.666667 | L3=red_box_quarter::red_box_1_75pct | L4=prior_hlc::previous_pivot_hlc3 | L5=prior_range_fraction::prev_range_0.25 | L6=prior_hlc::previous_low | L7=red_box_edge::red_edge_2 | L8=red_box_quarter::red_box_3_25pct | L9=red_box_midline::red_mid_3
2026-06-09,8,2.1,2.2775,75.0,100.0,green_box_quarter,1,0,7,0,L1=green_box_quarter::green_box_4_25pct | L2=green_box_quarter::green_box_3_75pct | L3=green_box_quarter::green_box_3_25pct | L4=green_box_quarter::green_box_2_75pct | L5=prior_range_fraction::prev_range_0.875 | L6=green_box_quarter::green_box_1_75pct | L7=green_box_quarter::green_box_1_25pct | L8=red_box_quarter::red_box_2_75pct
2026-06-10,9,2.386667,2.390097,55.555556,100.0,red_box_quarter,3,1,5,0,L1=prior_range_fraction::prev_range_0.875 | L2=prior_range_fraction::prev_range_0.666667 | L3=prior_hlc::previous_pivot_hlc3 | L4=prior_range_fraction::prev_range_0.125 | L5=red_box_quarter::red_box_2_75pct | L6=red_box_quarter::red_box_3_25pct | L7=red_box_quarter::red_box_3_75pct | L8=red_box_quarter::red_box_4_25pct | L9=red_box_quarter::red_box_4_75pct
2026-06-11,12,1.765,2.54,75.0,75.0,red_box_quarter,2,2,6,2,L1=green_box_edge::green_edge_2 | L2=green_box_quarter::green_box_2_75pct | L3=red_box_quarter::red_box_1_25pct | L4=prior_range_fraction::prev_range_0.666667 | L5=prior_hlc::previous_mid | L6=prior_range_fraction::prev_range_0.333333 | L7=green_box_quarter::green_box_1_25pct | L8=prior_hlc::previous_low | L9=red_box_edge::red_edge_2 | L10=red_box_quarter::red_box_3_25pct | L11=red_box_midline::red_mid_3 | L12=red_box_quarter::red_box_3_75pct
