level_date,rows,median_abs_distance,mean_abs_distance,pct_within_3,pct_within_5,dominant_anchor_family,prior_range_fraction_count,prior_hlc_count,box_internal_count,box_edge_count,formula_sequence
2025-12-29,11,2.8475,2.675114,54.545455,81.818182,red_box_quarter,1,2,6,2,L1=green_box_quarter::green_box_2_75pct | L2=green_box_midline::green_mid_2 | L3=green_box_quarter::green_box_2_25pct | L4=green_box_edge::green_edge_1 | L5=prior_hlc::previous_mid | L6=prior_range_fraction::prev_range_0.25 | L7=prior_hlc::previous_low | L8=red_box_quarter::red_box_2_75pct | L9=red_box_edge::red_edge_2 | L10=red_box_quarter::red_box_3_25pct | L11=red_box_quarter::red_box_3_25pct
2025-12-30,9,5.585,5.247417,22.222222,44.444444,prior_hlc,1,2,4,2,L1=green_box_quarter::green_box_1_75pct | L2=prior_range_fraction::prev_range_0.333333 | L3=green_box_midline::green_mid_1 | L4=red_box_midline::red_mid_2 | L5=prior_hlc::previous_close | L6=red_box_quarter::red_box_2_75pct | L7=prior_hlc::previous_low | L8=red_box_edge::red_edge_2 | L9=red_box_edge::red_edge_2
2026-01-01,9,0.975,2.246111,66.666667,77.777778,green_box_quarter,1,1,5,2,L1=green_box_quarter::green_box_3_25pct | L2=green_box_edge::green_edge_2 | L3=green_box_quarter::green_box_2_75pct | L4=prior_range_fraction::prev_range_0.875 | L5=red_box_midline::red_mid_1 | L6=prior_hlc::previous_mid | L7=red_box_edge::red_edge_1 | L8=red_box_quarter::red_box_2_25pct | L9=red_box_midline::red_mid_2
2026-01-02,10,2.27125,2.869772,60.0,80.0,green_box_quarter,2,1,4,3,L1=green_box_midline::green_mid_3 | L2=green_box_quarter::green_box_3_25pct | L3=green_box_edge::green_edge_2 | L4=prior_hlc::previous_high | L5=green_box_quarter::green_box_2_25pct | L6=prior_range_fraction::prev_range_0.618 | L7=red_box_edge::red_edge_1 | L8=prior_range_fraction::prev_range_0.125 | L9=red_box_quarter::red_box_2_75pct | L10=red_box_edge::red_edge_2
2026-01-05,10,3.023125,3.523625,50.0,80.0,red_box_quarter,0,2,7,1,L1=green_box_quarter::green_box_3_25pct | L2=green_box_quarter::green_box_2_75pct | L3=green_box_midline::green_mid_2 | L4=red_box_midline::red_mid_1 | L5=prior_hlc::previous_pivot_hlc3 | L6=red_box_quarter::red_box_2_25pct | L7=prior_hlc::previous_low | L8=red_box_edge::red_edge_2 | L9=red_box_quarter::red_box_3_25pct | L10=red_box_quarter::red_box_3_75pct
2026-01-06,9,2.935,3.853152,55.555556,66.666667,green_box_edge,2,2,3,2,L1=green_box_quarter::green_box_3_25pct | L2=green_box_edge::green_edge_2 | L3=green_box_edge::green_edge_2 | L4=prior_hlc::previous_high | L5=red_box_quarter::red_box_1_25pct | L6=prior_range_fraction::prev_range_0.666667 | L7=prior_hlc::previous_mid | L8=prior_range_fraction::prev_range_0.25 | L9=red_box_midline::red_mid_2
2026-01-07,10,1.65563,2.448457,60.0,90.0,green_box_quarter,2,0,6,2,L1=green_box_quarter::green_box_3_75pct | L2=green_box_quarter::green_box_3_25pct | L3=green_box_edge::green_edge_2 | L4=green_box_quarter::green_box_2_75pct | L5=green_box_quarter::green_box_2_25pct | L6=prior_range_fraction::prev_range_0.666667 | L7=prior_range_fraction::prev_range_0.382 | L8=red_box_quarter::red_box_2_25pct | L9=red_box_midline::red_mid_2 | L10=red_box_edge::red_edge_2
2026-01-08,10,1.376875,2.50175,60.0,80.0,green_box_edge,1,1,5,3,L1=green_box_quarter::green_box_3_25pct | L2=green_box_edge::green_edge_2 | L3=green_box_midline::green_mid_2 | L4=prior_range_fraction::prev_range_0.875 | L5=green_box_edge::green_edge_1 | L6=prior_hlc::previous_close | L7=green_box_quarter::green_box_1_25pct | L8=red_box_midline::red_mid_2 | L9=red_box_edge::red_edge_2 | L10=red_box_quarter::red_box_3_25pct
2026-01-09,9,1.56,2.076667,77.777778,100.0,green_box_quarter,1,0,6,2,L1=green_box_quarter::green_box_3_75pct | L2=green_box_quarter::green_box_3_25pct | L3=green_box_edge::green_edge_2 | L4=green_box_midline::green_mid_2 | L5=red_box_quarter::red_box_1_25pct | L6=green_box_quarter::green_box_1_75pct | L7=prior_range_fraction::prev_range_0.25 | L8=red_box_midline::red_mid_2 | L9=red_box_edge::red_edge_2
2026-01-12,10,1.66125,2.492856,70.0,70.0,green_box_quarter,2,1,6,1,L1=green_box_midline::green_mid_4 | L2=green_box_quarter::green_box_4_25pct | L3=green_box_quarter::green_box_3_25pct | L4=green_box_edge::green_edge_2 | L5=green_box_midline::green_mid_2 | L6=green_box_quarter::green_box_2_25pct | L7=prior_range_fraction::prev_range_0.618 | L8=prior_range_fraction::prev_range_0.333333 | L9=prior_hlc::previous_low | L10=red_box_quarter::red_box_2_75pct
2026-01-13,7,1.585,2.924643,57.142857,71.428571,green_box_midline,1,1,5,0,L1=green_box_quarter::green_box_3_25pct | L2=green_box_quarter::green_box_2_75pct | L3=green_box_midline::green_mid_2 | L4=prior_range_fraction::prev_range_0.75 | L5=prior_hlc::previous_mid | L6=green_box_midline::green_mid_1 | L7=red_box_midline::red_mid_2
2026-01-14,9,2.7175,2.760787,55.555556,77.777778,red_box_quarter,1,1,5,2,L1=green_box_edge::green_edge_2 | L2=green_box_midline::green_mid_2 | L3=prior_range_fraction::prev_range_0.75 | L4=prior_hlc::previous_pivot_hlc3 | L5=red_box_quarter::red_box_2_25pct | L6=red_box_quarter::red_box_2_75pct | L7=red_box_midline::red_mid_3 | L8=red_box_edge::red_edge_3 | L9=red_box_quarter::red_box_4_75pct
2026-01-15,8,1.2725,1.925625,75.0,87.5,red_box_quarter,0,1,5,2,L1=green_box_edge::green_edge_2 | L2=prior_hlc::previous_high | L3=red_box_midline::red_mid_1 | L4=green_box_quarter::green_box_1_25pct | L5=red_box_quarter::red_box_2_75pct | L6=red_box_quarter::red_box_3_25pct | L7=red_box_edge::red_edge_3 | L8=red_box_quarter::red_box_4_75pct
2026-01-16,7,1.0625,1.576071,85.714286,100.0,green_box_midline,1,0,5,1,L1=green_box_midline::green_mid_3 | L2=green_box_edge::green_edge_2 | L3=green_box_midline::green_mid_2 | L4=prior_range_fraction::prev_range_0.75 | L5=green_box_quarter::green_box_1_25pct | L6=red_box_midline::red_mid_2 | L7=red_box_quarter::red_box_3_25pct
2026-01-19,7,1.15436,2.57348,57.142857,85.714286,prior_range_fraction,3,0,4,0,L1=green_box_midline::green_mid_3 | L2=green_box_quarter::green_box_3_25pct | L3=green_box_quarter::green_box_2_75pct | L4=prior_range_fraction::prev_range_0.875 | L5=red_box_midline::red_mid_1 | L6=prior_range_fraction::prev_range_0.382 | L7=prior_range_fraction::prev_range_0.125
2026-01-20,9,1.4925,1.511111,88.888889,100.0,green_box_quarter,0,1,6,2,L1=green_box_quarter::green_box_3_75pct | L2=green_box_quarter::green_box_3_25pct | L3=green_box_edge::green_edge_2 | L4=green_box_midline::green_mid_2 | L5=red_box_quarter::red_box_1_25pct | L6=prior_hlc::previous_mid | L7=green_box_quarter::green_box_1_25pct | L8=red_box_midline::red_mid_2 | L9=red_box_edge::red_edge_2
2026-01-21,12,2.305625,3.194271,58.333333,75.0,green_box_midline,1,1,8,2,L1=green_box_quarter::green_box_4_75pct | L2=green_box_midline::green_mid_4 | L3=green_box_quarter::green_box_4_25pct | L4=green_box_edge::green_edge_3 | L5=green_box_midline::green_mid_3 | L6=green_box_quarter::green_box_3_25pct | L7=green_box_edge::green_edge_2 | L8=prior_hlc::previous_high | L9=prior_range_fraction::prev_range_0.875 | L10=red_box_midline::red_mid_1 | L11=red_box_quarter::red_box_1_75pct | L12=green_box_midline::green_mid_1
2026-01-22,9,1.6825,1.972893,77.777778,100.0,green_box_quarter,2,0,5,2,L1=green_box_edge::green_edge_2 | L2=green_box_quarter::green_box_2_75pct | L3=green_box_midline::green_mid_2 | L4=prior_range_fraction::prev_range_0.75 | L5=red_box_quarter::red_box_1_75pct | L6=prior_range_fraction::prev_range_0.382 | L7=green_box_quarter::green_box_1_25pct | L8=red_box_quarter::red_box_2_75pct | L9=red_box_edge::red_edge_2
2026-01-23,8,1.23,1.969375,75.0,87.5,green_box_quarter,1,0,5,2,L1=green_box_quarter::green_box_3_25pct | L2=green_box_edge::green_edge_2 | L3=green_box_quarter::green_box_2_75pct | L4=prior_range_fraction::prev_range_0.875 | L5=green_box_quarter::green_box_2_25pct | L6=green_box_edge::green_edge_1 | L7=green_box_quarter::green_box_1_75pct | L8=green_box_midline::green_mid_1
2026-01-26,12,3.021275,3.297713,50.0,83.333333,green_box_quarter,2,1,8,1,L1=green_box_midline::green_mid_4 | L2=green_box_quarter::green_box_4_25pct | L3=green_box_edge::green_edge_3 | L4=green_box_quarter::green_box_3_75pct | L5=green_box_quarter::green_box_3_25pct | L6=green_box_quarter::green_box_2_75pct | L7=prior_hlc::previous_close | L8=red_box_midline::red_mid_1 | L9=prior_range_fraction::prev_range_0.382 | L10=prior_range_fraction::prev_range_0.125 | L11=red_box_quarter::red_box_2_75pct | L12=red_box_quarter::red_box_3_25pct
2026-01-27,10,1.65875,2.045973,80.0,90.0,red_box_edge,2,0,5,3,L1=green_box_quarter::green_box_3_25pct | L2=green_box_quarter::green_box_2_75pct | L3=prior_range_fraction::prev_range_0.875 | L4=prior_range_fraction::prev_range_0.618 | L5=red_box_edge::red_edge_1 | L6=red_box_midline::red_mid_2 | L7=red_box_edge::red_edge_2 | L8=red_box_midline::red_mid_3 | L9=red_box_edge::red_edge_3 | L10=red_box_midline::red_mid_4
2026-01-28,10,2.83125,3.023354,50.0,80.0,green_box_quarter,2,1,5,2,L1=green_box_edge::green_edge_3 | L2=green_box_quarter::green_box_3_75pct | L3=green_box_midline::green_mid_3 | L4=green_box_quarter::green_box_3_25pct | L5=green_box_edge::green_edge_2 | L6=prior_hlc::previous_close | L7=prior_range_fraction::prev_range_0.75 | L8=prior_range_fraction::prev_range_0.618 | L9=green_box_quarter::green_box_1_75pct | L10=red_box_quarter::red_box_2_25pct
2026-01-29,7,3.31,5.329655,42.857143,57.142857,prior_range_fraction,3,0,3,1,L1=green_box_quarter::green_box_3_25pct | L2=green_box_edge::green_edge_2 | L3=prior_range_fraction::prev_range_0.875 | L4=prior_range_fraction::prev_range_0.75 | L5=red_box_quarter::red_box_1_75pct | L6=prior_range_fraction::prev_range_0.333333 | L7=red_box_midline::red_mid_2
2026-01-30,10,5.85625,9.01225,30.0,30.0,green_box_midline,0,2,7,1,L1=green_box_edge::green_edge_2 | L2=prior_hlc::previous_high | L3=green_box_quarter::green_box_2_75pct | L4=green_box_midline::green_mid_2 | L5=red_box_midline::red_mid_1 | L6=red_box_quarter::red_box_1_75pct | L7=prior_hlc::previous_mid | L8=green_box_quarter::green_box_1_75pct | L9=green_box_midline::green_mid_1 | L10=red_box_midline::red_mid_2
2026-02-02,16,18.716539,15.939594,12.5,25.0,red_box_quarter,3,2,9,2,L1=red_box_edge::red_edge_1 | L2=prior_hlc::previous_pivot_hlc3 | L3=red_box_quarter::red_box_2_25pct | L4=prior_range_fraction::prev_range_0.333333 | L5=prior_range_fraction::prev_range_0.25 | L6=red_box_midline::red_mid_2 | L7=prior_range_fraction::prev_range_0.125 | L8=red_box_quarter::red_box_2_75pct | L9=prior_hlc::previous_low | L10=red_box_edge::red_edge_2 | L11=red_box_quarter::red_box_3_25pct | L12=red_box_quarter::red_box_3_25pct | L13=red_box_midline::red_mid_3 | L14=red_box_midline::red_mid_3 | L15=red_box_quarter::red_box_3_75pct | L16=red_box_quarter::red_box_3_75pct
2026-02-03,14,7.6575,7.895012,35.714286,42.857143,green_box_quarter,2,3,7,2,L1=green_box_quarter::green_box_3_25pct | L2=green_box_quarter::green_box_3_25pct | L3=green_box_edge::green_edge_2 | L4=prior_hlc::previous_high | L5=green_box_quarter::green_box_2_75pct | L6=red_box_quarter::red_box_1_25pct | L7=prior_range_fraction::prev_range_0.75 | L8=green_box_quarter::green_box_2_25pct | L9=prior_hlc::previous_close | L10=red_box_edge::red_edge_1 | L11=prior_range_fraction::prev_range_0.333333 | L12=red_box_midline::red_mid_2 | L13=green_box_quarter::green_box_1_25pct | L14=prior_hlc::previous_low
2026-02-04,9,4.305,6.860833,44.444444,55.555556,green_box_edge,0,1,6,2,L1=green_box_quarter::green_box_3_75pct | L2=green_box_midline::green_mid_3 | L3=green_box_edge::green_edge_2 | L4=prior_hlc::previous_high | L5=red_box_quarter::red_box_1_25pct | L6=red_box_midline::red_mid_1 | L7=green_box_edge::green_edge_1 | L8=green_box_quarter::green_box_1_75pct | L9=green_box_midline::green_mid_1
2026-02-05,11,8.0375,7.012502,27.272727,27.272727,red_box_quarter,2,1,6,2,L1=green_box_edge::green_edge_2 | L2=green_box_quarter::green_box_2_75pct | L3=prior_range_fraction::prev_range_0.75 | L4=red_box_quarter::red_box_1_75pct | L5=prior_range_fraction::prev_range_0.382 | L6=red_box_midline::red_mid_2 | L7=prior_hlc::previous_low | L8=red_box_quarter::red_box_3_25pct | L9=red_box_midline::red_mid_3 | L10=red_box_edge::red_edge_3 | L11=red_box_quarter::red_box_4_25pct
2026-02-06,11,4.41,5.472424,36.363636,54.545455,prior_hlc,0,4,6,1,L1=prior_hlc::previous_high | L2=red_box_quarter::red_box_1_25pct | L3=green_box_quarter::green_box_2_25pct | L4=prior_hlc::previous_mid | L5=prior_hlc::previous_pivot_hlc3 | L6=red_box_midline::red_mid_2 | L7=prior_hlc::previous_low | L8=red_box_quarter::red_box_3_25pct | L9=red_box_midline::red_mid_3 | L10=red_box_edge::red_edge_3 | L11=red_box_quarter::red_box_4_25pct
2026-02-09,9,8.19,8.331079,11.111111,44.444444,green_box_midline,1,0,6,2,L1=green_box_midline::green_mid_3 | L2=green_box_quarter::green_box_3_25pct | L3=green_box_edge::green_edge_2 | L4=green_box_quarter::green_box_2_75pct | L5=green_box_midline::green_mid_2 | L6=prior_range_fraction::prev_range_0.618 | L7=red_box_edge::red_edge_1 | L8=green_box_midline::green_mid_1 | L9=red_box_quarter::red_box_2_75pct
2026-02-10,10,2.88,5.84525,50.0,70.0,green_box_quarter,0,1,6,3,L1=green_box_edge::green_edge_4 | L2=green_box_quarter::green_box_4_75pct | L3=green_box_edge::green_edge_3 | L4=green_box_quarter::green_box_3_25pct | L5=green_box_midline::green_mid_2 | L6=prior_hlc::previous_pivot_hlc3 | L7=green_box_quarter::green_box_1_25pct | L8=red_box_edge::red_edge_2 | L9=red_box_quarter::red_box_3_75pct | L10=red_box_quarter::red_box_4_75pct
2026-02-11,9,2.64,5.916111,55.555556,66.666667,red_box_quarter,0,0,7,2,L1=green_box_edge::green_edge_4 | L2=green_box_quarter::green_box_4_25pct | L3=green_box_quarter::green_box_3_25pct | L4=green_box_midline::green_mid_2 | L5=green_box_midline::green_mid_1 | L6=red_box_quarter::red_box_2_75pct | L7=red_box_quarter::red_box_3_75pct | L8=red_box_quarter::red_box_4_75pct | L9=red_box_edge::red_edge_4
2026-02-12,11,2.905,7.251364,54.545455,54.545455,red_box_quarter,0,1,7,3,L1=green_box_quarter::green_box_4_75pct | L2=green_box_edge::green_edge_3 | L3=green_box_quarter::green_box_3_25pct | L4=green_box_midline::green_mid_2 | L5=prior_hlc::previous_pivot_hlc3 | L6=red_box_quarter::red_box_2_25pct | L7=red_box_quarter::red_box_2_75pct | L8=red_box_midline::red_mid_3 | L9=red_box_quarter::red_box_4_25pct | L10=red_box_edge::red_edge_4 | L11=red_box_edge::red_edge_4
2026-02-13,8,3.635,4.19619,50.0,62.5,prior_range_fraction,3,1,3,1,L1=prior_range_fraction::prev_range_0.875 | L2=prior_range_fraction::prev_range_0.75 | L3=green_box_edge::green_edge_1 | L4=prior_range_fraction::prev_range_0.382 | L5=red_box_midline::red_mid_2 | L6=prior_hlc::previous_low | L7=red_box_quarter::red_box_3_25pct | L8=red_box_midline::red_mid_3
2026-02-16,8,4.52,5.413125,37.5,62.5,green_box_quarter,0,1,5,2,L1=green_box_quarter::green_box_3_75pct | L2=green_box_midline::green_mid_3 | L3=green_box_edge::green_edge_2 | L4=prior_hlc::previous_close | L5=red_box_midline::red_mid_1 | L6=green_box_quarter::green_box_1_75pct | L7=green_box_quarter::green_box_1_25pct | L8=red_box_edge::red_edge_2
2026-02-17,10,2.141875,5.355481,50.0,60.0,red_box_quarter,1,0,7,2,L1=green_box_quarter::green_box_4_25pct | L2=green_box_midline::green_mid_3 | L3=green_box_quarter::green_box_2_75pct | L4=red_box_quarter::red_box_1_25pct | L5=prior_range_fraction::prev_range_0.382 | L6=red_box_midline::red_mid_2 | L7=red_box_quarter::red_box_3_25pct | L8=red_box_edge::red_edge_3 | L9=red_box_quarter::red_box_4_75pct | L10=red_box_edge::red_edge_4
2026-02-18,9,0.553386,2.784821,66.666667,77.777778,green_box_quarter,1,2,4,2,L1=green_box_quarter::green_box_2_75pct | L2=red_box_quarter::red_box_1_25pct | L3=prior_range_fraction::prev_range_0.666667 | L4=green_box_quarter::green_box_1_75pct | L5=prior_hlc::previous_close | L6=prior_hlc::previous_low | L7=red_box_edge::red_edge_2 | L8=red_box_midline::red_mid_3 | L9=red_box_edge::red_edge_3
2026-02-19,11,5.7375,5.430912,36.363636,45.454545,prior_range_fraction,3,1,6,1,L1=green_box_quarter::green_box_3_75pct | L2=green_box_midline::green_mid_3 | L3=green_box_quarter::green_box_3_25pct | L4=green_box_edge::green_edge_2 | L5=green_box_midline::green_mid_2 | L6=prior_range_fraction::prev_range_0.75 | L7=prior_hlc::previous_pivot_hlc3 | L8=prior_range_fraction::prev_range_0.382 | L9=prior_range_fraction::prev_range_0.125 | L10=red_box_quarter::red_box_2_75pct | L11=red_box_quarter::red_box_3_25pct
2026-02-20,10,1.895625,2.29675,60.0,90.0,green_box_quarter,0,0,8,2,L1=green_box_edge::green_edge_3 | L2=green_box_midline::green_mid_3 | L3=green_box_quarter::green_box_2_75pct | L4=green_box_quarter::green_box_2_25pct | L5=green_box_quarter::green_box_1_75pct | L6=red_box_quarter::red_box_2_25pct | L7=red_box_edge::red_edge_2 | L8=red_box_midline::red_mid_3 | L9=red_box_quarter::red_box_4_25pct | L10=red_box_quarter::red_box_4_75pct
2026-02-23,11,3.63,3.77,36.363636,63.636364,green_box_quarter,0,1,9,1,L1=green_box_quarter::green_box_4_25pct | L2=green_box_quarter::green_box_3_75pct | L3=green_box_midline::green_mid_3 | L4=green_box_quarter::green_box_3_25pct | L5=green_box_quarter::green_box_2_75pct | L6=green_box_midline::green_mid_2 | L7=green_box_quarter::green_box_2_25pct | L8=red_box_quarter::red_box_1_75pct | L9=red_box_edge::red_edge_1 | L10=red_box_quarter::red_box_2_25pct | L11=prior_hlc::previous_low
2026-02-24,11,3.09,4.007656,45.454545,72.727273,green_box_quarter,1,1,6,3,L1=green_box_edge::green_edge_3 | L2=green_box_quarter::green_box_3_75pct | L3=green_box_quarter::green_box_3_25pct | L4=green_box_edge::green_edge_2 | L5=prior_hlc::previous_high | L6=green_box_quarter::green_box_2_25pct | L7=red_box_quarter::red_box_1_75pct | L8=prior_range_fraction::prev_range_0.333333 | L9=green_box_quarter::green_box_1_25pct | L10=red_box_quarter::red_box_2_75pct | L11=red_box_edge::red_edge_2
2026-02-25,11,3.19,4.9125,45.454545,63.636364,red_box_quarter,1,2,7,1,L1=green_box_edge::green_edge_3 | L2=green_box_midline::green_mid_3 | L3=green_box_quarter::green_box_3_25pct | L4=prior_hlc::previous_high | L5=prior_range_fraction::prev_range_0.75 | L6=prior_hlc::previous_mid | L7=green_box_midline::green_mid_1 | L8=red_box_midline::red_mid_2 | L9=red_box_quarter::red_box_2_75pct | L10=red_box_quarter::red_box_3_25pct | L11=red_box_quarter::red_box_3_75pct
2026-02-26,8,1.57625,2.33349,62.5,87.5,prior_range_fraction,2,1,3,2,L1=green_box_midline::green_mid_3 | L2=green_box_edge::green_edge_2 | L3=prior_range_fraction::prev_range_0.875 | L4=prior_hlc::previous_pivot_hlc3 | L5=prior_range_fraction::prev_range_0.125 | L6=red_box_edge::red_edge_2 | L7=red_box_quarter::red_box_3_75pct | L8=red_box_midline::red_mid_4
2026-02-27,9,3.62,3.049164,44.444444,77.777778,prior_range_fraction,2,0,5,2,L1=green_box_midline::green_mid_4 | L2=green_box_quarter::green_box_3_75pct | L3=green_box_edge::green_edge_2 | L4=prior_range_fraction::prev_range_0.875 | L5=prior_range_fraction::prev_range_0.382 | L6=red_box_midline::red_mid_2 | L7=red_box_quarter::red_box_3_25pct | L8=red_box_quarter::red_box_4_25pct | L9=red_box_edge::red_edge_4
2026-03-02,11,1.92,6.923636,72.727273,81.818182,green_box_quarter,0,1,8,2,L1=green_box_edge::green_edge_4 | L2=green_box_edge::green_edge_4 | L3=green_box_midline::green_mid_4 | L4=green_box_quarter::green_box_3_75pct | L5=green_box_quarter::green_box_3_25pct | L6=green_box_quarter::green_box_2_75pct | L7=green_box_quarter::green_box_2_25pct | L8=prior_hlc::previous_mid | L9=red_box_quarter::red_box_2_25pct | L10=red_box_quarter::red_box_2_75pct | L11=red_box_quarter::red_box_3_25pct
2026-03-03,10,3.87,3.925672,50.0,60.0,red_box_quarter,1,0,7,2,L1=green_box_quarter::green_box_2_75pct | L2=green_box_midline::green_mid_2 | L3=prior_range_fraction::prev_range_0.666667 | L4=red_box_edge::red_edge_1 | L5=green_box_quarter::green_box_1_25pct | L6=red_box_quarter::red_box_2_75pct | L7=red_box_quarter::red_box_3_25pct | L8=red_box_midline::red_mid_3 | L9=red_box_edge::red_edge_3 | L10=red_box_quarter::red_box_4_25pct
2026-03-04,9,5.72875,7.411959,33.333333,44.444444,red_box_edge,2,0,3,4,L1=green_box_edge::green_edge_1 | L2=red_box_edge::red_edge_1 | L3=prior_range_fraction::prev_range_0.382 | L4=red_box_quarter::red_box_2_25pct | L5=red_box_midline::red_mid_2 | L6=prior_range_fraction::prev_range_0.125 | L7=red_box_quarter::red_box_2_75pct | L8=red_box_edge::red_edge_2 | L9=red_box_edge::red_edge_2
2026-03-05,9,1.96,3.619444,66.666667,66.666667,green_box_quarter,1,1,6,1,L1=green_box_quarter::green_box_3_25pct | L2=green_box_edge::green_edge_2 | L3=prior_hlc::previous_high | L4=prior_range_fraction::prev_range_0.75 | L5=green_box_quarter::green_box_1_75pct | L6=green_box_quarter::green_box_1_25pct | L7=red_box_quarter::red_box_2_75pct | L8=red_box_quarter::red_box_3_25pct | L9=red_box_quarter::red_box_3_75pct
2026-03-06,8,1.8225,2.168125,75.0,87.5,red_box_quarter,2,0,6,0,L1=green_box_quarter::green_box_2_75pct | L2=red_box_quarter::red_box_1_25pct | L3=prior_range_fraction::prev_range_0.618 | L4=prior_range_fraction::prev_range_0.382 | L5=green_box_quarter::green_box_1_25pct | L6=red_box_quarter::red_box_2_75pct | L7=red_box_quarter::red_box_3_25pct | L8=red_box_midline::red_mid_3
2026-03-09,10,2.905,2.958984,50.0,80.0,green_box_quarter,1,0,7,2,L1=green_box_edge::green_edge_3 | L2=green_box_quarter::green_box_3_75pct | L3=green_box_quarter::green_box_3_25pct | L4=green_box_edge::green_edge_2 | L5=green_box_midline::green_mid_2 | L6=red_box_midline::red_mid_1 | L7=prior_range_fraction::prev_range_0.382 | L8=green_box_quarter::green_box_1_25pct | L9=red_box_quarter::red_box_2_75pct | L10=red_box_quarter::red_box_3_25pct
2026-03-10,9,2.575,3.188519,66.666667,77.777778,prior_range_fraction,3,1,3,2,L1=green_box_quarter::green_box_3_25pct | L2=green_box_edge::green_edge_2 | L3=green_box_quarter::green_box_2_75pct | L4=prior_range_fraction::prev_range_0.875 | L5=red_box_midline::red_mid_1 | L6=prior_hlc::previous_pivot_hlc3 | L7=red_box_edge::red_edge_1 | L8=prior_range_fraction::prev_range_0.25 | L9=prior_range_fraction::prev_range_0.125
2026-03-11,10,2.09125,2.921625,70.0,80.0,green_box_quarter,3,0,5,2,L1=green_box_quarter::green_box_3_75pct | L2=green_box_midline::green_mid_3 | L3=green_box_edge::green_edge_2 | L4=green_box_quarter::green_box_2_75pct | L5=prior_range_fraction::prev_range_0.875 | L6=prior_range_fraction::prev_range_0.618 | L7=prior_range_fraction::prev_range_0.382 | L8=green_box_quarter::green_box_1_25pct | L9=red_box_quarter::red_box_2_75pct | L10=red_box_edge::red_edge_2
2026-03-12,10,1.59,1.91875,80.0,90.0,green_box_quarter,0,1,9,0,L1=green_box_quarter::green_box_4_25pct | L2=green_box_quarter::green_box_3_75pct | L3=green_box_quarter::green_box_3_25pct | L4=green_box_quarter::green_box_2_75pct | L5=green_box_quarter::green_box_2_25pct | L6=prior_hlc::previous_mid | L7=red_box_quarter::red_box_2_25pct | L8=red_box_quarter::red_box_2_75pct | L9=red_box_quarter::red_box_3_25pct | L10=red_box_quarter::red_box_3_75pct
2026-03-13,9,1.6625,2.311407,66.666667,88.888889,prior_hlc,2,2,4,1,L1=green_box_midline::green_mid_2 | L2=prior_range_fraction::prev_range_0.75 | L3=red_box_quarter::red_box_1_75pct | L4=prior_range_fraction::prev_range_0.382 | L5=prior_hlc::previous_close | L6=prior_hlc::previous_low | L7=red_box_edge::red_edge_2 | L8=red_box_midline::red_mid_3 | L9=red_box_quarter::red_box_3_75pct
2026-03-16,10,1.97004,2.689016,70.0,80.0,red_box_quarter,2,0,6,2,L1=green_box_edge::green_edge_2 | L2=green_box_quarter::green_box_2_75pct | L3=red_box_quarter::red_box_1_25pct | L4=prior_range_fraction::prev_range_0.618 | L5=prior_range_fraction::prev_range_0.382 | L6=green_box_quarter::green_box_1_25pct | L7=red_box_quarter::red_box_2_75pct | L8=red_box_quarter::red_box_3_25pct | L9=red_box_midline::red_mid_3 | L10=red_box_edge::red_edge_3
2026-03-17,8,2.4175,2.881562,62.5,75.0,red_box_quarter,0,1,5,2,L1=green_box_edge::green_edge_3 | L2=green_box_quarter::green_box_3_25pct | L3=green_box_edge::green_edge_2 | L4=green_box_quarter::green_box_2_25pct | L5=prior_hlc::previous_mid | L6=red_box_quarter::red_box_2_25pct | L7=red_box_quarter::red_box_2_75pct | L8=red_box_quarter::red_box_3_25pct
2026-03-18,12,3.73,3.714167,33.333333,66.666667,red_box_quarter,0,2,8,2,L1=green_box_quarter::green_box_3_75pct | L2=green_box_quarter::green_box_3_25pct | L3=green_box_quarter::green_box_2_75pct | L4=red_box_quarter::red_box_1_25pct | L5=prior_hlc::previous_pivot_hlc3 | L6=prior_hlc::previous_low | L7=red_box_edge::red_edge_2 | L8=red_box_quarter::red_box_3_25pct | L9=red_box_quarter::red_box_3_75pct | L10=red_box_quarter::red_box_4_25pct | L11=red_box_quarter::red_box_4_75pct | L12=red_box_edge::red_edge_4
2026-03-19,11,4.34125,4.552544,36.363636,72.727273,red_box_quarter,2,1,7,1,L1=red_box_quarter::red_box_1_75pct | L2=green_box_quarter::green_box_1_75pct | L3=prior_range_fraction::prev_range_0.333333 | L4=prior_range_fraction::prev_range_0.25 | L5=red_box_midline::red_mid_2 | L6=prior_hlc::previous_close | L7=red_box_quarter::red_box_2_75pct | L8=red_box_edge::red_edge_2 | L9=red_box_quarter::red_box_3_25pct | L10=red_box_midline::red_mid_3 | L11=red_box_quarter::red_box_3_75pct
2026-03-20,10,2.88016,3.386743,50.0,80.0,prior_range_fraction,3,1,4,2,L1=prior_range_fraction::prev_range_0.666667 | L2=prior_range_fraction::prev_range_0.618 | L3=green_box_edge::green_edge_1 | L4=prior_hlc::previous_mid | L5=red_box_edge::red_edge_1 | L6=prior_range_fraction::prev_range_0.382 | L7=red_box_quarter::red_box_2_25pct | L8=green_box_midline::green_mid_1 | L9=red_box_midline::red_mid_2 | L10=red_box_midline::red_mid_2
