level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,prediction_available_levels,missing_prediction_levels,cluster_gap_points,top1_cluster_pct_within_3,top1_cluster_pct_within_5,top3_cluster_pct_within_3,top3_cluster_pct_within_5,best_cluster_median_abs_error,best_cluster_mean_abs_error,best_cluster_pct_within_3,best_cluster_pct_within_5,top1_cluster_median_abs_error,cluster_band_median_width,ordered_ladder_valid,ordered_ladder_median_abs_error,ordered_ladder_pct_within_3,ordered_ladder_pct_within_5
2026-06-30,2026-06-29,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,5.0,0.0,0.0,25.0,25.0,9.183125,7.935937,25.0,25.0,13.095201,0.0,True,13.095201,0.0,0.0
