level_date,rows,median_abs_distance,mean_abs_distance,max_abs_distance,pct_within_1,pct_within_2,pct_within_3,pct_within_5,pct_within_10,dominant_anchor_family,prior_range_fraction_count,prior_hlc_count,box_internal_count,box_edge_count,full_anchor_sequence,full_family_sequence,full_side_sequence,focus_l4_l7_anchor_sequence,focus_l4_l7_family_sequence,focus_l4_l7_median_abs_distance,focus_l4_l7_pct_within_3,focus_l4_l7_pct_within_5,sequence_template_type,full_anchor_sequence_hash,full_family_sequence_hash,focus_l4_l7_anchor_sequence_hash,focus_l4_l7_family_sequence_hash,focus_family_template_key,focus_family_template_type,focus_family_template_score,focus_family_template_date_count
2026-06-30,9,3.91875,3.412361,6.15375,22.222222,22.222222,33.333333,77.777778,100.0,red_box_quarter,1,0,6,2,L1=green_box_edge::green_edge_3 | L2=green_box_quarter::green_box_3_25pct | L3=green_box_quarter::green_box_2_75pct | L4=red_box_quarter::red_box_1_25pct | L5=red_box_quarter::red_box_1_75pct | L6=prior_range_fraction::prev_range_0.125 | L7=red_box_edge::red_edge_2 | L8=red_box_quarter::red_box_3_75pct | L9=red_box_quarter::red_box_4_25pct,L1=green_box_edge | L2=green_box_quarter | L3=green_box_quarter | L4=red_box_quarter | L5=red_box_quarter | L6=prior_range_fraction | L7=red_box_edge | L8=red_box_quarter | L9=red_box_quarter,L1=green | L2=green | L3=green | L4=red | L5=red | L6=neutral | L7=red | L8=red | L9=red,L4=red_box_quarter::red_box_1_25pct | L5=red_box_quarter::red_box_1_75pct | L6=prior_range_fraction::prev_range_0.125 | L7=red_box_edge::red_edge_2,L4=red_box_quarter | L5=red_box_quarter | L6=prior_range_fraction | L7=red_box_edge,2.690625,50.0,100.0,BOX_INTERNAL_TEMPLATE,6bb1427849,659d1c0a93,1eaf333e76,f7652db289,,,,
