level_date,prev_date,rows,prev_range,box_size,range_bucket,close_position_bucket,rows_bucket,prediction_available_levels,missing_prediction_levels,dominant_candidate_method,top1_anchor_hit_rate,top3_anchor_hit_rate,top5_anchor_hit_rate,best_candidate_median_abs_error,best_candidate_mean_abs_error,best_candidate_pct_within_3,best_candidate_pct_within_5,top1_candidate_median_abs_error,candidate_band_median_width
2026-02-04,2026-02-03,9,327.89999999999964,178.94999999999982,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE,0.0,0.0,0.0,106.741305,105.880652,0.0,0.0,106.741305,0.0
2026-02-05,2026-02-04,11,242.14000000000033,136.07000000000016,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,152.3725,148.415,0.0,0.0,152.3725,0.0
2026-02-06,2026-02-05,11,263.9400000000005,146.97000000000025,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,25.0,25.0,16.03,19.596875,25.0,25.0,36.537456,47.739956
2026-02-09,2026-02-06,9,316.03000000000065,173.01500000000033,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,23.860625,23.405937,0.0,0.0,23.860625,0.0
2026-02-10,2026-02-09,10,121.82000000000062,75.91000000000031,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,25.0,25.0,29.485,33.044375,0.0,25.0,29.485,0.0
2026-02-11,2026-02-10,9,91.16000000000076,60.58000000000038,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,25.0,25.0,28.385,26.13,25.0,25.0,48.56,38.025
2026-02-12,2026-02-11,11,100.1200000000008,65.0600000000004,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,25.0,25.0,4.265,4.43125,50.0,50.0,4.265,0.0
2026-02-13,2026-02-12,8,221.35999999999967,125.67999999999984,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4,0,REGIME_RANGE_CLOSE,0.0,0.0,0.0,8.901703,19.533352,0.0,0.0,66.533334,63.853296
2026-02-16,2026-02-13,8,160.60000000000036,95.30000000000018,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,15.54,19.285,0.0,25.0,16.7525,10.0375
2026-02-17,2026-02-16,10,87.82999999999993,58.914999999999964,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,13.574375,15.336875,0.0,50.0,28.055625,44.26
2026-02-18,2026-02-17,9,158.47999999999956,94.23999999999978,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,75.0,75.0,1.685,2.53,50.0,75.0,11.695,20.87
2026-02-19,2026-02-18,11,156.78999999999996,93.39499999999998,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,30.52125,33.198438,0.0,0.0,66.43711,36.41461
2026-02-20,2026-02-19,10,61.590000000000146,45.79500000000007,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,7.21875,8.322396,25.0,50.0,18.445,28.145
2026-02-23,2026-02-20,11,126.15999999999985,78.07999999999993,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,19.778333,19.879167,0.0,0.0,67.685,59.286667
2026-02-24,2026-02-23,11,138.54999999999927,84.27499999999964,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,25.0,6.1775,5.88,25.0,50.0,33.520625,82.252107
2026-02-25,2026-02-24,11,157.1300000000001,93.56500000000005,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,17.022545,18.932523,0.0,0.0,17.022545,0.0
2026-02-26,2026-02-25,8,95.78999999999996,62.89499999999998,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,23.11875,28.173125,25.0,25.0,38.621875,21.49
2026-02-27,2026-02-26,9,75.36000000000058,52.68000000000029,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,23.57376,27.21938,0.0,25.0,35.82876,32.921228
2026-03-02,2026-02-27,11,113.92000000000007,71.96000000000004,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,75.0,75.0,2.97,7.78,50.0,75.0,96.08,138.675
2026-03-03,2026-03-02,10,158.07999999999993,94.03999999999996,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,31.03164,31.31332,0.0,0.0,66.305,99.71336
2026-03-04,2026-03-03,9,383.58999999999924,206.79499999999962,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,20.705625,23.423437,0.0,0.0,20.705625,0.0
2026-03-05,2026-03-04,9,122.10000000000036,76.05000000000018,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,25.0,50.0,5.75875,7.35875,50.0,50.0,39.87125,106.05
2026-03-06,2026-03-05,8,143.8799999999992,86.9399999999996,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4,0,REGIME_RANGE_CLOSE,0.0,0.0,0.0,11.1825,12.15625,0.0,0.0,56.735,92.42642
2026-03-09,2026-03-06,10,112.88000000000011,71.44000000000005,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,13.345,13.459157,0.0,25.0,34.22492,50.91484
2026-03-10,2026-03-09,9,182.97000000000025,106.48500000000013,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,25.0,25.0,16.94398,16.071677,25.0,25.0,49.1775,136.485
2026-03-11,2026-03-10,10,121.06999999999971,75.53499999999985,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,11.521666,10.557083,25.0,25.0,23.870625,93.124187
2026-03-12,2026-03-11,10,74.02000000000044,52.01000000000022,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,25.0,50.0,5.87125,6.375625,50.0,50.0,25.295,38.55
2026-03-13,2026-03-12,9,136.6300000000001,83.31500000000005,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,50.0,75.0,75.0,1.34,3.544062,75.0,75.0,6.128125,16.804295
2026-03-16,2026-03-13,10,118.55999999999949,74.27999999999975,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,25.0,25.0,7.703334,6.479167,25.0,25.0,16.085,38.043334
2026-03-17,2026-03-16,8,70.5,50.25,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,25.0,25.0,3.89625,6.861244,25.0,75.0,31.938333,38.79125
2026-03-18,2026-03-17,12,71.44000000000051,50.720000000000255,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,25.0,25.0,5.89,5.84,25.0,50.0,5.89,4.03
2026-03-19,2026-03-18,11,209.35000000000036,119.67500000000018,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,112.84375,114.96125,0.0,0.0,125.1954,28.003125
2026-03-20,2026-03-19,10,364.2399999999998,197.1199999999999,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,89.59,88.42,0.0,0.0,89.59,0.0
2026-03-23,2026-03-20,10,258.4400000000005,144.22000000000025,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,50.0,50.0,11.2025,15.18375,25.0,50.0,36.585,23.83
2026-03-24,2026-03-23,10,437.4899999999998,233.7449999999999,RANGE_EXTREME_220_PLUS,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,25.0,25.0,36.82316,34.686267,25.0,25.0,40.891285,29.218125
2026-03-25,2026-03-24,10,177.97000000000025,103.98500000000013,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,25.0,25.0,17.194584,23.858229,0.0,0.0,27.67625,52.414583
2026-03-26,2026-03-25,10,146.39999999999964,88.19999999999982,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,25.0,50.0,4.625,6.27,50.0,50.0,28.903334,84.225
2026-03-27,2026-03-26,10,192.92000000000007,111.46000000000004,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,15.44228,20.12614,0.0,0.0,31.3275,35.62956
2026-03-30,2026-03-27,10,179.76999999999953,104.88499999999976,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,25.0,25.0,9.289584,7.468854,25.0,25.0,28.798125,102.995625
2026-03-31,2026-03-30,8,161.02999999999975,95.51499999999987,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4,0,REGIME_RANGE_CLOSE,0.0,25.0,50.0,1.569375,2.045865,75.0,100.0,20.8675,83.575625
2026-04-01,2026-03-31,10,204.8199999999997,117.40999999999985,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,50.0,50.0,5.3275,13.956875,0.0,50.0,33.43875,56.755833
2026-04-02,2026-04-01,12,131.03999999999996,80.51999999999998,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,25.0,10.155,8.7275,25.0,25.0,39.865,78.810022
2026-04-03,2026-04-02,9,246.19999999999982,138.0999999999999,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,19.1025,21.21335,0.0,0.0,19.1025,59.2875
2026-04-06,2026-04-02,9,246.19999999999982,138.0999999999999,RANGE_EXTREME_220_PLUS,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,100.0,100.0,3.183415,4.281708,50.0,50.0,17.5767,76.55
2026-04-07,2026-04-06,9,105.72000000000025,67.86000000000013,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,25.0,25.0,8.22,9.30625,25.0,50.0,25.2675,43.06
2026-04-08,2026-04-07,9,110.96000000000004,70.48000000000002,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,25.0,8.96336,10.53668,25.0,25.0,23.585,45.844955
2026-04-09,2026-04-08,10,157.26999999999953,93.63499999999976,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,50.0,50.0,6.05375,8.355938,0.0,25.0,20.63875,38.21661
2026-04-10,2026-04-09,9,102.75999999999931,66.37999999999965,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,25.0,25.0,9.9475,10.25375,50.0,50.0,24.3875,37.305
2026-04-13,2026-04-10,9,64.14000000000033,47.070000000000164,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,25.0,25.0,11.43125,11.98375,25.0,25.0,33.007083,26.075417
2026-04-14,2026-04-13,9,106.1299999999992,68.0649999999996,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,25.0,25.0,6.66,8.879585,0.0,50.0,12.210625,41.97436
2026-04-15,2026-04-14,10,101.77999999999975,65.88999999999987,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,25.0,25.0,2.995,4.468125,50.0,75.0,20.2025,46.940836
2026-04-16,2026-04-15,10,86.03999999999996,58.01999999999998,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,25.0,25.0,10.93886,11.71568,25.0,25.0,28.7175,36.0775
2026-04-17,2026-04-16,10,66.35000000000036,48.17500000000018,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,10.24625,16.245938,0.0,25.0,41.851875,36.021875
2026-04-20,2026-04-17,10,124.19999999999982,77.09999999999991,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,6.4272,6.42985,0.0,25.0,15.1575,67.4625
2026-04-21,2026-04-20,10,90.53999999999996,60.26999999999998,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,25.0,25.0,10.2975,13.958125,25.0,50.0,10.2975,44.874345
2026-04-22,2026-04-21,9,164.82000000000062,97.41000000000031,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,50.0,50.0,50.0,4.7175,5.032393,50.0,50.0,16.89375,42.87501
2026-04-23,2026-04-22,11,56.720000000000255,43.36000000000013,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4,0,REGIME_RANGE_CLOSE,0.0,0.0,0.0,69.95,74.1475,0.0,0.0,106.635,36.27
2026-04-24,2026-04-23,10,89.59999999999945,59.79999999999973,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,37.165,31.4325,0.0,0.0,44.64,29.9
2026-04-27,2026-04-24,11,82.67999999999938,56.33999999999969,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,49.1575,50.341667,0.0,0.0,54.435834,14.085
2026-04-28,2026-04-27,9,62.94000000000051,46.470000000000255,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,50.0,4.9375,6.0575,0.0,50.0,16.96375,50.605417
2026-04-29,2026-04-28,9,146.6199999999999,88.30999999999995,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,50.0,75.0,4.86,4.52971,50.0,50.0,14.41125,43.157688
2026-04-30,2026-04-29,10,100.0,65.0,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,17.165,23.2375,0.0,0.0,58.975,55.625
2026-05-01,2026-04-30,9,107.47999999999956,68.73999999999978,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,25.0,21.2125,20.0025,25.0,25.0,34.9575,62.73882
2026-05-04,2026-05-01,10,100.02999999999975,65.01499999999987,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,25.0,25.0,5.9025,10.910938,25.0,50.0,24.673125,81.26875
2026-05-05,2026-05-04,11,138.02000000000044,84.01000000000022,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,25.0,25.0,8.0475,10.585,25.0,25.0,16.19068,85.885
2026-05-06,2026-05-05,9,73.02000000000044,51.51000000000022,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,25.0,50.0,7.3175,7.549375,50.0,50.0,23.87125,64.3875
2026-05-07,2026-05-06,10,176.70000000000073,103.35000000000036,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,23.21375,21.526875,0.0,0.0,39.25,49.61375
2026-05-08,2026-05-07,10,79.59000000000015,54.79500000000007,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,25.0,25.0,9.575625,20.728437,0.0,50.0,18.79,70.4925
2026-05-11,2026-05-08,10,71.86999999999989,50.934999999999945,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,50.0,50.0,3.825625,9.2825,50.0,50.0,17.2025,50.935
2026-05-12,2026-05-11,10,100.36999999999989,65.18499999999995,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,25.0,25.0,8.106875,8.485625,25.0,25.0,17.660625,60.208125
2026-05-13,2026-05-12,10,135.2599999999993,82.62999999999965,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,25.0,50.0,6.655,6.558125,25.0,50.0,26.815439,72.30125
2026-05-14,2026-05-13,10,57.30999999999949,43.654999999999745,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,26.331875,26.472812,0.0,0.0,35.875,30.0
2026-05-15,2026-05-14,10,74.38000000000011,52.190000000000055,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,7.939154,9.277702,25.0,50.0,19.0925,72.96375
2026-05-18,2026-05-15,10,154.05000000000018,92.02500000000009,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,50.0,75.0,0.49,1.729275,75.0,75.0,20.151875,44.6796
2026-05-19,2026-05-18,10,103.76000000000022,66.88000000000011,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,16.93,16.5375,0.0,0.0,22.755,62.115
2026-05-20,2026-05-19,9,126.35999999999967,78.17999999999984,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,50.0,50.0,3.122521,3.812511,50.0,75.0,26.77,42.082542
2026-05-21,2026-05-20,10,99.15999999999985,64.57999999999993,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,18.3125,21.95875,0.0,0.0,46.4875,61.4025
2026-05-22,2026-05-21,10,82.71000000000004,56.35500000000002,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,25.0,50.0,2.903015,11.109945,50.0,75.0,29.189375,56.355
2026-05-25,2026-05-22,11,57.26000000000022,43.63000000000011,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,REGIME_RANGE_CLOSE,0.0,0.0,0.0,28.485,26.28875,0.0,0.0,28.485,10.9075
2026-05-26,2026-05-25,9,47.73999999999978,38.86999999999989,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,15.964591,17.975421,0.0,0.0,15.964591,0.0
2026-05-27,2026-05-26,8,98.40000000000055,64.20000000000027,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,25.0,25.0,4.79,6.265,50.0,50.0,17.09,27.3
2026-05-28,2026-05-27,9,136.35999999999967,83.17999999999984,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,9.0625,15.82125,25.0,25.0,33.2325,64.26
2026-05-29,2026-05-28,12,150.0,90.0,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,21.8,23.4775,0.0,0.0,73.749975,87.500025
2026-06-01,2026-05-29,11,106.22000000000025,68.11000000000013,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,16.7725,17.380885,0.0,0.0,33.6225,69.34302
2026-06-02,2026-06-01,8,98.84000000000015,64.42000000000007,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,25.0,50.0,6.033334,10.336667,25.0,50.0,23.0675,45.8875
2026-06-03,2026-06-02,10,78.55000000000018,54.27500000000009,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,7.723125,6.790313,0.0,25.0,30.096029,67.924167
2026-06-04,2026-06-03,7,70.48999999999978,50.24499999999989,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,50.0,50.0,3.1825,3.24875,50.0,75.0,9.89875,28.8725
2026-06-05,2026-06-04,9,91.55999999999949,60.779999999999745,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,25.0,5.525,4.77125,25.0,50.0,10.7325,60.78
2026-06-08,2026-06-05,9,172.07999999999993,101.03999999999996,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,25.0,75.0,2.52228,3.18114,50.0,75.0,11.645,55.045
2026-06-09,2026-06-08,8,85.01999999999953,57.50999999999976,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,25.0,25.0,7.94875,11.295625,25.0,25.0,11.69875,21.8775
2026-06-10,2026-06-09,9,126.9399999999996,78.4699999999998,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,38.33375,36.373323,0.0,0.0,50.91821,37.685315
2026-06-11,2026-06-10,12,190.8800000000001,110.44000000000005,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,28.345,31.58,0.0,0.0,49.66192,127.74192
2026-06-12,2026-06-11,12,196.27000000000044,113.13500000000022,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,25.0,6.515625,11.7075,0.0,50.0,39.0625,137.848991
2026-06-15,2026-06-12,12,76.3100000000004,53.1550000000002,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,52.143125,52.10927,0.0,0.0,91.56125,56.905
