level_date,prev_date,rows,prev_range,box_size,range_bucket,close_position_bucket,rows_bucket,prediction_available_levels,missing_prediction_levels,dominant_candidate_method,top1_anchor_hit_rate,top3_anchor_hit_rate,top5_anchor_hit_rate,best_candidate_median_abs_error,best_candidate_mean_abs_error,best_candidate_pct_within_3,best_candidate_pct_within_5,top1_candidate_median_abs_error,candidate_band_median_width
2025-10-29,2025-10-28,10,133.0999999999999,81.54999999999995,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,21.0071,19.536675,0.0,0.0,55.971689,69.0154
2025-10-30,2025-10-29,13,115.97000000000025,72.98500000000013,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,REGIME_RANGE_CLOSE,0.0,0.0,0.0,98.775625,99.005625,0.0,0.0,98.775625,0.0
2025-10-31,2025-10-30,10,111.76999999999998,70.88499999999999,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,12.5125,10.757812,0.0,25.0,30.236305,29.303125
2025-11-03,2025-10-31,11,73.99000000000024,51.99500000000012,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4,0,REGIME_RANGE_CLOSE,0.0,0.0,0.0,9.9175,11.244062,0.0,0.0,13.59,24.01125
2025-11-04,2025-11-03,10,68.36999999999989,49.184999999999945,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,16.479375,15.479688,0.0,25.0,19.55375,21.88875
2025-11-05,2025-11-04,8,76.99000000000024,53.49500000000012,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4,0,REGIME_RANGE_CLOSE,0.0,0.0,0.0,18.095625,20.315,0.0,25.0,51.197096,73.555625
2025-11-06,2025-11-05,10,61.30000000000018,45.65000000000009,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,25.0,75.0,3.385833,3.415417,50.0,50.0,13.96045,31.011634
2025-11-07,2025-11-06,8,55.05000000000018,42.52500000000009,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4,0,REGIME_RANGE_CLOSE,50.0,50.0,50.0,6.23,6.128442,25.0,25.0,6.23,0.0
2025-11-10,2025-11-07,9,52.970000000000255,41.48500000000013,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_ONLY,50.0,50.0,50.0,3.7475,5.240313,50.0,75.0,9.811875,12.792925
2025-11-11,2025-11-10,10,118.62000000000035,74.31000000000017,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,22.33248,20.04553,0.0,0.0,55.16983,35.96252
2025-11-12,2025-11-11,8,51.89000000000033,40.945000000000164,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4,0,REGIME_RANGE_CLOSE,0.0,0.0,0.0,19.984574,20.533225,0.0,0.0,19.984574,0.0
2025-11-13,2025-11-12,10,112.84000000000015,71.42000000000007,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,50.0,75.0,2.969208,3.984604,50.0,75.0,33.53006,55.43256
2025-11-14,2025-11-13,11,99.60000000000036,64.80000000000018,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,36.37,36.135008,0.0,0.0,36.37,0.0
2025-11-17,2025-11-14,9,178.98000000000047,104.49000000000024,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE,0.0,0.0,0.0,107.04857,110.474285,0.0,0.0,107.04857,0.0
2025-11-18,2025-11-17,10,99.75,64.875,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,25.0,25.0,3.34375,4.849062,50.0,75.0,12.204375,48.65625
2025-11-19,2025-11-18,9,84.32000000000016,57.16000000000008,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,25.0,50.0,4.805,4.6375,50.0,50.0,13.155,45.20988
2025-11-20,2025-11-19,8,77.14000000000033,53.570000000000164,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4,0,REGIME_RANGE_CLOSE_ROWS,50.0,50.0,50.0,3.3375,3.452495,50.0,50.0,3.3375,0.0
2025-11-21,2025-11-20,9,71.30000000000064,50.65000000000032,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,25.0,4.65125,4.681875,25.0,50.0,13.5525,37.86625
2025-11-24,2025-11-21,9,78.97000000000025,54.48500000000013,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,25.0,50.0,3.846875,4.080312,50.0,75.0,9.90625,39.705625
2025-11-25,2025-11-24,10,99.64999999999964,64.82499999999982,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,25.0,25.0,5.314792,5.219908,25.0,50.0,15.2175,47.25245
2025-11-26,2025-11-25,10,49.63999999999942,39.81999999999971,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,25.0,25.0,16.091675,16.614588,25.0,25.0,16.091675,0.0
2025-11-27,2025-11-26,9,43.63000000000011,36.815000000000055,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE,0.0,0.0,0.0,12.378125,13.439688,25.0,25.0,12.378125,0.851875
2025-11-28,2025-11-27,9,26.0600000000004,28.0300000000002,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,14.055829,17.49479,0.0,0.0,27.4775,13.421671
2025-12-01,2025-11-28,9,72.5,51.25,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,50.0,50.0,4.4675,4.0425,25.0,75.0,14.385,32.03125
2025-12-02,2025-12-01,7,59.1200000000008,44.5600000000004,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,25.0,25.0,12.12808,12.59154,25.0,25.0,12.12808,0.0
2025-12-03,2025-12-02,9,72.35999999999967,51.179999999999836,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,50.0,50.0,2.3725,2.44875,75.0,100.0,7.53,34.1925
2025-12-04,2025-12-03,8,47.07999999999993,38.539999999999964,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,25.0,25.0,5.845,7.57625,25.0,25.0,5.845,0.0
2025-12-05,2025-12-04,8,44.39000000000033,37.195000000000164,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4,0,REGIME_RANGE_CLOSE_ROWS,50.0,50.0,50.0,1.459375,1.46625,100.0,100.0,2.196875,0.899375
2025-12-08,2025-12-05,8,67.25,48.625,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4,0,REGIME_RANGE_CLOSE_ROWS,50.0,50.0,50.0,10.64,12.701688,0.0,0.0,12.968125,2.328125
2025-12-09,2025-12-08,8,42.779999999999745,36.38999999999987,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,13.31,13.954865,0.0,0.0,15.965,10.02402
2025-12-10,2025-12-09,8,51.26000000000022,40.63000000000011,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,11.948325,12.096662,0.0,0.0,12.5975,1.32875
2025-12-11,2025-12-10,8,56.94999999999982,43.47499999999991,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4,0,REGIME_RANGE_CLOSE_ROWS,50.0,75.0,100.0,1.2525,1.339375,100.0,100.0,2.8575,14.046875
2025-12-12,2025-12-11,9,81.56999999999971,55.784999999999854,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,25.0,25.0,5.29862,5.620664,25.0,50.0,8.521745,32.344037
2025-12-15,2025-12-12,8,95.75,62.875,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4,0,REGIME_RANGE_CLOSE,0.0,25.0,50.0,4.78125,7.124271,25.0,75.0,28.645625,41.147625
2025-12-16,2025-12-15,8,65.06999999999971,47.534999999999854,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,25.0,25.0,9.629755,10.09644,25.0,50.0,17.089375,11.25
2025-12-17,2025-12-16,8,63.529999999999745,46.76499999999987,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,25.0,25.0,9.086875,9.43,0.0,0.0,9.086875,0.0
2025-12-19,2025-12-18,8,66.3100000000004,48.1550000000002,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,50.0,50.0,2.546875,2.43625,50.0,100.0,6.8625,8.421679
2025-12-22,2025-12-19,8,47.25999999999931,38.629999999999654,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,25.0,25.0,6.03625,5.96417,25.0,50.0,12.9275,26.01875
2025-12-23,2025-12-22,10,111.18000000000029,70.59000000000015,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,25.0,17.99,21.774185,0.0,0.0,59.84462,44.11875
2025-12-24,2025-12-23,6,69.71000000000004,49.85500000000002,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,3,1,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,5.31125,5.352083,33.333333,33.333333,5.31125,19.96375
2025-12-26,2025-12-24,8,77.3100000000004,53.6550000000002,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,25.0,25.0,5.7775,8.749707,25.0,50.0,5.7775,11.520585
2025-12-29,2025-12-26,11,68.94999999999982,49.47499999999991,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4,0,REGIME_RANGE_CLOSE,25.0,50.0,75.0,0.7775,1.563328,75.0,100.0,4.541875,31.360405
2025-12-30,2025-12-29,9,247.23999999999978,138.6199999999999,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE,0.0,0.0,0.0,76.851625,78.050813,0.0,0.0,76.851625,0.0
2026-01-01,2025-12-31,9,98.53999999999996,64.26999999999998,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,0.0,12.00136,10.304213,25.0,25.0,15.50375,41.85489
2026-01-02,2025-12-31,10,98.53999999999996,64.26999999999998,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,25.0,50.0,5.03,5.64875,25.0,50.0,6.0975,50.7125
2026-01-05,2026-01-02,10,92.36999999999989,61.184999999999945,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,25.0,25.0,25.0,8.38875,9.225625,25.0,25.0,8.38875,0.0
2026-01-06,2026-01-05,9,111.85999999999967,70.92999999999984,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4,0,REGIME_RANGE_CLOSE_ROWS,0.0,0.0,50.0,3.1875,4.735495,50.0,75.0,39.09875,50.009564
